linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=1166 | nome=Otavio | acao=estudou computacao | valor=2390
linha=1167 | nome=Gabriela | acao=otimizou o algoritmo | valor=4783
linha=1168 | nome=Tiago | acao=analisou os resultados | valor=5931
linha=1169 | nome=Mariana | acao=comparou as metricas | valor=7517
linha=1170 | nome=Sofia | acao=fez um experimento | valor=1996
linha=1171 | nome=Daniela | acao=executou o benchmark | valor=2421
linha=1172 | nome=Eduarda | acao=analisou os resultados | valor=1026
linha=1173 | nome=Otavio | acao=estudou computacao | valor=4140
linha=1174 | nome=Ana | acao=analisou os resultados | valor=1079
linha=1175 | nome=Lucas | acao=participou da aula | valor=7096
linha=1176 | nome=Daniela | acao=comparou as metricas | valor=2109
linha=1177 | nome=Sofia | acao=participou da aula | valor=3288
linha=1178 | nome=Bruno | acao=estudou computacao | valor=8880
linha=1179 | nome=Renata | acao=comparou as metricas | valor=3652
linha=1180 | nome=Renata | acao=comparou as metricas | valor=8215
linha=1181 | nome=Natalia | acao=escreveu o relatorio | valor=4502
linha=1182 | nome=Natalia | acao=fez um experimento | valor=1744
linha=1183 | nome=Igor | acao=analisou os resultados | valor=5089
linha=1184 | nome=Joao | acao=participou da aula | valor=7153
linha=1185 | nome=Joao | acao=comparou as metricas | valor=1979
linha=1186 | nome=Mariana | acao=participou da aula | valor=3782
linha=1187 | nome=Tiago | acao=estudou computacao | valor=4131
linha=1188 | nome=Carlos | acao=participou da aula | valor=9252
linha=1189 | nome=Eduarda | acao=participou da aula | valor=1867
linha=1190 | nome=Felipe | acao=otimizou o algoritmo | valor=4657
linha=1191 | nome=Ana | acao=estudou computacao | valor=1180
linha=1192 | nome=Vitor | acao=comparou as metricas | valor=2970
linha=1193 | nome=Carlos | acao=participou da aula | valor=8577
linha=1194 | nome=Bruno | acao=executou o benchmark | valor=6107
linha=1195 | nome=Eduarda | acao=fez um experimento | valor=4285
linha=1196 | nome=Paulo | acao=participou da aula | valor=8931
linha=1197 | nome=Carlos | acao=fez um experimento | valor=1145
linha=1198 | nome=Paulo | acao=analisou os resultados | valor=3708
linha=1199 | nome=Carlos | acao=fez um experimento | valor=3772
linha=1200 | nome=Helena | acao=otimizou o algoritmo | valor=2361
linha=1201 | nome=Carlos | acao=estudou computacao | valor=4201
linha=1202 | nome=Mariana | acao=estudou computacao | valor=6986
linha=1203 | nome=Felipe | acao=executou o benchmark | valor=6237
linha=1204 | nome=Paulo | acao=otimizou o algoritmo | valor=4150
linha=1205 | nome=Paulo | acao=otimizou o algoritmo | valor=1298
linha=1206 | nome=Natalia | acao=otimizou o algoritmo | valor=9516
linha=1207 | nome=Bruno | acao=estudou computacao | valor=7502
linha=1208 | nome=Paulo | acao=comparou as metricas | valor=4267
linha=1209 | nome=Ana | acao=fez um experimento | valor=6061
linha=1210 | nome=Daniela | acao=estudou computacao | valor=3595
linha=1211 | nome=Carlos | acao=executou o benchmark | valor=9236
linha=1212 | nome=Daniela | acao=participou da aula | valor=3034
linha=1213 | nome=Paulo | acao=escreveu o relatorio | valor=5512
linha=1214 | nome=Bruno | acao=escreveu o relatorio | valor=3599
linha=1215 | nome=Renata | acao=analisou os resultados | valor=6126
linha=1216 | nome=Vitor | acao=escreveu o relatorio | valor=6284
linha=1217 | nome=Vitor | acao=participou da aula | valor=5219
linha=1218 | nome=Carlos | acao=otimizou o algoritmo | valor=5400
linha=1219 | nome=Carlos | acao=executou o benchmark | valor=7765
linha=1220 | nome=Helena | acao=otimizou o algoritmo | valor=5819
linha=1221 | nome=Tiago | acao=analisou os resultados | valor=4978
linha=1222 | nome=Bruno | acao=otimizou o algoritmo | valor=1867
linha=1223 | nome=Paulo | acao=estudou computacao | valor=7993
linha=1224 | nome=Bruno | acao=otimizou o algoritmo | valor=7574
linha=1225 | nome=Renata | acao=estudou computacao | valor=1331
linha=1226 | nome=Helena | acao=estudou computacao | valor=3477
linha=1227 | nome=Gabriela | acao=fez um experimento | valor=4580
linha=1228 | nome=Helena | acao=executou o benchmark | valor=3160
linha=1229 | nome=Mariana | acao=comparou as metricas | valor=4444
linha=1230 | nome=Igor | acao=participou da aula | valor=2760
linha=1231 | nome=Vitor | acao=analisou os resultados | valor=1259
linha=1232 | nome=Helena | acao=participou da aula | valor=6465
linha=1233 | nome=Sofia | acao=fez um experimento | valor=8254
linha=1234 | nome=Ana | acao=analisou os resultados | valor=1604
linha=1235 | nome=Helena | acao=escreveu o relatorio | valor=6228
linha=1236 | nome=Otavio | acao=estudou computacao | valor=6756
linha=1237 | nome=Lucas | acao=estudou computacao | valor=2258
linha=1238 | nome=Bruno | acao=otimizou o algoritmo | valor=9293
linha=1239 | nome=Daniela | acao=escreveu o relatorio | valor=5873
linha=1240 | nome=Natalia | acao=estudou computacao | valor=8152
linha=1241 | nome=Paulo | acao=participou da aula | valor=3070
linha=1242 | nome=Daniela | acao=participou da aula | valor=1340
linha=1243 | nome=Tiago | acao=executou o benchmark | valor=3327
linha=1244 | nome=Gabriela | acao=participou da aula | valor=5924
linha=1245 | nome=Sofia | acao=executou o benchmark | valor=4867
linha=1246 | nome=Mariana | acao=comparou as metricas | valor=7921
linha=1247 | nome=Joao | acao=otimizou o algoritmo | valor=8939
linha=1248 | nome=Helena | acao=participou da aula | valor=6370
linha=1249 | nome=Carlos | acao=escreveu o relatorio | valor=9302
linha=1250 | nome=Helena | acao=estudou computacao | valor=3828
linha=1251 | nome=Renata | acao=comparou as metricas | valor=4730
linha=1252 | nome=Paulo | acao=estudou computacao | valor=2501
linha=1253 | nome=Helena | acao=otimizou o algoritmo | valor=7897
linha=1254 | nome=Felipe | acao=analisou os resultados | valor=2667
linha=1255 | nome=Paulo | acao=executou o benchmark | valor=3538
linha=1256 | nome=Carlos | acao=estudou computacao | valor=3053
linha=1257 | nome=Bruno | acao=fez um experimento | valor=9710
linha=1258 | nome=Natalia | acao=estudou computacao | valor=4453
linha=1259 | nome=Tiago | acao=participou da aula | valor=6810
linha=1260 | nome=Paulo | acao=escreveu o relatorio | valor=6872
linha=1261 | nome=Karen | acao=estudou computacao | valor=3479
linha=1262 | nome=Joao | acao=estudou computacao | valor=9286
linha=1263 | nome=Gabriela | acao=comparou as metricas | valor=8331
linha=1264 | nome=Renata | acao=escreveu o relatorio | valor=3283
linha=1265 | nome=Igor | acao=otimizou o algoritmo | valor=3508
linha=1266 | nome=Tiago | acao=estudou computacao | valor=3005
linha=1267 | nome=Gabriela | acao=comparou as metricas | valor=3928
linha=1268 | nome=Mariana | acao=otimizou o algoritmo | valor=9791
linha=1269 | nome=Mariana | acao=analisou os resultados | valor=5968
linha=1270 | nome=Sofia | acao=escreveu o relatorio | valor=9200
linha=1271 | nome=Otavio | acao=participou da aula | valor=6133
linha=1272 | nome=Renata | acao=comparou as metricas | valor=2552
linha=1273 | nome=Eduarda | acao=fez um experimento | valor=8082
linha=1274 | nome=Eduarda | acao=estudou computacao | valor=9784
linha=1275 | nome=Paulo | acao=executou o benchmark | valor=3965
linha=1276 | nome=Daniela | acao=escreveu o relatorio | valor=2861
linha=1277 | nome=Igor | acao=estudou computacao | valor=1636
linha=1278 | nome=Ana | acao=escreveu o relatorio | valor=6834
linha=1279 | nome=Otavio | acao=participou da aula | valor=2067
linha=1280 | nome=Mariana | acao=fez um experimento | valor=9713
linha=1281 | nome=Otavio | acao=executou o benchmark | valor=5325
linha=1282 | nome=Natalia | acao=otimizou o algoritmo | valor=1323
linha=1283 | nome=Karen | acao=executou o benchmark | valor=6118
linha=1284 | nome=Eduarda | acao=otimizou o algoritmo | valor=1772
linha=1285 | nome=Lucas | acao=comparou as metricas | valor=7030
linha=1286 | nome=Carlos | acao=executou o benchmark | valor=9883
linha=1287 | nome=Helena | acao=comparou as metricas | valor=1369
linha=1288 | nome=Renata | acao=escreveu o relatorio | valor=8532
linha=1289 | nome=Paulo | acao=comparou as metricas | valor=3361
linha=1290 | nome=Natalia | acao=executou o benchmark | valor=1761
linha=1291 | nome=Renata | acao=comparou as metricas | valor=1073
linha=1292 | nome=Otavio | acao=analisou os resultados | valor=8437
linha=1293 | nome=Tiago | acao=otimizou o algoritmo | valor=1804
linha=1294 | nome=Sofia | acao=participou da aula | valor=4328
linha=1295 | nome=Mariana | acao=escreveu o relatorio | valor=6382
linha=1296 | nome=Eduarda | acao=analisou os resultados | valor=8191
linha=1297 | nome=Renata | acao=escreveu o relatorio | valor=4934
linha=1298 | nome=Lucas | acao=executou o benchmark | valor=4209
linha=1299 | nome=Otavio | acao=executou o benchmark | valor=4070
linha=1300 | nome=Eduarda | acao=participou da aula | valor=8103
linha=1301 | nome=Daniela | acao=participou da aula | valor=5753
linha=1302 | nome=Helena | acao=fez um experimento | valor=6066
linha=1303 | nome=Vitor | acao=otimizou o algoritmo | valor=8583
linha=1304 | nome=Mariana | acao=comparou as metricas | valor=3275
linha=1305 | nome=Igor | acao=comparou as metricas | valor=5922
linha=1306 | nome=Carlos | acao=escreveu o relatorio | valor=4407
linha=1307 | nome=Karen | acao=escreveu o relatorio | valor=5465
linha=1308 | nome=Vitor | acao=otimizou o algoritmo | valor=2387
linha=1309 | nome=Igor | acao=comparou as metricas | valor=4419
linha=1310 | nome=Felipe | acao=estudou computacao | valor=5190
linha=1311 | nome=Vitor | acao=participou da aula | valor=8368
linha=1312 | nome=Renata | acao=fez um experimento | valor=4148
linha=1313 | nome=Carlos | acao=analisou os resultados | valor=7634
linha=1314 | nome=Vitor | acao=fez um experimento | valor=2415
linha=1315 | nome=Joao | acao=analisou os resultados | valor=7882
linha=1316 | nome=Mariana | acao=fez um experimento | valor=4571
linha=1317 | nome=Joao | acao=estudou computacao | valor=2648
linha=1318 | nome=Otavio | acao=analisou os resultados | valor=4185
linha=1319 | nome=Joao | acao=fez um experimento | valor=6176
linha=1320 | nome=Vitor | acao=comparou as metricas | valor=7358
linha=1321 | nome=Renata | acao=participou da aula | valor=7419
linha=1322 | nome=Vitor | acao=executou o benchmark | valor=9076
linha=1323 | nome=Felipe | acao=escreveu o relatorio | valor=9155
linha=1324 | nome=Igor | acao=analisou os resultados | valor=7667
linha=1325 | nome=Joao | acao=comparou as metricas | valor=5353
linha=1326 | nome=Lucas | acao=estudou computacao | valor=2227
linha=1327 | nome=Igor | acao=escreveu o relatorio | valor=9484
linha=1328 | nome=Paulo | acao=otimizou o algoritmo | valor=5255
linha=1329 | nome=Lucas | acao=fez um experimento | valor=1311
linha=1330 | nome=Daniela | acao=comparou as metricas | valor=4381
linha=1331 | nome=Joao | acao=escreveu o relatorio | valor=3701
linha=1332 | nome=Lucas | acao=comparou as metricas | valor=8639
linha=1333 | nome=Joao | acao=analisou os resultados | valor=2960
linha=1334 | nome=Bruno | acao=estudou computacao | valor=9288
linha=1335 | nome=Renata | acao=escreveu o relatorio | valor=8030
linha=1336 | nome=Tiago | acao=otimizou o algoritmo | valor=8974
linha=1337 | nome=Mariana | acao=analisou os resultados | valor=4743
linha=1338 | nome=Daniela | acao=executou o benchmark | valor=3211
linha=1339 | nome=Ana | acao=participou da aula | valor=9251
linha=1340 | nome=Otavio | acao=comparou as metricas | valor=9605
linha=1341 | nome=Mariana | acao=escreveu o relatorio | valor=6419
linha=1342 | nome=Otavio | acao=estudou computacao | valor=4652
linha=1343 | nome=Carlos | acao=comparou as metricas | valor=8235
linha=1344 | nome=Joao | acao=executou o benchmark | valor=8320
linha=1345 | nome=Joao | acao=estudou computacao | valor=3036
linha=1346 | nome=Paulo | acao=escreveu o relatorio | valor=8395
linha=1347 | nome=Paulo | acao=escreveu o relatorio | valor=8227
linha=1348 | nome=Paulo | acao=estudou computacao | valor=4802
linha=1349 | nome=Helena | acao=executou o benchmark | valor=8779
linha=1350 | nome=Mariana | acao=estudou computacao | valor=1452
linha=1351 | nome=Karen | acao=executou o benchmark | valor=1584
linha=1352 | nome=Daniela | acao=escreveu o relatorio | valor=6970
linha=1353 | nome=Eduarda | acao=fez um experimento | valor=9931
linha=1354 | nome=Mariana | acao=executou o benchmark | valor=1022
linha=1355 | nome=Joao | acao=analisou os resultados | valor=6579
linha=1356 | nome=Carlos | acao=comparou as metricas | valor=1714
linha=1357 | nome=Renata | acao=estudou computacao | valor=2532
linha=1358 | nome=Carlos | acao=executou o benchmark | valor=5924
linha=1359 | nome=Felipe | acao=otimizou o algoritmo | valor=8131
linha=1360 | nome=Carlos | acao=comparou as metricas | valor=9243
linha=1361 | nome=Natalia | acao=executou o benchmark | valor=4008
linha=1362 | nome=Bruno | acao=comparou as metricas | valor=6948
linha=1363 | nome=Otavio | acao=participou da aula | valor=1835
linha=1364 | nome=Daniela | acao=executou o benchmark | valor=3042
linha=1365 | nome=Mariana | acao=estudou computacao | valor=4487
linha=1366 | nome=Sofia | acao=escreveu o relatorio | valor=2164
linha=1367 | nome=Mariana | acao=participou da aula | valor=1183
linha=1368 | nome=Lucas | acao=estudou computacao | valor=7681
linha=1369 | nome=Mariana | acao=fez um experimento | valor=5833
linha=1370 | nome=Karen | acao=analisou os resultados | valor=5384
linha=1371 | nome=Helena | acao=estudou computacao | valor=9843
linha=1372 | nome=Paulo | acao=fez um experimento | valor=7404
linha=1373 | nome=Helena | acao=comparou as metricas | valor=4461
linha=1374 | nome=Bruno | acao=escreveu o relatorio | valor=7773
linha=1375 | nome=Otavio | acao=escreveu o relatorio | valor=6559
linha=1376 | nome=Joao | acao=escreveu o relatorio | valor=7037
linha=1377 | nome=Igor | acao=participou da aula | valor=3257
linha=1378 | nome=Joao | acao=analisou os resultados | valor=8839
linha=1379 | nome=Igor | acao=comparou as metricas | valor=9831
linha=1380 | nome=Mariana | acao=comparou as metricas | valor=1892
linha=1381 | nome=Mariana | acao=estudou computacao | valor=2684
linha=1382 | nome=Vitor | acao=otimizou o algoritmo | valor=5448
linha=1383 | nome=Natalia | acao=participou da aula | valor=1115
linha=1384 | nome=Igor | acao=estudou computacao | valor=5496
linha=1385 | nome=Carlos | acao=executou o benchmark | valor=7323
linha=1386 | nome=Tiago | acao=participou da aula | valor=7513
linha=1387 | nome=Lucas | acao=participou da aula | valor=7283
linha=1388 | nome=Otavio | acao=otimizou o algoritmo | valor=7633
linha=1389 | nome=Sofia | acao=fez um experimento | valor=3560
linha=1390 | nome=Ana | acao=escreveu o relatorio | valor=3972
linha=1391 | nome=Daniela | acao=executou o benchmark | valor=4360
linha=1392 | nome=Felipe | acao=executou o benchmark | valor=3703
linha=1393 | nome=Daniela | acao=executou o benchmark | valor=9537
linha=1394 | nome=Natalia | acao=escreveu o relatorio | valor=1242
linha=1395 | nome=Igor | acao=executou o benchmark | valor=5799
linha=1396 | nome=Sofia | acao=estudou computacao | valor=6553
linha=1397 | nome=Tiago | acao=escreveu o relatorio | valor=9427
linha=1398 | nome=Sofia | acao=comparou as metricas | valor=5665
linha=1399 | nome=Sofia | acao=fez um experimento | valor=9918
linha=1400 | nome=Tiago | acao=executou o benchmark | valor=8711
linha=1401 | nome=Daniela | acao=analisou os resultados | valor=3810
linha=1402 | nome=Eduarda | acao=estudou computacao | valor=4589
linha=1403 | nome=Helena | acao=analisou os resultados | valor=4586
linha=1404 | nome=Helena | acao=otimizou o algoritmo | valor=7007
linha=1405 | nome=Gabriela | acao=participou da aula | valor=4365
linha=1406 | nome=Eduarda | acao=analisou os resultados | valor=5787
linha=1407 | nome=Felipe | acao=executou o benchmark | valor=1388
linha=1408 | nome=Otavio | acao=escreveu o relatorio | valor=1323
linha=1409 | nome=Gabriela | acao=comparou as metricas | valor=6825
linha=1410 | nome=Gabriela | acao=escreveu o relatorio | valor=4843
linha=1411 | nome=Helena | acao=fez um experimento | valor=2285
linha=1412 | nome=Otavio | acao=comparou as metricas | valor=2707
linha=1413 | nome=Otavio | acao=analisou os resultados | valor=1302
linha=1414 | nome=Mariana | acao=fez um experimento | valor=5177
linha=1415 | nome=Tiago | acao=estudou computacao | valor=7482
