linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=1476 | nome=Mariana | acao=comparou as metricas | valor=3708
linha=1477 | nome=Felipe | acao=otimizou o algoritmo | valor=5548
linha=1478 | nome=Paulo | acao=comparou as metricas | valor=4097
linha=1479 | nome=Natalia | acao=otimizou o algoritmo | valor=6123
linha=1480 | nome=Eduarda | acao=escreveu o relatorio | valor=8942
linha=1481 | nome=Igor | acao=fez um experimento | valor=2903
linha=1482 | nome=Mariana | acao=otimizou o algoritmo | valor=5202
linha=1483 | nome=Paulo | acao=analisou os resultados | valor=8886
linha=1484 | nome=Mariana | acao=participou da aula | valor=9118
linha=1485 | nome=Tiago | acao=analisou os resultados | valor=7302
linha=1486 | nome=Helena | acao=analisou os resultados | valor=5655
linha=1487 | nome=Karen | acao=participou da aula | valor=2453
linha=1488 | nome=Ana | acao=executou o benchmark | valor=7168
linha=1489 | nome=Daniela | acao=participou da aula | valor=5442
linha=1490 | nome=Natalia | acao=fez um experimento | valor=1573
linha=1491 | nome=Carlos | acao=participou da aula | valor=8966
linha=1492 | nome=Lucas | acao=escreveu o relatorio | valor=3949
linha=1493 | nome=Karen | acao=fez um experimento | valor=1186
linha=1494 | nome=Sofia | acao=analisou os resultados | valor=4797
linha=1495 | nome=Igor | acao=participou da aula | valor=7359
linha=1496 | nome=Tiago | acao=participou da aula | valor=2743
linha=1497 | nome=Gabriela | acao=analisou os resultados | valor=1461
linha=1498 | nome=Paulo | acao=estudou computacao | valor=4073
linha=1499 | nome=Renata | acao=comparou as metricas | valor=8975
linha=1500 | nome=Lucas | acao=comparou as metricas | valor=7103
linha=1501 | nome=Renata | acao=estudou computacao | valor=3947
linha=1502 | nome=Paulo | acao=comparou as metricas | valor=8920
linha=1503 | nome=Natalia | acao=comparou as metricas | valor=3134
linha=1504 | nome=Ana | acao=analisou os resultados | valor=5336
linha=1505 | nome=Lucas | acao=otimizou o algoritmo | valor=7921
linha=1506 | nome=Natalia | acao=fez um experimento | valor=5794
linha=1507 | nome=Vitor | acao=escreveu o relatorio | valor=3426
linha=1508 | nome=Karen | acao=comparou as metricas | valor=1241
linha=1509 | nome=Renata | acao=executou o benchmark | valor=1137
linha=1510 | nome=Karen | acao=estudou computacao | valor=2278
linha=1511 | nome=Otavio | acao=otimizou o algoritmo | valor=4542
linha=1512 | nome=Carlos | acao=estudou computacao | valor=5293
linha=1513 | nome=Natalia | acao=fez um experimento | valor=3850
linha=1514 | nome=Carlos | acao=fez um experimento | valor=5932
linha=1515 | nome=Otavio | acao=participou da aula | valor=9631
linha=1516 | nome=Ana | acao=otimizou o algoritmo | valor=8272
linha=1517 | nome=Vitor | acao=escreveu o relatorio | valor=6917
linha=1518 | nome=Felipe | acao=analisou os resultados | valor=2148
linha=1519 | nome=Daniela | acao=participou da aula | valor=2305
linha=1520 | nome=Eduarda | acao=fez um experimento | valor=9503
linha=1521 | nome=Eduarda | acao=participou da aula | valor=2576
linha=1522 | nome=Vitor | acao=otimizou o algoritmo | valor=7841
linha=1523 | nome=Sofia | acao=executou o benchmark | valor=5791
linha=1524 | nome=Bruno | acao=comparou as metricas | valor=8308
linha=1525 | nome=Igor | acao=participou da aula | valor=9692
linha=1526 | nome=Daniela | acao=executou o benchmark | valor=7026
linha=1527 | nome=Karen | acao=fez um experimento | valor=2305
linha=1528 | nome=Igor | acao=comparou as metricas | valor=9005
linha=1529 | nome=Renata | acao=otimizou o algoritmo | valor=3906
linha=1530 | nome=Paulo | acao=comparou as metricas | valor=6703
linha=1531 | nome=Natalia | acao=analisou os resultados | valor=5134
linha=1532 | nome=Carlos | acao=escreveu o relatorio | valor=9304
linha=1533 | nome=Joao | acao=participou da aula | valor=1083
linha=1534 | nome=Joao | acao=otimizou o algoritmo | valor=2133
linha=1535 | nome=Paulo | acao=comparou as metricas | valor=9049
linha=1536 | nome=Otavio | acao=participou da aula | valor=2165
linha=1537 | nome=Helena | acao=comparou as metricas | valor=3045
linha=1538 | nome=Daniela | acao=fez um experimento | valor=8414
linha=1539 | nome=Ana | acao=fez um experimento | valor=5729
linha=1540 | nome=Daniela | acao=executou o benchmark | valor=6495
linha=1541 | nome=Natalia | acao=analisou os resultados | valor=5250
linha=1542 | nome=Tiago | acao=estudou computacao | valor=8383
linha=1543 | nome=Vitor | acao=otimizou o algoritmo | valor=5729
linha=1544 | nome=Tiago | acao=executou o benchmark | valor=8912
linha=1545 | nome=Sofia | acao=otimizou o algoritmo | valor=8291
linha=1546 | nome=Otavio | acao=comparou as metricas | valor=2767
linha=1547 | nome=Paulo | acao=estudou computacao | valor=9695
linha=1548 | nome=Felipe | acao=estudou computacao | valor=3552
linha=1549 | nome=Joao | acao=participou da aula | valor=3443
linha=1550 | nome=Gabriela | acao=otimizou o algoritmo | valor=4632
linha=1551 | nome=Vitor | acao=comparou as metricas | valor=8560
linha=1552 | nome=Ana | acao=comparou as metricas | valor=3906
linha=1553 | nome=Eduarda | acao=analisou os resultados | valor=3046
linha=1554 | nome=Sofia | acao=executou o benchmark | valor=5342
linha=1555 | nome=Tiago | acao=analisou os resultados | valor=7113
linha=1556 | nome=Natalia | acao=escreveu o relatorio | valor=1179
linha=1557 | nome=Renata | acao=comparou as metricas | valor=9281
linha=1558 | nome=Carlos | acao=fez um experimento | valor=2857
linha=1559 | nome=Daniela | acao=estudou computacao | valor=1194
linha=1560 | nome=Daniela | acao=escreveu o relatorio | valor=5311
linha=1561 | nome=Tiago | acao=fez um experimento | valor=1564
linha=1562 | nome=Vitor | acao=otimizou o algoritmo | valor=5479
linha=1563 | nome=Igor | acao=analisou os resultados | valor=7803
linha=1564 | nome=Carlos | acao=analisou os resultados | valor=6577
linha=1565 | nome=Renata | acao=executou o benchmark | valor=7707
linha=1566 | nome=Mariana | acao=fez um experimento | valor=7574
linha=1567 | nome=Lucas | acao=otimizou o algoritmo | valor=7033
linha=1568 | nome=Felipe | acao=participou da aula | valor=1682
linha=1569 | nome=Ana | acao=otimizou o algoritmo | valor=7723
linha=1570 | nome=Daniela | acao=participou da aula | valor=4491
linha=1571 | nome=Renata | acao=escreveu o relatorio | valor=8745
linha=1572 | nome=Helena | acao=estudou computacao | valor=3668
linha=1573 | nome=Joao | acao=participou da aula | valor=6186
linha=1574 | nome=Mariana | acao=participou da aula | valor=5161
linha=1575 | nome=Sofia | acao=participou da aula | valor=6818
linha=1576 | nome=Otavio | acao=comparou as metricas | valor=8208
linha=1577 | nome=Joao | acao=estudou computacao | valor=3529
linha=1578 | nome=Karen | acao=comparou as metricas | valor=9421
linha=1579 | nome=Felipe | acao=estudou computacao | valor=9414
linha=1580 | nome=Sofia | acao=escreveu o relatorio | valor=7446
linha=1581 | nome=Ana | acao=otimizou o algoritmo | valor=8391
linha=1582 | nome=Vitor | acao=executou o benchmark | valor=3225
linha=1583 | nome=Tiago | acao=comparou as metricas | valor=3296
linha=1584 | nome=Vitor | acao=comparou as metricas | valor=4621
linha=1585 | nome=Helena | acao=otimizou o algoritmo | valor=3246
linha=1586 | nome=Karen | acao=analisou os resultados | valor=8128
linha=1587 | nome=Daniela | acao=analisou os resultados | valor=1011
linha=1588 | nome=Bruno | acao=participou da aula | valor=3533
linha=1589 | nome=Renata | acao=fez um experimento | valor=6494
linha=1590 | nome=Helena | acao=escreveu o relatorio | valor=3951
linha=1591 | nome=Eduarda | acao=participou da aula | valor=9645
linha=1592 | nome=Vitor | acao=analisou os resultados | valor=5630
linha=1593 | nome=Lucas | acao=escreveu o relatorio | valor=9511
linha=1594 | nome=Renata | acao=comparou as metricas | valor=4676
linha=1595 | nome=Gabriela | acao=fez um experimento | valor=2815
linha=1596 | nome=Natalia | acao=fez um experimento | valor=4569
linha=1597 | nome=Mariana | acao=participou da aula | valor=4906
linha=1598 | nome=Tiago | acao=executou o benchmark | valor=3159
linha=1599 | nome=Felipe | acao=analisou os resultados | valor=3868
linha=1600 | nome=Paulo | acao=comparou as metricas | valor=3589
linha=1601 | nome=Sofia | acao=comparou as metricas | valor=2812
linha=1602 | nome=Daniela | acao=comparou as metricas | valor=3917
linha=1603 | nome=Eduarda | acao=participou da aula | valor=9196
linha=1604 | nome=Gabriela | acao=otimizou o algoritmo | valor=4117
linha=1605 | nome=Renata | acao=fez um experimento | valor=4848
linha=1606 | nome=Joao | acao=participou da aula | valor=6685
linha=1607 | nome=Natalia | acao=analisou os resultados | valor=7324
linha=1608 | nome=Joao | acao=fez um experimento | valor=7718
linha=1609 | nome=Carlos | acao=comparou as metricas | valor=5288
linha=1610 | nome=Joao | acao=participou da aula | valor=8922
linha=1611 | nome=Tiago | acao=executou o benchmark | valor=3627
linha=1612 | nome=Vitor | acao=comparou as metricas | valor=5373
linha=1613 | nome=Lucas | acao=analisou os resultados | valor=9936
linha=1614 | nome=Otavio | acao=analisou os resultados | valor=2191
linha=1615 | nome=Helena | acao=comparou as metricas | valor=5643
linha=1616 | nome=Helena | acao=comparou as metricas | valor=2933
linha=1617 | nome=Lucas | acao=participou da aula | valor=6055
linha=1618 | nome=Sofia | acao=participou da aula | valor=8922
linha=1619 | nome=Joao | acao=analisou os resultados | valor=1234
linha=1620 | nome=Vitor | acao=participou da aula | valor=7519
linha=1621 | nome=Gabriela | acao=estudou computacao | valor=2314
linha=1622 | nome=Carlos | acao=escreveu o relatorio | valor=6183
linha=1623 | nome=Mariana | acao=analisou os resultados | valor=7931
linha=1624 | nome=Lucas | acao=otimizou o algoritmo | valor=4091
linha=1625 | nome=Daniela | acao=participou da aula | valor=6574
linha=1626 | nome=Eduarda | acao=otimizou o algoritmo | valor=2158
linha=1627 | nome=Felipe | acao=executou o benchmark | valor=6198
linha=1628 | nome=Otavio | acao=analisou os resultados | valor=5532
linha=1629 | nome=Tiago | acao=estudou computacao | valor=2521
linha=1630 | nome=Gabriela | acao=comparou as metricas | valor=4744
linha=1631 | nome=Renata | acao=executou o benchmark | valor=6768
linha=1632 | nome=Daniela | acao=executou o benchmark | valor=4136
linha=1633 | nome=Joao | acao=analisou os resultados | valor=9485
linha=1634 | nome=Joao | acao=participou da aula | valor=5995
linha=1635 | nome=Joao | acao=participou da aula | valor=8488
linha=1636 | nome=Renata | acao=estudou computacao | valor=3318
linha=1637 | nome=Bruno | acao=fez um experimento | valor=4043
linha=1638 | nome=Lucas | acao=otimizou o algoritmo | valor=2454
linha=1639 | nome=Otavio | acao=otimizou o algoritmo | valor=9015
linha=1640 | nome=Paulo | acao=fez um experimento | valor=7953
linha=1641 | nome=Lucas | acao=estudou computacao | valor=4592
linha=1642 | nome=Tiago | acao=estudou computacao | valor=4631
linha=1643 | nome=Felipe | acao=fez um experimento | valor=7283
linha=1644 | nome=Paulo | acao=analisou os resultados | valor=1840
linha=1645 | nome=Sofia | acao=participou da aula | valor=6006
linha=1646 | nome=Lucas | acao=estudou computacao | valor=5824
linha=1647 | nome=Paulo | acao=otimizou o algoritmo | valor=1864
linha=1648 | nome=Lucas | acao=estudou computacao | valor=4969
linha=1649 | nome=Vitor | acao=estudou computacao | valor=5489
linha=1650 | nome=Daniela | acao=participou da aula | valor=8673
linha=1651 | nome=Carlos | acao=comparou as metricas | valor=4628
linha=1652 | nome=Helena | acao=otimizou o algoritmo | valor=7115
linha=1653 | nome=Mariana | acao=analisou os resultados | valor=3143
linha=1654 | nome=Eduarda | acao=fez um experimento | valor=8454
linha=1655 | nome=Bruno | acao=otimizou o algoritmo | valor=1808
linha=1656 | nome=Joao | acao=estudou computacao | valor=4473
linha=1657 | nome=Natalia | acao=estudou computacao | valor=7274
linha=1658 | nome=Natalia | acao=estudou computacao | valor=8144
linha=1659 | nome=Vitor | acao=participou da aula | valor=5848
linha=1660 | nome=Ana | acao=otimizou o algoritmo | valor=9259
linha=1661 | nome=Mariana | acao=fez um experimento | valor=4188
linha=1662 | nome=Tiago | acao=participou da aula | valor=2141
linha=1663 | nome=Joao | acao=participou da aula | valor=5495
linha=1664 | nome=Natalia | acao=escreveu o relatorio | valor=2558
linha=1665 | nome=Bruno | acao=otimizou o algoritmo | valor=4743
linha=1666 | nome=Sofia | acao=estudou computacao | valor=1178
linha=1667 | nome=Renata | acao=fez um experimento | valor=9397
linha=1668 | nome=Renata | acao=analisou os resultados | valor=2852
linha=1669 | nome=Joao | acao=analisou os resultados | valor=7233
linha=1670 | nome=Felipe | acao=escreveu o relatorio | valor=9536
linha=1671 | nome=Tiago | acao=participou da aula | valor=9107
linha=1672 | nome=Gabriela | acao=estudou computacao | valor=2842
linha=1673 | nome=Ana | acao=analisou os resultados | valor=7085
linha=1674 | nome=Otavio | acao=participou da aula | valor=1295
linha=1675 | nome=Ana | acao=escreveu o relatorio | valor=8542
linha=1676 | nome=Otavio | acao=executou o benchmark | valor=6190
linha=1677 | nome=Felipe | acao=escreveu o relatorio | valor=4223
linha=1678 | nome=Ana | acao=escreveu o relatorio | valor=6543
linha=1679 | nome=Lucas | acao=comparou as metricas | valor=2823
linha=1680 | nome=Igor | acao=estudou computacao | valor=6556
linha=1681 | nome=Gabriela | acao=executou o benchmark | valor=2110
linha=1682 | nome=Renata | acao=participou da aula | valor=9814
linha=1683 | nome=Daniela | acao=analisou os resultados | valor=4088
linha=1684 | nome=Mariana | acao=estudou computacao | valor=9017
linha=1685 | nome=Karen | acao=executou o benchmark | valor=8788
linha=1686 | nome=Paulo | acao=escreveu o relatorio | valor=3635
linha=1687 | nome=Eduarda | acao=analisou os resultados | valor=8405
linha=1688 | nome=Natalia | acao=comparou as metricas | valor=1526
linha=1689 | nome=Ana | acao=fez um experimento | valor=3806
linha=1690 | nome=Carlos | acao=otimizou o algoritmo | valor=4045
linha=1691 | nome=Carlos | acao=participou da aula | valor=4731
linha=1692 | nome=Natalia | acao=analisou os resultados | valor=5600
linha=1693 | nome=Natalia | acao=otimizou o algoritmo | valor=9501
linha=1694 | nome=Daniela | acao=otimizou o algoritmo | valor=7492
linha=1695 | nome=Mariana | acao=otimizou o algoritmo | valor=4761
linha=1696 | nome=Helena | acao=analisou os resultados | valor=7794
linha=1697 | nome=Bruno | acao=analisou os resultados | valor=4267
linha=1698 | nome=Bruno | acao=estudou computacao | valor=6578
linha=1699 | nome=Sofia | acao=executou o benchmark | valor=5485
linha=1700 | nome=Sofia | acao=analisou os resultados | valor=7169
linha=1701 | nome=Mariana | acao=participou da aula | valor=6401
linha=1702 | nome=Carlos | acao=estudou computacao | valor=4724
linha=1703 | nome=Daniela | acao=participou da aula | valor=7091
linha=1704 | nome=Joao | acao=escreveu o relatorio | valor=6795
linha=1705 | nome=Joao | acao=fez um experimento | valor=2698
linha=1706 | nome=Karen | acao=analisou os resultados | valor=1865
linha=1707 | nome=Natalia | acao=participou da aula | valor=7551
linha=1708 | nome=Otavio | acao=participou da aula | valor=1053
linha=1709 | nome=Carlos | acao=estudou computacao | valor=3758
linha=1710 | nome=Mariana | acao=analisou os resultados | valor=5778
linha=1711 | nome=Mariana | acao=analisou os resultados | valor=5085
linha=1712 | nome=Gabriela | acao=escreveu o relatorio | valor=8561
linha=1713 | nome=Tiago | acao=participou da aula | valor=7692
linha=1714 | nome=Tiago | acao=estudou computacao | valor=6307
linha=1715 | nome=Carlos | acao=fez um experimento | valor=8968
linha=1716 | nome=Tiago | acao=fez um experimento | valor=6013
linha=1717 | nome=Paulo | acao=estudou computacao | valor=8074
linha=1718 | nome=Ana | acao=analisou os resultados | valor=5877
linha=1719 | nome=Lucas | acao=comparou as metricas | valor=5146
linha=1720 | nome=Paulo | acao=executou o benchmark | valor=4511
linha=1721 | nome=Vitor | acao=comparou as metricas | valor=6155
linha=1722 | nome=Mariana | acao=estudou computacao | valor=6111
linha=1723 | nome=Sofia | acao=comparou as metricas | valor=2886
linha=1724 | nome=Lucas | acao=analisou os resultados | valor=5373
linha=1725 | nome=Natalia | acao=comparou as metricas | valor=7869
linha=1726 | nome=Paulo | acao=escreveu o relatorio | valor=5018
linha=1727 | nome=Paulo | acao=fez um experimento | valor=1088
linha=1728 | nome=Renata | acao=participou da aula | valor=6010
linha=1729 | nome=Igor | acao=executou o benchmark | valor=4831
linha=1730 | nome=Daniela | acao=otimizou o algoritmo | valor=5793
linha=1731 | nome=Vitor | acao=comparou as metricas | valor=6708
