linha=1 | nome=Felipe | acao=fez um experimento | valor=1278
linha=1842 | nome=Helena | acao=otimizou o algoritmo | valor=8795
linha=1843 | nome=Eduarda | acao=participou da aula | valor=4386
linha=1844 | nome=Gabriela | acao=escreveu o relatorio | valor=8683
linha=1845 | nome=Lucas | acao=participou da aula | valor=9625
linha=1846 | nome=Gabriela | acao=participou da aula | valor=3778
linha=1847 | nome=Natalia | acao=executou o benchmark | valor=3865
linha=1848 | nome=Igor | acao=fez um experimento | valor=9650
linha=1849 | nome=Mariana | acao=comparou as metricas | valor=8019
linha=1850 | nome=Otavio | acao=participou da aula | valor=1149
linha=1851 | nome=Bruno | acao=escreveu o relatorio | valor=8102
linha=1852 | nome=Daniela | acao=escreveu o relatorio | valor=8326
linha=1853 | nome=Natalia | acao=executou o benchmark | valor=6762
linha=1854 | nome=Eduarda | acao=otimizou o algoritmo | valor=7125
linha=1855 | nome=Daniela | acao=executou o benchmark | valor=4484
linha=1856 | nome=Mariana | acao=analisou os resultados | valor=3039
linha=1857 | nome=Joao | acao=fez um experimento | valor=2903
linha=1858 | nome=Helena | acao=fez um experimento | valor=2105
linha=1859 | nome=Mariana | acao=fez um experimento | valor=9960
linha=1860 | nome=Mariana | acao=estudou computacao | valor=9745
linha=1861 | nome=Vitor | acao=comparou as metricas | valor=9446
linha=1862 | nome=Joao | acao=participou da aula | valor=4854
linha=1863 | nome=Tiago | acao=otimizou o algoritmo | valor=1842
linha=1864 | nome=Lucas | acao=escreveu o relatorio | valor=6545
linha=1865 | nome=Vitor | acao=executou o benchmark | valor=9785
linha=1866 | nome=Bruno | acao=comparou as metricas | valor=8766
linha=1867 | nome=Natalia | acao=analisou os resultados | valor=5206
linha=1868 | nome=Joao | acao=escreveu o relatorio | valor=6039
linha=1869 | nome=Bruno | acao=fez um experimento | valor=7176
linha=1870 | nome=Sofia | acao=analisou os resultados | valor=1882
linha=1871 | nome=Karen | acao=otimizou o algoritmo | valor=5845
linha=1872 | nome=Karen | acao=escreveu o relatorio | valor=4165
linha=1873 | nome=Ana | acao=otimizou o algoritmo | valor=2312
linha=1874 | nome=Mariana | acao=otimizou o algoritmo | valor=7423
linha=1875 | nome=Gabriela | acao=participou da aula | valor=8505
linha=1876 | nome=Lucas | acao=executou o benchmark | valor=7281
linha=1877 | nome=Mariana | acao=comparou as metricas | valor=4844
linha=1878 | nome=Karen | acao=participou da aula | valor=2166
linha=1879 | nome=Tiago | acao=comparou as metricas | valor=9703
linha=1880 | nome=Eduarda | acao=participou da aula | valor=2170
linha=1881 | nome=Otavio | acao=fez um experimento | valor=4813
linha=1882 | nome=Daniela | acao=comparou as metricas | valor=6953
linha=1883 | nome=Felipe | acao=fez um experimento | valor=3263
linha=1884 | nome=Gabriela | acao=otimizou o algoritmo | valor=5707
linha=1885 | nome=Vitor | acao=participou da aula | valor=2743
linha=1886 | nome=Ana | acao=analisou os resultados | valor=7313
linha=1887 | nome=Sofia | acao=otimizou o algoritmo | valor=5178
linha=1888 | nome=Daniela | acao=estudou computacao | valor=3879
linha=1889 | nome=Vitor | acao=estudou computacao | valor=6022
linha=1890 | nome=Otavio | acao=fez um experimento | valor=8232
linha=1891 | nome=Sofia | acao=otimizou o algoritmo | valor=2450
linha=1892 | nome=Natalia | acao=participou da aula | valor=7159
linha=1893 | nome=Daniela | acao=participou da aula | valor=9807
linha=1894 | nome=Renata | acao=analisou os resultados | valor=7293
linha=1895 | nome=Tiago | acao=fez um experimento | valor=3508
linha=1896 | nome=Tiago | acao=fez um experimento | valor=4507
linha=1897 | nome=Lucas | acao=comparou as metricas | valor=2707
linha=1898 | nome=Igor | acao=escreveu o relatorio | valor=2328
linha=1899 | nome=Bruno | acao=executou o benchmark | valor=9424
linha=1900 | nome=Renata | acao=fez um experimento | valor=7270
linha=1901 | nome=Eduarda | acao=comparou as metricas | valor=9503
linha=1902 | nome=Carlos | acao=fez um experimento | valor=8333
linha=1903 | nome=Tiago | acao=otimizou o algoritmo | valor=7741
linha=1904 | nome=Sofia | acao=otimizou o algoritmo | valor=2341
linha=1905 | nome=Lucas | acao=participou da aula | valor=7061
linha=1906 | nome=Otavio | acao=estudou computacao | valor=9713
linha=1907 | nome=Carlos | acao=otimizou o algoritmo | valor=3022
linha=1908 | nome=Natalia | acao=escreveu o relatorio | valor=1410
linha=1909 | nome=Renata | acao=escreveu o relatorio | valor=5611
linha=1910 | nome=Lucas | acao=participou da aula | valor=2481
linha=1911 | nome=Mariana | acao=participou da aula | valor=3052
linha=1912 | nome=Paulo | acao=executou o benchmark | valor=7766
linha=1913 | nome=Lucas | acao=escreveu o relatorio | valor=5654
linha=1914 | nome=Renata | acao=participou da aula | valor=9553
linha=1915 | nome=Lucas | acao=participou da aula | valor=5401
linha=1916 | nome=Paulo | acao=participou da aula | valor=8932
linha=1917 | nome=Joao | acao=estudou computacao | valor=5601
linha=1918 | nome=Helena | acao=executou o benchmark | valor=5824
linha=1919 | nome=Daniela | acao=analisou os resultados | valor=8934
linha=1920 | nome=Gabriela | acao=escreveu o relatorio | valor=4561
linha=1921 | nome=Carlos | acao=estudou computacao | valor=8416
linha=1922 | nome=Carlos | acao=analisou os resultados | valor=2737
linha=1923 | nome=Daniela | acao=otimizou o algoritmo | valor=5154
linha=1924 | nome=Eduarda | acao=analisou os resultados | valor=1167
linha=1925 | nome=Mariana | acao=comparou as metricas | valor=3227
linha=1926 | nome=Natalia | acao=escreveu o relatorio | valor=6117
linha=1927 | nome=Helena | acao=estudou computacao | valor=4824
linha=1928 | nome=Ana | acao=fez um experimento | valor=2369
linha=1929 | nome=Natalia | acao=executou o benchmark | valor=3537
linha=1930 | nome=Gabriela | acao=analisou os resultados | valor=8525
linha=1931 | nome=Ana | acao=otimizou o algoritmo | valor=4835
linha=1932 | nome=Daniela | acao=estudou computacao | valor=6754
linha=1933 | nome=Gabriela | acao=participou da aula | valor=9843
linha=1934 | nome=Ana | acao=escreveu o relatorio | valor=2188
linha=1935 | nome=Ana | acao=escreveu o relatorio | valor=8840
linha=1936 | nome=Sofia | acao=participou da aula | valor=3879
linha=1937 | nome=Igor | acao=participou da aula | valor=3473
linha=1938 | nome=Daniela | acao=executou o benchmark | valor=6986
linha=1939 | nome=Renata | acao=escreveu o relatorio | valor=1559
linha=1940 | nome=Felipe | acao=fez um experimento | valor=5932
linha=1941 | nome=Mariana | acao=comparou as metricas | valor=6157
linha=1942 | nome=Felipe | acao=executou o benchmark | valor=8484
linha=1943 | nome=Felipe | acao=fez um experimento | valor=7815
linha=1944 | nome=Mariana | acao=participou da aula | valor=1811
linha=1945 | nome=Lucas | acao=fez um experimento | valor=4121
linha=1946 | nome=Sofia | acao=estudou computacao | valor=9680
linha=1947 | nome=Tiago | acao=escreveu o relatorio | valor=3358
linha=1948 | nome=Bruno | acao=comparou as metricas | valor=9511
linha=1949 | nome=Mariana | acao=otimizou o algoritmo | valor=7200
linha=1950 | nome=Natalia | acao=comparou as metricas | valor=9077
linha=1951 | nome=Karen | acao=analisou os resultados | valor=8258
linha=1952 | nome=Sofia | acao=participou da aula | valor=6839
linha=1953 | nome=Carlos | acao=otimizou o algoritmo | valor=5990
linha=1954 | nome=Vitor | acao=participou da aula | valor=8599
linha=1955 | nome=Gabriela | acao=estudou computacao | valor=9726
linha=1956 | nome=Otavio | acao=analisou os resultados | valor=7143
linha=1957 | nome=Mariana | acao=comparou as metricas | valor=6841
linha=1958 | nome=Tiago | acao=executou o benchmark | valor=4336
linha=1959 | nome=Tiago | acao=escreveu o relatorio | valor=2610
linha=1960 | nome=Karen | acao=fez um experimento | valor=7432
linha=1961 | nome=Sofia | acao=escreveu o relatorio | valor=6156
linha=1962 | nome=Tiago | acao=fez um experimento | valor=7581
linha=1963 | nome=Igor | acao=fez um experimento | valor=1963
linha=1964 | nome=Paulo | acao=analisou os resultados | valor=8367
linha=1965 | nome=Tiago | acao=executou o benchmark | valor=9488
linha=1966 | nome=Paulo | acao=fez um experimento | valor=1147
linha=1967 | nome=Joao | acao=otimizou o algoritmo | valor=4839
linha=1968 | nome=Mariana | acao=executou o benchmark | valor=8812
linha=1969 | nome=Carlos | acao=fez um experimento | valor=9178
linha=1970 | nome=Daniela | acao=otimizou o algoritmo | valor=7883
linha=1971 | nome=Tiago | acao=otimizou o algoritmo | valor=7403
linha=1972 | nome=Bruno | acao=estudou computacao | valor=5946
linha=1973 | nome=Bruno | acao=estudou computacao | valor=9600
linha=1974 | nome=Daniela | acao=analisou os resultados | valor=4705
linha=1975 | nome=Tiago | acao=participou da aula | valor=7626
linha=1976 | nome=Igor | acao=analisou os resultados | valor=4314
linha=1977 | nome=Karen | acao=otimizou o algoritmo | valor=8728
linha=1978 | nome=Daniela | acao=estudou computacao | valor=2751
linha=1979 | nome=Ana | acao=analisou os resultados | valor=7147
linha=1980 | nome=Sofia | acao=analisou os resultados | valor=4674
linha=1981 | nome=Tiago | acao=fez um experimento | valor=6706
linha=1982 | nome=Otavio | acao=analisou os resultados | valor=6428
linha=1983 | nome=Lucas | acao=analisou os resultados | valor=5695
linha=1984 | nome=Mariana | acao=analisou os resultados | valor=3255
linha=1985 | nome=Daniela | acao=escreveu o relatorio | valor=6548
linha=1986 | nome=Renata | acao=executou o benchmark | valor=6815
linha=1987 | nome=Natalia | acao=fez um experimento | valor=9753
linha=1988 | nome=Mariana | acao=otimizou o algoritmo | valor=4461
linha=1989 | nome=Gabriela | acao=escreveu o relatorio | valor=9406
linha=1990 | nome=Lucas | acao=participou da aula | valor=6091
linha=1991 | nome=Vitor | acao=executou o benchmark | valor=3259
linha=1992 | nome=Paulo | acao=estudou computacao | valor=5112
linha=1993 | nome=Felipe | acao=fez um experimento | valor=2293
linha=1994 | nome=Lucas | acao=analisou os resultados | valor=8075
linha=1995 | nome=Otavio | acao=analisou os resultados | valor=2392
linha=1996 | nome=Lucas | acao=executou o benchmark | valor=6893
linha=1997 | nome=Carlos | acao=estudou computacao | valor=3695
linha=1998 | nome=Carlos | acao=otimizou o algoritmo | valor=1451
linha=1999 | nome=Otavio | acao=estudou computacao | valor=2189
linha=2000 | nome=Bruno | acao=executou o benchmark | valor=6663
linha=2001 | nome=Igor | acao=participou da aula | valor=2741
linha=2002 | nome=Carlos | acao=otimizou o algoritmo | valor=7666
linha=2003 | nome=Sofia | acao=analisou os resultados | valor=3225
linha=2004 | nome=Renata | acao=analisou os resultados | valor=8736
linha=2005 | nome=Sofia | acao=escreveu o relatorio | valor=3540
linha=2006 | nome=Mariana | acao=analisou os resultados | valor=4894
linha=2007 | nome=Vitor | acao=escreveu o relatorio | valor=6636
linha=2008 | nome=Ana | acao=analisou os resultados | valor=4310
linha=2009 | nome=Mariana | acao=estudou computacao | valor=1651
linha=2010 | nome=Renata | acao=fez um experimento | valor=7255
linha=2011 | nome=Felipe | acao=otimizou o algoritmo | valor=1006
linha=2012 | nome=Gabriela | acao=analisou os resultados | valor=9465
linha=2013 | nome=Joao | acao=fez um experimento | valor=8082
linha=2014 | nome=Otavio | acao=escreveu o relatorio | valor=1590
linha=2015 | nome=Helena | acao=comparou as metricas | valor=5928
linha=2016 | nome=Carlos | acao=estudou computacao | valor=4561
linha=2017 | nome=Lucas | acao=participou da aula | valor=5124
linha=2018 | nome=Vitor | acao=escreveu o relatorio | valor=4492
linha=2019 | nome=Karen | acao=otimizou o algoritmo | valor=4940
linha=2020 | nome=Igor | acao=comparou as metricas | valor=8348
linha=2021 | nome=Lucas | acao=estudou computacao | valor=8423
linha=2022 | nome=Igor | acao=otimizou o algoritmo | valor=1920
linha=2023 | nome=Helena | acao=analisou os resultados | valor=2679
linha=2024 | nome=Ana | acao=escreveu o relatorio | valor=7580
linha=2025 | nome=Helena | acao=executou o benchmark | valor=8616
linha=2026 | nome=Felipe | acao=escreveu o relatorio | valor=9961
linha=2027 | nome=Eduarda | acao=fez um experimento | valor=1060
linha=2028 | nome=Gabriela | acao=otimizou o algoritmo | valor=8214
linha=2029 | nome=Daniela | acao=comparou as metricas | valor=6040
linha=2030 | nome=Sofia | acao=participou da aula | valor=9942
linha=2031 | nome=Gabriela | acao=escreveu o relatorio | valor=3189
linha=2032 | nome=Gabriela | acao=comparou as metricas | valor=6542
linha=2033 | nome=Joao | acao=otimizou o algoritmo | valor=3581
linha=2034 | nome=Mariana | acao=otimizou o algoritmo | valor=1255
linha=2035 | nome=Tiago | acao=participou da aula | valor=6680
linha=2036 | nome=Gabriela | acao=executou o benchmark | valor=7834
linha=2037 | nome=Bruno | acao=executou o benchmark | valor=8817
linha=2038 | nome=Renata | acao=comparou as metricas | valor=6377
linha=2039 | nome=Felipe | acao=otimizou o algoritmo | valor=4684
linha=2040 | nome=Sofia | acao=otimizou o algoritmo | valor=4529
linha=2041 | nome=Joao | acao=fez um experimento | valor=7491
linha=2042 | nome=Igor | acao=estudou computacao | valor=5223
linha=2043 | nome=Mariana | acao=executou o benchmark | valor=6110
linha=2044 | nome=Sofia | acao=participou da aula | valor=8245
linha=2045 | nome=Otavio | acao=fez um experimento | valor=1185
linha=2046 | nome=Natalia | acao=fez um experimento | valor=6764
linha=2047 | nome=Ana | acao=executou o benchmark | valor=3901
linha=2048 | nome=Ana | acao=otimizou o algoritmo | valor=9020
linha=2049 | nome=Sofia | acao=comparou as metricas | valor=4054
linha=2050 | nome=Karen | acao=analisou os resultados | valor=6469
linha=2051 | nome=Joao | acao=fez um experimento | valor=9590
linha=2052 | nome=Eduarda | acao=fez um experimento | valor=4534
linha=2053 | nome=Joao | acao=executou o benchmark | valor=7317
linha=2054 | nome=Vitor | acao=analisou os resultados | valor=2740
linha=2055 | nome=Felipe | acao=comparou as metricas | valor=6852
linha=2056 | nome=Joao | acao=fez um experimento | valor=7007
linha=2057 | nome=Bruno | acao=otimizou o algoritmo | valor=2498
linha=2058 | nome=Vitor | acao=participou da aula | valor=4489
linha=2059 | nome=Eduarda | acao=escreveu o relatorio | valor=5551
linha=2060 | nome=Natalia | acao=comparou as metricas | valor=6237
linha=2061 | nome=Gabriela | acao=estudou computacao | valor=2825
linha=2062 | nome=Vitor | acao=analisou os resultados | valor=1498
linha=2063 | nome=Renata | acao=estudou computacao | valor=1919
linha=2064 | nome=Lucas | acao=analisou os resultados | valor=9756
linha=2065 | nome=Helena | acao=executou o benchmark | valor=6437
linha=2066 | nome=Helena | acao=estudou computacao | valor=9233
linha=2067 | nome=Karen | acao=fez um experimento | valor=5206
linha=2068 | nome=Felipe | acao=estudou computacao | valor=4573
linha=2069 | nome=Gabriela | acao=executou o benchmark | valor=8487
linha=2070 | nome=Mariana | acao=analisou os resultados | valor=7254
linha=2071 | nome=Bruno | acao=estudou computacao | valor=3871
linha=2072 | nome=Daniela | acao=escreveu o relatorio | valor=7566
linha=2073 | nome=Eduarda | acao=executou o benchmark | valor=5792
linha=2074 | nome=Sofia | acao=comparou as metricas | valor=4466
linha=2075 | nome=Sofia | acao=executou o benchmark | valor=2862
linha=2076 | nome=Bruno | acao=otimizou o algoritmo | valor=2235
linha=2077 | nome=Daniela | acao=executou o benchmark | valor=1797
linha=2078 | nome=Helena | acao=fez um experimento | valor=6195
linha=2079 | nome=Ana | acao=fez um experimento | valor=9606
linha=2080 | nome=Joao | acao=executou o benchmark | valor=8611
linha=2081 | nome=Eduarda | acao=executou o benchmark | valor=5878
linha=2082 | nome=Paulo | acao=fez um experimento | valor=8918
linha=2083 | nome=Gabriela | acao=fez um experimento | valor=6920
linha=2084 | nome=Tiago | acao=fez um experimento | valor=2382
linha=2085 | nome=Igor | acao=executou o benchmark | valor=5834
linha=2086 | nome=Felipe | acao=participou da aula | valor=4439
linha=2087 | nome=Helena | acao=analisou os resultados | valor=8183
linha=2088 | nome=Felipe | acao=escreveu o relatorio | valor=9971
linha=2089 | nome=Mariana | acao=analisou os resultados | valor=4231
linha=2090 | nome=Bruno | acao=comparou as metricas | valor=4910
linha=2091 | nome=Otavio | acao=otimizou o algoritmo | valor=7806
linha=2092 | nome=Daniela | acao=analisou os resultados | valor=4886
linha=2093 | nome=Helena | acao=comparou as metricas | valor=4479
linha=2094 | nome=Felipe | acao=otimizou o algoritmo | valor=1438
