linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=1409 | nome=Helena | acao=executou o benchmark | valor=5357
linha=1410 | nome=Paulo | acao=analisou os resultados | valor=6922
linha=1411 | nome=Tiago | acao=participou da aula | valor=9315
linha=1412 | nome=Helena | acao=estudou computacao | valor=4544
linha=1413 | nome=Paulo | acao=analisou os resultados | valor=3894
linha=1414 | nome=Mariana | acao=participou da aula | valor=5876
linha=1415 | nome=Helena | acao=executou o benchmark | valor=6327
linha=1416 | nome=Igor | acao=executou o benchmark | valor=1920
linha=1417 | nome=Daniela | acao=executou o benchmark | valor=7866
linha=1418 | nome=Tiago | acao=analisou os resultados | valor=5554
linha=1419 | nome=Carlos | acao=fez um experimento | valor=7042
linha=1420 | nome=Daniela | acao=estudou computacao | valor=2231
linha=1421 | nome=Ana | acao=otimizou o algoritmo | valor=3776
linha=1422 | nome=Felipe | acao=estudou computacao | valor=5685
linha=1423 | nome=Natalia | acao=comparou as metricas | valor=6913
linha=1424 | nome=Mariana | acao=fez um experimento | valor=9930
linha=1425 | nome=Renata | acao=escreveu o relatorio | valor=8582
linha=1426 | nome=Otavio | acao=analisou os resultados | valor=9144
linha=1427 | nome=Otavio | acao=otimizou o algoritmo | valor=2476
linha=1428 | nome=Vitor | acao=otimizou o algoritmo | valor=7820
linha=1429 | nome=Lucas | acao=analisou os resultados | valor=8645
linha=1430 | nome=Otavio | acao=fez um experimento | valor=2284
linha=1431 | nome=Tiago | acao=escreveu o relatorio | valor=8083
linha=1432 | nome=Tiago | acao=comparou as metricas | valor=1455
linha=1433 | nome=Felipe | acao=participou da aula | valor=4763
linha=1434 | nome=Renata | acao=comparou as metricas | valor=3516
linha=1435 | nome=Sofia | acao=otimizou o algoritmo | valor=7734
linha=1436 | nome=Lucas | acao=otimizou o algoritmo | valor=4027
linha=1437 | nome=Gabriela | acao=otimizou o algoritmo | valor=5114
linha=1438 | nome=Lucas | acao=otimizou o algoritmo | valor=7762
linha=1439 | nome=Felipe | acao=analisou os resultados | valor=3467
linha=1440 | nome=Renata | acao=fez um experimento | valor=4590
linha=1441 | nome=Renata | acao=fez um experimento | valor=7143
linha=1442 | nome=Igor | acao=escreveu o relatorio | valor=8756
linha=1443 | nome=Mariana | acao=comparou as metricas | valor=3324
linha=1444 | nome=Tiago | acao=comparou as metricas | valor=2040
linha=1445 | nome=Natalia | acao=escreveu o relatorio | valor=3453
linha=1446 | nome=Bruno | acao=comparou as metricas | valor=2341
linha=1447 | nome=Carlos | acao=participou da aula | valor=5847
linha=1448 | nome=Helena | acao=estudou computacao | valor=5352
linha=1449 | nome=Igor | acao=estudou computacao | valor=8687
linha=1450 | nome=Eduarda | acao=escreveu o relatorio | valor=2321
linha=1451 | nome=Tiago | acao=analisou os resultados | valor=7339
linha=1452 | nome=Tiago | acao=executou o benchmark | valor=7158
linha=1453 | nome=Joao | acao=participou da aula | valor=1153
linha=1454 | nome=Paulo | acao=comparou as metricas | valor=6826
linha=1455 | nome=Eduarda | acao=estudou computacao | valor=8913
linha=1456 | nome=Helena | acao=fez um experimento | valor=2773
linha=1457 | nome=Felipe | acao=fez um experimento | valor=1132
linha=1458 | nome=Helena | acao=estudou computacao | valor=4963
linha=1459 | nome=Igor | acao=escreveu o relatorio | valor=4591
linha=1460 | nome=Felipe | acao=otimizou o algoritmo | valor=8992
linha=1461 | nome=Carlos | acao=otimizou o algoritmo | valor=9196
linha=1462 | nome=Tiago | acao=comparou as metricas | valor=3869
linha=1463 | nome=Helena | acao=fez um experimento | valor=6355
linha=1464 | nome=Carlos | acao=comparou as metricas | valor=5961
linha=1465 | nome=Helena | acao=executou o benchmark | valor=3904
linha=1466 | nome=Carlos | acao=analisou os resultados | valor=8229
linha=1467 | nome=Renata | acao=fez um experimento | valor=1668
linha=1468 | nome=Bruno | acao=executou o benchmark | valor=4848
linha=1469 | nome=Natalia | acao=comparou as metricas | valor=8392
linha=1470 | nome=Otavio | acao=otimizou o algoritmo | valor=5407
linha=1471 | nome=Eduarda | acao=escreveu o relatorio | valor=5925
linha=1472 | nome=Natalia | acao=participou da aula | valor=7624
linha=1473 | nome=Eduarda | acao=executou o benchmark | valor=8476
linha=1474 | nome=Paulo | acao=analisou os resultados | valor=3447
linha=1475 | nome=Bruno | acao=analisou os resultados | valor=4783
linha=1476 | nome=Gabriela | acao=estudou computacao | valor=4852
linha=1477 | nome=Daniela | acao=comparou as metricas | valor=3365
linha=1478 | nome=Carlos | acao=escreveu o relatorio | valor=6565
linha=1479 | nome=Ana | acao=escreveu o relatorio | valor=8657
linha=1480 | nome=Paulo | acao=comparou as metricas | valor=4711
linha=1481 | nome=Paulo | acao=participou da aula | valor=7761
linha=1482 | nome=Daniela | acao=estudou computacao | valor=3094
linha=1483 | nome=Mariana | acao=otimizou o algoritmo | valor=1613
linha=1484 | nome=Karen | acao=estudou computacao | valor=7123
linha=1485 | nome=Paulo | acao=fez um experimento | valor=9453
linha=1486 | nome=Bruno | acao=comparou as metricas | valor=9934
linha=1487 | nome=Natalia | acao=comparou as metricas | valor=7239
linha=1488 | nome=Mariana | acao=escreveu o relatorio | valor=8221
linha=1489 | nome=Daniela | acao=comparou as metricas | valor=5357
linha=1490 | nome=Felipe | acao=participou da aula | valor=5230
linha=1491 | nome=Tiago | acao=fez um experimento | valor=4969
linha=1492 | nome=Paulo | acao=fez um experimento | valor=1609
linha=1493 | nome=Gabriela | acao=executou o benchmark | valor=8343
linha=1494 | nome=Vitor | acao=estudou computacao | valor=5080
linha=1495 | nome=Otavio | acao=participou da aula | valor=1243
linha=1496 | nome=Vitor | acao=estudou computacao | valor=9011
linha=1497 | nome=Carlos | acao=otimizou o algoritmo | valor=4398
linha=1498 | nome=Renata | acao=participou da aula | valor=9220
linha=1499 | nome=Sofia | acao=executou o benchmark | valor=4022
linha=1500 | nome=Bruno | acao=estudou computacao | valor=9475
linha=1501 | nome=Joao | acao=escreveu o relatorio | valor=4959
linha=1502 | nome=Ana | acao=comparou as metricas | valor=8483
linha=1503 | nome=Renata | acao=escreveu o relatorio | valor=4675
linha=1504 | nome=Mariana | acao=fez um experimento | valor=4382
linha=1505 | nome=Tiago | acao=otimizou o algoritmo | valor=8239
linha=1506 | nome=Igor | acao=otimizou o algoritmo | valor=5974
linha=1507 | nome=Igor | acao=escreveu o relatorio | valor=5643
linha=1508 | nome=Natalia | acao=estudou computacao | valor=9488
linha=1509 | nome=Bruno | acao=otimizou o algoritmo | valor=7629
linha=1510 | nome=Sofia | acao=comparou as metricas | valor=3613
linha=1511 | nome=Carlos | acao=executou o benchmark | valor=4672
linha=1512 | nome=Bruno | acao=executou o benchmark | valor=8744
linha=1513 | nome=Felipe | acao=otimizou o algoritmo | valor=7042
linha=1514 | nome=Bruno | acao=executou o benchmark | valor=5143
linha=1515 | nome=Eduarda | acao=fez um experimento | valor=8714
linha=1516 | nome=Ana | acao=escreveu o relatorio | valor=3064
linha=1517 | nome=Carlos | acao=fez um experimento | valor=4534
linha=1518 | nome=Vitor | acao=analisou os resultados | valor=1080
linha=1519 | nome=Karen | acao=participou da aula | valor=5028
linha=1520 | nome=Paulo | acao=comparou as metricas | valor=2287
linha=1521 | nome=Karen | acao=participou da aula | valor=4533
linha=1522 | nome=Gabriela | acao=otimizou o algoritmo | valor=6907
linha=1523 | nome=Helena | acao=participou da aula | valor=9477
linha=1524 | nome=Bruno | acao=otimizou o algoritmo | valor=4805
linha=1525 | nome=Eduarda | acao=escreveu o relatorio | valor=2775
linha=1526 | nome=Gabriela | acao=estudou computacao | valor=4782
linha=1527 | nome=Natalia | acao=escreveu o relatorio | valor=8220
linha=1528 | nome=Vitor | acao=estudou computacao | valor=9905
linha=1529 | nome=Felipe | acao=fez um experimento | valor=7974
linha=1530 | nome=Sofia | acao=fez um experimento | valor=7036
linha=1531 | nome=Eduarda | acao=escreveu o relatorio | valor=9851
linha=1532 | nome=Helena | acao=estudou computacao | valor=5122
linha=1533 | nome=Renata | acao=otimizou o algoritmo | valor=3065
linha=1534 | nome=Natalia | acao=estudou computacao | valor=8243
linha=1535 | nome=Paulo | acao=analisou os resultados | valor=3140
linha=1536 | nome=Ana | acao=escreveu o relatorio | valor=9104
linha=1537 | nome=Felipe | acao=executou o benchmark | valor=9022
linha=1538 | nome=Mariana | acao=analisou os resultados | valor=6277
linha=1539 | nome=Felipe | acao=comparou as metricas | valor=8519
linha=1540 | nome=Daniela | acao=otimizou o algoritmo | valor=2718
linha=1541 | nome=Tiago | acao=estudou computacao | valor=3314
linha=1542 | nome=Bruno | acao=executou o benchmark | valor=6419
linha=1543 | nome=Ana | acao=participou da aula | valor=9946
linha=1544 | nome=Bruno | acao=otimizou o algoritmo | valor=9230
linha=1545 | nome=Bruno | acao=executou o benchmark | valor=6853
linha=1546 | nome=Lucas | acao=participou da aula | valor=6676
linha=1547 | nome=Helena | acao=fez um experimento | valor=1424
linha=1548 | nome=Tiago | acao=escreveu o relatorio | valor=2905
linha=1549 | nome=Mariana | acao=participou da aula | valor=3621
linha=1550 | nome=Tiago | acao=escreveu o relatorio | valor=1561
linha=1551 | nome=Paulo | acao=executou o benchmark | valor=4452
linha=1552 | nome=Natalia | acao=comparou as metricas | valor=8915
linha=1553 | nome=Helena | acao=comparou as metricas | valor=3302
linha=1554 | nome=Bruno | acao=escreveu o relatorio | valor=1722
linha=1555 | nome=Igor | acao=otimizou o algoritmo | valor=3154
linha=1556 | nome=Mariana | acao=escreveu o relatorio | valor=3695
linha=1557 | nome=Tiago | acao=participou da aula | valor=6693
linha=1558 | nome=Joao | acao=fez um experimento | valor=6764
linha=1559 | nome=Gabriela | acao=fez um experimento | valor=9529
linha=1560 | nome=Carlos | acao=participou da aula | valor=2442
linha=1561 | nome=Mariana | acao=comparou as metricas | valor=4796
linha=1562 | nome=Natalia | acao=participou da aula | valor=4546
linha=1563 | nome=Ana | acao=otimizou o algoritmo | valor=8813
linha=1564 | nome=Renata | acao=fez um experimento | valor=5514
linha=1565 | nome=Carlos | acao=otimizou o algoritmo | valor=3041
linha=1566 | nome=Eduarda | acao=fez um experimento | valor=3819
linha=1567 | nome=Igor | acao=executou o benchmark | valor=7927
linha=1568 | nome=Karen | acao=analisou os resultados | valor=2176
linha=1569 | nome=Joao | acao=analisou os resultados | valor=6034
linha=1570 | nome=Natalia | acao=comparou as metricas | valor=3626
linha=1571 | nome=Bruno | acao=comparou as metricas | valor=7620
linha=1572 | nome=Gabriela | acao=analisou os resultados | valor=1542
linha=1573 | nome=Joao | acao=escreveu o relatorio | valor=6552
linha=1574 | nome=Tiago | acao=analisou os resultados | valor=8812
linha=1575 | nome=Daniela | acao=escreveu o relatorio | valor=8742
linha=1576 | nome=Helena | acao=otimizou o algoritmo | valor=4234
linha=1577 | nome=Vitor | acao=otimizou o algoritmo | valor=6772
linha=1578 | nome=Renata | acao=estudou computacao | valor=5210
linha=1579 | nome=Eduarda | acao=participou da aula | valor=2755
linha=1580 | nome=Renata | acao=executou o benchmark | valor=5089
linha=1581 | nome=Natalia | acao=analisou os resultados | valor=7305
linha=1582 | nome=Vitor | acao=escreveu o relatorio | valor=3911
linha=1583 | nome=Eduarda | acao=otimizou o algoritmo | valor=1952
linha=1584 | nome=Paulo | acao=analisou os resultados | valor=7543
linha=1585 | nome=Natalia | acao=estudou computacao | valor=8487
linha=1586 | nome=Lucas | acao=escreveu o relatorio | valor=1356
linha=1587 | nome=Gabriela | acao=fez um experimento | valor=4680
linha=1588 | nome=Igor | acao=estudou computacao | valor=8628
linha=1589 | nome=Daniela | acao=estudou computacao | valor=2529
linha=1590 | nome=Gabriela | acao=comparou as metricas | valor=5800
linha=1591 | nome=Joao | acao=fez um experimento | valor=4254
linha=1592 | nome=Mariana | acao=comparou as metricas | valor=1009
linha=1593 | nome=Bruno | acao=executou o benchmark | valor=3980
linha=1594 | nome=Karen | acao=fez um experimento | valor=4084
linha=1595 | nome=Eduarda | acao=analisou os resultados | valor=3805
linha=1596 | nome=Vitor | acao=escreveu o relatorio | valor=4648
linha=1597 | nome=Carlos | acao=analisou os resultados | valor=7140
linha=1598 | nome=Lucas | acao=fez um experimento | valor=3379
linha=1599 | nome=Gabriela | acao=estudou computacao | valor=9633
linha=1600 | nome=Vitor | acao=analisou os resultados | valor=9786
linha=1601 | nome=Paulo | acao=otimizou o algoritmo | valor=7341
linha=1602 | nome=Gabriela | acao=analisou os resultados | valor=4015
linha=1603 | nome=Vitor | acao=comparou as metricas | valor=9371
linha=1604 | nome=Karen | acao=analisou os resultados | valor=9387
linha=1605 | nome=Gabriela | acao=participou da aula | valor=5674
linha=1606 | nome=Eduarda | acao=estudou computacao | valor=5503
linha=1607 | nome=Helena | acao=escreveu o relatorio | valor=6878
linha=1608 | nome=Joao | acao=comparou as metricas | valor=2681
linha=1609 | nome=Ana | acao=otimizou o algoritmo | valor=9549
linha=1610 | nome=Natalia | acao=escreveu o relatorio | valor=4141
linha=1611 | nome=Eduarda | acao=escreveu o relatorio | valor=2264
linha=1612 | nome=Igor | acao=estudou computacao | valor=7850
linha=1613 | nome=Karen | acao=otimizou o algoritmo | valor=3660
linha=1614 | nome=Otavio | acao=analisou os resultados | valor=8981
linha=1615 | nome=Lucas | acao=participou da aula | valor=6103
linha=1616 | nome=Gabriela | acao=participou da aula | valor=4172
linha=1617 | nome=Vitor | acao=otimizou o algoritmo | valor=7155
linha=1618 | nome=Helena | acao=otimizou o algoritmo | valor=7249
linha=1619 | nome=Mariana | acao=escreveu o relatorio | valor=5962
linha=1620 | nome=Renata | acao=comparou as metricas | valor=1446
linha=1621 | nome=Gabriela | acao=participou da aula | valor=1044
linha=1622 | nome=Otavio | acao=participou da aula | valor=4511
linha=1623 | nome=Renata | acao=otimizou o algoritmo | valor=7408
linha=1624 | nome=Helena | acao=estudou computacao | valor=7572
linha=1625 | nome=Daniela | acao=fez um experimento | valor=5839
linha=1626 | nome=Sofia | acao=comparou as metricas | valor=8581
linha=1627 | nome=Mariana | acao=participou da aula | valor=1553
linha=1628 | nome=Joao | acao=estudou computacao | valor=7185
linha=1629 | nome=Joao | acao=escreveu o relatorio | valor=4695
linha=1630 | nome=Carlos | acao=fez um experimento | valor=3028
linha=1631 | nome=Bruno | acao=participou da aula | valor=8687
linha=1632 | nome=Natalia | acao=analisou os resultados | valor=1958
linha=1633 | nome=Helena | acao=fez um experimento | valor=6900
linha=1634 | nome=Felipe | acao=participou da aula | valor=1352
linha=1635 | nome=Tiago | acao=analisou os resultados | valor=6641
linha=1636 | nome=Otavio | acao=fez um experimento | valor=9576
linha=1637 | nome=Helena | acao=executou o benchmark | valor=9966
linha=1638 | nome=Daniela | acao=estudou computacao | valor=5944
linha=1639 | nome=Tiago | acao=comparou as metricas | valor=7995
linha=1640 | nome=Vitor | acao=otimizou o algoritmo | valor=8806
linha=1641 | nome=Mariana | acao=fez um experimento | valor=7660
linha=1642 | nome=Paulo | acao=otimizou o algoritmo | valor=7857
linha=1643 | nome=Karen | acao=analisou os resultados | valor=6357
linha=1644 | nome=Gabriela | acao=comparou as metricas | valor=4552
linha=1645 | nome=Paulo | acao=analisou os resultados | valor=8616
linha=1646 | nome=Carlos | acao=executou o benchmark | valor=6670
linha=1647 | nome=Otavio | acao=estudou computacao | valor=9814
linha=1648 | nome=Otavio | acao=executou o benchmark | valor=7620
linha=1649 | nome=Tiago | acao=comparou as metricas | valor=7630
linha=1650 | nome=Helena | acao=analisou os resultados | valor=8547
linha=1651 | nome=Sofia | acao=estudou computacao | valor=6580
linha=1652 | nome=Vitor | acao=executou o benchmark | valor=2826
linha=1653 | nome=Karen | acao=otimizou o algoritmo | valor=2657
linha=1654 | nome=Karen | acao=participou da aula | valor=1928
linha=1655 | nome=Ana | acao=estudou computacao | valor=9067
linha=1656 | nome=Vitor | acao=fez um experimento | valor=9825
linha=1657 | nome=Helena | acao=otimizou o algoritmo | valor=1538
linha=1658 | nome=Joao | acao=analisou os resultados | valor=3345
linha=1659 | nome=Bruno | acao=fez um experimento | valor=4279
linha=1660 | nome=Renata | acao=comparou as metricas | valor=2969
linha=1661 | nome=Natalia | acao=fez um experimento | valor=3559
linha=1662 | nome=Karen | acao=comparou as metricas | valor=3802
