linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=1394 | nome=Sofia | acao=executou o benchmark | valor=1507
linha=1395 | nome=Natalia | acao=analisou os resultados | valor=2201
linha=1396 | nome=Tiago | acao=analisou os resultados | valor=5776
linha=1397 | nome=Lucas | acao=estudou computacao | valor=6404
linha=1398 | nome=Sofia | acao=otimizou o algoritmo | valor=4569
linha=1399 | nome=Karen | acao=fez um experimento | valor=8612
linha=1400 | nome=Renata | acao=estudou computacao | valor=3420
linha=1401 | nome=Lucas | acao=comparou as metricas | valor=5129
linha=1402 | nome=Daniela | acao=otimizou o algoritmo | valor=5722
linha=1403 | nome=Tiago | acao=estudou computacao | valor=7201
linha=1404 | nome=Joao | acao=otimizou o algoritmo | valor=5970
linha=1405 | nome=Natalia | acao=escreveu o relatorio | valor=4871
linha=1406 | nome=Paulo | acao=comparou as metricas | valor=2345
linha=1407 | nome=Lucas | acao=escreveu o relatorio | valor=4159
linha=1408 | nome=Renata | acao=fez um experimento | valor=5211
linha=1409 | nome=Felipe | acao=estudou computacao | valor=6766
linha=1410 | nome=Lucas | acao=fez um experimento | valor=5092
linha=1411 | nome=Bruno | acao=escreveu o relatorio | valor=2373
linha=1412 | nome=Bruno | acao=executou o benchmark | valor=3745
linha=1413 | nome=Ana | acao=analisou os resultados | valor=8283
linha=1414 | nome=Igor | acao=comparou as metricas | valor=7126
linha=1415 | nome=Lucas | acao=escreveu o relatorio | valor=8946
linha=1416 | nome=Paulo | acao=participou da aula | valor=5016
linha=1417 | nome=Paulo | acao=participou da aula | valor=5648
linha=1418 | nome=Sofia | acao=fez um experimento | valor=7389
linha=1419 | nome=Tiago | acao=participou da aula | valor=5681
linha=1420 | nome=Helena | acao=executou o benchmark | valor=1587
linha=1421 | nome=Joao | acao=escreveu o relatorio | valor=9251
linha=1422 | nome=Renata | acao=participou da aula | valor=7774
linha=1423 | nome=Renata | acao=escreveu o relatorio | valor=3427
linha=1424 | nome=Gabriela | acao=fez um experimento | valor=9268
linha=1425 | nome=Eduarda | acao=analisou os resultados | valor=6544
linha=1426 | nome=Bruno | acao=executou o benchmark | valor=4430
linha=1427 | nome=Paulo | acao=escreveu o relatorio | valor=9666
linha=1428 | nome=Tiago | acao=analisou os resultados | valor=5436
linha=1429 | nome=Sofia | acao=analisou os resultados | valor=9205
linha=1430 | nome=Daniela | acao=participou da aula | valor=7762
linha=1431 | nome=Renata | acao=executou o benchmark | valor=7255
linha=1432 | nome=Gabriela | acao=analisou os resultados | valor=8625
linha=1433 | nome=Felipe | acao=fez um experimento | valor=3154
linha=1434 | nome=Karen | acao=fez um experimento | valor=1095
linha=1435 | nome=Mariana | acao=comparou as metricas | valor=2742
linha=1436 | nome=Otavio | acao=estudou computacao | valor=2972
linha=1437 | nome=Mariana | acao=fez um experimento | valor=1828
linha=1438 | nome=Paulo | acao=estudou computacao | valor=1980
linha=1439 | nome=Gabriela | acao=escreveu o relatorio | valor=8548
linha=1440 | nome=Tiago | acao=escreveu o relatorio | valor=6429
linha=1441 | nome=Ana | acao=estudou computacao | valor=9490
linha=1442 | nome=Carlos | acao=estudou computacao | valor=4651
linha=1443 | nome=Mariana | acao=escreveu o relatorio | valor=4415
linha=1444 | nome=Mariana | acao=executou o benchmark | valor=2583
linha=1445 | nome=Helena | acao=escreveu o relatorio | valor=1008
linha=1446 | nome=Otavio | acao=estudou computacao | valor=2633
linha=1447 | nome=Mariana | acao=fez um experimento | valor=5342
linha=1448 | nome=Igor | acao=escreveu o relatorio | valor=1442
linha=1449 | nome=Felipe | acao=estudou computacao | valor=8048
linha=1450 | nome=Daniela | acao=otimizou o algoritmo | valor=1020
linha=1451 | nome=Natalia | acao=fez um experimento | valor=8208
linha=1452 | nome=Joao | acao=comparou as metricas | valor=2758
linha=1453 | nome=Mariana | acao=estudou computacao | valor=6491
linha=1454 | nome=Igor | acao=otimizou o algoritmo | valor=9321
linha=1455 | nome=Felipe | acao=otimizou o algoritmo | valor=3244
linha=1456 | nome=Joao | acao=participou da aula | valor=8614
linha=1457 | nome=Helena | acao=executou o benchmark | valor=8174
linha=1458 | nome=Helena | acao=analisou os resultados | valor=8441
linha=1459 | nome=Eduarda | acao=analisou os resultados | valor=6073
linha=1460 | nome=Natalia | acao=escreveu o relatorio | valor=2754
linha=1461 | nome=Otavio | acao=escreveu o relatorio | valor=7595
linha=1462 | nome=Karen | acao=participou da aula | valor=1643
linha=1463 | nome=Carlos | acao=estudou computacao | valor=4039
linha=1464 | nome=Sofia | acao=executou o benchmark | valor=6552
linha=1465 | nome=Otavio | acao=otimizou o algoritmo | valor=9084
linha=1466 | nome=Daniela | acao=executou o benchmark | valor=4591
linha=1467 | nome=Eduarda | acao=executou o benchmark | valor=5718
linha=1468 | nome=Lucas | acao=participou da aula | valor=5464
linha=1469 | nome=Mariana | acao=escreveu o relatorio | valor=2031
linha=1470 | nome=Otavio | acao=escreveu o relatorio | valor=2228
linha=1471 | nome=Paulo | acao=fez um experimento | valor=2201
linha=1472 | nome=Joao | acao=executou o benchmark | valor=2162
linha=1473 | nome=Paulo | acao=participou da aula | valor=8669
linha=1474 | nome=Bruno | acao=escreveu o relatorio | valor=1302
linha=1475 | nome=Joao | acao=estudou computacao | valor=5521
linha=1476 | nome=Sofia | acao=fez um experimento | valor=3880
linha=1477 | nome=Otavio | acao=participou da aula | valor=8851
linha=1478 | nome=Daniela | acao=estudou computacao | valor=2983
linha=1479 | nome=Vitor | acao=executou o benchmark | valor=2270
linha=1480 | nome=Lucas | acao=fez um experimento | valor=6212
linha=1481 | nome=Ana | acao=executou o benchmark | valor=7347
linha=1482 | nome=Igor | acao=participou da aula | valor=9281
linha=1483 | nome=Renata | acao=comparou as metricas | valor=8377
linha=1484 | nome=Daniela | acao=analisou os resultados | valor=6342
linha=1485 | nome=Carlos | acao=fez um experimento | valor=6027
linha=1486 | nome=Helena | acao=comparou as metricas | valor=8485
linha=1487 | nome=Ana | acao=executou o benchmark | valor=5350
linha=1488 | nome=Felipe | acao=otimizou o algoritmo | valor=1828
linha=1489 | nome=Gabriela | acao=executou o benchmark | valor=3083
linha=1490 | nome=Bruno | acao=estudou computacao | valor=6955
linha=1491 | nome=Felipe | acao=analisou os resultados | valor=2414
linha=1492 | nome=Paulo | acao=otimizou o algoritmo | valor=1534
linha=1493 | nome=Tiago | acao=otimizou o algoritmo | valor=9733
linha=1494 | nome=Daniela | acao=comparou as metricas | valor=1470
linha=1495 | nome=Igor | acao=escreveu o relatorio | valor=5746
linha=1496 | nome=Gabriela | acao=otimizou o algoritmo | valor=4036
linha=1497 | nome=Mariana | acao=fez um experimento | valor=2087
linha=1498 | nome=Felipe | acao=comparou as metricas | valor=5643
linha=1499 | nome=Vitor | acao=fez um experimento | valor=6011
linha=1500 | nome=Otavio | acao=fez um experimento | valor=9530
linha=1501 | nome=Tiago | acao=executou o benchmark | valor=4965
linha=1502 | nome=Karen | acao=escreveu o relatorio | valor=1030
linha=1503 | nome=Otavio | acao=executou o benchmark | valor=9493
linha=1504 | nome=Ana | acao=otimizou o algoritmo | valor=6027
linha=1505 | nome=Joao | acao=analisou os resultados | valor=3424
linha=1506 | nome=Joao | acao=comparou as metricas | valor=2916
linha=1507 | nome=Mariana | acao=analisou os resultados | valor=2668
linha=1508 | nome=Mariana | acao=participou da aula | valor=5656
linha=1509 | nome=Mariana | acao=comparou as metricas | valor=9268
linha=1510 | nome=Sofia | acao=otimizou o algoritmo | valor=9170
linha=1511 | nome=Otavio | acao=comparou as metricas | valor=6621
linha=1512 | nome=Eduarda | acao=executou o benchmark | valor=6860
linha=1513 | nome=Joao | acao=estudou computacao | valor=1851
linha=1514 | nome=Karen | acao=fez um experimento | valor=8448
linha=1515 | nome=Eduarda | acao=estudou computacao | valor=1977
linha=1516 | nome=Gabriela | acao=analisou os resultados | valor=5431
linha=1517 | nome=Igor | acao=escreveu o relatorio | valor=9602
linha=1518 | nome=Renata | acao=fez um experimento | valor=1153
linha=1519 | nome=Joao | acao=otimizou o algoritmo | valor=6945
linha=1520 | nome=Lucas | acao=escreveu o relatorio | valor=4677
linha=1521 | nome=Lucas | acao=executou o benchmark | valor=4250
linha=1522 | nome=Felipe | acao=comparou as metricas | valor=7161
linha=1523 | nome=Mariana | acao=executou o benchmark | valor=3767
linha=1524 | nome=Carlos | acao=fez um experimento | valor=5367
linha=1525 | nome=Felipe | acao=analisou os resultados | valor=3307
linha=1526 | nome=Mariana | acao=executou o benchmark | valor=1912
linha=1527 | nome=Joao | acao=analisou os resultados | valor=7795
linha=1528 | nome=Karen | acao=otimizou o algoritmo | valor=2290
linha=1529 | nome=Bruno | acao=analisou os resultados | valor=5974
linha=1530 | nome=Daniela | acao=executou o benchmark | valor=3595
linha=1531 | nome=Bruno | acao=otimizou o algoritmo | valor=5007
linha=1532 | nome=Sofia | acao=analisou os resultados | valor=6949
linha=1533 | nome=Bruno | acao=estudou computacao | valor=3440
linha=1534 | nome=Eduarda | acao=participou da aula | valor=6387
linha=1535 | nome=Natalia | acao=participou da aula | valor=5015
linha=1536 | nome=Igor | acao=escreveu o relatorio | valor=9948
linha=1537 | nome=Helena | acao=analisou os resultados | valor=8854
linha=1538 | nome=Ana | acao=escreveu o relatorio | valor=6645
linha=1539 | nome=Paulo | acao=fez um experimento | valor=5728
linha=1540 | nome=Paulo | acao=analisou os resultados | valor=7122
linha=1541 | nome=Gabriela | acao=escreveu o relatorio | valor=3409
linha=1542 | nome=Natalia | acao=participou da aula | valor=7089
linha=1543 | nome=Paulo | acao=analisou os resultados | valor=4676
linha=1544 | nome=Lucas | acao=analisou os resultados | valor=5851
linha=1545 | nome=Carlos | acao=analisou os resultados | valor=5278
linha=1546 | nome=Carlos | acao=fez um experimento | valor=8055
linha=1547 | nome=Felipe | acao=estudou computacao | valor=5574
linha=1548 | nome=Igor | acao=comparou as metricas | valor=4281
linha=1549 | nome=Vitor | acao=comparou as metricas | valor=3690
linha=1550 | nome=Karen | acao=analisou os resultados | valor=9196
linha=1551 | nome=Karen | acao=estudou computacao | valor=2336
linha=1552 | nome=Tiago | acao=participou da aula | valor=9126
linha=1553 | nome=Eduarda | acao=estudou computacao | valor=8001
linha=1554 | nome=Natalia | acao=estudou computacao | valor=9724
linha=1555 | nome=Gabriela | acao=otimizou o algoritmo | valor=8694
linha=1556 | nome=Igor | acao=analisou os resultados | valor=5982
linha=1557 | nome=Joao | acao=executou o benchmark | valor=9857
linha=1558 | nome=Otavio | acao=analisou os resultados | valor=7608
linha=1559 | nome=Felipe | acao=estudou computacao | valor=7199
linha=1560 | nome=Karen | acao=estudou computacao | valor=5912
linha=1561 | nome=Sofia | acao=participou da aula | valor=8583
linha=1562 | nome=Sofia | acao=fez um experimento | valor=3079
linha=1563 | nome=Paulo | acao=comparou as metricas | valor=4192
linha=1564 | nome=Ana | acao=participou da aula | valor=6746
linha=1565 | nome=Sofia | acao=otimizou o algoritmo | valor=5125
linha=1566 | nome=Mariana | acao=executou o benchmark | valor=7136
linha=1567 | nome=Igor | acao=estudou computacao | valor=4322
linha=1568 | nome=Lucas | acao=estudou computacao | valor=7781
linha=1569 | nome=Otavio | acao=comparou as metricas | valor=7352
linha=1570 | nome=Otavio | acao=analisou os resultados | valor=6644
linha=1571 | nome=Bruno | acao=escreveu o relatorio | valor=1380
linha=1572 | nome=Ana | acao=analisou os resultados | valor=6596
linha=1573 | nome=Daniela | acao=escreveu o relatorio | valor=3329
linha=1574 | nome=Tiago | acao=estudou computacao | valor=8860
linha=1575 | nome=Ana | acao=estudou computacao | valor=9252
linha=1576 | nome=Mariana | acao=otimizou o algoritmo | valor=6835
linha=1577 | nome=Igor | acao=analisou os resultados | valor=1459
linha=1578 | nome=Felipe | acao=fez um experimento | valor=2240
linha=1579 | nome=Ana | acao=escreveu o relatorio | valor=8427
linha=1580 | nome=Renata | acao=estudou computacao | valor=9818
linha=1581 | nome=Renata | acao=fez um experimento | valor=4934
linha=1582 | nome=Sofia | acao=comparou as metricas | valor=6669
linha=1583 | nome=Felipe | acao=estudou computacao | valor=6101
linha=1584 | nome=Paulo | acao=participou da aula | valor=2459
linha=1585 | nome=Karen | acao=analisou os resultados | valor=6934
linha=1586 | nome=Daniela | acao=comparou as metricas | valor=6080
linha=1587 | nome=Carlos | acao=participou da aula | valor=6106
linha=1588 | nome=Helena | acao=comparou as metricas | valor=2303
linha=1589 | nome=Tiago | acao=executou o benchmark | valor=7517
linha=1590 | nome=Renata | acao=estudou computacao | valor=3478
linha=1591 | nome=Felipe | acao=executou o benchmark | valor=9008
linha=1592 | nome=Lucas | acao=fez um experimento | valor=7930
linha=1593 | nome=Mariana | acao=estudou computacao | valor=1669
linha=1594 | nome=Tiago | acao=executou o benchmark | valor=4776
linha=1595 | nome=Vitor | acao=executou o benchmark | valor=9852
linha=1596 | nome=Felipe | acao=comparou as metricas | valor=9597
linha=1597 | nome=Sofia | acao=escreveu o relatorio | valor=9255
linha=1598 | nome=Otavio | acao=analisou os resultados | valor=3659
linha=1599 | nome=Daniela | acao=participou da aula | valor=2972
linha=1600 | nome=Joao | acao=escreveu o relatorio | valor=1408
linha=1601 | nome=Eduarda | acao=comparou as metricas | valor=6095
linha=1602 | nome=Lucas | acao=otimizou o algoritmo | valor=1113
linha=1603 | nome=Mariana | acao=escreveu o relatorio | valor=6004
linha=1604 | nome=Igor | acao=participou da aula | valor=5863
linha=1605 | nome=Sofia | acao=otimizou o algoritmo | valor=1504
linha=1606 | nome=Mariana | acao=fez um experimento | valor=2568
linha=1607 | nome=Daniela | acao=escreveu o relatorio | valor=1274
linha=1608 | nome=Otavio | acao=analisou os resultados | valor=2629
linha=1609 | nome=Paulo | acao=otimizou o algoritmo | valor=9572
linha=1610 | nome=Eduarda | acao=executou o benchmark | valor=4373
linha=1611 | nome=Carlos | acao=comparou as metricas | valor=8853
linha=1612 | nome=Tiago | acao=participou da aula | valor=9011
linha=1613 | nome=Helena | acao=participou da aula | valor=9268
linha=1614 | nome=Mariana | acao=comparou as metricas | valor=8686
linha=1615 | nome=Paulo | acao=fez um experimento | valor=5440
linha=1616 | nome=Lucas | acao=analisou os resultados | valor=6220
linha=1617 | nome=Gabriela | acao=participou da aula | valor=7263
linha=1618 | nome=Natalia | acao=analisou os resultados | valor=6557
linha=1619 | nome=Gabriela | acao=escreveu o relatorio | valor=9881
linha=1620 | nome=Eduarda | acao=participou da aula | valor=9186
linha=1621 | nome=Joao | acao=comparou as metricas | valor=1059
linha=1622 | nome=Paulo | acao=fez um experimento | valor=5194
linha=1623 | nome=Mariana | acao=estudou computacao | valor=9709
linha=1624 | nome=Ana | acao=estudou computacao | valor=1929
linha=1625 | nome=Eduarda | acao=executou o benchmark | valor=9928
linha=1626 | nome=Renata | acao=otimizou o algoritmo | valor=9691
linha=1627 | nome=Lucas | acao=escreveu o relatorio | valor=7037
linha=1628 | nome=Helena | acao=comparou as metricas | valor=8534
linha=1629 | nome=Renata | acao=fez um experimento | valor=6971
linha=1630 | nome=Sofia | acao=escreveu o relatorio | valor=1673
linha=1631 | nome=Lucas | acao=otimizou o algoritmo | valor=9852
linha=1632 | nome=Joao | acao=executou o benchmark | valor=5584
linha=1633 | nome=Mariana | acao=estudou computacao | valor=8542
linha=1634 | nome=Eduarda | acao=escreveu o relatorio | valor=8245
linha=1635 | nome=Tiago | acao=participou da aula | valor=2893
linha=1636 | nome=Vitor | acao=participou da aula | valor=3674
linha=1637 | nome=Otavio | acao=participou da aula | valor=6008
linha=1638 | nome=Carlos | acao=estudou computacao | valor=5097
linha=1639 | nome=Joao | acao=comparou as metricas | valor=1117
linha=1640 | nome=Paulo | acao=estudou computacao | valor=6664
linha=1641 | nome=Renata | acao=analisou os resultados | valor=4972
linha=1642 | nome=Felipe | acao=otimizou o algoritmo | valor=5732
linha=1643 | nome=Karen | acao=executou o benchmark | valor=3798
linha=1644 | nome=Lucas | acao=analisou os resultados | valor=3682
linha=1645 | nome=Karen | acao=analisou os resultados | valor=5491
linha=1646 | nome=Renata | acao=comparou as metricas | valor=9768
linha=1647 | nome=Renata | acao=comparou as metricas | valor=1347
linha=1648 | nome=Ana | acao=estudou computacao | valor=6143
