linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=1762 | nome=Bruno | acao=escreveu o relatorio | valor=3643
linha=1763 | nome=Sofia | acao=analisou os resultados | valor=4395
linha=1764 | nome=Joao | acao=analisou os resultados | valor=2418
linha=1765 | nome=Natalia | acao=comparou as metricas | valor=2287
linha=1766 | nome=Ana | acao=analisou os resultados | valor=5965
linha=1767 | nome=Mariana | acao=fez um experimento | valor=1857
linha=1768 | nome=Sofia | acao=executou o benchmark | valor=2831
linha=1769 | nome=Gabriela | acao=estudou computacao | valor=5009
linha=1770 | nome=Bruno | acao=participou da aula | valor=5771
linha=1771 | nome=Helena | acao=estudou computacao | valor=5641
linha=1772 | nome=Carlos | acao=estudou computacao | valor=7784
linha=1773 | nome=Carlos | acao=executou o benchmark | valor=4646
linha=1774 | nome=Daniela | acao=analisou os resultados | valor=3822
linha=1775 | nome=Mariana | acao=otimizou o algoritmo | valor=9037
linha=1776 | nome=Natalia | acao=escreveu o relatorio | valor=4952
linha=1777 | nome=Vitor | acao=participou da aula | valor=7950
linha=1778 | nome=Otavio | acao=analisou os resultados | valor=1430
linha=1779 | nome=Karen | acao=analisou os resultados | valor=8627
linha=1780 | nome=Gabriela | acao=escreveu o relatorio | valor=2212
linha=1781 | nome=Sofia | acao=analisou os resultados | valor=5317
linha=1782 | nome=Felipe | acao=otimizou o algoritmo | valor=9376
linha=1783 | nome=Bruno | acao=estudou computacao | valor=9356
linha=1784 | nome=Igor | acao=escreveu o relatorio | valor=1396
linha=1785 | nome=Joao | acao=fez um experimento | valor=6240
linha=1786 | nome=Igor | acao=executou o benchmark | valor=4094
linha=1787 | nome=Paulo | acao=estudou computacao | valor=2596
linha=1788 | nome=Karen | acao=escreveu o relatorio | valor=1849
linha=1789 | nome=Eduarda | acao=escreveu o relatorio | valor=4935
linha=1790 | nome=Natalia | acao=comparou as metricas | valor=5260
linha=1791 | nome=Mariana | acao=otimizou o algoritmo | valor=5462
linha=1792 | nome=Igor | acao=estudou computacao | valor=5223
linha=1793 | nome=Igor | acao=escreveu o relatorio | valor=3550
linha=1794 | nome=Joao | acao=analisou os resultados | valor=3242
linha=1795 | nome=Gabriela | acao=estudou computacao | valor=1641
linha=1796 | nome=Natalia | acao=analisou os resultados | valor=4500
linha=1797 | nome=Otavio | acao=estudou computacao | valor=7326
linha=1798 | nome=Felipe | acao=estudou computacao | valor=1781
linha=1799 | nome=Daniela | acao=analisou os resultados | valor=3051
linha=1800 | nome=Gabriela | acao=fez um experimento | valor=4340
linha=1801 | nome=Igor | acao=estudou computacao | valor=3059
linha=1802 | nome=Mariana | acao=otimizou o algoritmo | valor=8243
linha=1803 | nome=Mariana | acao=comparou as metricas | valor=2904
linha=1804 | nome=Sofia | acao=executou o benchmark | valor=4783
linha=1805 | nome=Renata | acao=otimizou o algoritmo | valor=7158
linha=1806 | nome=Lucas | acao=escreveu o relatorio | valor=1742
linha=1807 | nome=Joao | acao=fez um experimento | valor=6690
linha=1808 | nome=Joao | acao=fez um experimento | valor=9069
linha=1809 | nome=Carlos | acao=otimizou o algoritmo | valor=3872
linha=1810 | nome=Ana | acao=otimizou o algoritmo | valor=5176
linha=1811 | nome=Bruno | acao=otimizou o algoritmo | valor=5113
linha=1812 | nome=Vitor | acao=fez um experimento | valor=9621
linha=1813 | nome=Mariana | acao=participou da aula | valor=3377
linha=1814 | nome=Vitor | acao=estudou computacao | valor=7227
linha=1815 | nome=Renata | acao=analisou os resultados | valor=5239
linha=1816 | nome=Carlos | acao=fez um experimento | valor=2252
linha=1817 | nome=Helena | acao=analisou os resultados | valor=2051
linha=1818 | nome=Daniela | acao=otimizou o algoritmo | valor=5424
linha=1819 | nome=Renata | acao=executou o benchmark | valor=1373
linha=1820 | nome=Eduarda | acao=analisou os resultados | valor=6991
linha=1821 | nome=Helena | acao=executou o benchmark | valor=1868
linha=1822 | nome=Carlos | acao=executou o benchmark | valor=8314
linha=1823 | nome=Bruno | acao=comparou as metricas | valor=8347
linha=1824 | nome=Daniela | acao=fez um experimento | valor=9258
linha=1825 | nome=Lucas | acao=estudou computacao | valor=9980
linha=1826 | nome=Sofia | acao=comparou as metricas | valor=1050
linha=1827 | nome=Gabriela | acao=comparou as metricas | valor=5607
linha=1828 | nome=Mariana | acao=otimizou o algoritmo | valor=6540
linha=1829 | nome=Otavio | acao=estudou computacao | valor=9484
linha=1830 | nome=Helena | acao=comparou as metricas | valor=3854
linha=1831 | nome=Sofia | acao=escreveu o relatorio | valor=7352
linha=1832 | nome=Eduarda | acao=fez um experimento | valor=7938
linha=1833 | nome=Carlos | acao=participou da aula | valor=6964
linha=1834 | nome=Eduarda | acao=fez um experimento | valor=5061
linha=1835 | nome=Karen | acao=comparou as metricas | valor=3840
linha=1836 | nome=Carlos | acao=escreveu o relatorio | valor=2104
linha=1837 | nome=Sofia | acao=fez um experimento | valor=9227
linha=1838 | nome=Bruno | acao=fez um experimento | valor=1421
linha=1839 | nome=Joao | acao=escreveu o relatorio | valor=6515
linha=1840 | nome=Carlos | acao=escreveu o relatorio | valor=7391
linha=1841 | nome=Joao | acao=participou da aula | valor=1770
linha=1842 | nome=Otavio | acao=estudou computacao | valor=2896
linha=1843 | nome=Gabriela | acao=participou da aula | valor=5878
linha=1844 | nome=Carlos | acao=estudou computacao | valor=9576
linha=1845 | nome=Vitor | acao=analisou os resultados | valor=8165
linha=1846 | nome=Felipe | acao=participou da aula | valor=2989
linha=1847 | nome=Karen | acao=participou da aula | valor=5023
linha=1848 | nome=Joao | acao=estudou computacao | valor=1255
linha=1849 | nome=Carlos | acao=participou da aula | valor=5134
linha=1850 | nome=Renata | acao=otimizou o algoritmo | valor=6515
linha=1851 | nome=Renata | acao=escreveu o relatorio | valor=1836
linha=1852 | nome=Renata | acao=escreveu o relatorio | valor=6292
linha=1853 | nome=Otavio | acao=executou o benchmark | valor=3119
linha=1854 | nome=Otavio | acao=escreveu o relatorio | valor=3738
linha=1855 | nome=Karen | acao=estudou computacao | valor=8923
linha=1856 | nome=Tiago | acao=otimizou o algoritmo | valor=5579
linha=1857 | nome=Paulo | acao=executou o benchmark | valor=9348
linha=1858 | nome=Eduarda | acao=otimizou o algoritmo | valor=6019
linha=1859 | nome=Karen | acao=escreveu o relatorio | valor=8325
linha=1860 | nome=Renata | acao=comparou as metricas | valor=4524
linha=1861 | nome=Eduarda | acao=analisou os resultados | valor=8907
linha=1862 | nome=Carlos | acao=analisou os resultados | valor=8951
linha=1863 | nome=Mariana | acao=analisou os resultados | valor=8343
linha=1864 | nome=Karen | acao=comparou as metricas | valor=4629
linha=1865 | nome=Carlos | acao=fez um experimento | valor=1320
linha=1866 | nome=Otavio | acao=escreveu o relatorio | valor=7747
linha=1867 | nome=Gabriela | acao=estudou computacao | valor=4182
linha=1868 | nome=Karen | acao=comparou as metricas | valor=1189
linha=1869 | nome=Natalia | acao=comparou as metricas | valor=5705
linha=1870 | nome=Eduarda | acao=fez um experimento | valor=8985
linha=1871 | nome=Helena | acao=analisou os resultados | valor=5390
linha=1872 | nome=Mariana | acao=executou o benchmark | valor=1833
linha=1873 | nome=Joao | acao=fez um experimento | valor=7109
linha=1874 | nome=Otavio | acao=fez um experimento | valor=5878
linha=1875 | nome=Mariana | acao=escreveu o relatorio | valor=4505
linha=1876 | nome=Igor | acao=executou o benchmark | valor=4977
linha=1877 | nome=Bruno | acao=fez um experimento | valor=4148
linha=1878 | nome=Mariana | acao=estudou computacao | valor=3664
linha=1879 | nome=Carlos | acao=fez um experimento | valor=5973
linha=1880 | nome=Karen | acao=analisou os resultados | valor=2900
linha=1881 | nome=Vitor | acao=estudou computacao | valor=1644
linha=1882 | nome=Felipe | acao=escreveu o relatorio | valor=2359
linha=1883 | nome=Carlos | acao=analisou os resultados | valor=5878
linha=1884 | nome=Otavio | acao=comparou as metricas | valor=9629
linha=1885 | nome=Otavio | acao=analisou os resultados | valor=9374
linha=1886 | nome=Tiago | acao=comparou as metricas | valor=8954
linha=1887 | nome=Eduarda | acao=escreveu o relatorio | valor=3736
linha=1888 | nome=Karen | acao=escreveu o relatorio | valor=9752
linha=1889 | nome=Renata | acao=escreveu o relatorio | valor=1640
linha=1890 | nome=Otavio | acao=otimizou o algoritmo | valor=5685
linha=1891 | nome=Gabriela | acao=comparou as metricas | valor=4229
linha=1892 | nome=Lucas | acao=escreveu o relatorio | valor=2946
linha=1893 | nome=Mariana | acao=fez um experimento | valor=2224
linha=1894 | nome=Igor | acao=analisou os resultados | valor=9207
linha=1895 | nome=Daniela | acao=fez um experimento | valor=3664
linha=1896 | nome=Mariana | acao=executou o benchmark | valor=8234
linha=1897 | nome=Ana | acao=escreveu o relatorio | valor=5298
linha=1898 | nome=Eduarda | acao=fez um experimento | valor=5610
linha=1899 | nome=Vitor | acao=otimizou o algoritmo | valor=7664
linha=1900 | nome=Karen | acao=estudou computacao | valor=7037
linha=1901 | nome=Vitor | acao=analisou os resultados | valor=8160
linha=1902 | nome=Paulo | acao=otimizou o algoritmo | valor=2060
linha=1903 | nome=Felipe | acao=escreveu o relatorio | valor=7737
linha=1904 | nome=Helena | acao=estudou computacao | valor=5493
linha=1905 | nome=Karen | acao=analisou os resultados | valor=5827
linha=1906 | nome=Mariana | acao=executou o benchmark | valor=1474
linha=1907 | nome=Mariana | acao=participou da aula | valor=8687
linha=1908 | nome=Helena | acao=estudou computacao | valor=4517
linha=1909 | nome=Paulo | acao=participou da aula | valor=6999
linha=1910 | nome=Gabriela | acao=executou o benchmark | valor=6548
linha=1911 | nome=Felipe | acao=executou o benchmark | valor=1639
linha=1912 | nome=Gabriela | acao=participou da aula | valor=4009
linha=1913 | nome=Joao | acao=fez um experimento | valor=1352
linha=1914 | nome=Daniela | acao=otimizou o algoritmo | valor=5426
linha=1915 | nome=Igor | acao=estudou computacao | valor=9461
linha=1916 | nome=Bruno | acao=estudou computacao | valor=5256
linha=1917 | nome=Felipe | acao=otimizou o algoritmo | valor=1530
linha=1918 | nome=Natalia | acao=analisou os resultados | valor=1723
linha=1919 | nome=Renata | acao=participou da aula | valor=1624
linha=1920 | nome=Otavio | acao=executou o benchmark | valor=4656
linha=1921 | nome=Paulo | acao=analisou os resultados | valor=9170
linha=1922 | nome=Igor | acao=executou o benchmark | valor=1483
linha=1923 | nome=Vitor | acao=otimizou o algoritmo | valor=4297
linha=1924 | nome=Karen | acao=escreveu o relatorio | valor=6540
linha=1925 | nome=Otavio | acao=escreveu o relatorio | valor=7217
linha=1926 | nome=Gabriela | acao=escreveu o relatorio | valor=6968
linha=1927 | nome=Ana | acao=executou o benchmark | valor=4427
linha=1928 | nome=Karen | acao=executou o benchmark | valor=6331
linha=1929 | nome=Carlos | acao=participou da aula | valor=7478
linha=1930 | nome=Natalia | acao=executou o benchmark | valor=3792
linha=1931 | nome=Mariana | acao=escreveu o relatorio | valor=4190
linha=1932 | nome=Felipe | acao=executou o benchmark | valor=5991
linha=1933 | nome=Carlos | acao=analisou os resultados | valor=3746
linha=1934 | nome=Sofia | acao=fez um experimento | valor=7601
linha=1935 | nome=Renata | acao=escreveu o relatorio | valor=3213
linha=1936 | nome=Karen | acao=analisou os resultados | valor=5339
linha=1937 | nome=Helena | acao=fez um experimento | valor=7732
linha=1938 | nome=Mariana | acao=estudou computacao | valor=3960
linha=1939 | nome=Igor | acao=otimizou o algoritmo | valor=5792
linha=1940 | nome=Igor | acao=analisou os resultados | valor=1444
linha=1941 | nome=Mariana | acao=participou da aula | valor=3354
linha=1942 | nome=Karen | acao=comparou as metricas | valor=9170
linha=1943 | nome=Joao | acao=executou o benchmark | valor=7155
linha=1944 | nome=Carlos | acao=executou o benchmark | valor=2182
linha=1945 | nome=Daniela | acao=comparou as metricas | valor=8448
linha=1946 | nome=Tiago | acao=comparou as metricas | valor=1117
linha=1947 | nome=Sofia | acao=otimizou o algoritmo | valor=4810
linha=1948 | nome=Felipe | acao=analisou os resultados | valor=1550
linha=1949 | nome=Renata | acao=analisou os resultados | valor=6073
linha=1950 | nome=Vitor | acao=escreveu o relatorio | valor=5272
linha=1951 | nome=Carlos | acao=executou o benchmark | valor=2301
linha=1952 | nome=Carlos | acao=escreveu o relatorio | valor=6073
linha=1953 | nome=Felipe | acao=analisou os resultados | valor=9755
linha=1954 | nome=Tiago | acao=analisou os resultados | valor=9677
linha=1955 | nome=Mariana | acao=fez um experimento | valor=8786
linha=1956 | nome=Vitor | acao=otimizou o algoritmo | valor=6648
linha=1957 | nome=Daniela | acao=executou o benchmark | valor=2993
linha=1958 | nome=Helena | acao=analisou os resultados | valor=6859
linha=1959 | nome=Carlos | acao=analisou os resultados | valor=7602
linha=1960 | nome=Mariana | acao=participou da aula | valor=3111
linha=1961 | nome=Paulo | acao=participou da aula | valor=1198
linha=1962 | nome=Bruno | acao=comparou as metricas | valor=4707
linha=1963 | nome=Tiago | acao=fez um experimento | valor=8896
linha=1964 | nome=Mariana | acao=participou da aula | valor=8936
linha=1965 | nome=Helena | acao=estudou computacao | valor=6147
linha=1966 | nome=Lucas | acao=participou da aula | valor=5168
linha=1967 | nome=Bruno | acao=analisou os resultados | valor=2243
linha=1968 | nome=Carlos | acao=escreveu o relatorio | valor=2951
linha=1969 | nome=Gabriela | acao=fez um experimento | valor=4741
linha=1970 | nome=Daniela | acao=fez um experimento | valor=6303
linha=1971 | nome=Vitor | acao=executou o benchmark | valor=8052
linha=1972 | nome=Lucas | acao=analisou os resultados | valor=9489
linha=1973 | nome=Natalia | acao=otimizou o algoritmo | valor=7640
linha=1974 | nome=Sofia | acao=otimizou o algoritmo | valor=2098
linha=1975 | nome=Carlos | acao=estudou computacao | valor=4913
linha=1976 | nome=Daniela | acao=analisou os resultados | valor=2953
linha=1977 | nome=Tiago | acao=estudou computacao | valor=3117
linha=1978 | nome=Mariana | acao=escreveu o relatorio | valor=8766
linha=1979 | nome=Vitor | acao=fez um experimento | valor=6583
linha=1980 | nome=Helena | acao=fez um experimento | valor=3005
linha=1981 | nome=Mariana | acao=executou o benchmark | valor=8499
linha=1982 | nome=Helena | acao=comparou as metricas | valor=5523
linha=1983 | nome=Carlos | acao=analisou os resultados | valor=8493
linha=1984 | nome=Bruno | acao=executou o benchmark | valor=4157
linha=1985 | nome=Vitor | acao=analisou os resultados | valor=9328
linha=1986 | nome=Renata | acao=comparou as metricas | valor=2238
linha=1987 | nome=Vitor | acao=fez um experimento | valor=9179
linha=1988 | nome=Felipe | acao=escreveu o relatorio | valor=8767
linha=1989 | nome=Mariana | acao=escreveu o relatorio | valor=2726
linha=1990 | nome=Daniela | acao=otimizou o algoritmo | valor=9527
linha=1991 | nome=Otavio | acao=comparou as metricas | valor=2021
linha=1992 | nome=Natalia | acao=otimizou o algoritmo | valor=5244
linha=1993 | nome=Otavio | acao=escreveu o relatorio | valor=9138
linha=1994 | nome=Otavio | acao=fez um experimento | valor=8362
linha=1995 | nome=Tiago | acao=estudou computacao | valor=2879
linha=1996 | nome=Ana | acao=participou da aula | valor=8708
linha=1997 | nome=Helena | acao=executou o benchmark | valor=1719
linha=1998 | nome=Eduarda | acao=executou o benchmark | valor=5446
linha=1999 | nome=Mariana | acao=participou da aula | valor=4497
linha=2000 | nome=Otavio | acao=escreveu o relatorio | valor=2431
linha=2001 | nome=Otavio | acao=estudou computacao | valor=1831
linha=2002 | nome=Gabriela | acao=escreveu o relatorio | valor=2694
linha=2003 | nome=Joao | acao=escreveu o relatorio | valor=3039
linha=2004 | nome=Igor | acao=comparou as metricas | valor=3895
linha=2005 | nome=Bruno | acao=comparou as metricas | valor=7236
linha=2006 | nome=Sofia | acao=executou o benchmark | valor=7748
linha=2007 | nome=Natalia | acao=otimizou o algoritmo | valor=9423
linha=2008 | nome=Natalia | acao=escreveu o relatorio | valor=9573
linha=2009 | nome=Helena | acao=executou o benchmark | valor=7217
linha=2010 | nome=Daniela | acao=analisou os resultados | valor=5000
linha=2011 | nome=Paulo | acao=analisou os resultados | valor=7864
linha=2012 | nome=Renata | acao=participou da aula | valor=2534
linha=2013 | nome=Helena | acao=executou o benchmark | valor=8603
linha=2014 | nome=Natalia | acao=executou o benchmark | valor=7851
