linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=1240 | nome=Mariana | acao=escreveu o relatorio | valor=6319
linha=1241 | nome=Lucas | acao=fez um experimento | valor=5165
linha=1242 | nome=Joao | acao=otimizou o algoritmo | valor=9244
linha=1243 | nome=Lucas | acao=comparou as metricas | valor=7243
linha=1244 | nome=Daniela | acao=otimizou o algoritmo | valor=7306
linha=1245 | nome=Carlos | acao=analisou os resultados | valor=8143
linha=1246 | nome=Natalia | acao=participou da aula | valor=8983
linha=1247 | nome=Carlos | acao=comparou as metricas | valor=9936
linha=1248 | nome=Carlos | acao=participou da aula | valor=6232
linha=1249 | nome=Lucas | acao=fez um experimento | valor=8151
linha=1250 | nome=Ana | acao=comparou as metricas | valor=2017
linha=1251 | nome=Paulo | acao=analisou os resultados | valor=5865
linha=1252 | nome=Natalia | acao=escreveu o relatorio | valor=7652
linha=1253 | nome=Otavio | acao=estudou computacao | valor=9295
linha=1254 | nome=Ana | acao=executou o benchmark | valor=2626
linha=1255 | nome=Carlos | acao=analisou os resultados | valor=8652
linha=1256 | nome=Eduarda | acao=executou o benchmark | valor=6369
linha=1257 | nome=Tiago | acao=fez um experimento | valor=5915
linha=1258 | nome=Tiago | acao=escreveu o relatorio | valor=6577
linha=1259 | nome=Paulo | acao=escreveu o relatorio | valor=5668
linha=1260 | nome=Lucas | acao=executou o benchmark | valor=3226
linha=1261 | nome=Gabriela | acao=fez um experimento | valor=4103
linha=1262 | nome=Tiago | acao=otimizou o algoritmo | valor=5646
linha=1263 | nome=Igor | acao=fez um experimento | valor=9850
linha=1264 | nome=Sofia | acao=participou da aula | valor=3893
linha=1265 | nome=Renata | acao=escreveu o relatorio | valor=7252
linha=1266 | nome=Lucas | acao=analisou os resultados | valor=8700
linha=1267 | nome=Carlos | acao=fez um experimento | valor=3815
linha=1268 | nome=Helena | acao=comparou as metricas | valor=3316
linha=1269 | nome=Tiago | acao=participou da aula | valor=6120
linha=1270 | nome=Daniela | acao=participou da aula | valor=1110
linha=1271 | nome=Daniela | acao=estudou computacao | valor=4949
linha=1272 | nome=Carlos | acao=analisou os resultados | valor=4010
linha=1273 | nome=Felipe | acao=escreveu o relatorio | valor=9508
linha=1274 | nome=Daniela | acao=escreveu o relatorio | valor=4100
linha=1275 | nome=Otavio | acao=escreveu o relatorio | valor=9962
linha=1276 | nome=Igor | acao=comparou as metricas | valor=3902
linha=1277 | nome=Otavio | acao=estudou computacao | valor=5775
linha=1278 | nome=Gabriela | acao=analisou os resultados | valor=3938
linha=1279 | nome=Tiago | acao=estudou computacao | valor=9244
linha=1280 | nome=Felipe | acao=fez um experimento | valor=2016
linha=1281 | nome=Renata | acao=analisou os resultados | valor=6968
linha=1282 | nome=Ana | acao=executou o benchmark | valor=9086
linha=1283 | nome=Natalia | acao=escreveu o relatorio | valor=5020
linha=1284 | nome=Tiago | acao=fez um experimento | valor=8100
linha=1285 | nome=Felipe | acao=fez um experimento | valor=3290
linha=1286 | nome=Tiago | acao=participou da aula | valor=7524
linha=1287 | nome=Natalia | acao=estudou computacao | valor=7505
linha=1288 | nome=Joao | acao=analisou os resultados | valor=3663
linha=1289 | nome=Tiago | acao=executou o benchmark | valor=7592
linha=1290 | nome=Felipe | acao=analisou os resultados | valor=3767
linha=1291 | nome=Bruno | acao=escreveu o relatorio | valor=9302
linha=1292 | nome=Natalia | acao=participou da aula | valor=4445
linha=1293 | nome=Natalia | acao=fez um experimento | valor=2577
linha=1294 | nome=Igor | acao=executou o benchmark | valor=3117
linha=1295 | nome=Tiago | acao=estudou computacao | valor=3335
linha=1296 | nome=Lucas | acao=otimizou o algoritmo | valor=4163
linha=1297 | nome=Paulo | acao=analisou os resultados | valor=3998
linha=1298 | nome=Eduarda | acao=estudou computacao | valor=2551
linha=1299 | nome=Karen | acao=escreveu o relatorio | valor=7773
linha=1300 | nome=Natalia | acao=fez um experimento | valor=9560
linha=1301 | nome=Tiago | acao=otimizou o algoritmo | valor=2511
linha=1302 | nome=Paulo | acao=comparou as metricas | valor=6092
linha=1303 | nome=Tiago | acao=otimizou o algoritmo | valor=2969
linha=1304 | nome=Otavio | acao=escreveu o relatorio | valor=5435
linha=1305 | nome=Joao | acao=executou o benchmark | valor=5564
linha=1306 | nome=Igor | acao=estudou computacao | valor=2577
linha=1307 | nome=Ana | acao=executou o benchmark | valor=7077
linha=1308 | nome=Eduarda | acao=executou o benchmark | valor=3449
linha=1309 | nome=Daniela | acao=estudou computacao | valor=4016
linha=1310 | nome=Otavio | acao=participou da aula | valor=4855
linha=1311 | nome=Helena | acao=fez um experimento | valor=8831
linha=1312 | nome=Paulo | acao=participou da aula | valor=4630
linha=1313 | nome=Natalia | acao=participou da aula | valor=3720
linha=1314 | nome=Lucas | acao=analisou os resultados | valor=4849
linha=1315 | nome=Vitor | acao=fez um experimento | valor=4728
linha=1316 | nome=Lucas | acao=participou da aula | valor=7308
linha=1317 | nome=Bruno | acao=participou da aula | valor=5586
linha=1318 | nome=Sofia | acao=participou da aula | valor=1167
linha=1319 | nome=Felipe | acao=analisou os resultados | valor=4986
linha=1320 | nome=Sofia | acao=executou o benchmark | valor=8388
linha=1321 | nome=Vitor | acao=escreveu o relatorio | valor=7209
linha=1322 | nome=Igor | acao=participou da aula | valor=9812
linha=1323 | nome=Mariana | acao=executou o benchmark | valor=6191
linha=1324 | nome=Gabriela | acao=comparou as metricas | valor=1384
linha=1325 | nome=Igor | acao=estudou computacao | valor=8005
linha=1326 | nome=Lucas | acao=executou o benchmark | valor=3424
linha=1327 | nome=Daniela | acao=executou o benchmark | valor=3428
linha=1328 | nome=Sofia | acao=escreveu o relatorio | valor=3626
linha=1329 | nome=Otavio | acao=otimizou o algoritmo | valor=3657
linha=1330 | nome=Carlos | acao=fez um experimento | valor=2018
linha=1331 | nome=Lucas | acao=fez um experimento | valor=6501
linha=1332 | nome=Ana | acao=executou o benchmark | valor=5573
linha=1333 | nome=Daniela | acao=fez um experimento | valor=7901
linha=1334 | nome=Felipe | acao=participou da aula | valor=2398
linha=1335 | nome=Felipe | acao=executou o benchmark | valor=6771
linha=1336 | nome=Daniela | acao=participou da aula | valor=9286
linha=1337 | nome=Vitor | acao=estudou computacao | valor=8162
linha=1338 | nome=Paulo | acao=participou da aula | valor=5175
linha=1339 | nome=Mariana | acao=participou da aula | valor=2867
linha=1340 | nome=Natalia | acao=analisou os resultados | valor=5985
linha=1341 | nome=Gabriela | acao=analisou os resultados | valor=8744
linha=1342 | nome=Gabriela | acao=executou o benchmark | valor=1546
linha=1343 | nome=Paulo | acao=escreveu o relatorio | valor=1569
linha=1344 | nome=Lucas | acao=otimizou o algoritmo | valor=8291
linha=1345 | nome=Joao | acao=participou da aula | valor=3536
linha=1346 | nome=Paulo | acao=executou o benchmark | valor=6919
linha=1347 | nome=Bruno | acao=escreveu o relatorio | valor=1440
linha=1348 | nome=Daniela | acao=fez um experimento | valor=4820
linha=1349 | nome=Daniela | acao=comparou as metricas | valor=2242
linha=1350 | nome=Karen | acao=comparou as metricas | valor=4928
linha=1351 | nome=Mariana | acao=estudou computacao | valor=4997
linha=1352 | nome=Helena | acao=otimizou o algoritmo | valor=6408
linha=1353 | nome=Carlos | acao=participou da aula | valor=3811
linha=1354 | nome=Felipe | acao=fez um experimento | valor=5074
linha=1355 | nome=Ana | acao=estudou computacao | valor=6208
linha=1356 | nome=Joao | acao=executou o benchmark | valor=8831
linha=1357 | nome=Renata | acao=analisou os resultados | valor=8100
linha=1358 | nome=Eduarda | acao=otimizou o algoritmo | valor=7494
linha=1359 | nome=Mariana | acao=fez um experimento | valor=2314
linha=1360 | nome=Karen | acao=otimizou o algoritmo | valor=4110
linha=1361 | nome=Carlos | acao=estudou computacao | valor=9985
linha=1362 | nome=Paulo | acao=fez um experimento | valor=2259
linha=1363 | nome=Paulo | acao=fez um experimento | valor=1756
linha=1364 | nome=Bruno | acao=participou da aula | valor=9162
linha=1365 | nome=Karen | acao=otimizou o algoritmo | valor=9214
linha=1366 | nome=Gabriela | acao=otimizou o algoritmo | valor=9586
linha=1367 | nome=Lucas | acao=otimizou o algoritmo | valor=3221
linha=1368 | nome=Tiago | acao=comparou as metricas | valor=6904
linha=1369 | nome=Joao | acao=fez um experimento | valor=5056
linha=1370 | nome=Lucas | acao=participou da aula | valor=2660
linha=1371 | nome=Mariana | acao=participou da aula | valor=8320
linha=1372 | nome=Joao | acao=fez um experimento | valor=5679
linha=1373 | nome=Igor | acao=participou da aula | valor=5204
linha=1374 | nome=Tiago | acao=analisou os resultados | valor=4055
linha=1375 | nome=Mariana | acao=executou o benchmark | valor=2391
linha=1376 | nome=Mariana | acao=otimizou o algoritmo | valor=6792
linha=1377 | nome=Joao | acao=fez um experimento | valor=1245
linha=1378 | nome=Bruno | acao=analisou os resultados | valor=1845
linha=1379 | nome=Daniela | acao=analisou os resultados | valor=1918
linha=1380 | nome=Eduarda | acao=participou da aula | valor=1126
linha=1381 | nome=Natalia | acao=comparou as metricas | valor=8943
linha=1382 | nome=Felipe | acao=otimizou o algoritmo | valor=3784
linha=1383 | nome=Bruno | acao=fez um experimento | valor=7824
linha=1384 | nome=Gabriela | acao=otimizou o algoritmo | valor=9987
linha=1385 | nome=Joao | acao=fez um experimento | valor=1891
linha=1386 | nome=Karen | acao=comparou as metricas | valor=3770
linha=1387 | nome=Felipe | acao=analisou os resultados | valor=4034
linha=1388 | nome=Gabriela | acao=otimizou o algoritmo | valor=7682
linha=1389 | nome=Karen | acao=participou da aula | valor=6654
linha=1390 | nome=Felipe | acao=fez um experimento | valor=5243
linha=1391 | nome=Vitor | acao=otimizou o algoritmo | valor=2702
linha=1392 | nome=Natalia | acao=fez um experimento | valor=3182
linha=1393 | nome=Joao | acao=executou o benchmark | valor=6340
linha=1394 | nome=Natalia | acao=escreveu o relatorio | valor=9972
linha=1395 | nome=Vitor | acao=estudou computacao | valor=3299
linha=1396 | nome=Mariana | acao=analisou os resultados | valor=6357
linha=1397 | nome=Natalia | acao=otimizou o algoritmo | valor=3790
linha=1398 | nome=Paulo | acao=comparou as metricas | valor=1903
linha=1399 | nome=Joao | acao=fez um experimento | valor=2578
linha=1400 | nome=Renata | acao=fez um experimento | valor=6345
linha=1401 | nome=Joao | acao=analisou os resultados | valor=6432
linha=1402 | nome=Igor | acao=executou o benchmark | valor=3694
linha=1403 | nome=Ana | acao=fez um experimento | valor=9828
linha=1404 | nome=Tiago | acao=escreveu o relatorio | valor=8500
linha=1405 | nome=Sofia | acao=escreveu o relatorio | valor=4018
linha=1406 | nome=Vitor | acao=escreveu o relatorio | valor=5953
linha=1407 | nome=Helena | acao=executou o benchmark | valor=2658
linha=1408 | nome=Igor | acao=escreveu o relatorio | valor=2078
linha=1409 | nome=Otavio | acao=otimizou o algoritmo | valor=7676
linha=1410 | nome=Lucas | acao=estudou computacao | valor=9360
linha=1411 | nome=Ana | acao=escreveu o relatorio | valor=3409
linha=1412 | nome=Bruno | acao=fez um experimento | valor=6454
linha=1413 | nome=Mariana | acao=participou da aula | valor=5960
linha=1414 | nome=Ana | acao=participou da aula | valor=5301
linha=1415 | nome=Vitor | acao=participou da aula | valor=4015
linha=1416 | nome=Renata | acao=comparou as metricas | valor=7804
linha=1417 | nome=Renata | acao=comparou as metricas | valor=1170
linha=1418 | nome=Joao | acao=otimizou o algoritmo | valor=5009
linha=1419 | nome=Daniela | acao=estudou computacao | valor=5900
linha=1420 | nome=Lucas | acao=escreveu o relatorio | valor=2930
linha=1421 | nome=Natalia | acao=executou o benchmark | valor=5563
linha=1422 | nome=Sofia | acao=comparou as metricas | valor=6037
linha=1423 | nome=Ana | acao=fez um experimento | valor=1462
linha=1424 | nome=Karen | acao=estudou computacao | valor=9246
linha=1425 | nome=Natalia | acao=estudou computacao | valor=2472
linha=1426 | nome=Karen | acao=executou o benchmark | valor=9554
linha=1427 | nome=Eduarda | acao=escreveu o relatorio | valor=7035
linha=1428 | nome=Karen | acao=otimizou o algoritmo | valor=7606
linha=1429 | nome=Igor | acao=comparou as metricas | valor=6721
linha=1430 | nome=Lucas | acao=analisou os resultados | valor=4589
linha=1431 | nome=Lucas | acao=estudou computacao | valor=4872
linha=1432 | nome=Tiago | acao=executou o benchmark | valor=3913
linha=1433 | nome=Sofia | acao=executou o benchmark | valor=6676
linha=1434 | nome=Felipe | acao=estudou computacao | valor=6066
linha=1435 | nome=Tiago | acao=analisou os resultados | valor=5007
linha=1436 | nome=Sofia | acao=participou da aula | valor=1558
linha=1437 | nome=Tiago | acao=escreveu o relatorio | valor=7000
linha=1438 | nome=Mariana | acao=comparou as metricas | valor=6189
linha=1439 | nome=Helena | acao=analisou os resultados | valor=7957
linha=1440 | nome=Felipe | acao=analisou os resultados | valor=2148
linha=1441 | nome=Mariana | acao=comparou as metricas | valor=4875
linha=1442 | nome=Bruno | acao=estudou computacao | valor=6434
linha=1443 | nome=Mariana | acao=otimizou o algoritmo | valor=8477
linha=1444 | nome=Lucas | acao=participou da aula | valor=5892
linha=1445 | nome=Sofia | acao=participou da aula | valor=7266
linha=1446 | nome=Otavio | acao=fez um experimento | valor=2511
linha=1447 | nome=Carlos | acao=otimizou o algoritmo | valor=7105
linha=1448 | nome=Paulo | acao=escreveu o relatorio | valor=1117
linha=1449 | nome=Helena | acao=executou o benchmark | valor=1236
linha=1450 | nome=Vitor | acao=comparou as metricas | valor=1297
linha=1451 | nome=Bruno | acao=executou o benchmark | valor=5464
linha=1452 | nome=Joao | acao=estudou computacao | valor=2607
linha=1453 | nome=Mariana | acao=analisou os resultados | valor=4291
linha=1454 | nome=Felipe | acao=analisou os resultados | valor=4583
linha=1455 | nome=Felipe | acao=fez um experimento | valor=5344
linha=1456 | nome=Sofia | acao=executou o benchmark | valor=6594
linha=1457 | nome=Natalia | acao=otimizou o algoritmo | valor=9320
linha=1458 | nome=Sofia | acao=analisou os resultados | valor=4757
linha=1459 | nome=Mariana | acao=analisou os resultados | valor=8330
linha=1460 | nome=Carlos | acao=analisou os resultados | valor=7198
linha=1461 | nome=Natalia | acao=analisou os resultados | valor=3163
linha=1462 | nome=Igor | acao=participou da aula | valor=8646
linha=1463 | nome=Helena | acao=executou o benchmark | valor=1922
linha=1464 | nome=Natalia | acao=fez um experimento | valor=3770
linha=1465 | nome=Carlos | acao=analisou os resultados | valor=9747
linha=1466 | nome=Helena | acao=fez um experimento | valor=6341
linha=1467 | nome=Paulo | acao=participou da aula | valor=5723
linha=1468 | nome=Vitor | acao=comparou as metricas | valor=1414
linha=1469 | nome=Ana | acao=fez um experimento | valor=4475
linha=1470 | nome=Ana | acao=estudou computacao | valor=8145
linha=1471 | nome=Igor | acao=comparou as metricas | valor=2447
linha=1472 | nome=Eduarda | acao=analisou os resultados | valor=4758
linha=1473 | nome=Gabriela | acao=participou da aula | valor=7926
linha=1474 | nome=Lucas | acao=participou da aula | valor=6594
linha=1475 | nome=Otavio | acao=analisou os resultados | valor=3485
linha=1476 | nome=Mariana | acao=executou o benchmark | valor=1741
linha=1477 | nome=Gabriela | acao=analisou os resultados | valor=7463
linha=1478 | nome=Bruno | acao=comparou as metricas | valor=1325
linha=1479 | nome=Carlos | acao=participou da aula | valor=6327
linha=1480 | nome=Natalia | acao=executou o benchmark | valor=4207
linha=1481 | nome=Carlos | acao=analisou os resultados | valor=8895
linha=1482 | nome=Natalia | acao=estudou computacao | valor=9750
linha=1483 | nome=Vitor | acao=analisou os resultados | valor=6747
linha=1484 | nome=Tiago | acao=executou o benchmark | valor=5514
linha=1485 | nome=Tiago | acao=fez um experimento | valor=1896
linha=1486 | nome=Helena | acao=comparou as metricas | valor=9992
linha=1487 | nome=Renata | acao=escreveu o relatorio | valor=3072
linha=1488 | nome=Paulo | acao=estudou computacao | valor=8159
linha=1489 | nome=Bruno | acao=estudou computacao | valor=8214
linha=1490 | nome=Gabriela | acao=otimizou o algoritmo | valor=2061
linha=1491 | nome=Mariana | acao=executou o benchmark | valor=6449
