linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=1376 | nome=Renata | acao=estudou computacao | valor=1248
linha=1377 | nome=Daniela | acao=estudou computacao | valor=6781
linha=1378 | nome=Gabriela | acao=estudou computacao | valor=3349
linha=1379 | nome=Mariana | acao=estudou computacao | valor=9870
linha=1380 | nome=Mariana | acao=executou o benchmark | valor=3424
linha=1381 | nome=Paulo | acao=otimizou o algoritmo | valor=3675
linha=1382 | nome=Felipe | acao=escreveu o relatorio | valor=1801
linha=1383 | nome=Sofia | acao=executou o benchmark | valor=6983
linha=1384 | nome=Eduarda | acao=fez um experimento | valor=8323
linha=1385 | nome=Bruno | acao=estudou computacao | valor=5605
linha=1386 | nome=Felipe | acao=comparou as metricas | valor=6687
linha=1387 | nome=Sofia | acao=executou o benchmark | valor=1823
linha=1388 | nome=Joao | acao=otimizou o algoritmo | valor=1990
linha=1389 | nome=Tiago | acao=analisou os resultados | valor=7587
linha=1390 | nome=Sofia | acao=participou da aula | valor=1730
linha=1391 | nome=Tiago | acao=estudou computacao | valor=5903
linha=1392 | nome=Eduarda | acao=analisou os resultados | valor=5797
linha=1393 | nome=Tiago | acao=executou o benchmark | valor=2542
linha=1394 | nome=Helena | acao=participou da aula | valor=9196
linha=1395 | nome=Natalia | acao=executou o benchmark | valor=6909
linha=1396 | nome=Ana | acao=otimizou o algoritmo | valor=3834
linha=1397 | nome=Eduarda | acao=participou da aula | valor=5554
linha=1398 | nome=Eduarda | acao=analisou os resultados | valor=8885
linha=1399 | nome=Eduarda | acao=otimizou o algoritmo | valor=9817
linha=1400 | nome=Joao | acao=estudou computacao | valor=6240
linha=1401 | nome=Bruno | acao=escreveu o relatorio | valor=5943
linha=1402 | nome=Igor | acao=executou o benchmark | valor=1004
linha=1403 | nome=Mariana | acao=otimizou o algoritmo | valor=8091
linha=1404 | nome=Ana | acao=escreveu o relatorio | valor=9817
linha=1405 | nome=Mariana | acao=comparou as metricas | valor=7959
linha=1406 | nome=Renata | acao=escreveu o relatorio | valor=8528
linha=1407 | nome=Helena | acao=otimizou o algoritmo | valor=8456
linha=1408 | nome=Karen | acao=escreveu o relatorio | valor=1836
linha=1409 | nome=Sofia | acao=fez um experimento | valor=2528
linha=1410 | nome=Igor | acao=participou da aula | valor=5988
linha=1411 | nome=Ana | acao=otimizou o algoritmo | valor=5577
linha=1412 | nome=Sofia | acao=comparou as metricas | valor=3736
linha=1413 | nome=Mariana | acao=participou da aula | valor=8432
linha=1414 | nome=Sofia | acao=comparou as metricas | valor=6569
linha=1415 | nome=Carlos | acao=estudou computacao | valor=8691
linha=1416 | nome=Eduarda | acao=fez um experimento | valor=4120
linha=1417 | nome=Bruno | acao=analisou os resultados | valor=1970
linha=1418 | nome=Otavio | acao=estudou computacao | valor=6096
linha=1419 | nome=Joao | acao=executou o benchmark | valor=9725
linha=1420 | nome=Lucas | acao=analisou os resultados | valor=5407
linha=1421 | nome=Carlos | acao=otimizou o algoritmo | valor=6242
linha=1422 | nome=Felipe | acao=escreveu o relatorio | valor=6356
linha=1423 | nome=Mariana | acao=executou o benchmark | valor=5535
linha=1424 | nome=Bruno | acao=otimizou o algoritmo | valor=8488
linha=1425 | nome=Ana | acao=escreveu o relatorio | valor=6796
linha=1426 | nome=Paulo | acao=comparou as metricas | valor=5299
linha=1427 | nome=Bruno | acao=fez um experimento | valor=6690
linha=1428 | nome=Otavio | acao=estudou computacao | valor=5858
linha=1429 | nome=Felipe | acao=estudou computacao | valor=4314
linha=1430 | nome=Helena | acao=analisou os resultados | valor=5448
linha=1431 | nome=Daniela | acao=comparou as metricas | valor=6623
linha=1432 | nome=Otavio | acao=otimizou o algoritmo | valor=9082
linha=1433 | nome=Sofia | acao=fez um experimento | valor=7544
linha=1434 | nome=Sofia | acao=executou o benchmark | valor=2062
linha=1435 | nome=Karen | acao=fez um experimento | valor=6865
linha=1436 | nome=Tiago | acao=otimizou o algoritmo | valor=1727
linha=1437 | nome=Bruno | acao=analisou os resultados | valor=4325
linha=1438 | nome=Mariana | acao=participou da aula | valor=8916
linha=1439 | nome=Vitor | acao=analisou os resultados | valor=8762
linha=1440 | nome=Eduarda | acao=comparou as metricas | valor=5185
linha=1441 | nome=Karen | acao=fez um experimento | valor=5649
linha=1442 | nome=Sofia | acao=fez um experimento | valor=5096
linha=1443 | nome=Tiago | acao=participou da aula | valor=2234
linha=1444 | nome=Renata | acao=fez um experimento | valor=9497
linha=1445 | nome=Lucas | acao=estudou computacao | valor=3479
linha=1446 | nome=Otavio | acao=analisou os resultados | valor=6140
linha=1447 | nome=Lucas | acao=participou da aula | valor=5931
linha=1448 | nome=Sofia | acao=analisou os resultados | valor=6004
linha=1449 | nome=Carlos | acao=participou da aula | valor=4116
linha=1450 | nome=Joao | acao=analisou os resultados | valor=3528
linha=1451 | nome=Paulo | acao=analisou os resultados | valor=4691
linha=1452 | nome=Natalia | acao=escreveu o relatorio | valor=7499
linha=1453 | nome=Tiago | acao=executou o benchmark | valor=5872
linha=1454 | nome=Natalia | acao=participou da aula | valor=3295
linha=1455 | nome=Bruno | acao=otimizou o algoritmo | valor=7754
linha=1456 | nome=Paulo | acao=analisou os resultados | valor=5743
linha=1457 | nome=Renata | acao=executou o benchmark | valor=1419
linha=1458 | nome=Felipe | acao=analisou os resultados | valor=8059
linha=1459 | nome=Mariana | acao=otimizou o algoritmo | valor=9423
linha=1460 | nome=Paulo | acao=participou da aula | valor=8627
linha=1461 | nome=Mariana | acao=analisou os resultados | valor=5063
linha=1462 | nome=Tiago | acao=executou o benchmark | valor=1210
linha=1463 | nome=Felipe | acao=otimizou o algoritmo | valor=2862
linha=1464 | nome=Felipe | acao=fez um experimento | valor=1665
linha=1465 | nome=Karen | acao=participou da aula | valor=7185
linha=1466 | nome=Otavio | acao=otimizou o algoritmo | valor=9315
linha=1467 | nome=Bruno | acao=fez um experimento | valor=7469
linha=1468 | nome=Daniela | acao=estudou computacao | valor=4339
linha=1469 | nome=Mariana | acao=otimizou o algoritmo | valor=6655
linha=1470 | nome=Renata | acao=estudou computacao | valor=8092
linha=1471 | nome=Mariana | acao=participou da aula | valor=8452
linha=1472 | nome=Igor | acao=participou da aula | valor=8832
linha=1473 | nome=Mariana | acao=otimizou o algoritmo | valor=9931
linha=1474 | nome=Lucas | acao=executou o benchmark | valor=4766
linha=1475 | nome=Otavio | acao=analisou os resultados | valor=4730
linha=1476 | nome=Bruno | acao=otimizou o algoritmo | valor=2175
linha=1477 | nome=Otavio | acao=otimizou o algoritmo | valor=9282
linha=1478 | nome=Otavio | acao=comparou as metricas | valor=3214
linha=1479 | nome=Natalia | acao=analisou os resultados | valor=2255
linha=1480 | nome=Natalia | acao=escreveu o relatorio | valor=4567
linha=1481 | nome=Renata | acao=analisou os resultados | valor=4907
linha=1482 | nome=Sofia | acao=escreveu o relatorio | valor=2991
linha=1483 | nome=Felipe | acao=executou o benchmark | valor=9959
linha=1484 | nome=Igor | acao=analisou os resultados | valor=6076
linha=1485 | nome=Bruno | acao=estudou computacao | valor=8377
linha=1486 | nome=Renata | acao=comparou as metricas | valor=3132
linha=1487 | nome=Eduarda | acao=otimizou o algoritmo | valor=7508
linha=1488 | nome=Mariana | acao=participou da aula | valor=8084
linha=1489 | nome=Igor | acao=participou da aula | valor=3379
linha=1490 | nome=Ana | acao=executou o benchmark | valor=6217
linha=1491 | nome=Karen | acao=fez um experimento | valor=6535
linha=1492 | nome=Lucas | acao=otimizou o algoritmo | valor=4479
linha=1493 | nome=Bruno | acao=escreveu o relatorio | valor=5526
linha=1494 | nome=Ana | acao=escreveu o relatorio | valor=9204
linha=1495 | nome=Paulo | acao=estudou computacao | valor=3628
linha=1496 | nome=Carlos | acao=escreveu o relatorio | valor=8497
linha=1497 | nome=Bruno | acao=estudou computacao | valor=6788
linha=1498 | nome=Daniela | acao=escreveu o relatorio | valor=8683
linha=1499 | nome=Bruno | acao=fez um experimento | valor=3460
linha=1500 | nome=Natalia | acao=analisou os resultados | valor=2396
linha=1501 | nome=Sofia | acao=otimizou o algoritmo | valor=9543
linha=1502 | nome=Joao | acao=comparou as metricas | valor=7147
linha=1503 | nome=Mariana | acao=analisou os resultados | valor=3911
linha=1504 | nome=Sofia | acao=analisou os resultados | valor=9997
linha=1505 | nome=Lucas | acao=estudou computacao | valor=6347
linha=1506 | nome=Sofia | acao=comparou as metricas | valor=7914
linha=1507 | nome=Eduarda | acao=fez um experimento | valor=9910
linha=1508 | nome=Karen | acao=executou o benchmark | valor=3088
linha=1509 | nome=Lucas | acao=participou da aula | valor=8296
linha=1510 | nome=Sofia | acao=fez um experimento | valor=8634
linha=1511 | nome=Helena | acao=participou da aula | valor=5913
linha=1512 | nome=Karen | acao=escreveu o relatorio | valor=9172
linha=1513 | nome=Sofia | acao=escreveu o relatorio | valor=6940
linha=1514 | nome=Otavio | acao=fez um experimento | valor=4943
linha=1515 | nome=Tiago | acao=otimizou o algoritmo | valor=7055
linha=1516 | nome=Natalia | acao=escreveu o relatorio | valor=1688
linha=1517 | nome=Felipe | acao=executou o benchmark | valor=7339
linha=1518 | nome=Renata | acao=participou da aula | valor=5363
linha=1519 | nome=Natalia | acao=escreveu o relatorio | valor=5193
linha=1520 | nome=Bruno | acao=executou o benchmark | valor=6234
linha=1521 | nome=Bruno | acao=analisou os resultados | valor=7184
linha=1522 | nome=Tiago | acao=fez um experimento | valor=7676
linha=1523 | nome=Lucas | acao=escreveu o relatorio | valor=6156
linha=1524 | nome=Joao | acao=analisou os resultados | valor=6682
linha=1525 | nome=Sofia | acao=executou o benchmark | valor=1974
linha=1526 | nome=Lucas | acao=participou da aula | valor=9033
linha=1527 | nome=Mariana | acao=escreveu o relatorio | valor=4443
linha=1528 | nome=Karen | acao=escreveu o relatorio | valor=2854
linha=1529 | nome=Helena | acao=estudou computacao | valor=1638
linha=1530 | nome=Mariana | acao=analisou os resultados | valor=2973
linha=1531 | nome=Renata | acao=otimizou o algoritmo | valor=5076
linha=1532 | nome=Carlos | acao=otimizou o algoritmo | valor=1584
linha=1533 | nome=Karen | acao=comparou as metricas | valor=3093
linha=1534 | nome=Otavio | acao=analisou os resultados | valor=1455
linha=1535 | nome=Carlos | acao=estudou computacao | valor=9109
linha=1536 | nome=Mariana | acao=escreveu o relatorio | valor=4876
linha=1537 | nome=Vitor | acao=participou da aula | valor=3120
linha=1538 | nome=Felipe | acao=analisou os resultados | valor=7033
linha=1539 | nome=Helena | acao=executou o benchmark | valor=3667
linha=1540 | nome=Karen | acao=escreveu o relatorio | valor=6455
linha=1541 | nome=Natalia | acao=analisou os resultados | valor=4527
linha=1542 | nome=Mariana | acao=otimizou o algoritmo | valor=9172
linha=1543 | nome=Otavio | acao=estudou computacao | valor=5215
linha=1544 | nome=Felipe | acao=fez um experimento | valor=5011
linha=1545 | nome=Mariana | acao=executou o benchmark | valor=3811
linha=1546 | nome=Natalia | acao=comparou as metricas | valor=5958
linha=1547 | nome=Igor | acao=comparou as metricas | valor=5385
linha=1548 | nome=Karen | acao=analisou os resultados | valor=9670
linha=1549 | nome=Ana | acao=analisou os resultados | valor=5420
linha=1550 | nome=Joao | acao=executou o benchmark | valor=3352
linha=1551 | nome=Gabriela | acao=analisou os resultados | valor=9059
linha=1552 | nome=Mariana | acao=participou da aula | valor=8499
linha=1553 | nome=Otavio | acao=analisou os resultados | valor=5794
linha=1554 | nome=Karen | acao=participou da aula | valor=6877
linha=1555 | nome=Joao | acao=executou o benchmark | valor=5942
linha=1556 | nome=Renata | acao=fez um experimento | valor=6097
linha=1557 | nome=Felipe | acao=participou da aula | valor=7467
linha=1558 | nome=Otavio | acao=estudou computacao | valor=2024
linha=1559 | nome=Natalia | acao=participou da aula | valor=3881
linha=1560 | nome=Mariana | acao=escreveu o relatorio | valor=4782
linha=1561 | nome=Ana | acao=fez um experimento | valor=2854
linha=1562 | nome=Daniela | acao=analisou os resultados | valor=9768
linha=1563 | nome=Felipe | acao=analisou os resultados | valor=2052
linha=1564 | nome=Paulo | acao=comparou as metricas | valor=9850
linha=1565 | nome=Ana | acao=executou o benchmark | valor=2770
linha=1566 | nome=Bruno | acao=escreveu o relatorio | valor=8920
linha=1567 | nome=Felipe | acao=participou da aula | valor=1809
linha=1568 | nome=Felipe | acao=analisou os resultados | valor=1410
linha=1569 | nome=Karen | acao=escreveu o relatorio | valor=4766
linha=1570 | nome=Paulo | acao=estudou computacao | valor=3892
linha=1571 | nome=Ana | acao=fez um experimento | valor=8376
linha=1572 | nome=Joao | acao=escreveu o relatorio | valor=2870
linha=1573 | nome=Mariana | acao=analisou os resultados | valor=2433
linha=1574 | nome=Karen | acao=comparou as metricas | valor=1000
linha=1575 | nome=Otavio | acao=participou da aula | valor=1563
linha=1576 | nome=Felipe | acao=otimizou o algoritmo | valor=9487
linha=1577 | nome=Tiago | acao=escreveu o relatorio | valor=2557
linha=1578 | nome=Joao | acao=comparou as metricas | valor=8736
linha=1579 | nome=Renata | acao=executou o benchmark | valor=1366
linha=1580 | nome=Natalia | acao=analisou os resultados | valor=2495
linha=1581 | nome=Eduarda | acao=estudou computacao | valor=2679
linha=1582 | nome=Bruno | acao=comparou as metricas | valor=9009
linha=1583 | nome=Sofia | acao=comparou as metricas | valor=4488
linha=1584 | nome=Mariana | acao=executou o benchmark | valor=3105
linha=1585 | nome=Ana | acao=participou da aula | valor=3084
linha=1586 | nome=Tiago | acao=participou da aula | valor=7765
linha=1587 | nome=Otavio | acao=estudou computacao | valor=2689
linha=1588 | nome=Felipe | acao=fez um experimento | valor=6024
linha=1589 | nome=Daniela | acao=participou da aula | valor=5435
linha=1590 | nome=Ana | acao=participou da aula | valor=9996
linha=1591 | nome=Mariana | acao=estudou computacao | valor=1682
linha=1592 | nome=Sofia | acao=comparou as metricas | valor=4993
linha=1593 | nome=Felipe | acao=participou da aula | valor=6387
linha=1594 | nome=Lucas | acao=comparou as metricas | valor=5159
linha=1595 | nome=Paulo | acao=otimizou o algoritmo | valor=4245
linha=1596 | nome=Natalia | acao=fez um experimento | valor=9804
linha=1597 | nome=Vitor | acao=otimizou o algoritmo | valor=3319
linha=1598 | nome=Mariana | acao=participou da aula | valor=3258
linha=1599 | nome=Renata | acao=participou da aula | valor=8513
linha=1600 | nome=Felipe | acao=executou o benchmark | valor=5731
linha=1601 | nome=Felipe | acao=participou da aula | valor=5622
linha=1602 | nome=Bruno | acao=otimizou o algoritmo | valor=3929
linha=1603 | nome=Lucas | acao=executou o benchmark | valor=3584
linha=1604 | nome=Daniela | acao=comparou as metricas | valor=9639
linha=1605 | nome=Vitor | acao=participou da aula | valor=2260
linha=1606 | nome=Igor | acao=participou da aula | valor=9062
linha=1607 | nome=Renata | acao=escreveu o relatorio | valor=4381
linha=1608 | nome=Otavio | acao=fez um experimento | valor=8801
linha=1609 | nome=Lucas | acao=escreveu o relatorio | valor=5340
linha=1610 | nome=Renata | acao=fez um experimento | valor=3343
linha=1611 | nome=Vitor | acao=comparou as metricas | valor=7891
linha=1612 | nome=Daniela | acao=participou da aula | valor=1122
linha=1613 | nome=Ana | acao=fez um experimento | valor=9934
linha=1614 | nome=Mariana | acao=otimizou o algoritmo | valor=5138
linha=1615 | nome=Helena | acao=executou o benchmark | valor=7683
linha=1616 | nome=Eduarda | acao=escreveu o relatorio | valor=7199
linha=1617 | nome=Daniela | acao=analisou os resultados | valor=8397
linha=1618 | nome=Gabriela | acao=fez um experimento | valor=9294
linha=1619 | nome=Gabriela | acao=fez um experimento | valor=9219
linha=1620 | nome=Tiago | acao=estudou computacao | valor=9923
linha=1621 | nome=Daniela | acao=comparou as metricas | valor=7357
linha=1622 | nome=Bruno | acao=escreveu o relatorio | valor=1906
linha=1623 | nome=Lucas | acao=executou o benchmark | valor=8275
linha=1624 | nome=Gabriela | acao=executou o benchmark | valor=1731
linha=1625 | nome=Sofia | acao=participou da aula | valor=7338
linha=1626 | nome=Daniela | acao=participou da aula | valor=7523
linha=1627 | nome=Tiago | acao=fez um experimento | valor=1194
linha=1628 | nome=Vitor | acao=analisou os resultados | valor=9096
linha=1629 | nome=Paulo | acao=executou o benchmark | valor=3035
