linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=1854 | nome=Gabriela | acao=otimizou o algoritmo | valor=3140
linha=1855 | nome=Tiago | acao=fez um experimento | valor=2396
linha=1856 | nome=Otavio | acao=estudou computacao | valor=9269
linha=1857 | nome=Igor | acao=analisou os resultados | valor=5789
linha=1858 | nome=Paulo | acao=otimizou o algoritmo | valor=3555
linha=1859 | nome=Tiago | acao=escreveu o relatorio | valor=1048
linha=1860 | nome=Lucas | acao=fez um experimento | valor=7973
linha=1861 | nome=Carlos | acao=executou o benchmark | valor=6951
linha=1862 | nome=Renata | acao=participou da aula | valor=1109
linha=1863 | nome=Carlos | acao=analisou os resultados | valor=1052
linha=1864 | nome=Carlos | acao=fez um experimento | valor=8212
linha=1865 | nome=Helena | acao=participou da aula | valor=2198
linha=1866 | nome=Renata | acao=escreveu o relatorio | valor=9780
linha=1867 | nome=Joao | acao=escreveu o relatorio | valor=5229
linha=1868 | nome=Sofia | acao=escreveu o relatorio | valor=4863
linha=1869 | nome=Daniela | acao=participou da aula | valor=1499
linha=1870 | nome=Natalia | acao=fez um experimento | valor=7499
linha=1871 | nome=Karen | acao=executou o benchmark | valor=2117
linha=1872 | nome=Mariana | acao=fez um experimento | valor=7419
linha=1873 | nome=Tiago | acao=estudou computacao | valor=7679
linha=1874 | nome=Daniela | acao=estudou computacao | valor=1864
linha=1875 | nome=Mariana | acao=executou o benchmark | valor=1503
linha=1876 | nome=Eduarda | acao=participou da aula | valor=7971
linha=1877 | nome=Igor | acao=analisou os resultados | valor=1596
linha=1878 | nome=Gabriela | acao=otimizou o algoritmo | valor=5667
linha=1879 | nome=Lucas | acao=analisou os resultados | valor=2304
linha=1880 | nome=Bruno | acao=otimizou o algoritmo | valor=1305
linha=1881 | nome=Natalia | acao=otimizou o algoritmo | valor=2187
linha=1882 | nome=Paulo | acao=estudou computacao | valor=6351
linha=1883 | nome=Bruno | acao=analisou os resultados | valor=2110
linha=1884 | nome=Igor | acao=executou o benchmark | valor=6258
linha=1885 | nome=Otavio | acao=comparou as metricas | valor=5727
linha=1886 | nome=Ana | acao=participou da aula | valor=9526
linha=1887 | nome=Vitor | acao=analisou os resultados | valor=2591
linha=1888 | nome=Tiago | acao=fez um experimento | valor=4699
linha=1889 | nome=Mariana | acao=otimizou o algoritmo | valor=8050
linha=1890 | nome=Eduarda | acao=participou da aula | valor=8652
linha=1891 | nome=Bruno | acao=escreveu o relatorio | valor=4630
linha=1892 | nome=Daniela | acao=otimizou o algoritmo | valor=2530
linha=1893 | nome=Ana | acao=analisou os resultados | valor=1556
linha=1894 | nome=Mariana | acao=executou o benchmark | valor=3304
linha=1895 | nome=Daniela | acao=otimizou o algoritmo | valor=1819
linha=1896 | nome=Mariana | acao=participou da aula | valor=9465
linha=1897 | nome=Vitor | acao=analisou os resultados | valor=7079
linha=1898 | nome=Otavio | acao=estudou computacao | valor=1732
linha=1899 | nome=Sofia | acao=participou da aula | valor=8084
linha=1900 | nome=Joao | acao=estudou computacao | valor=7940
linha=1901 | nome=Carlos | acao=executou o benchmark | valor=7951
linha=1902 | nome=Carlos | acao=participou da aula | valor=2099
linha=1903 | nome=Paulo | acao=analisou os resultados | valor=2673
linha=1904 | nome=Bruno | acao=executou o benchmark | valor=1427
linha=1905 | nome=Daniela | acao=escreveu o relatorio | valor=3141
linha=1906 | nome=Tiago | acao=participou da aula | valor=3090
linha=1907 | nome=Felipe | acao=executou o benchmark | valor=5692
linha=1908 | nome=Felipe | acao=executou o benchmark | valor=5689
linha=1909 | nome=Paulo | acao=participou da aula | valor=5795
linha=1910 | nome=Natalia | acao=participou da aula | valor=6722
linha=1911 | nome=Igor | acao=fez um experimento | valor=4735
linha=1912 | nome=Eduarda | acao=fez um experimento | valor=9145
linha=1913 | nome=Gabriela | acao=comparou as metricas | valor=9213
linha=1914 | nome=Ana | acao=estudou computacao | valor=3284
linha=1915 | nome=Sofia | acao=analisou os resultados | valor=6094
linha=1916 | nome=Vitor | acao=analisou os resultados | valor=1916
linha=1917 | nome=Mariana | acao=participou da aula | valor=8865
linha=1918 | nome=Eduarda | acao=otimizou o algoritmo | valor=9816
linha=1919 | nome=Mariana | acao=escreveu o relatorio | valor=9453
linha=1920 | nome=Karen | acao=analisou os resultados | valor=5422
linha=1921 | nome=Karen | acao=participou da aula | valor=9395
linha=1922 | nome=Mariana | acao=fez um experimento | valor=4270
linha=1923 | nome=Paulo | acao=estudou computacao | valor=4034
linha=1924 | nome=Karen | acao=comparou as metricas | valor=3030
linha=1925 | nome=Vitor | acao=escreveu o relatorio | valor=5057
linha=1926 | nome=Mariana | acao=participou da aula | valor=3829
linha=1927 | nome=Natalia | acao=executou o benchmark | valor=1543
linha=1928 | nome=Igor | acao=comparou as metricas | valor=8724
linha=1929 | nome=Carlos | acao=otimizou o algoritmo | valor=4160
linha=1930 | nome=Ana | acao=participou da aula | valor=6751
linha=1931 | nome=Joao | acao=otimizou o algoritmo | valor=3429
linha=1932 | nome=Mariana | acao=fez um experimento | valor=8766
linha=1933 | nome=Gabriela | acao=participou da aula | valor=8568
linha=1934 | nome=Renata | acao=estudou computacao | valor=4334
linha=1935 | nome=Ana | acao=analisou os resultados | valor=3848
linha=1936 | nome=Tiago | acao=participou da aula | valor=5780
linha=1937 | nome=Gabriela | acao=estudou computacao | valor=7227
linha=1938 | nome=Karen | acao=participou da aula | valor=9561
linha=1939 | nome=Felipe | acao=fez um experimento | valor=4882
linha=1940 | nome=Tiago | acao=estudou computacao | valor=9810
linha=1941 | nome=Otavio | acao=executou o benchmark | valor=3821
linha=1942 | nome=Carlos | acao=comparou as metricas | valor=6296
linha=1943 | nome=Igor | acao=estudou computacao | valor=6999
linha=1944 | nome=Karen | acao=escreveu o relatorio | valor=4940
linha=1945 | nome=Lucas | acao=analisou os resultados | valor=4072
linha=1946 | nome=Tiago | acao=executou o benchmark | valor=9350
linha=1947 | nome=Sofia | acao=executou o benchmark | valor=7773
linha=1948 | nome=Natalia | acao=escreveu o relatorio | valor=4964
linha=1949 | nome=Helena | acao=estudou computacao | valor=5383
linha=1950 | nome=Bruno | acao=otimizou o algoritmo | valor=4444
linha=1951 | nome=Ana | acao=comparou as metricas | valor=8245
linha=1952 | nome=Ana | acao=estudou computacao | valor=3264
linha=1953 | nome=Felipe | acao=fez um experimento | valor=4707
linha=1954 | nome=Tiago | acao=estudou computacao | valor=2530
linha=1955 | nome=Mariana | acao=executou o benchmark | valor=5490
linha=1956 | nome=Natalia | acao=executou o benchmark | valor=3504
linha=1957 | nome=Bruno | acao=estudou computacao | valor=2879
linha=1958 | nome=Otavio | acao=comparou as metricas | valor=8161
linha=1959 | nome=Bruno | acao=fez um experimento | valor=9756
linha=1960 | nome=Bruno | acao=comparou as metricas | valor=3996
linha=1961 | nome=Daniela | acao=estudou computacao | valor=2877
linha=1962 | nome=Daniela | acao=executou o benchmark | valor=4805
linha=1963 | nome=Otavio | acao=estudou computacao | valor=8641
linha=1964 | nome=Tiago | acao=otimizou o algoritmo | valor=5298
linha=1965 | nome=Karen | acao=fez um experimento | valor=2516
linha=1966 | nome=Natalia | acao=fez um experimento | valor=9543
linha=1967 | nome=Paulo | acao=analisou os resultados | valor=6577
linha=1968 | nome=Carlos | acao=comparou as metricas | valor=9262
linha=1969 | nome=Mariana | acao=comparou as metricas | valor=4886
linha=1970 | nome=Helena | acao=otimizou o algoritmo | valor=8479
linha=1971 | nome=Renata | acao=participou da aula | valor=3812
linha=1972 | nome=Daniela | acao=escreveu o relatorio | valor=8490
linha=1973 | nome=Bruno | acao=otimizou o algoritmo | valor=3521
linha=1974 | nome=Daniela | acao=comparou as metricas | valor=3919
linha=1975 | nome=Igor | acao=otimizou o algoritmo | valor=3842
linha=1976 | nome=Daniela | acao=executou o benchmark | valor=8678
linha=1977 | nome=Joao | acao=participou da aula | valor=6393
linha=1978 | nome=Paulo | acao=comparou as metricas | valor=8564
linha=1979 | nome=Joao | acao=estudou computacao | valor=9423
linha=1980 | nome=Sofia | acao=estudou computacao | valor=6498
linha=1981 | nome=Renata | acao=fez um experimento | valor=6392
linha=1982 | nome=Helena | acao=fez um experimento | valor=4022
linha=1983 | nome=Felipe | acao=executou o benchmark | valor=9793
linha=1984 | nome=Tiago | acao=estudou computacao | valor=3974
linha=1985 | nome=Natalia | acao=estudou computacao | valor=6020
linha=1986 | nome=Igor | acao=comparou as metricas | valor=2695
linha=1987 | nome=Tiago | acao=participou da aula | valor=4767
linha=1988 | nome=Mariana | acao=fez um experimento | valor=8598
linha=1989 | nome=Otavio | acao=otimizou o algoritmo | valor=6567
linha=1990 | nome=Felipe | acao=escreveu o relatorio | valor=1501
linha=1991 | nome=Ana | acao=otimizou o algoritmo | valor=6531
linha=1992 | nome=Felipe | acao=participou da aula | valor=2137
linha=1993 | nome=Felipe | acao=participou da aula | valor=1267
linha=1994 | nome=Daniela | acao=comparou as metricas | valor=6778
linha=1995 | nome=Bruno | acao=comparou as metricas | valor=3310
linha=1996 | nome=Mariana | acao=comparou as metricas | valor=4892
linha=1997 | nome=Helena | acao=escreveu o relatorio | valor=5473
linha=1998 | nome=Felipe | acao=escreveu o relatorio | valor=8398
linha=1999 | nome=Igor | acao=comparou as metricas | valor=7978
linha=2000 | nome=Gabriela | acao=analisou os resultados | valor=9343
linha=2001 | nome=Mariana | acao=executou o benchmark | valor=1291
linha=2002 | nome=Karen | acao=escreveu o relatorio | valor=3247
linha=2003 | nome=Bruno | acao=executou o benchmark | valor=9758
linha=2004 | nome=Lucas | acao=participou da aula | valor=3593
linha=2005 | nome=Gabriela | acao=escreveu o relatorio | valor=9837
linha=2006 | nome=Igor | acao=otimizou o algoritmo | valor=8821
linha=2007 | nome=Sofia | acao=fez um experimento | valor=9988
linha=2008 | nome=Paulo | acao=comparou as metricas | valor=1751
linha=2009 | nome=Bruno | acao=escreveu o relatorio | valor=5873
linha=2010 | nome=Vitor | acao=participou da aula | valor=7204
linha=2011 | nome=Sofia | acao=participou da aula | valor=3270
linha=2012 | nome=Natalia | acao=comparou as metricas | valor=4750
linha=2013 | nome=Bruno | acao=estudou computacao | valor=8882
linha=2014 | nome=Mariana | acao=estudou computacao | valor=9616
linha=2015 | nome=Mariana | acao=analisou os resultados | valor=9477
linha=2016 | nome=Otavio | acao=fez um experimento | valor=1493
linha=2017 | nome=Eduarda | acao=otimizou o algoritmo | valor=7478
linha=2018 | nome=Eduarda | acao=executou o benchmark | valor=7532
linha=2019 | nome=Daniela | acao=participou da aula | valor=8679
linha=2020 | nome=Otavio | acao=analisou os resultados | valor=5973
linha=2021 | nome=Bruno | acao=analisou os resultados | valor=7873
linha=2022 | nome=Karen | acao=otimizou o algoritmo | valor=6684
linha=2023 | nome=Otavio | acao=fez um experimento | valor=1514
linha=2024 | nome=Paulo | acao=participou da aula | valor=8785
linha=2025 | nome=Igor | acao=estudou computacao | valor=1918
linha=2026 | nome=Ana | acao=comparou as metricas | valor=8630
linha=2027 | nome=Mariana | acao=otimizou o algoritmo | valor=4292
linha=2028 | nome=Igor | acao=analisou os resultados | valor=5525
linha=2029 | nome=Ana | acao=fez um experimento | valor=3629
linha=2030 | nome=Helena | acao=executou o benchmark | valor=3606
linha=2031 | nome=Vitor | acao=comparou as metricas | valor=7077
linha=2032 | nome=Ana | acao=otimizou o algoritmo | valor=6391
linha=2033 | nome=Bruno | acao=otimizou o algoritmo | valor=8569
linha=2034 | nome=Igor | acao=executou o benchmark | valor=6637
linha=2035 | nome=Karen | acao=otimizou o algoritmo | valor=5242
linha=2036 | nome=Paulo | acao=analisou os resultados | valor=8273
linha=2037 | nome=Karen | acao=fez um experimento | valor=6810
linha=2038 | nome=Gabriela | acao=analisou os resultados | valor=9388
linha=2039 | nome=Natalia | acao=executou o benchmark | valor=9957
linha=2040 | nome=Bruno | acao=escreveu o relatorio | valor=5265
linha=2041 | nome=Daniela | acao=otimizou o algoritmo | valor=8416
linha=2042 | nome=Daniela | acao=otimizou o algoritmo | valor=3753
linha=2043 | nome=Karen | acao=estudou computacao | valor=7521
linha=2044 | nome=Natalia | acao=executou o benchmark | valor=8053
linha=2045 | nome=Helena | acao=escreveu o relatorio | valor=7291
linha=2046 | nome=Tiago | acao=escreveu o relatorio | valor=6164
linha=2047 | nome=Renata | acao=executou o benchmark | valor=8986
linha=2048 | nome=Igor | acao=otimizou o algoritmo | valor=7592
linha=2049 | nome=Mariana | acao=otimizou o algoritmo | valor=7046
linha=2050 | nome=Natalia | acao=escreveu o relatorio | valor=8366
linha=2051 | nome=Vitor | acao=executou o benchmark | valor=2834
linha=2052 | nome=Carlos | acao=escreveu o relatorio | valor=4075
linha=2053 | nome=Sofia | acao=escreveu o relatorio | valor=3587
linha=2054 | nome=Daniela | acao=analisou os resultados | valor=1839
linha=2055 | nome=Gabriela | acao=executou o benchmark | valor=3735
linha=2056 | nome=Karen | acao=fez um experimento | valor=7490
linha=2057 | nome=Joao | acao=comparou as metricas | valor=8192
linha=2058 | nome=Gabriela | acao=estudou computacao | valor=9619
linha=2059 | nome=Natalia | acao=executou o benchmark | valor=4480
linha=2060 | nome=Paulo | acao=analisou os resultados | valor=5780
linha=2061 | nome=Natalia | acao=analisou os resultados | valor=8344
linha=2062 | nome=Lucas | acao=otimizou o algoritmo | valor=7008
linha=2063 | nome=Helena | acao=comparou as metricas | valor=9543
linha=2064 | nome=Carlos | acao=analisou os resultados | valor=1942
linha=2065 | nome=Vitor | acao=fez um experimento | valor=1837
linha=2066 | nome=Carlos | acao=comparou as metricas | valor=4773
linha=2067 | nome=Lucas | acao=analisou os resultados | valor=3929
linha=2068 | nome=Vitor | acao=executou o benchmark | valor=8509
linha=2069 | nome=Gabriela | acao=executou o benchmark | valor=2113
linha=2070 | nome=Gabriela | acao=otimizou o algoritmo | valor=9234
linha=2071 | nome=Lucas | acao=analisou os resultados | valor=3338
linha=2072 | nome=Igor | acao=analisou os resultados | valor=1773
linha=2073 | nome=Helena | acao=fez um experimento | valor=2437
linha=2074 | nome=Tiago | acao=comparou as metricas | valor=7783
linha=2075 | nome=Tiago | acao=analisou os resultados | valor=3164
linha=2076 | nome=Felipe | acao=executou o benchmark | valor=2394
linha=2077 | nome=Paulo | acao=fez um experimento | valor=1313
linha=2078 | nome=Helena | acao=participou da aula | valor=1444
linha=2079 | nome=Eduarda | acao=fez um experimento | valor=1390
linha=2080 | nome=Tiago | acao=fez um experimento | valor=3778
linha=2081 | nome=Renata | acao=analisou os resultados | valor=1363
linha=2082 | nome=Carlos | acao=escreveu o relatorio | valor=7053
linha=2083 | nome=Sofia | acao=participou da aula | valor=6082
linha=2084 | nome=Daniela | acao=participou da aula | valor=3053
linha=2085 | nome=Carlos | acao=otimizou o algoritmo | valor=2556
linha=2086 | nome=Renata | acao=otimizou o algoritmo | valor=9568
linha=2087 | nome=Lucas | acao=comparou as metricas | valor=5704
linha=2088 | nome=Paulo | acao=analisou os resultados | valor=7747
linha=2089 | nome=Joao | acao=estudou computacao | valor=6940
linha=2090 | nome=Igor | acao=comparou as metricas | valor=3388
linha=2091 | nome=Renata | acao=fez um experimento | valor=4295
linha=2092 | nome=Eduarda | acao=analisou os resultados | valor=6976
linha=2093 | nome=Mariana | acao=fez um experimento | valor=3015
linha=2094 | nome=Bruno | acao=comparou as metricas | valor=2743
linha=2095 | nome=Helena | acao=comparou as metricas | valor=9930
linha=2096 | nome=Gabriela | acao=fez um experimento | valor=1821
linha=2097 | nome=Otavio | acao=participou da aula | valor=4568
linha=2098 | nome=Vitor | acao=otimizou o algoritmo | valor=8796
linha=2099 | nome=Renata | acao=executou o benchmark | valor=8743
linha=2100 | nome=Vitor | acao=fez um experimento | valor=5238
linha=2101 | nome=Gabriela | acao=executou o benchmark | valor=8137
linha=2102 | nome=Natalia | acao=comparou as metricas | valor=5382
linha=2103 | nome=Paulo | acao=analisou os resultados | valor=5595
linha=2104 | nome=Paulo | acao=otimizou o algoritmo | valor=3763
linha=2105 | nome=Carlos | acao=executou o benchmark | valor=1333
linha=2106 | nome=Joao | acao=estudou computacao | valor=1837
linha=2107 | nome=Otavio | acao=escreveu o relatorio | valor=8107
linha=2108 | nome=Joao | acao=escreveu o relatorio | valor=2606
