linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=1233 | nome=Paulo | acao=executou o benchmark | valor=8760
linha=1234 | nome=Joao | acao=participou da aula | valor=3210
linha=1235 | nome=Ana | acao=escreveu o relatorio | valor=1969
linha=1236 | nome=Helena | acao=analisou os resultados | valor=7012
linha=1237 | nome=Ana | acao=participou da aula | valor=8292
linha=1238 | nome=Carlos | acao=executou o benchmark | valor=4365
linha=1239 | nome=Mariana | acao=fez um experimento | valor=7707
linha=1240 | nome=Felipe | acao=participou da aula | valor=3204
linha=1241 | nome=Otavio | acao=escreveu o relatorio | valor=7082
linha=1242 | nome=Mariana | acao=analisou os resultados | valor=9609
linha=1243 | nome=Helena | acao=comparou as metricas | valor=8236
linha=1244 | nome=Igor | acao=fez um experimento | valor=6198
linha=1245 | nome=Joao | acao=analisou os resultados | valor=6020
linha=1246 | nome=Mariana | acao=executou o benchmark | valor=2174
linha=1247 | nome=Mariana | acao=escreveu o relatorio | valor=7455
linha=1248 | nome=Helena | acao=comparou as metricas | valor=1373
linha=1249 | nome=Renata | acao=escreveu o relatorio | valor=4992
linha=1250 | nome=Felipe | acao=participou da aula | valor=4176
linha=1251 | nome=Joao | acao=executou o benchmark | valor=3877
linha=1252 | nome=Eduarda | acao=executou o benchmark | valor=1169
linha=1253 | nome=Lucas | acao=participou da aula | valor=6265
linha=1254 | nome=Mariana | acao=otimizou o algoritmo | valor=3251
linha=1255 | nome=Mariana | acao=estudou computacao | valor=5922
linha=1256 | nome=Gabriela | acao=executou o benchmark | valor=1518
linha=1257 | nome=Karen | acao=otimizou o algoritmo | valor=2803
linha=1258 | nome=Gabriela | acao=executou o benchmark | valor=8372
linha=1259 | nome=Lucas | acao=executou o benchmark | valor=8060
linha=1260 | nome=Helena | acao=otimizou o algoritmo | valor=4647
linha=1261 | nome=Ana | acao=executou o benchmark | valor=4852
linha=1262 | nome=Mariana | acao=analisou os resultados | valor=6716
linha=1263 | nome=Natalia | acao=comparou as metricas | valor=6977
linha=1264 | nome=Natalia | acao=estudou computacao | valor=7693
linha=1265 | nome=Eduarda | acao=executou o benchmark | valor=9157
linha=1266 | nome=Mariana | acao=participou da aula | valor=1571
linha=1267 | nome=Natalia | acao=comparou as metricas | valor=7742
linha=1268 | nome=Sofia | acao=analisou os resultados | valor=3911
linha=1269 | nome=Gabriela | acao=escreveu o relatorio | valor=9966
linha=1270 | nome=Tiago | acao=otimizou o algoritmo | valor=7154
linha=1271 | nome=Lucas | acao=otimizou o algoritmo | valor=5384
linha=1272 | nome=Paulo | acao=fez um experimento | valor=4721
linha=1273 | nome=Sofia | acao=escreveu o relatorio | valor=7857
linha=1274 | nome=Paulo | acao=estudou computacao | valor=4709
linha=1275 | nome=Felipe | acao=comparou as metricas | valor=7280
linha=1276 | nome=Eduarda | acao=comparou as metricas | valor=6333
linha=1277 | nome=Carlos | acao=escreveu o relatorio | valor=1492
linha=1278 | nome=Felipe | acao=participou da aula | valor=7081
linha=1279 | nome=Carlos | acao=estudou computacao | valor=3047
linha=1280 | nome=Igor | acao=participou da aula | valor=8294
linha=1281 | nome=Daniela | acao=estudou computacao | valor=2717
linha=1282 | nome=Sofia | acao=estudou computacao | valor=6218
linha=1283 | nome=Tiago | acao=participou da aula | valor=1180
linha=1284 | nome=Lucas | acao=otimizou o algoritmo | valor=6509
linha=1285 | nome=Bruno | acao=executou o benchmark | valor=9112
linha=1286 | nome=Ana | acao=analisou os resultados | valor=6567
linha=1287 | nome=Helena | acao=fez um experimento | valor=2915
linha=1288 | nome=Carlos | acao=comparou as metricas | valor=1816
linha=1289 | nome=Sofia | acao=comparou as metricas | valor=5407
linha=1290 | nome=Helena | acao=participou da aula | valor=4875
linha=1291 | nome=Sofia | acao=otimizou o algoritmo | valor=5642
linha=1292 | nome=Natalia | acao=participou da aula | valor=5746
linha=1293 | nome=Renata | acao=participou da aula | valor=4436
linha=1294 | nome=Igor | acao=fez um experimento | valor=4223
linha=1295 | nome=Sofia | acao=executou o benchmark | valor=8819
linha=1296 | nome=Vitor | acao=analisou os resultados | valor=1085
linha=1297 | nome=Daniela | acao=fez um experimento | valor=8012
linha=1298 | nome=Vitor | acao=comparou as metricas | valor=6309
linha=1299 | nome=Karen | acao=escreveu o relatorio | valor=6587
linha=1300 | nome=Sofia | acao=escreveu o relatorio | valor=4739
linha=1301 | nome=Helena | acao=participou da aula | valor=8617
linha=1302 | nome=Igor | acao=executou o benchmark | valor=4286
linha=1303 | nome=Mariana | acao=analisou os resultados | valor=3406
linha=1304 | nome=Igor | acao=escreveu o relatorio | valor=3419
linha=1305 | nome=Felipe | acao=escreveu o relatorio | valor=6203
linha=1306 | nome=Mariana | acao=participou da aula | valor=6739
linha=1307 | nome=Natalia | acao=participou da aula | valor=7836
linha=1308 | nome=Igor | acao=participou da aula | valor=1359
linha=1309 | nome=Natalia | acao=comparou as metricas | valor=2284
linha=1310 | nome=Mariana | acao=analisou os resultados | valor=5473
linha=1311 | nome=Gabriela | acao=estudou computacao | valor=8636
linha=1312 | nome=Joao | acao=executou o benchmark | valor=1818
linha=1313 | nome=Gabriela | acao=comparou as metricas | valor=6560
linha=1314 | nome=Daniela | acao=escreveu o relatorio | valor=4285
linha=1315 | nome=Renata | acao=executou o benchmark | valor=8779
linha=1316 | nome=Joao | acao=otimizou o algoritmo | valor=5688
linha=1317 | nome=Carlos | acao=analisou os resultados | valor=4997
linha=1318 | nome=Tiago | acao=otimizou o algoritmo | valor=2057
linha=1319 | nome=Natalia | acao=analisou os resultados | valor=3705
linha=1320 | nome=Otavio | acao=comparou as metricas | valor=6759
linha=1321 | nome=Paulo | acao=escreveu o relatorio | valor=9516
linha=1322 | nome=Sofia | acao=analisou os resultados | valor=4030
linha=1323 | nome=Gabriela | acao=comparou as metricas | valor=3544
linha=1324 | nome=Mariana | acao=otimizou o algoritmo | valor=8304
linha=1325 | nome=Sofia | acao=estudou computacao | valor=7782
linha=1326 | nome=Tiago | acao=comparou as metricas | valor=1239
linha=1327 | nome=Sofia | acao=analisou os resultados | valor=5029
linha=1328 | nome=Ana | acao=executou o benchmark | valor=8239
linha=1329 | nome=Lucas | acao=escreveu o relatorio | valor=9466
linha=1330 | nome=Sofia | acao=escreveu o relatorio | valor=8979
linha=1331 | nome=Tiago | acao=fez um experimento | valor=1204
linha=1332 | nome=Carlos | acao=escreveu o relatorio | valor=9511
linha=1333 | nome=Eduarda | acao=comparou as metricas | valor=3644
linha=1334 | nome=Karen | acao=analisou os resultados | valor=7681
linha=1335 | nome=Renata | acao=participou da aula | valor=4603
linha=1336 | nome=Tiago | acao=executou o benchmark | valor=9855
linha=1337 | nome=Natalia | acao=escreveu o relatorio | valor=9387
linha=1338 | nome=Mariana | acao=fez um experimento | valor=1780
linha=1339 | nome=Vitor | acao=estudou computacao | valor=1805
linha=1340 | nome=Carlos | acao=analisou os resultados | valor=4008
linha=1341 | nome=Paulo | acao=estudou computacao | valor=1166
linha=1342 | nome=Eduarda | acao=analisou os resultados | valor=7937
linha=1343 | nome=Eduarda | acao=analisou os resultados | valor=7050
linha=1344 | nome=Vitor | acao=escreveu o relatorio | valor=8117
linha=1345 | nome=Joao | acao=escreveu o relatorio | valor=8404
linha=1346 | nome=Mariana | acao=escreveu o relatorio | valor=4201
linha=1347 | nome=Carlos | acao=otimizou o algoritmo | valor=3002
linha=1348 | nome=Joao | acao=executou o benchmark | valor=4537
linha=1349 | nome=Renata | acao=fez um experimento | valor=3014
linha=1350 | nome=Gabriela | acao=comparou as metricas | valor=7956
linha=1351 | nome=Sofia | acao=escreveu o relatorio | valor=5863
linha=1352 | nome=Mariana | acao=participou da aula | valor=5368
linha=1353 | nome=Gabriela | acao=escreveu o relatorio | valor=3154
linha=1354 | nome=Natalia | acao=escreveu o relatorio | valor=7921
linha=1355 | nome=Otavio | acao=estudou computacao | valor=8785
linha=1356 | nome=Eduarda | acao=estudou computacao | valor=9059
linha=1357 | nome=Mariana | acao=analisou os resultados | valor=9301
linha=1358 | nome=Helena | acao=otimizou o algoritmo | valor=1645
linha=1359 | nome=Vitor | acao=escreveu o relatorio | valor=8725
linha=1360 | nome=Igor | acao=analisou os resultados | valor=1029
linha=1361 | nome=Tiago | acao=analisou os resultados | valor=5134
linha=1362 | nome=Renata | acao=comparou as metricas | valor=7356
linha=1363 | nome=Ana | acao=executou o benchmark | valor=9007
linha=1364 | nome=Igor | acao=executou o benchmark | valor=7216
linha=1365 | nome=Helena | acao=participou da aula | valor=5132
linha=1366 | nome=Vitor | acao=estudou computacao | valor=2292
linha=1367 | nome=Carlos | acao=participou da aula | valor=9515
linha=1368 | nome=Natalia | acao=participou da aula | valor=1285
linha=1369 | nome=Otavio | acao=participou da aula | valor=9494
linha=1370 | nome=Paulo | acao=otimizou o algoritmo | valor=5259
linha=1371 | nome=Carlos | acao=escreveu o relatorio | valor=4820
linha=1372 | nome=Mariana | acao=executou o benchmark | valor=1008
linha=1373 | nome=Paulo | acao=estudou computacao | valor=2218
linha=1374 | nome=Helena | acao=escreveu o relatorio | valor=8572
linha=1375 | nome=Lucas | acao=analisou os resultados | valor=6346
linha=1376 | nome=Otavio | acao=escreveu o relatorio | valor=5850
linha=1377 | nome=Karen | acao=executou o benchmark | valor=5374
linha=1378 | nome=Daniela | acao=participou da aula | valor=3018
linha=1379 | nome=Natalia | acao=analisou os resultados | valor=1624
linha=1380 | nome=Bruno | acao=comparou as metricas | valor=3281
linha=1381 | nome=Joao | acao=otimizou o algoritmo | valor=8751
linha=1382 | nome=Igor | acao=analisou os resultados | valor=3094
linha=1383 | nome=Helena | acao=executou o benchmark | valor=1255
linha=1384 | nome=Mariana | acao=fez um experimento | valor=7106
linha=1385 | nome=Otavio | acao=escreveu o relatorio | valor=6418
linha=1386 | nome=Mariana | acao=participou da aula | valor=3138
linha=1387 | nome=Carlos | acao=escreveu o relatorio | valor=9945
linha=1388 | nome=Natalia | acao=analisou os resultados | valor=4728
linha=1389 | nome=Ana | acao=comparou as metricas | valor=7263
linha=1390 | nome=Mariana | acao=analisou os resultados | valor=9561
linha=1391 | nome=Igor | acao=estudou computacao | valor=1833
linha=1392 | nome=Daniela | acao=analisou os resultados | valor=5606
linha=1393 | nome=Daniela | acao=comparou as metricas | valor=6794
linha=1394 | nome=Mariana | acao=fez um experimento | valor=9713
linha=1395 | nome=Igor | acao=participou da aula | valor=7644
linha=1396 | nome=Karen | acao=otimizou o algoritmo | valor=3344
linha=1397 | nome=Lucas | acao=estudou computacao | valor=1732
linha=1398 | nome=Vitor | acao=participou da aula | valor=1467
linha=1399 | nome=Paulo | acao=escreveu o relatorio | valor=9605
linha=1400 | nome=Renata | acao=estudou computacao | valor=6007
linha=1401 | nome=Tiago | acao=participou da aula | valor=7829
linha=1402 | nome=Carlos | acao=participou da aula | valor=1045
linha=1403 | nome=Joao | acao=participou da aula | valor=2288
linha=1404 | nome=Lucas | acao=analisou os resultados | valor=7147
linha=1405 | nome=Gabriela | acao=executou o benchmark | valor=2990
linha=1406 | nome=Mariana | acao=comparou as metricas | valor=1776
linha=1407 | nome=Igor | acao=escreveu o relatorio | valor=4089
linha=1408 | nome=Natalia | acao=otimizou o algoritmo | valor=5662
linha=1409 | nome=Natalia | acao=fez um experimento | valor=9320
linha=1410 | nome=Sofia | acao=escreveu o relatorio | valor=2973
linha=1411 | nome=Otavio | acao=participou da aula | valor=7884
linha=1412 | nome=Vitor | acao=escreveu o relatorio | valor=8771
linha=1413 | nome=Carlos | acao=participou da aula | valor=2037
linha=1414 | nome=Felipe | acao=analisou os resultados | valor=7482
linha=1415 | nome=Renata | acao=estudou computacao | valor=8900
linha=1416 | nome=Carlos | acao=escreveu o relatorio | valor=6795
linha=1417 | nome=Otavio | acao=executou o benchmark | valor=5951
linha=1418 | nome=Joao | acao=executou o benchmark | valor=1367
linha=1419 | nome=Mariana | acao=escreveu o relatorio | valor=4093
linha=1420 | nome=Bruno | acao=participou da aula | valor=6807
linha=1421 | nome=Carlos | acao=estudou computacao | valor=9479
linha=1422 | nome=Felipe | acao=comparou as metricas | valor=6713
linha=1423 | nome=Karen | acao=executou o benchmark | valor=3350
linha=1424 | nome=Karen | acao=otimizou o algoritmo | valor=3602
linha=1425 | nome=Lucas | acao=escreveu o relatorio | valor=8942
linha=1426 | nome=Helena | acao=comparou as metricas | valor=4625
linha=1427 | nome=Otavio | acao=estudou computacao | valor=2637
linha=1428 | nome=Felipe | acao=executou o benchmark | valor=3633
linha=1429 | nome=Felipe | acao=participou da aula | valor=7107
linha=1430 | nome=Mariana | acao=executou o benchmark | valor=9321
linha=1431 | nome=Natalia | acao=estudou computacao | valor=1325
linha=1432 | nome=Carlos | acao=estudou computacao | valor=6615
linha=1433 | nome=Otavio | acao=otimizou o algoritmo | valor=3570
linha=1434 | nome=Vitor | acao=participou da aula | valor=7676
linha=1435 | nome=Carlos | acao=comparou as metricas | valor=3911
linha=1436 | nome=Tiago | acao=otimizou o algoritmo | valor=9828
linha=1437 | nome=Gabriela | acao=comparou as metricas | valor=7015
linha=1438 | nome=Karen | acao=estudou computacao | valor=4898
linha=1439 | nome=Sofia | acao=participou da aula | valor=6644
linha=1440 | nome=Otavio | acao=otimizou o algoritmo | valor=5281
linha=1441 | nome=Tiago | acao=analisou os resultados | valor=8187
linha=1442 | nome=Renata | acao=comparou as metricas | valor=9780
linha=1443 | nome=Tiago | acao=fez um experimento | valor=3940
linha=1444 | nome=Mariana | acao=fez um experimento | valor=2656
linha=1445 | nome=Tiago | acao=executou o benchmark | valor=9610
linha=1446 | nome=Karen | acao=executou o benchmark | valor=2737
linha=1447 | nome=Daniela | acao=estudou computacao | valor=4076
linha=1448 | nome=Bruno | acao=estudou computacao | valor=8052
linha=1449 | nome=Paulo | acao=participou da aula | valor=1562
linha=1450 | nome=Mariana | acao=fez um experimento | valor=4684
linha=1451 | nome=Joao | acao=escreveu o relatorio | valor=4970
linha=1452 | nome=Sofia | acao=fez um experimento | valor=9490
linha=1453 | nome=Karen | acao=fez um experimento | valor=6943
linha=1454 | nome=Renata | acao=estudou computacao | valor=4028
linha=1455 | nome=Eduarda | acao=fez um experimento | valor=2457
linha=1456 | nome=Felipe | acao=analisou os resultados | valor=4095
linha=1457 | nome=Karen | acao=participou da aula | valor=9308
linha=1458 | nome=Carlos | acao=analisou os resultados | valor=6034
linha=1459 | nome=Daniela | acao=escreveu o relatorio | valor=5531
linha=1460 | nome=Igor | acao=participou da aula | valor=1589
linha=1461 | nome=Felipe | acao=estudou computacao | valor=2620
linha=1462 | nome=Tiago | acao=executou o benchmark | valor=4583
linha=1463 | nome=Renata | acao=executou o benchmark | valor=6513
linha=1464 | nome=Helena | acao=participou da aula | valor=8617
linha=1465 | nome=Tiago | acao=estudou computacao | valor=5695
linha=1466 | nome=Gabriela | acao=fez um experimento | valor=7850
linha=1467 | nome=Ana | acao=executou o benchmark | valor=2500
linha=1468 | nome=Mariana | acao=otimizou o algoritmo | valor=8658
linha=1469 | nome=Joao | acao=participou da aula | valor=4221
linha=1470 | nome=Vitor | acao=analisou os resultados | valor=8522
linha=1471 | nome=Igor | acao=comparou as metricas | valor=2108
linha=1472 | nome=Karen | acao=participou da aula | valor=3560
linha=1473 | nome=Felipe | acao=estudou computacao | valor=2335
linha=1474 | nome=Bruno | acao=estudou computacao | valor=2005
linha=1475 | nome=Felipe | acao=otimizou o algoritmo | valor=6605
linha=1476 | nome=Lucas | acao=estudou computacao | valor=1508
linha=1477 | nome=Gabriela | acao=analisou os resultados | valor=5584
linha=1478 | nome=Tiago | acao=executou o benchmark | valor=6763
linha=1479 | nome=Otavio | acao=participou da aula | valor=3245
linha=1480 | nome=Otavio | acao=otimizou o algoritmo | valor=9190
linha=1481 | nome=Renata | acao=analisou os resultados | valor=3945
linha=1482 | nome=Lucas | acao=executou o benchmark | valor=2908
linha=1483 | nome=Helena | acao=comparou as metricas | valor=5284
linha=1484 | nome=Mariana | acao=escreveu o relatorio | valor=4150
