linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=1768 | nome=Helena | acao=executou o benchmark | valor=6573
linha=1769 | nome=Karen | acao=fez um experimento | valor=1732
linha=1770 | nome=Carlos | acao=participou da aula | valor=2101
linha=1771 | nome=Bruno | acao=participou da aula | valor=8754
linha=1772 | nome=Joao | acao=executou o benchmark | valor=2767
linha=1773 | nome=Paulo | acao=fez um experimento | valor=7134
linha=1774 | nome=Eduarda | acao=fez um experimento | valor=7210
linha=1775 | nome=Mariana | acao=escreveu o relatorio | valor=4589
linha=1776 | nome=Eduarda | acao=fez um experimento | valor=7762
linha=1777 | nome=Natalia | acao=analisou os resultados | valor=5961
linha=1778 | nome=Igor | acao=otimizou o algoritmo | valor=3989
linha=1779 | nome=Daniela | acao=otimizou o algoritmo | valor=5187
linha=1780 | nome=Eduarda | acao=estudou computacao | valor=4387
linha=1781 | nome=Bruno | acao=executou o benchmark | valor=7654
linha=1782 | nome=Sofia | acao=comparou as metricas | valor=1135
linha=1783 | nome=Mariana | acao=participou da aula | valor=3490
linha=1784 | nome=Mariana | acao=analisou os resultados | valor=3321
linha=1785 | nome=Lucas | acao=comparou as metricas | valor=3020
linha=1786 | nome=Vitor | acao=executou o benchmark | valor=8543
linha=1787 | nome=Lucas | acao=participou da aula | valor=6329
linha=1788 | nome=Renata | acao=executou o benchmark | valor=4092
linha=1789 | nome=Mariana | acao=executou o benchmark | valor=6351
linha=1790 | nome=Ana | acao=executou o benchmark | valor=4692
linha=1791 | nome=Ana | acao=comparou as metricas | valor=5380
linha=1792 | nome=Ana | acao=escreveu o relatorio | valor=3038
linha=1793 | nome=Karen | acao=comparou as metricas | valor=1566
linha=1794 | nome=Karen | acao=fez um experimento | valor=8358
linha=1795 | nome=Otavio | acao=otimizou o algoritmo | valor=2259
linha=1796 | nome=Helena | acao=otimizou o algoritmo | valor=8347
linha=1797 | nome=Natalia | acao=fez um experimento | valor=6640
linha=1798 | nome=Lucas | acao=estudou computacao | valor=3645
linha=1799 | nome=Natalia | acao=analisou os resultados | valor=4119
linha=1800 | nome=Mariana | acao=escreveu o relatorio | valor=9675
linha=1801 | nome=Carlos | acao=otimizou o algoritmo | valor=1540
linha=1802 | nome=Lucas | acao=comparou as metricas | valor=5418
linha=1803 | nome=Otavio | acao=otimizou o algoritmo | valor=2395
linha=1804 | nome=Helena | acao=comparou as metricas | valor=6215
linha=1805 | nome=Karen | acao=escreveu o relatorio | valor=2755
linha=1806 | nome=Daniela | acao=executou o benchmark | valor=1994
linha=1807 | nome=Gabriela | acao=analisou os resultados | valor=1194
linha=1808 | nome=Joao | acao=fez um experimento | valor=6752
linha=1809 | nome=Karen | acao=escreveu o relatorio | valor=4404
linha=1810 | nome=Vitor | acao=estudou computacao | valor=2802
linha=1811 | nome=Mariana | acao=estudou computacao | valor=3250
linha=1812 | nome=Joao | acao=comparou as metricas | valor=2867
linha=1813 | nome=Karen | acao=escreveu o relatorio | valor=3803
linha=1814 | nome=Carlos | acao=fez um experimento | valor=1356
linha=1815 | nome=Eduarda | acao=participou da aula | valor=6748
linha=1816 | nome=Mariana | acao=otimizou o algoritmo | valor=3691
linha=1817 | nome=Daniela | acao=escreveu o relatorio | valor=8093
linha=1818 | nome=Paulo | acao=estudou computacao | valor=4153
linha=1819 | nome=Eduarda | acao=participou da aula | valor=1291
linha=1820 | nome=Joao | acao=fez um experimento | valor=9056
linha=1821 | nome=Mariana | acao=comparou as metricas | valor=3123
linha=1822 | nome=Ana | acao=escreveu o relatorio | valor=7199
linha=1823 | nome=Ana | acao=otimizou o algoritmo | valor=6485
linha=1824 | nome=Lucas | acao=fez um experimento | valor=6201
linha=1825 | nome=Vitor | acao=estudou computacao | valor=4023
linha=1826 | nome=Felipe | acao=escreveu o relatorio | valor=4868
linha=1827 | nome=Igor | acao=executou o benchmark | valor=4151
linha=1828 | nome=Helena | acao=participou da aula | valor=1625
linha=1829 | nome=Natalia | acao=participou da aula | valor=8526
linha=1830 | nome=Carlos | acao=estudou computacao | valor=2040
linha=1831 | nome=Igor | acao=analisou os resultados | valor=1628
linha=1832 | nome=Daniela | acao=analisou os resultados | valor=3850
linha=1833 | nome=Gabriela | acao=estudou computacao | valor=1179
linha=1834 | nome=Lucas | acao=executou o benchmark | valor=4317
linha=1835 | nome=Otavio | acao=fez um experimento | valor=1893
linha=1836 | nome=Renata | acao=estudou computacao | valor=1219
linha=1837 | nome=Sofia | acao=analisou os resultados | valor=8233
linha=1838 | nome=Bruno | acao=comparou as metricas | valor=6329
linha=1839 | nome=Joao | acao=executou o benchmark | valor=7102
linha=1840 | nome=Daniela | acao=escreveu o relatorio | valor=5638
linha=1841 | nome=Lucas | acao=participou da aula | valor=6719
linha=1842 | nome=Bruno | acao=comparou as metricas | valor=5394
linha=1843 | nome=Lucas | acao=executou o benchmark | valor=1136
linha=1844 | nome=Vitor | acao=participou da aula | valor=1721
linha=1845 | nome=Tiago | acao=participou da aula | valor=8426
linha=1846 | nome=Karen | acao=analisou os resultados | valor=6630
linha=1847 | nome=Ana | acao=escreveu o relatorio | valor=6066
linha=1848 | nome=Ana | acao=fez um experimento | valor=1974
linha=1849 | nome=Carlos | acao=fez um experimento | valor=5324
linha=1850 | nome=Paulo | acao=estudou computacao | valor=8574
linha=1851 | nome=Joao | acao=escreveu o relatorio | valor=1121
linha=1852 | nome=Gabriela | acao=otimizou o algoritmo | valor=5616
linha=1853 | nome=Carlos | acao=participou da aula | valor=1355
linha=1854 | nome=Lucas | acao=participou da aula | valor=9695
linha=1855 | nome=Ana | acao=analisou os resultados | valor=8592
linha=1856 | nome=Eduarda | acao=comparou as metricas | valor=2445
linha=1857 | nome=Bruno | acao=escreveu o relatorio | valor=7821
linha=1858 | nome=Tiago | acao=analisou os resultados | valor=9429
linha=1859 | nome=Lucas | acao=analisou os resultados | valor=5546
linha=1860 | nome=Felipe | acao=comparou as metricas | valor=5298
linha=1861 | nome=Igor | acao=executou o benchmark | valor=7056
linha=1862 | nome=Sofia | acao=executou o benchmark | valor=9347
linha=1863 | nome=Felipe | acao=participou da aula | valor=7978
linha=1864 | nome=Tiago | acao=analisou os resultados | valor=5711
linha=1865 | nome=Mariana | acao=comparou as metricas | valor=6119
linha=1866 | nome=Bruno | acao=executou o benchmark | valor=5067
linha=1867 | nome=Felipe | acao=fez um experimento | valor=7932
linha=1868 | nome=Bruno | acao=executou o benchmark | valor=8120
linha=1869 | nome=Mariana | acao=executou o benchmark | valor=2723
linha=1870 | nome=Tiago | acao=estudou computacao | valor=4295
linha=1871 | nome=Lucas | acao=estudou computacao | valor=5723
linha=1872 | nome=Vitor | acao=participou da aula | valor=5641
linha=1873 | nome=Otavio | acao=analisou os resultados | valor=3062
linha=1874 | nome=Gabriela | acao=comparou as metricas | valor=4958
linha=1875 | nome=Helena | acao=escreveu o relatorio | valor=6249
linha=1876 | nome=Eduarda | acao=analisou os resultados | valor=5437
linha=1877 | nome=Sofia | acao=analisou os resultados | valor=6585
linha=1878 | nome=Tiago | acao=fez um experimento | valor=8466
linha=1879 | nome=Joao | acao=estudou computacao | valor=5340
linha=1880 | nome=Felipe | acao=estudou computacao | valor=8716
linha=1881 | nome=Karen | acao=executou o benchmark | valor=7561
linha=1882 | nome=Gabriela | acao=fez um experimento | valor=8506
linha=1883 | nome=Carlos | acao=fez um experimento | valor=7906
linha=1884 | nome=Vitor | acao=participou da aula | valor=5470
linha=1885 | nome=Carlos | acao=otimizou o algoritmo | valor=1920
linha=1886 | nome=Sofia | acao=otimizou o algoritmo | valor=6976
linha=1887 | nome=Karen | acao=comparou as metricas | valor=1751
linha=1888 | nome=Joao | acao=analisou os resultados | valor=6471
linha=1889 | nome=Renata | acao=comparou as metricas | valor=3178
linha=1890 | nome=Sofia | acao=analisou os resultados | valor=9988
linha=1891 | nome=Lucas | acao=analisou os resultados | valor=7848
linha=1892 | nome=Natalia | acao=participou da aula | valor=9648
linha=1893 | nome=Carlos | acao=comparou as metricas | valor=8377
linha=1894 | nome=Eduarda | acao=estudou computacao | valor=5724
linha=1895 | nome=Sofia | acao=executou o benchmark | valor=6573
linha=1896 | nome=Vitor | acao=participou da aula | valor=6321
linha=1897 | nome=Daniela | acao=executou o benchmark | valor=4591
linha=1898 | nome=Bruno | acao=analisou os resultados | valor=4391
linha=1899 | nome=Gabriela | acao=analisou os resultados | valor=9178
linha=1900 | nome=Vitor | acao=fez um experimento | valor=1481
linha=1901 | nome=Bruno | acao=comparou as metricas | valor=4560
linha=1902 | nome=Renata | acao=executou o benchmark | valor=6776
linha=1903 | nome=Ana | acao=estudou computacao | valor=4834
linha=1904 | nome=Helena | acao=executou o benchmark | valor=5997
linha=1905 | nome=Tiago | acao=executou o benchmark | valor=2514
linha=1906 | nome=Renata | acao=executou o benchmark | valor=9421
linha=1907 | nome=Eduarda | acao=executou o benchmark | valor=6145
linha=1908 | nome=Gabriela | acao=executou o benchmark | valor=4828
linha=1909 | nome=Daniela | acao=estudou computacao | valor=4066
linha=1910 | nome=Vitor | acao=executou o benchmark | valor=1016
linha=1911 | nome=Karen | acao=fez um experimento | valor=8244
linha=1912 | nome=Ana | acao=escreveu o relatorio | valor=6220
linha=1913 | nome=Igor | acao=escreveu o relatorio | valor=3908
linha=1914 | nome=Bruno | acao=analisou os resultados | valor=6350
linha=1915 | nome=Karen | acao=analisou os resultados | valor=6750
linha=1916 | nome=Helena | acao=analisou os resultados | valor=4533
linha=1917 | nome=Carlos | acao=analisou os resultados | valor=7638
linha=1918 | nome=Lucas | acao=comparou as metricas | valor=7395
linha=1919 | nome=Lucas | acao=participou da aula | valor=3570
linha=1920 | nome=Renata | acao=fez um experimento | valor=2668
linha=1921 | nome=Tiago | acao=escreveu o relatorio | valor=8337
linha=1922 | nome=Carlos | acao=analisou os resultados | valor=3375
linha=1923 | nome=Otavio | acao=comparou as metricas | valor=3752
linha=1924 | nome=Otavio | acao=analisou os resultados | valor=8428
linha=1925 | nome=Carlos | acao=estudou computacao | valor=8676
linha=1926 | nome=Lucas | acao=comparou as metricas | valor=5474
linha=1927 | nome=Carlos | acao=estudou computacao | valor=5429
linha=1928 | nome=Helena | acao=comparou as metricas | valor=8334
linha=1929 | nome=Eduarda | acao=escreveu o relatorio | valor=9719
linha=1930 | nome=Bruno | acao=analisou os resultados | valor=6460
linha=1931 | nome=Igor | acao=participou da aula | valor=8659
linha=1932 | nome=Felipe | acao=participou da aula | valor=7007
linha=1933 | nome=Mariana | acao=analisou os resultados | valor=5456
linha=1934 | nome=Karen | acao=estudou computacao | valor=1025
linha=1935 | nome=Gabriela | acao=comparou as metricas | valor=8834
linha=1936 | nome=Felipe | acao=estudou computacao | valor=9657
linha=1937 | nome=Helena | acao=fez um experimento | valor=9390
linha=1938 | nome=Sofia | acao=participou da aula | valor=5880
linha=1939 | nome=Sofia | acao=estudou computacao | valor=8905
linha=1940 | nome=Paulo | acao=otimizou o algoritmo | valor=6338
linha=1941 | nome=Otavio | acao=escreveu o relatorio | valor=2440
linha=1942 | nome=Felipe | acao=participou da aula | valor=1403
linha=1943 | nome=Ana | acao=escreveu o relatorio | valor=4333
linha=1944 | nome=Vitor | acao=estudou computacao | valor=4553
linha=1945 | nome=Eduarda | acao=otimizou o algoritmo | valor=6448
linha=1946 | nome=Mariana | acao=comparou as metricas | valor=5305
linha=1947 | nome=Eduarda | acao=analisou os resultados | valor=8677
linha=1948 | nome=Renata | acao=analisou os resultados | valor=1648
linha=1949 | nome=Ana | acao=estudou computacao | valor=9417
linha=1950 | nome=Bruno | acao=otimizou o algoritmo | valor=6944
linha=1951 | nome=Helena | acao=estudou computacao | valor=9348
linha=1952 | nome=Natalia | acao=participou da aula | valor=5530
linha=1953 | nome=Felipe | acao=otimizou o algoritmo | valor=4025
linha=1954 | nome=Bruno | acao=comparou as metricas | valor=1571
linha=1955 | nome=Eduarda | acao=comparou as metricas | valor=1016
linha=1956 | nome=Felipe | acao=estudou computacao | valor=4366
linha=1957 | nome=Natalia | acao=participou da aula | valor=3322
linha=1958 | nome=Mariana | acao=fez um experimento | valor=6400
linha=1959 | nome=Vitor | acao=comparou as metricas | valor=9863
linha=1960 | nome=Natalia | acao=otimizou o algoritmo | valor=9000
linha=1961 | nome=Eduarda | acao=fez um experimento | valor=2824
linha=1962 | nome=Paulo | acao=estudou computacao | valor=9930
linha=1963 | nome=Bruno | acao=executou o benchmark | valor=4281
linha=1964 | nome=Gabriela | acao=fez um experimento | valor=5817
linha=1965 | nome=Natalia | acao=estudou computacao | valor=7488
linha=1966 | nome=Bruno | acao=estudou computacao | valor=5411
linha=1967 | nome=Joao | acao=escreveu o relatorio | valor=2328
linha=1968 | nome=Natalia | acao=otimizou o algoritmo | valor=4216
linha=1969 | nome=Mariana | acao=escreveu o relatorio | valor=4022
linha=1970 | nome=Mariana | acao=executou o benchmark | valor=7951
linha=1971 | nome=Joao | acao=comparou as metricas | valor=1128
linha=1972 | nome=Renata | acao=comparou as metricas | valor=2274
linha=1973 | nome=Paulo | acao=escreveu o relatorio | valor=5412
linha=1974 | nome=Igor | acao=participou da aula | valor=1084
linha=1975 | nome=Gabriela | acao=escreveu o relatorio | valor=7749
linha=1976 | nome=Mariana | acao=otimizou o algoritmo | valor=2644
linha=1977 | nome=Vitor | acao=comparou as metricas | valor=4289
linha=1978 | nome=Tiago | acao=comparou as metricas | valor=3240
linha=1979 | nome=Lucas | acao=estudou computacao | valor=8425
linha=1980 | nome=Otavio | acao=participou da aula | valor=7457
linha=1981 | nome=Bruno | acao=analisou os resultados | valor=1972
linha=1982 | nome=Paulo | acao=escreveu o relatorio | valor=2253
linha=1983 | nome=Felipe | acao=estudou computacao | valor=9579
linha=1984 | nome=Daniela | acao=estudou computacao | valor=5467
linha=1985 | nome=Lucas | acao=analisou os resultados | valor=6083
linha=1986 | nome=Mariana | acao=escreveu o relatorio | valor=2312
linha=1987 | nome=Vitor | acao=executou o benchmark | valor=2432
linha=1988 | nome=Daniela | acao=escreveu o relatorio | valor=1196
linha=1989 | nome=Bruno | acao=fez um experimento | valor=2196
linha=1990 | nome=Paulo | acao=escreveu o relatorio | valor=5233
linha=1991 | nome=Helena | acao=otimizou o algoritmo | valor=6785
linha=1992 | nome=Carlos | acao=fez um experimento | valor=4955
linha=1993 | nome=Gabriela | acao=otimizou o algoritmo | valor=4073
linha=1994 | nome=Natalia | acao=executou o benchmark | valor=5129
linha=1995 | nome=Vitor | acao=participou da aula | valor=2193
linha=1996 | nome=Tiago | acao=otimizou o algoritmo | valor=6413
linha=1997 | nome=Natalia | acao=executou o benchmark | valor=6003
linha=1998 | nome=Natalia | acao=otimizou o algoritmo | valor=4290
linha=1999 | nome=Paulo | acao=escreveu o relatorio | valor=4957
linha=2000 | nome=Sofia | acao=fez um experimento | valor=4042
linha=2001 | nome=Sofia | acao=otimizou o algoritmo | valor=2052
linha=2002 | nome=Bruno | acao=participou da aula | valor=5547
linha=2003 | nome=Mariana | acao=participou da aula | valor=1341
linha=2004 | nome=Mariana | acao=escreveu o relatorio | valor=3066
linha=2005 | nome=Lucas | acao=otimizou o algoritmo | valor=9002
linha=2006 | nome=Natalia | acao=escreveu o relatorio | valor=5820
linha=2007 | nome=Mariana | acao=estudou computacao | valor=8885
linha=2008 | nome=Karen | acao=fez um experimento | valor=6072
linha=2009 | nome=Gabriela | acao=comparou as metricas | valor=1250
linha=2010 | nome=Ana | acao=otimizou o algoritmo | valor=3607
linha=2011 | nome=Otavio | acao=otimizou o algoritmo | valor=8919
linha=2012 | nome=Sofia | acao=analisou os resultados | valor=4942
linha=2013 | nome=Sofia | acao=participou da aula | valor=5452
linha=2014 | nome=Igor | acao=analisou os resultados | valor=4447
linha=2015 | nome=Igor | acao=escreveu o relatorio | valor=6434
linha=2016 | nome=Mariana | acao=fez um experimento | valor=8283
linha=2017 | nome=Paulo | acao=fez um experimento | valor=1620
linha=2018 | nome=Vitor | acao=estudou computacao | valor=6352
linha=2019 | nome=Felipe | acao=analisou os resultados | valor=4119
linha=2020 | nome=Mariana | acao=escreveu o relatorio | valor=8913
linha=2021 | nome=Felipe | acao=executou o benchmark | valor=1400
