linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=1752 | nome=Felipe | acao=fez um experimento | valor=2255
linha=1753 | nome=Igor | acao=otimizou o algoritmo | valor=6407
linha=1754 | nome=Ana | acao=participou da aula | valor=2304
linha=1755 | nome=Eduarda | acao=analisou os resultados | valor=1458
linha=1756 | nome=Vitor | acao=estudou computacao | valor=3417
linha=1757 | nome=Vitor | acao=comparou as metricas | valor=9232
linha=1758 | nome=Igor | acao=analisou os resultados | valor=1908
linha=1759 | nome=Joao | acao=executou o benchmark | valor=2854
linha=1760 | nome=Carlos | acao=participou da aula | valor=1975
linha=1761 | nome=Daniela | acao=escreveu o relatorio | valor=7148
linha=1762 | nome=Sofia | acao=participou da aula | valor=7274
linha=1763 | nome=Mariana | acao=estudou computacao | valor=4070
linha=1764 | nome=Daniela | acao=escreveu o relatorio | valor=1300
linha=1765 | nome=Renata | acao=comparou as metricas | valor=5269
linha=1766 | nome=Paulo | acao=participou da aula | valor=1335
linha=1767 | nome=Karen | acao=participou da aula | valor=8284
linha=1768 | nome=Felipe | acao=otimizou o algoritmo | valor=3451
linha=1769 | nome=Daniela | acao=comparou as metricas | valor=5910
linha=1770 | nome=Daniela | acao=estudou computacao | valor=1981
linha=1771 | nome=Gabriela | acao=estudou computacao | valor=1777
linha=1772 | nome=Felipe | acao=fez um experimento | valor=1809
linha=1773 | nome=Tiago | acao=participou da aula | valor=1460
linha=1774 | nome=Ana | acao=fez um experimento | valor=5517
linha=1775 | nome=Vitor | acao=analisou os resultados | valor=2063
linha=1776 | nome=Ana | acao=estudou computacao | valor=7630
linha=1777 | nome=Daniela | acao=fez um experimento | valor=3690
linha=1778 | nome=Paulo | acao=escreveu o relatorio | valor=7751
linha=1779 | nome=Gabriela | acao=escreveu o relatorio | valor=9681
linha=1780 | nome=Karen | acao=escreveu o relatorio | valor=8305
linha=1781 | nome=Mariana | acao=participou da aula | valor=4084
linha=1782 | nome=Paulo | acao=estudou computacao | valor=9816
linha=1783 | nome=Vitor | acao=comparou as metricas | valor=6094
linha=1784 | nome=Eduarda | acao=executou o benchmark | valor=3240
linha=1785 | nome=Eduarda | acao=fez um experimento | valor=6476
linha=1786 | nome=Carlos | acao=executou o benchmark | valor=8086
linha=1787 | nome=Natalia | acao=comparou as metricas | valor=1157
linha=1788 | nome=Daniela | acao=comparou as metricas | valor=7025
linha=1789 | nome=Felipe | acao=participou da aula | valor=1169
linha=1790 | nome=Renata | acao=participou da aula | valor=6474
linha=1791 | nome=Joao | acao=participou da aula | valor=3707
linha=1792 | nome=Otavio | acao=analisou os resultados | valor=4335
linha=1793 | nome=Otavio | acao=participou da aula | valor=3630
linha=1794 | nome=Karen | acao=participou da aula | valor=4043
linha=1795 | nome=Mariana | acao=otimizou o algoritmo | valor=1888
linha=1796 | nome=Vitor | acao=analisou os resultados | valor=4004
linha=1797 | nome=Sofia | acao=fez um experimento | valor=9967
linha=1798 | nome=Helena | acao=comparou as metricas | valor=8922
linha=1799 | nome=Otavio | acao=estudou computacao | valor=5633
linha=1800 | nome=Vitor | acao=comparou as metricas | valor=7158
linha=1801 | nome=Paulo | acao=escreveu o relatorio | valor=5168
linha=1802 | nome=Lucas | acao=estudou computacao | valor=2416
linha=1803 | nome=Vitor | acao=analisou os resultados | valor=6855
linha=1804 | nome=Otavio | acao=fez um experimento | valor=3921
linha=1805 | nome=Karen | acao=escreveu o relatorio | valor=4478
linha=1806 | nome=Vitor | acao=fez um experimento | valor=2552
linha=1807 | nome=Tiago | acao=fez um experimento | valor=6205
linha=1808 | nome=Natalia | acao=otimizou o algoritmo | valor=7810
linha=1809 | nome=Bruno | acao=estudou computacao | valor=4975
linha=1810 | nome=Otavio | acao=otimizou o algoritmo | valor=2289
linha=1811 | nome=Sofia | acao=comparou as metricas | valor=3472
linha=1812 | nome=Ana | acao=fez um experimento | valor=8667
linha=1813 | nome=Tiago | acao=comparou as metricas | valor=6638
linha=1814 | nome=Paulo | acao=participou da aula | valor=5892
linha=1815 | nome=Lucas | acao=estudou computacao | valor=1159
linha=1816 | nome=Renata | acao=participou da aula | valor=6271
linha=1817 | nome=Joao | acao=executou o benchmark | valor=7423
linha=1818 | nome=Sofia | acao=fez um experimento | valor=8525
linha=1819 | nome=Eduarda | acao=comparou as metricas | valor=8395
linha=1820 | nome=Daniela | acao=executou o benchmark | valor=8163
linha=1821 | nome=Sofia | acao=analisou os resultados | valor=6202
linha=1822 | nome=Eduarda | acao=fez um experimento | valor=7290
linha=1823 | nome=Daniela | acao=fez um experimento | valor=6960
linha=1824 | nome=Carlos | acao=executou o benchmark | valor=6871
linha=1825 | nome=Ana | acao=executou o benchmark | valor=6356
linha=1826 | nome=Ana | acao=participou da aula | valor=6181
linha=1827 | nome=Paulo | acao=executou o benchmark | valor=1602
linha=1828 | nome=Eduarda | acao=participou da aula | valor=7368
linha=1829 | nome=Natalia | acao=comparou as metricas | valor=1319
linha=1830 | nome=Mariana | acao=estudou computacao | valor=4543
linha=1831 | nome=Ana | acao=estudou computacao | valor=8547
linha=1832 | nome=Carlos | acao=analisou os resultados | valor=5923
linha=1833 | nome=Mariana | acao=otimizou o algoritmo | valor=7984
linha=1834 | nome=Mariana | acao=comparou as metricas | valor=6365
linha=1835 | nome=Eduarda | acao=participou da aula | valor=7742
linha=1836 | nome=Eduarda | acao=estudou computacao | valor=9651
linha=1837 | nome=Gabriela | acao=otimizou o algoritmo | valor=4372
linha=1838 | nome=Lucas | acao=participou da aula | valor=9365
linha=1839 | nome=Paulo | acao=analisou os resultados | valor=4632
linha=1840 | nome=Ana | acao=otimizou o algoritmo | valor=5330
linha=1841 | nome=Mariana | acao=escreveu o relatorio | valor=2377
linha=1842 | nome=Bruno | acao=participou da aula | valor=2545
linha=1843 | nome=Natalia | acao=escreveu o relatorio | valor=7162
linha=1844 | nome=Renata | acao=estudou computacao | valor=4822
linha=1845 | nome=Vitor | acao=participou da aula | valor=8202
linha=1846 | nome=Ana | acao=estudou computacao | valor=5704
linha=1847 | nome=Helena | acao=executou o benchmark | valor=5578
linha=1848 | nome=Mariana | acao=otimizou o algoritmo | valor=7967
linha=1849 | nome=Karen | acao=analisou os resultados | valor=9779
linha=1850 | nome=Sofia | acao=participou da aula | valor=4957
linha=1851 | nome=Mariana | acao=otimizou o algoritmo | valor=4553
linha=1852 | nome=Paulo | acao=escreveu o relatorio | valor=4129
linha=1853 | nome=Joao | acao=fez um experimento | valor=8371
linha=1854 | nome=Mariana | acao=analisou os resultados | valor=2484
linha=1855 | nome=Natalia | acao=estudou computacao | valor=3888
linha=1856 | nome=Tiago | acao=comparou as metricas | valor=5567
linha=1857 | nome=Daniela | acao=escreveu o relatorio | valor=1678
linha=1858 | nome=Mariana | acao=participou da aula | valor=9509
linha=1859 | nome=Bruno | acao=participou da aula | valor=1330
linha=1860 | nome=Carlos | acao=estudou computacao | valor=2934
linha=1861 | nome=Mariana | acao=estudou computacao | valor=9041
linha=1862 | nome=Daniela | acao=participou da aula | valor=4791
linha=1863 | nome=Renata | acao=comparou as metricas | valor=9169
linha=1864 | nome=Felipe | acao=executou o benchmark | valor=6038
linha=1865 | nome=Igor | acao=estudou computacao | valor=7558
linha=1866 | nome=Mariana | acao=comparou as metricas | valor=8395
linha=1867 | nome=Sofia | acao=escreveu o relatorio | valor=9007
linha=1868 | nome=Mariana | acao=executou o benchmark | valor=8140
linha=1869 | nome=Otavio | acao=escreveu o relatorio | valor=7862
linha=1870 | nome=Helena | acao=participou da aula | valor=2407
linha=1871 | nome=Felipe | acao=analisou os resultados | valor=2312
linha=1872 | nome=Bruno | acao=comparou as metricas | valor=2838
linha=1873 | nome=Gabriela | acao=fez um experimento | valor=4170
linha=1874 | nome=Igor | acao=estudou computacao | valor=9669
linha=1875 | nome=Felipe | acao=comparou as metricas | valor=3328
linha=1876 | nome=Sofia | acao=estudou computacao | valor=2958
linha=1877 | nome=Lucas | acao=fez um experimento | valor=5861
linha=1878 | nome=Ana | acao=executou o benchmark | valor=4974
linha=1879 | nome=Eduarda | acao=escreveu o relatorio | valor=4537
linha=1880 | nome=Karen | acao=escreveu o relatorio | valor=4389
linha=1881 | nome=Tiago | acao=executou o benchmark | valor=5099
linha=1882 | nome=Karen | acao=otimizou o algoritmo | valor=6928
linha=1883 | nome=Felipe | acao=otimizou o algoritmo | valor=7994
linha=1884 | nome=Sofia | acao=analisou os resultados | valor=9029
linha=1885 | nome=Paulo | acao=comparou as metricas | valor=9683
linha=1886 | nome=Igor | acao=estudou computacao | valor=5271
linha=1887 | nome=Joao | acao=fez um experimento | valor=6569
linha=1888 | nome=Vitor | acao=otimizou o algoritmo | valor=6029
linha=1889 | nome=Igor | acao=otimizou o algoritmo | valor=4438
linha=1890 | nome=Renata | acao=otimizou o algoritmo | valor=2495
linha=1891 | nome=Tiago | acao=estudou computacao | valor=3317
linha=1892 | nome=Paulo | acao=comparou as metricas | valor=3034
linha=1893 | nome=Sofia | acao=estudou computacao | valor=9749
linha=1894 | nome=Daniela | acao=analisou os resultados | valor=4055
linha=1895 | nome=Mariana | acao=analisou os resultados | valor=5965
linha=1896 | nome=Natalia | acao=fez um experimento | valor=2917
linha=1897 | nome=Bruno | acao=analisou os resultados | valor=8094
linha=1898 | nome=Vitor | acao=escreveu o relatorio | valor=9459
linha=1899 | nome=Lucas | acao=escreveu o relatorio | valor=2666
linha=1900 | nome=Vitor | acao=otimizou o algoritmo | valor=7979
linha=1901 | nome=Joao | acao=escreveu o relatorio | valor=8467
linha=1902 | nome=Sofia | acao=analisou os resultados | valor=3950
linha=1903 | nome=Felipe | acao=estudou computacao | valor=4752
linha=1904 | nome=Bruno | acao=escreveu o relatorio | valor=3287
linha=1905 | nome=Tiago | acao=estudou computacao | valor=2093
linha=1906 | nome=Joao | acao=fez um experimento | valor=5796
linha=1907 | nome=Karen | acao=executou o benchmark | valor=9431
linha=1908 | nome=Mariana | acao=participou da aula | valor=2998
linha=1909 | nome=Joao | acao=comparou as metricas | valor=4561
linha=1910 | nome=Tiago | acao=executou o benchmark | valor=1653
linha=1911 | nome=Eduarda | acao=escreveu o relatorio | valor=7570
linha=1912 | nome=Lucas | acao=otimizou o algoritmo | valor=5820
linha=1913 | nome=Mariana | acao=comparou as metricas | valor=5783
linha=1914 | nome=Vitor | acao=estudou computacao | valor=7369
linha=1915 | nome=Bruno | acao=participou da aula | valor=6990
linha=1916 | nome=Natalia | acao=otimizou o algoritmo | valor=2786
linha=1917 | nome=Lucas | acao=estudou computacao | valor=3622
linha=1918 | nome=Karen | acao=fez um experimento | valor=6147
linha=1919 | nome=Karen | acao=participou da aula | valor=4645
linha=1920 | nome=Paulo | acao=escreveu o relatorio | valor=2929
linha=1921 | nome=Paulo | acao=participou da aula | valor=8669
linha=1922 | nome=Gabriela | acao=executou o benchmark | valor=2619
linha=1923 | nome=Ana | acao=analisou os resultados | valor=9346
linha=1924 | nome=Vitor | acao=comparou as metricas | valor=6750
linha=1925 | nome=Lucas | acao=estudou computacao | valor=9996
linha=1926 | nome=Joao | acao=comparou as metricas | valor=2221
linha=1927 | nome=Vitor | acao=participou da aula | valor=3706
linha=1928 | nome=Felipe | acao=comparou as metricas | valor=9774
linha=1929 | nome=Igor | acao=escreveu o relatorio | valor=4340
linha=1930 | nome=Ana | acao=otimizou o algoritmo | valor=8296
linha=1931 | nome=Natalia | acao=participou da aula | valor=7964
linha=1932 | nome=Vitor | acao=executou o benchmark | valor=4548
linha=1933 | nome=Eduarda | acao=comparou as metricas | valor=3902
linha=1934 | nome=Joao | acao=escreveu o relatorio | valor=6529
linha=1935 | nome=Carlos | acao=fez um experimento | valor=7480
linha=1936 | nome=Tiago | acao=participou da aula | valor=2731
linha=1937 | nome=Helena | acao=analisou os resultados | valor=4861
linha=1938 | nome=Sofia | acao=participou da aula | valor=1431
linha=1939 | nome=Vitor | acao=escreveu o relatorio | valor=4186
linha=1940 | nome=Tiago | acao=otimizou o algoritmo | valor=3741
linha=1941 | nome=Sofia | acao=otimizou o algoritmo | valor=8330
linha=1942 | nome=Joao | acao=comparou as metricas | valor=4648
linha=1943 | nome=Paulo | acao=participou da aula | valor=7154
linha=1944 | nome=Renata | acao=executou o benchmark | valor=9978
linha=1945 | nome=Natalia | acao=escreveu o relatorio | valor=6300
linha=1946 | nome=Natalia | acao=escreveu o relatorio | valor=5018
linha=1947 | nome=Paulo | acao=participou da aula | valor=2611
linha=1948 | nome=Sofia | acao=otimizou o algoritmo | valor=6029
linha=1949 | nome=Natalia | acao=analisou os resultados | valor=6099
linha=1950 | nome=Mariana | acao=analisou os resultados | valor=3021
linha=1951 | nome=Igor | acao=comparou as metricas | valor=3246
linha=1952 | nome=Vitor | acao=estudou computacao | valor=9537
linha=1953 | nome=Paulo | acao=estudou computacao | valor=7167
linha=1954 | nome=Eduarda | acao=analisou os resultados | valor=6932
linha=1955 | nome=Mariana | acao=executou o benchmark | valor=4235
linha=1956 | nome=Vitor | acao=otimizou o algoritmo | valor=9562
linha=1957 | nome=Igor | acao=escreveu o relatorio | valor=5729
linha=1958 | nome=Ana | acao=estudou computacao | valor=4210
linha=1959 | nome=Lucas | acao=estudou computacao | valor=7811
linha=1960 | nome=Karen | acao=escreveu o relatorio | valor=7623
linha=1961 | nome=Bruno | acao=fez um experimento | valor=7093
linha=1962 | nome=Ana | acao=executou o benchmark | valor=2002
linha=1963 | nome=Natalia | acao=fez um experimento | valor=7589
linha=1964 | nome=Joao | acao=executou o benchmark | valor=3299
linha=1965 | nome=Ana | acao=comparou as metricas | valor=9122
linha=1966 | nome=Felipe | acao=analisou os resultados | valor=1936
linha=1967 | nome=Carlos | acao=analisou os resultados | valor=5258
linha=1968 | nome=Ana | acao=estudou computacao | valor=8027
linha=1969 | nome=Mariana | acao=participou da aula | valor=1080
linha=1970 | nome=Mariana | acao=comparou as metricas | valor=4756
linha=1971 | nome=Joao | acao=escreveu o relatorio | valor=9118
linha=1972 | nome=Daniela | acao=participou da aula | valor=6043
linha=1973 | nome=Mariana | acao=analisou os resultados | valor=9296
linha=1974 | nome=Igor | acao=escreveu o relatorio | valor=5515
linha=1975 | nome=Lucas | acao=comparou as metricas | valor=4658
linha=1976 | nome=Bruno | acao=comparou as metricas | valor=9342
linha=1977 | nome=Tiago | acao=otimizou o algoritmo | valor=9199
linha=1978 | nome=Gabriela | acao=escreveu o relatorio | valor=6984
linha=1979 | nome=Vitor | acao=executou o benchmark | valor=3639
linha=1980 | nome=Sofia | acao=participou da aula | valor=8374
linha=1981 | nome=Felipe | acao=estudou computacao | valor=6436
linha=1982 | nome=Natalia | acao=analisou os resultados | valor=6131
linha=1983 | nome=Sofia | acao=participou da aula | valor=5155
linha=1984 | nome=Igor | acao=participou da aula | valor=7438
linha=1985 | nome=Gabriela | acao=executou o benchmark | valor=2075
linha=1986 | nome=Karen | acao=analisou os resultados | valor=2923
linha=1987 | nome=Otavio | acao=otimizou o algoritmo | valor=2482
linha=1988 | nome=Gabriela | acao=fez um experimento | valor=4422
linha=1989 | nome=Karen | acao=otimizou o algoritmo | valor=5654
linha=1990 | nome=Ana | acao=analisou os resultados | valor=9038
linha=1991 | nome=Renata | acao=comparou as metricas | valor=3618
linha=1992 | nome=Felipe | acao=participou da aula | valor=3190
linha=1993 | nome=Helena | acao=otimizou o algoritmo | valor=4909
linha=1994 | nome=Igor | acao=executou o benchmark | valor=3227
linha=1995 | nome=Igor | acao=analisou os resultados | valor=9448
linha=1996 | nome=Sofia | acao=participou da aula | valor=2158
linha=1997 | nome=Sofia | acao=analisou os resultados | valor=8540
linha=1998 | nome=Tiago | acao=escreveu o relatorio | valor=5482
linha=1999 | nome=Mariana | acao=otimizou o algoritmo | valor=4691
linha=2000 | nome=Igor | acao=estudou computacao | valor=4388
linha=2001 | nome=Renata | acao=estudou computacao | valor=6235
linha=2002 | nome=Bruno | acao=fez um experimento | valor=4410
linha=2003 | nome=Paulo | acao=otimizou o algoritmo | valor=3637
linha=2004 | nome=Daniela | acao=executou o benchmark | valor=2833
linha=2005 | nome=Daniela | acao=participou da aula | valor=1035
linha=2006 | nome=Sofia | acao=escreveu o relatorio | valor=1751
