linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=1615 | nome=Carlos | acao=otimizou o algoritmo | valor=5763
linha=1616 | nome=Helena | acao=participou da aula | valor=9837
linha=1617 | nome=Vitor | acao=otimizou o algoritmo | valor=9108
linha=1618 | nome=Daniela | acao=analisou os resultados | valor=1763
linha=1619 | nome=Felipe | acao=analisou os resultados | valor=5559
linha=1620 | nome=Mariana | acao=escreveu o relatorio | valor=5538
linha=1621 | nome=Mariana | acao=otimizou o algoritmo | valor=9714
linha=1622 | nome=Eduarda | acao=analisou os resultados | valor=8312
linha=1623 | nome=Mariana | acao=participou da aula | valor=7669
linha=1624 | nome=Daniela | acao=analisou os resultados | valor=9128
linha=1625 | nome=Igor | acao=participou da aula | valor=9442
linha=1626 | nome=Lucas | acao=executou o benchmark | valor=2696
linha=1627 | nome=Tiago | acao=fez um experimento | valor=3554
linha=1628 | nome=Karen | acao=escreveu o relatorio | valor=6176
linha=1629 | nome=Igor | acao=estudou computacao | valor=4285
linha=1630 | nome=Igor | acao=fez um experimento | valor=2135
linha=1631 | nome=Lucas | acao=executou o benchmark | valor=7514
linha=1632 | nome=Bruno | acao=fez um experimento | valor=1943
linha=1633 | nome=Igor | acao=fez um experimento | valor=3138
linha=1634 | nome=Natalia | acao=otimizou o algoritmo | valor=7034
linha=1635 | nome=Carlos | acao=escreveu o relatorio | valor=4106
linha=1636 | nome=Bruno | acao=executou o benchmark | valor=9709
linha=1637 | nome=Gabriela | acao=otimizou o algoritmo | valor=3890
linha=1638 | nome=Vitor | acao=comparou as metricas | valor=8136
linha=1639 | nome=Paulo | acao=otimizou o algoritmo | valor=2183
linha=1640 | nome=Mariana | acao=executou o benchmark | valor=1604
linha=1641 | nome=Carlos | acao=otimizou o algoritmo | valor=4529
linha=1642 | nome=Lucas | acao=otimizou o algoritmo | valor=9392
linha=1643 | nome=Bruno | acao=participou da aula | valor=4790
linha=1644 | nome=Felipe | acao=escreveu o relatorio | valor=2441
linha=1645 | nome=Ana | acao=fez um experimento | valor=8941
linha=1646 | nome=Tiago | acao=otimizou o algoritmo | valor=1927
linha=1647 | nome=Mariana | acao=participou da aula | valor=1446
linha=1648 | nome=Felipe | acao=fez um experimento | valor=8668
linha=1649 | nome=Bruno | acao=participou da aula | valor=2670
linha=1650 | nome=Joao | acao=fez um experimento | valor=6622
linha=1651 | nome=Bruno | acao=fez um experimento | valor=2242
linha=1652 | nome=Bruno | acao=fez um experimento | valor=1030
linha=1653 | nome=Vitor | acao=participou da aula | valor=3556
linha=1654 | nome=Tiago | acao=executou o benchmark | valor=5779
linha=1655 | nome=Vitor | acao=comparou as metricas | valor=6616
linha=1656 | nome=Daniela | acao=escreveu o relatorio | valor=3234
linha=1657 | nome=Helena | acao=comparou as metricas | valor=8993
linha=1658 | nome=Ana | acao=fez um experimento | valor=5298
linha=1659 | nome=Joao | acao=estudou computacao | valor=1080
linha=1660 | nome=Lucas | acao=analisou os resultados | valor=3494
linha=1661 | nome=Vitor | acao=otimizou o algoritmo | valor=8967
linha=1662 | nome=Mariana | acao=estudou computacao | valor=4359
linha=1663 | nome=Mariana | acao=comparou as metricas | valor=2197
linha=1664 | nome=Lucas | acao=participou da aula | valor=1469
linha=1665 | nome=Joao | acao=estudou computacao | valor=6933
linha=1666 | nome=Otavio | acao=otimizou o algoritmo | valor=9316
linha=1667 | nome=Natalia | acao=estudou computacao | valor=5930
linha=1668 | nome=Mariana | acao=comparou as metricas | valor=4450
linha=1669 | nome=Natalia | acao=estudou computacao | valor=3961
linha=1670 | nome=Lucas | acao=analisou os resultados | valor=6969
linha=1671 | nome=Eduarda | acao=analisou os resultados | valor=6122
linha=1672 | nome=Natalia | acao=comparou as metricas | valor=1949
linha=1673 | nome=Sofia | acao=comparou as metricas | valor=7002
linha=1674 | nome=Helena | acao=escreveu o relatorio | valor=6995
linha=1675 | nome=Otavio | acao=otimizou o algoritmo | valor=3669
linha=1676 | nome=Daniela | acao=executou o benchmark | valor=2478
linha=1677 | nome=Helena | acao=comparou as metricas | valor=7304
linha=1678 | nome=Mariana | acao=fez um experimento | valor=3644
linha=1679 | nome=Joao | acao=participou da aula | valor=6510
linha=1680 | nome=Paulo | acao=estudou computacao | valor=8069
linha=1681 | nome=Lucas | acao=otimizou o algoritmo | valor=1336
linha=1682 | nome=Natalia | acao=participou da aula | valor=8678
linha=1683 | nome=Gabriela | acao=fez um experimento | valor=4537
linha=1684 | nome=Bruno | acao=comparou as metricas | valor=9527
linha=1685 | nome=Natalia | acao=participou da aula | valor=5110
linha=1686 | nome=Sofia | acao=otimizou o algoritmo | valor=6395
linha=1687 | nome=Karen | acao=otimizou o algoritmo | valor=6244
linha=1688 | nome=Vitor | acao=otimizou o algoritmo | valor=4502
linha=1689 | nome=Paulo | acao=escreveu o relatorio | valor=6360
linha=1690 | nome=Tiago | acao=analisou os resultados | valor=7768
linha=1691 | nome=Bruno | acao=fez um experimento | valor=8896
linha=1692 | nome=Mariana | acao=fez um experimento | valor=5977
linha=1693 | nome=Carlos | acao=otimizou o algoritmo | valor=9509
linha=1694 | nome=Karen | acao=participou da aula | valor=4159
linha=1695 | nome=Eduarda | acao=escreveu o relatorio | valor=3998
linha=1696 | nome=Carlos | acao=fez um experimento | valor=6138
linha=1697 | nome=Gabriela | acao=participou da aula | valor=4448
linha=1698 | nome=Tiago | acao=escreveu o relatorio | valor=2059
linha=1699 | nome=Vitor | acao=participou da aula | valor=1367
linha=1700 | nome=Otavio | acao=estudou computacao | valor=5870
linha=1701 | nome=Mariana | acao=otimizou o algoritmo | valor=4582
linha=1702 | nome=Mariana | acao=analisou os resultados | valor=6152
linha=1703 | nome=Natalia | acao=otimizou o algoritmo | valor=8038
linha=1704 | nome=Bruno | acao=fez um experimento | valor=3368
linha=1705 | nome=Paulo | acao=fez um experimento | valor=4541
linha=1706 | nome=Renata | acao=otimizou o algoritmo | valor=6226
linha=1707 | nome=Lucas | acao=escreveu o relatorio | valor=1640
linha=1708 | nome=Sofia | acao=escreveu o relatorio | valor=5840
linha=1709 | nome=Natalia | acao=participou da aula | valor=5294
linha=1710 | nome=Sofia | acao=estudou computacao | valor=8616
linha=1711 | nome=Joao | acao=analisou os resultados | valor=8053
linha=1712 | nome=Bruno | acao=comparou as metricas | valor=9367
linha=1713 | nome=Gabriela | acao=escreveu o relatorio | valor=1797
linha=1714 | nome=Eduarda | acao=estudou computacao | valor=6910
linha=1715 | nome=Mariana | acao=escreveu o relatorio | valor=3073
linha=1716 | nome=Otavio | acao=executou o benchmark | valor=9153
linha=1717 | nome=Eduarda | acao=analisou os resultados | valor=6965
linha=1718 | nome=Vitor | acao=comparou as metricas | valor=6803
linha=1719 | nome=Otavio | acao=otimizou o algoritmo | valor=8155
linha=1720 | nome=Igor | acao=executou o benchmark | valor=5203
linha=1721 | nome=Tiago | acao=estudou computacao | valor=9364
linha=1722 | nome=Gabriela | acao=executou o benchmark | valor=1805
linha=1723 | nome=Sofia | acao=otimizou o algoritmo | valor=8262
linha=1724 | nome=Renata | acao=participou da aula | valor=1426
linha=1725 | nome=Natalia | acao=analisou os resultados | valor=5923
linha=1726 | nome=Tiago | acao=comparou as metricas | valor=8433
linha=1727 | nome=Felipe | acao=escreveu o relatorio | valor=5928
linha=1728 | nome=Felipe | acao=participou da aula | valor=1057
linha=1729 | nome=Karen | acao=escreveu o relatorio | valor=4972
linha=1730 | nome=Carlos | acao=fez um experimento | valor=5109
linha=1731 | nome=Lucas | acao=otimizou o algoritmo | valor=4359
linha=1732 | nome=Sofia | acao=otimizou o algoritmo | valor=8746
linha=1733 | nome=Eduarda | acao=analisou os resultados | valor=4932
linha=1734 | nome=Ana | acao=comparou as metricas | valor=7878
linha=1735 | nome=Otavio | acao=estudou computacao | valor=1329
linha=1736 | nome=Igor | acao=fez um experimento | valor=4689
linha=1737 | nome=Helena | acao=participou da aula | valor=8808
linha=1738 | nome=Felipe | acao=participou da aula | valor=7935
linha=1739 | nome=Joao | acao=executou o benchmark | valor=4263
linha=1740 | nome=Igor | acao=participou da aula | valor=7415
linha=1741 | nome=Helena | acao=analisou os resultados | valor=2552
linha=1742 | nome=Paulo | acao=participou da aula | valor=4139
linha=1743 | nome=Lucas | acao=estudou computacao | valor=6046
linha=1744 | nome=Felipe | acao=estudou computacao | valor=9395
linha=1745 | nome=Daniela | acao=executou o benchmark | valor=3666
linha=1746 | nome=Ana | acao=analisou os resultados | valor=1196
linha=1747 | nome=Renata | acao=estudou computacao | valor=7993
linha=1748 | nome=Sofia | acao=participou da aula | valor=5003
linha=1749 | nome=Natalia | acao=executou o benchmark | valor=7558
linha=1750 | nome=Bruno | acao=escreveu o relatorio | valor=6853
linha=1751 | nome=Joao | acao=comparou as metricas | valor=6910
linha=1752 | nome=Bruno | acao=escreveu o relatorio | valor=8698
linha=1753 | nome=Igor | acao=participou da aula | valor=4065
linha=1754 | nome=Paulo | acao=otimizou o algoritmo | valor=9922
linha=1755 | nome=Lucas | acao=otimizou o algoritmo | valor=6747
linha=1756 | nome=Vitor | acao=fez um experimento | valor=3330
linha=1757 | nome=Gabriela | acao=escreveu o relatorio | valor=1552
linha=1758 | nome=Gabriela | acao=otimizou o algoritmo | valor=6544
linha=1759 | nome=Helena | acao=fez um experimento | valor=8309
linha=1760 | nome=Sofia | acao=otimizou o algoritmo | valor=2057
linha=1761 | nome=Daniela | acao=comparou as metricas | valor=4379
linha=1762 | nome=Bruno | acao=executou o benchmark | valor=1295
linha=1763 | nome=Tiago | acao=escreveu o relatorio | valor=3469
linha=1764 | nome=Renata | acao=comparou as metricas | valor=7248
linha=1765 | nome=Otavio | acao=otimizou o algoritmo | valor=8307
linha=1766 | nome=Otavio | acao=participou da aula | valor=6917
linha=1767 | nome=Sofia | acao=estudou computacao | valor=5654
linha=1768 | nome=Karen | acao=analisou os resultados | valor=2463
linha=1769 | nome=Carlos | acao=fez um experimento | valor=3225
linha=1770 | nome=Karen | acao=fez um experimento | valor=4373
linha=1771 | nome=Bruno | acao=executou o benchmark | valor=9799
linha=1772 | nome=Karen | acao=participou da aula | valor=9637
linha=1773 | nome=Natalia | acao=otimizou o algoritmo | valor=3620
linha=1774 | nome=Tiago | acao=comparou as metricas | valor=8390
linha=1775 | nome=Otavio | acao=executou o benchmark | valor=9665
linha=1776 | nome=Mariana | acao=executou o benchmark | valor=6788
linha=1777 | nome=Otavio | acao=estudou computacao | valor=3693
linha=1778 | nome=Bruno | acao=escreveu o relatorio | valor=2687
linha=1779 | nome=Bruno | acao=executou o benchmark | valor=4054
linha=1780 | nome=Bruno | acao=comparou as metricas | valor=3018
linha=1781 | nome=Ana | acao=executou o benchmark | valor=2203
linha=1782 | nome=Sofia | acao=estudou computacao | valor=7542
linha=1783 | nome=Ana | acao=estudou computacao | valor=8350
linha=1784 | nome=Otavio | acao=escreveu o relatorio | valor=4963
linha=1785 | nome=Bruno | acao=escreveu o relatorio | valor=4703
linha=1786 | nome=Bruno | acao=estudou computacao | valor=9664
linha=1787 | nome=Karen | acao=otimizou o algoritmo | valor=6375
linha=1788 | nome=Natalia | acao=analisou os resultados | valor=6811
linha=1789 | nome=Sofia | acao=participou da aula | valor=5955
linha=1790 | nome=Sofia | acao=otimizou o algoritmo | valor=2139
linha=1791 | nome=Ana | acao=fez um experimento | valor=8328
linha=1792 | nome=Tiago | acao=fez um experimento | valor=6648
linha=1793 | nome=Ana | acao=comparou as metricas | valor=7363
linha=1794 | nome=Natalia | acao=escreveu o relatorio | valor=4152
linha=1795 | nome=Lucas | acao=analisou os resultados | valor=4769
linha=1796 | nome=Paulo | acao=participou da aula | valor=5829
linha=1797 | nome=Lucas | acao=analisou os resultados | valor=9319
linha=1798 | nome=Bruno | acao=fez um experimento | valor=8517
linha=1799 | nome=Lucas | acao=comparou as metricas | valor=8363
linha=1800 | nome=Otavio | acao=analisou os resultados | valor=8217
linha=1801 | nome=Joao | acao=escreveu o relatorio | valor=9940
linha=1802 | nome=Otavio | acao=executou o benchmark | valor=2616
linha=1803 | nome=Eduarda | acao=participou da aula | valor=3823
linha=1804 | nome=Ana | acao=estudou computacao | valor=6863
linha=1805 | nome=Carlos | acao=analisou os resultados | valor=3598
linha=1806 | nome=Tiago | acao=fez um experimento | valor=7710
linha=1807 | nome=Natalia | acao=analisou os resultados | valor=6053
linha=1808 | nome=Lucas | acao=escreveu o relatorio | valor=2295
linha=1809 | nome=Natalia | acao=comparou as metricas | valor=7156
linha=1810 | nome=Felipe | acao=analisou os resultados | valor=9346
linha=1811 | nome=Vitor | acao=comparou as metricas | valor=4891
linha=1812 | nome=Helena | acao=otimizou o algoritmo | valor=4826
linha=1813 | nome=Felipe | acao=comparou as metricas | valor=3743
linha=1814 | nome=Renata | acao=fez um experimento | valor=2546
linha=1815 | nome=Natalia | acao=comparou as metricas | valor=9400
linha=1816 | nome=Carlos | acao=participou da aula | valor=3604
linha=1817 | nome=Vitor | acao=participou da aula | valor=3904
linha=1818 | nome=Paulo | acao=executou o benchmark | valor=8940
linha=1819 | nome=Karen | acao=escreveu o relatorio | valor=4348
linha=1820 | nome=Karen | acao=estudou computacao | valor=9826
linha=1821 | nome=Otavio | acao=estudou computacao | valor=8869
linha=1822 | nome=Vitor | acao=fez um experimento | valor=8542
linha=1823 | nome=Carlos | acao=executou o benchmark | valor=8005
linha=1824 | nome=Helena | acao=escreveu o relatorio | valor=7620
linha=1825 | nome=Paulo | acao=escreveu o relatorio | valor=1600
linha=1826 | nome=Vitor | acao=otimizou o algoritmo | valor=4291
linha=1827 | nome=Gabriela | acao=otimizou o algoritmo | valor=3752
linha=1828 | nome=Joao | acao=analisou os resultados | valor=3437
linha=1829 | nome=Vitor | acao=estudou computacao | valor=7108
linha=1830 | nome=Paulo | acao=comparou as metricas | valor=4746
linha=1831 | nome=Mariana | acao=escreveu o relatorio | valor=3229
linha=1832 | nome=Carlos | acao=comparou as metricas | valor=6166
linha=1833 | nome=Bruno | acao=participou da aula | valor=8991
linha=1834 | nome=Sofia | acao=otimizou o algoritmo | valor=7880
linha=1835 | nome=Igor | acao=participou da aula | valor=3922
linha=1836 | nome=Daniela | acao=participou da aula | valor=9140
linha=1837 | nome=Ana | acao=fez um experimento | valor=6900
linha=1838 | nome=Eduarda | acao=escreveu o relatorio | valor=5415
linha=1839 | nome=Bruno | acao=fez um experimento | valor=3902
linha=1840 | nome=Ana | acao=comparou as metricas | valor=5236
linha=1841 | nome=Igor | acao=fez um experimento | valor=8862
linha=1842 | nome=Ana | acao=comparou as metricas | valor=5853
linha=1843 | nome=Mariana | acao=participou da aula | valor=5876
linha=1844 | nome=Vitor | acao=participou da aula | valor=5445
linha=1845 | nome=Bruno | acao=executou o benchmark | valor=7712
linha=1846 | nome=Tiago | acao=otimizou o algoritmo | valor=1815
linha=1847 | nome=Paulo | acao=escreveu o relatorio | valor=9451
linha=1848 | nome=Sofia | acao=participou da aula | valor=9121
linha=1849 | nome=Daniela | acao=participou da aula | valor=8215
linha=1850 | nome=Natalia | acao=comparou as metricas | valor=3368
linha=1851 | nome=Helena | acao=executou o benchmark | valor=3852
linha=1852 | nome=Bruno | acao=analisou os resultados | valor=8383
linha=1853 | nome=Karen | acao=executou o benchmark | valor=9111
linha=1854 | nome=Lucas | acao=otimizou o algoritmo | valor=3982
linha=1855 | nome=Mariana | acao=participou da aula | valor=7430
linha=1856 | nome=Joao | acao=executou o benchmark | valor=8590
linha=1857 | nome=Gabriela | acao=analisou os resultados | valor=7701
linha=1858 | nome=Mariana | acao=otimizou o algoritmo | valor=3814
linha=1859 | nome=Natalia | acao=comparou as metricas | valor=2196
linha=1860 | nome=Felipe | acao=estudou computacao | valor=9223
linha=1861 | nome=Lucas | acao=participou da aula | valor=1185
linha=1862 | nome=Mariana | acao=comparou as metricas | valor=2515
linha=1863 | nome=Felipe | acao=analisou os resultados | valor=3094
linha=1864 | nome=Igor | acao=analisou os resultados | valor=7493
linha=1865 | nome=Daniela | acao=participou da aula | valor=5994
linha=1866 | nome=Igor | acao=estudou computacao | valor=9075
linha=1867 | nome=Lucas | acao=analisou os resultados | valor=1705
linha=1868 | nome=Renata | acao=estudou computacao | valor=8158
linha=1869 | nome=Gabriela | acao=otimizou o algoritmo | valor=3282
linha=1870 | nome=Otavio | acao=fez um experimento | valor=4482
linha=1871 | nome=Joao | acao=analisou os resultados | valor=2733
