linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=1601 | nome=Igor | acao=analisou os resultados | valor=5136
linha=1602 | nome=Lucas | acao=estudou computacao | valor=9684
linha=1603 | nome=Joao | acao=fez um experimento | valor=1128
linha=1604 | nome=Otavio | acao=fez um experimento | valor=7710
linha=1605 | nome=Mariana | acao=participou da aula | valor=7058
linha=1606 | nome=Carlos | acao=analisou os resultados | valor=3960
linha=1607 | nome=Daniela | acao=otimizou o algoritmo | valor=5259
linha=1608 | nome=Gabriela | acao=participou da aula | valor=9328
linha=1609 | nome=Helena | acao=participou da aula | valor=9792
linha=1610 | nome=Joao | acao=estudou computacao | valor=8011
linha=1611 | nome=Igor | acao=otimizou o algoritmo | valor=9716
linha=1612 | nome=Paulo | acao=escreveu o relatorio | valor=8800
linha=1613 | nome=Lucas | acao=comparou as metricas | valor=8918
linha=1614 | nome=Ana | acao=otimizou o algoritmo | valor=6698
linha=1615 | nome=Sofia | acao=executou o benchmark | valor=6230
linha=1616 | nome=Sofia | acao=fez um experimento | valor=4040
linha=1617 | nome=Felipe | acao=estudou computacao | valor=1702
linha=1618 | nome=Carlos | acao=escreveu o relatorio | valor=5654
linha=1619 | nome=Renata | acao=estudou computacao | valor=7680
linha=1620 | nome=Sofia | acao=analisou os resultados | valor=3839
linha=1621 | nome=Natalia | acao=estudou computacao | valor=9765
linha=1622 | nome=Mariana | acao=executou o benchmark | valor=6911
linha=1623 | nome=Helena | acao=escreveu o relatorio | valor=4018
linha=1624 | nome=Renata | acao=otimizou o algoritmo | valor=3310
linha=1625 | nome=Vitor | acao=comparou as metricas | valor=4459
linha=1626 | nome=Carlos | acao=fez um experimento | valor=1960
linha=1627 | nome=Mariana | acao=escreveu o relatorio | valor=9568
linha=1628 | nome=Felipe | acao=estudou computacao | valor=7335
linha=1629 | nome=Joao | acao=escreveu o relatorio | valor=3727
linha=1630 | nome=Carlos | acao=comparou as metricas | valor=1174
linha=1631 | nome=Mariana | acao=estudou computacao | valor=1102
linha=1632 | nome=Daniela | acao=participou da aula | valor=8176
linha=1633 | nome=Tiago | acao=estudou computacao | valor=4148
linha=1634 | nome=Tiago | acao=escreveu o relatorio | valor=7643
linha=1635 | nome=Helena | acao=fez um experimento | valor=4872
linha=1636 | nome=Felipe | acao=participou da aula | valor=3470
linha=1637 | nome=Otavio | acao=fez um experimento | valor=6036
linha=1638 | nome=Lucas | acao=comparou as metricas | valor=8359
linha=1639 | nome=Felipe | acao=executou o benchmark | valor=2004
linha=1640 | nome=Felipe | acao=comparou as metricas | valor=9598
linha=1641 | nome=Gabriela | acao=analisou os resultados | valor=5862
linha=1642 | nome=Mariana | acao=fez um experimento | valor=4549
linha=1643 | nome=Vitor | acao=comparou as metricas | valor=4286
linha=1644 | nome=Eduarda | acao=estudou computacao | valor=8735
linha=1645 | nome=Felipe | acao=estudou computacao | valor=6078
linha=1646 | nome=Tiago | acao=comparou as metricas | valor=4156
linha=1647 | nome=Felipe | acao=comparou as metricas | valor=8828
linha=1648 | nome=Paulo | acao=analisou os resultados | valor=7687
linha=1649 | nome=Renata | acao=executou o benchmark | valor=3361
linha=1650 | nome=Lucas | acao=analisou os resultados | valor=7924
linha=1651 | nome=Mariana | acao=otimizou o algoritmo | valor=9419
linha=1652 | nome=Tiago | acao=fez um experimento | valor=5023
linha=1653 | nome=Sofia | acao=comparou as metricas | valor=1839
linha=1654 | nome=Igor | acao=comparou as metricas | valor=6337
linha=1655 | nome=Gabriela | acao=escreveu o relatorio | valor=1096
linha=1656 | nome=Igor | acao=otimizou o algoritmo | valor=8779
linha=1657 | nome=Natalia | acao=participou da aula | valor=1081
linha=1658 | nome=Igor | acao=otimizou o algoritmo | valor=7967
linha=1659 | nome=Renata | acao=comparou as metricas | valor=8250
linha=1660 | nome=Mariana | acao=otimizou o algoritmo | valor=4080
linha=1661 | nome=Lucas | acao=executou o benchmark | valor=7140
linha=1662 | nome=Carlos | acao=fez um experimento | valor=5455
linha=1663 | nome=Lucas | acao=estudou computacao | valor=2862
linha=1664 | nome=Paulo | acao=comparou as metricas | valor=9777
linha=1665 | nome=Bruno | acao=escreveu o relatorio | valor=3340
linha=1666 | nome=Mariana | acao=comparou as metricas | valor=9293
linha=1667 | nome=Joao | acao=escreveu o relatorio | valor=9056
linha=1668 | nome=Daniela | acao=escreveu o relatorio | valor=2238
linha=1669 | nome=Paulo | acao=analisou os resultados | valor=6354
linha=1670 | nome=Mariana | acao=participou da aula | valor=4998
linha=1671 | nome=Carlos | acao=fez um experimento | valor=7837
linha=1672 | nome=Felipe | acao=comparou as metricas | valor=5251
linha=1673 | nome=Gabriela | acao=otimizou o algoritmo | valor=4981
linha=1674 | nome=Renata | acao=fez um experimento | valor=3139
linha=1675 | nome=Mariana | acao=executou o benchmark | valor=5148
linha=1676 | nome=Sofia | acao=comparou as metricas | valor=6177
linha=1677 | nome=Renata | acao=otimizou o algoritmo | valor=7654
linha=1678 | nome=Mariana | acao=escreveu o relatorio | valor=6741
linha=1679 | nome=Natalia | acao=analisou os resultados | valor=8403
linha=1680 | nome=Natalia | acao=analisou os resultados | valor=6213
linha=1681 | nome=Karen | acao=estudou computacao | valor=9340
linha=1682 | nome=Tiago | acao=otimizou o algoritmo | valor=6675
linha=1683 | nome=Vitor | acao=analisou os resultados | valor=8294
linha=1684 | nome=Joao | acao=fez um experimento | valor=8012
linha=1685 | nome=Lucas | acao=participou da aula | valor=2558
linha=1686 | nome=Carlos | acao=participou da aula | valor=9735
linha=1687 | nome=Daniela | acao=otimizou o algoritmo | valor=2282
linha=1688 | nome=Tiago | acao=participou da aula | valor=8128
linha=1689 | nome=Sofia | acao=participou da aula | valor=4272
linha=1690 | nome=Helena | acao=analisou os resultados | valor=3121
linha=1691 | nome=Otavio | acao=escreveu o relatorio | valor=7881
linha=1692 | nome=Igor | acao=escreveu o relatorio | valor=3473
linha=1693 | nome=Daniela | acao=analisou os resultados | valor=7997
linha=1694 | nome=Otavio | acao=analisou os resultados | valor=5990
linha=1695 | nome=Bruno | acao=estudou computacao | valor=3799
linha=1696 | nome=Joao | acao=comparou as metricas | valor=5290
linha=1697 | nome=Felipe | acao=comparou as metricas | valor=7595
linha=1698 | nome=Bruno | acao=executou o benchmark | valor=7401
linha=1699 | nome=Felipe | acao=participou da aula | valor=1194
linha=1700 | nome=Felipe | acao=executou o benchmark | valor=9238
linha=1701 | nome=Natalia | acao=otimizou o algoritmo | valor=2470
linha=1702 | nome=Mariana | acao=participou da aula | valor=8475
linha=1703 | nome=Tiago | acao=otimizou o algoritmo | valor=9319
linha=1704 | nome=Natalia | acao=escreveu o relatorio | valor=5342
linha=1705 | nome=Gabriela | acao=comparou as metricas | valor=6443
linha=1706 | nome=Sofia | acao=escreveu o relatorio | valor=2506
linha=1707 | nome=Otavio | acao=fez um experimento | valor=4152
linha=1708 | nome=Sofia | acao=participou da aula | valor=5339
linha=1709 | nome=Mariana | acao=fez um experimento | valor=1266
linha=1710 | nome=Paulo | acao=escreveu o relatorio | valor=9721
linha=1711 | nome=Mariana | acao=comparou as metricas | valor=7362
linha=1712 | nome=Carlos | acao=fez um experimento | valor=2129
linha=1713 | nome=Felipe | acao=comparou as metricas | valor=7702
linha=1714 | nome=Helena | acao=participou da aula | valor=5718
linha=1715 | nome=Renata | acao=otimizou o algoritmo | valor=8873
linha=1716 | nome=Mariana | acao=analisou os resultados | valor=8895
linha=1717 | nome=Joao | acao=analisou os resultados | valor=3673
linha=1718 | nome=Gabriela | acao=participou da aula | valor=6140
linha=1719 | nome=Joao | acao=otimizou o algoritmo | valor=2712
linha=1720 | nome=Igor | acao=analisou os resultados | valor=5187
linha=1721 | nome=Bruno | acao=fez um experimento | valor=8899
linha=1722 | nome=Helena | acao=otimizou o algoritmo | valor=5079
linha=1723 | nome=Tiago | acao=comparou as metricas | valor=5768
linha=1724 | nome=Helena | acao=analisou os resultados | valor=7060
linha=1725 | nome=Bruno | acao=participou da aula | valor=1292
linha=1726 | nome=Sofia | acao=analisou os resultados | valor=8127
linha=1727 | nome=Karen | acao=participou da aula | valor=9465
linha=1728 | nome=Gabriela | acao=participou da aula | valor=8241
linha=1729 | nome=Eduarda | acao=otimizou o algoritmo | valor=2853
linha=1730 | nome=Paulo | acao=otimizou o algoritmo | valor=2448
linha=1731 | nome=Gabriela | acao=participou da aula | valor=9813
linha=1732 | nome=Renata | acao=fez um experimento | valor=5512
linha=1733 | nome=Igor | acao=comparou as metricas | valor=6005
linha=1734 | nome=Joao | acao=otimizou o algoritmo | valor=9606
linha=1735 | nome=Daniela | acao=participou da aula | valor=8690
linha=1736 | nome=Ana | acao=analisou os resultados | valor=2557
linha=1737 | nome=Felipe | acao=comparou as metricas | valor=6980
linha=1738 | nome=Mariana | acao=analisou os resultados | valor=8966
linha=1739 | nome=Karen | acao=escreveu o relatorio | valor=5854
linha=1740 | nome=Paulo | acao=fez um experimento | valor=4589
linha=1741 | nome=Otavio | acao=escreveu o relatorio | valor=1969
linha=1742 | nome=Otavio | acao=executou o benchmark | valor=9356
linha=1743 | nome=Igor | acao=comparou as metricas | valor=5418
linha=1744 | nome=Helena | acao=otimizou o algoritmo | valor=2119
linha=1745 | nome=Otavio | acao=comparou as metricas | valor=1043
linha=1746 | nome=Carlos | acao=analisou os resultados | valor=2997
linha=1747 | nome=Joao | acao=executou o benchmark | valor=9892
linha=1748 | nome=Karen | acao=fez um experimento | valor=7489
linha=1749 | nome=Eduarda | acao=executou o benchmark | valor=9042
linha=1750 | nome=Joao | acao=otimizou o algoritmo | valor=4774
linha=1751 | nome=Helena | acao=participou da aula | valor=9546
linha=1752 | nome=Felipe | acao=analisou os resultados | valor=3176
linha=1753 | nome=Mariana | acao=executou o benchmark | valor=7909
linha=1754 | nome=Felipe | acao=executou o benchmark | valor=4580
linha=1755 | nome=Bruno | acao=participou da aula | valor=3776
linha=1756 | nome=Igor | acao=estudou computacao | valor=1581
linha=1757 | nome=Gabriela | acao=fez um experimento | valor=7071
linha=1758 | nome=Joao | acao=executou o benchmark | valor=3540
linha=1759 | nome=Gabriela | acao=comparou as metricas | valor=5981
linha=1760 | nome=Daniela | acao=participou da aula | valor=7125
linha=1761 | nome=Ana | acao=comparou as metricas | valor=2895
linha=1762 | nome=Vitor | acao=fez um experimento | valor=5270
linha=1763 | nome=Gabriela | acao=analisou os resultados | valor=1905
linha=1764 | nome=Bruno | acao=escreveu o relatorio | valor=9707
linha=1765 | nome=Gabriela | acao=analisou os resultados | valor=2558
linha=1766 | nome=Gabriela | acao=fez um experimento | valor=6975
linha=1767 | nome=Ana | acao=estudou computacao | valor=2336
linha=1768 | nome=Karen | acao=analisou os resultados | valor=9690
linha=1769 | nome=Eduarda | acao=estudou computacao | valor=2634
linha=1770 | nome=Otavio | acao=executou o benchmark | valor=5931
linha=1771 | nome=Lucas | acao=participou da aula | valor=2017
linha=1772 | nome=Natalia | acao=participou da aula | valor=2457
linha=1773 | nome=Natalia | acao=comparou as metricas | valor=6528
linha=1774 | nome=Tiago | acao=otimizou o algoritmo | valor=1152
linha=1775 | nome=Igor | acao=otimizou o algoritmo | valor=6093
linha=1776 | nome=Paulo | acao=escreveu o relatorio | valor=7870
linha=1777 | nome=Tiago | acao=estudou computacao | valor=4702
linha=1778 | nome=Joao | acao=analisou os resultados | valor=9714
linha=1779 | nome=Carlos | acao=estudou computacao | valor=2443
linha=1780 | nome=Karen | acao=analisou os resultados | valor=4416
linha=1781 | nome=Paulo | acao=comparou as metricas | valor=1906
linha=1782 | nome=Igor | acao=executou o benchmark | valor=5047
linha=1783 | nome=Helena | acao=fez um experimento | valor=4473
linha=1784 | nome=Paulo | acao=otimizou o algoritmo | valor=9790
linha=1785 | nome=Daniela | acao=participou da aula | valor=9751
linha=1786 | nome=Tiago | acao=otimizou o algoritmo | valor=5758
linha=1787 | nome=Otavio | acao=participou da aula | valor=3254
linha=1788 | nome=Bruno | acao=participou da aula | valor=6081
linha=1789 | nome=Vitor | acao=otimizou o algoritmo | valor=1686
linha=1790 | nome=Daniela | acao=analisou os resultados | valor=1473
linha=1791 | nome=Helena | acao=otimizou o algoritmo | valor=4756
linha=1792 | nome=Joao | acao=fez um experimento | valor=8851
linha=1793 | nome=Sofia | acao=participou da aula | valor=7042
linha=1794 | nome=Vitor | acao=analisou os resultados | valor=8867
linha=1795 | nome=Helena | acao=escreveu o relatorio | valor=3569
linha=1796 | nome=Ana | acao=estudou computacao | valor=4425
linha=1797 | nome=Lucas | acao=analisou os resultados | valor=6509
linha=1798 | nome=Mariana | acao=participou da aula | valor=2719
linha=1799 | nome=Sofia | acao=escreveu o relatorio | valor=3013
linha=1800 | nome=Ana | acao=escreveu o relatorio | valor=6660
linha=1801 | nome=Carlos | acao=comparou as metricas | valor=3639
linha=1802 | nome=Renata | acao=executou o benchmark | valor=7934
linha=1803 | nome=Helena | acao=participou da aula | valor=4334
linha=1804 | nome=Carlos | acao=executou o benchmark | valor=8224
linha=1805 | nome=Karen | acao=executou o benchmark | valor=6741
linha=1806 | nome=Joao | acao=estudou computacao | valor=5789
linha=1807 | nome=Karen | acao=analisou os resultados | valor=9056
linha=1808 | nome=Daniela | acao=executou o benchmark | valor=2647
linha=1809 | nome=Renata | acao=analisou os resultados | valor=9478
linha=1810 | nome=Carlos | acao=otimizou o algoritmo | valor=4977
linha=1811 | nome=Mariana | acao=estudou computacao | valor=2569
linha=1812 | nome=Otavio | acao=estudou computacao | valor=6061
linha=1813 | nome=Paulo | acao=comparou as metricas | valor=3401
linha=1814 | nome=Paulo | acao=analisou os resultados | valor=6927
linha=1815 | nome=Ana | acao=otimizou o algoritmo | valor=2929
linha=1816 | nome=Mariana | acao=analisou os resultados | valor=3480
linha=1817 | nome=Sofia | acao=participou da aula | valor=8419
linha=1818 | nome=Sofia | acao=analisou os resultados | valor=9845
linha=1819 | nome=Bruno | acao=escreveu o relatorio | valor=3248
linha=1820 | nome=Mariana | acao=executou o benchmark | valor=5979
linha=1821 | nome=Bruno | acao=fez um experimento | valor=5037
linha=1822 | nome=Eduarda | acao=otimizou o algoritmo | valor=7790
linha=1823 | nome=Felipe | acao=comparou as metricas | valor=9344
linha=1824 | nome=Felipe | acao=participou da aula | valor=7863
linha=1825 | nome=Bruno | acao=estudou computacao | valor=5180
linha=1826 | nome=Carlos | acao=executou o benchmark | valor=1469
linha=1827 | nome=Renata | acao=fez um experimento | valor=3394
linha=1828 | nome=Tiago | acao=escreveu o relatorio | valor=3710
linha=1829 | nome=Tiago | acao=executou o benchmark | valor=9049
linha=1830 | nome=Felipe | acao=estudou computacao | valor=3041
linha=1831 | nome=Mariana | acao=fez um experimento | valor=4485
linha=1832 | nome=Ana | acao=executou o benchmark | valor=4734
linha=1833 | nome=Felipe | acao=executou o benchmark | valor=2175
linha=1834 | nome=Natalia | acao=otimizou o algoritmo | valor=4721
linha=1835 | nome=Lucas | acao=comparou as metricas | valor=6098
linha=1836 | nome=Mariana | acao=escreveu o relatorio | valor=4331
linha=1837 | nome=Natalia | acao=analisou os resultados | valor=5111
linha=1838 | nome=Otavio | acao=comparou as metricas | valor=7243
linha=1839 | nome=Felipe | acao=fez um experimento | valor=6295
linha=1840 | nome=Felipe | acao=otimizou o algoritmo | valor=8340
linha=1841 | nome=Sofia | acao=analisou os resultados | valor=4147
linha=1842 | nome=Bruno | acao=participou da aula | valor=8819
linha=1843 | nome=Helena | acao=otimizou o algoritmo | valor=6034
linha=1844 | nome=Mariana | acao=estudou computacao | valor=3032
linha=1845 | nome=Gabriela | acao=escreveu o relatorio | valor=2492
linha=1846 | nome=Renata | acao=analisou os resultados | valor=5598
linha=1847 | nome=Karen | acao=participou da aula | valor=4210
linha=1848 | nome=Gabriela | acao=comparou as metricas | valor=5824
linha=1849 | nome=Carlos | acao=otimizou o algoritmo | valor=4164
linha=1850 | nome=Mariana | acao=otimizou o algoritmo | valor=4675
linha=1851 | nome=Felipe | acao=otimizou o algoritmo | valor=8817
linha=1852 | nome=Bruno | acao=escreveu o relatorio | valor=9426
linha=1853 | nome=Lucas | acao=comparou as metricas | valor=4758
linha=1854 | nome=Bruno | acao=otimizou o algoritmo | valor=2637
linha=1855 | nome=Karen | acao=escreveu o relatorio | valor=8694
