linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=1671 | nome=Helena | acao=otimizou o algoritmo | valor=3920
linha=1672 | nome=Renata | acao=fez um experimento | valor=7052
linha=1673 | nome=Carlos | acao=analisou os resultados | valor=4492
linha=1674 | nome=Helena | acao=otimizou o algoritmo | valor=8977
linha=1675 | nome=Karen | acao=executou o benchmark | valor=2067
linha=1676 | nome=Lucas | acao=analisou os resultados | valor=6074
linha=1677 | nome=Lucas | acao=participou da aula | valor=1754
linha=1678 | nome=Renata | acao=executou o benchmark | valor=8883
linha=1679 | nome=Helena | acao=fez um experimento | valor=2845
linha=1680 | nome=Carlos | acao=executou o benchmark | valor=6904
linha=1681 | nome=Felipe | acao=escreveu o relatorio | valor=7135
linha=1682 | nome=Eduarda | acao=otimizou o algoritmo | valor=4302
linha=1683 | nome=Igor | acao=comparou as metricas | valor=9413
linha=1684 | nome=Sofia | acao=otimizou o algoritmo | valor=3670
linha=1685 | nome=Carlos | acao=executou o benchmark | valor=8422
linha=1686 | nome=Lucas | acao=comparou as metricas | valor=6819
linha=1687 | nome=Daniela | acao=participou da aula | valor=3085
linha=1688 | nome=Karen | acao=comparou as metricas | valor=8808
linha=1689 | nome=Vitor | acao=executou o benchmark | valor=4343
linha=1690 | nome=Ana | acao=estudou computacao | valor=4803
linha=1691 | nome=Tiago | acao=estudou computacao | valor=5689
linha=1692 | nome=Gabriela | acao=escreveu o relatorio | valor=6208
linha=1693 | nome=Eduarda | acao=participou da aula | valor=2818
linha=1694 | nome=Eduarda | acao=escreveu o relatorio | valor=8140
linha=1695 | nome=Helena | acao=executou o benchmark | valor=3343
linha=1696 | nome=Lucas | acao=analisou os resultados | valor=5821
linha=1697 | nome=Felipe | acao=participou da aula | valor=9364
linha=1698 | nome=Igor | acao=escreveu o relatorio | valor=3683
linha=1699 | nome=Felipe | acao=fez um experimento | valor=4280
linha=1700 | nome=Tiago | acao=executou o benchmark | valor=4488
linha=1701 | nome=Eduarda | acao=fez um experimento | valor=8896
linha=1702 | nome=Bruno | acao=fez um experimento | valor=3078
linha=1703 | nome=Felipe | acao=analisou os resultados | valor=3301
linha=1704 | nome=Karen | acao=fez um experimento | valor=7950
linha=1705 | nome=Paulo | acao=executou o benchmark | valor=4229
linha=1706 | nome=Vitor | acao=analisou os resultados | valor=3756
linha=1707 | nome=Vitor | acao=executou o benchmark | valor=6646
linha=1708 | nome=Felipe | acao=analisou os resultados | valor=5638
linha=1709 | nome=Ana | acao=otimizou o algoritmo | valor=1797
linha=1710 | nome=Daniela | acao=escreveu o relatorio | valor=6227
linha=1711 | nome=Mariana | acao=fez um experimento | valor=1341
linha=1712 | nome=Daniela | acao=comparou as metricas | valor=9209
linha=1713 | nome=Joao | acao=otimizou o algoritmo | valor=7191
linha=1714 | nome=Karen | acao=escreveu o relatorio | valor=6542
linha=1715 | nome=Joao | acao=comparou as metricas | valor=6120
linha=1716 | nome=Otavio | acao=escreveu o relatorio | valor=9481
linha=1717 | nome=Vitor | acao=executou o benchmark | valor=7411
linha=1718 | nome=Paulo | acao=comparou as metricas | valor=2432
linha=1719 | nome=Renata | acao=estudou computacao | valor=5947
linha=1720 | nome=Lucas | acao=escreveu o relatorio | valor=6719
linha=1721 | nome=Carlos | acao=participou da aula | valor=6276
linha=1722 | nome=Eduarda | acao=executou o benchmark | valor=8266
linha=1723 | nome=Lucas | acao=participou da aula | valor=2733
linha=1724 | nome=Helena | acao=fez um experimento | valor=2469
linha=1725 | nome=Felipe | acao=escreveu o relatorio | valor=5587
linha=1726 | nome=Bruno | acao=fez um experimento | valor=9949
linha=1727 | nome=Karen | acao=comparou as metricas | valor=7202
linha=1728 | nome=Renata | acao=analisou os resultados | valor=7092
linha=1729 | nome=Sofia | acao=executou o benchmark | valor=7382
linha=1730 | nome=Tiago | acao=comparou as metricas | valor=8139
linha=1731 | nome=Felipe | acao=executou o benchmark | valor=8046
linha=1732 | nome=Otavio | acao=otimizou o algoritmo | valor=1498
linha=1733 | nome=Renata | acao=executou o benchmark | valor=2641
linha=1734 | nome=Eduarda | acao=fez um experimento | valor=3208
linha=1735 | nome=Tiago | acao=escreveu o relatorio | valor=5834
linha=1736 | nome=Felipe | acao=fez um experimento | valor=1644
linha=1737 | nome=Felipe | acao=analisou os resultados | valor=8563
linha=1738 | nome=Daniela | acao=otimizou o algoritmo | valor=3944
linha=1739 | nome=Gabriela | acao=comparou as metricas | valor=6143
linha=1740 | nome=Gabriela | acao=estudou computacao | valor=4044
linha=1741 | nome=Helena | acao=participou da aula | valor=9881
linha=1742 | nome=Helena | acao=analisou os resultados | valor=7757
linha=1743 | nome=Vitor | acao=participou da aula | valor=8720
linha=1744 | nome=Renata | acao=escreveu o relatorio | valor=7886
linha=1745 | nome=Otavio | acao=fez um experimento | valor=6393
linha=1746 | nome=Sofia | acao=comparou as metricas | valor=9688
linha=1747 | nome=Otavio | acao=analisou os resultados | valor=7013
linha=1748 | nome=Karen | acao=fez um experimento | valor=9517
linha=1749 | nome=Paulo | acao=estudou computacao | valor=4829
linha=1750 | nome=Natalia | acao=executou o benchmark | valor=6593
linha=1751 | nome=Lucas | acao=comparou as metricas | valor=2027
linha=1752 | nome=Helena | acao=comparou as metricas | valor=4085
linha=1753 | nome=Eduarda | acao=otimizou o algoritmo | valor=8369
linha=1754 | nome=Gabriela | acao=estudou computacao | valor=2564
linha=1755 | nome=Bruno | acao=comparou as metricas | valor=6000
linha=1756 | nome=Mariana | acao=fez um experimento | valor=4812
linha=1757 | nome=Ana | acao=escreveu o relatorio | valor=1007
linha=1758 | nome=Otavio | acao=executou o benchmark | valor=3601
linha=1759 | nome=Natalia | acao=participou da aula | valor=1395
linha=1760 | nome=Felipe | acao=fez um experimento | valor=3673
linha=1761 | nome=Ana | acao=fez um experimento | valor=2909
linha=1762 | nome=Mariana | acao=comparou as metricas | valor=9400
linha=1763 | nome=Helena | acao=escreveu o relatorio | valor=3976
linha=1764 | nome=Vitor | acao=otimizou o algoritmo | valor=8665
linha=1765 | nome=Tiago | acao=executou o benchmark | valor=8561
linha=1766 | nome=Paulo | acao=participou da aula | valor=8279
linha=1767 | nome=Igor | acao=otimizou o algoritmo | valor=2834
linha=1768 | nome=Daniela | acao=participou da aula | valor=1802
linha=1769 | nome=Renata | acao=comparou as metricas | valor=1915
linha=1770 | nome=Felipe | acao=fez um experimento | valor=5626
linha=1771 | nome=Eduarda | acao=analisou os resultados | valor=9762
linha=1772 | nome=Sofia | acao=comparou as metricas | valor=9878
linha=1773 | nome=Gabriela | acao=escreveu o relatorio | valor=7265
linha=1774 | nome=Gabriela | acao=analisou os resultados | valor=5998
linha=1775 | nome=Daniela | acao=participou da aula | valor=5540
linha=1776 | nome=Igor | acao=otimizou o algoritmo | valor=7365
linha=1777 | nome=Joao | acao=executou o benchmark | valor=6986
linha=1778 | nome=Vitor | acao=otimizou o algoritmo | valor=8000
linha=1779 | nome=Vitor | acao=comparou as metricas | valor=2394
linha=1780 | nome=Felipe | acao=participou da aula | valor=7374
linha=1781 | nome=Helena | acao=estudou computacao | valor=5689
linha=1782 | nome=Lucas | acao=analisou os resultados | valor=6592
linha=1783 | nome=Renata | acao=fez um experimento | valor=5736
linha=1784 | nome=Vitor | acao=estudou computacao | valor=1964
linha=1785 | nome=Ana | acao=participou da aula | valor=9025
linha=1786 | nome=Eduarda | acao=analisou os resultados | valor=9478
linha=1787 | nome=Ana | acao=participou da aula | valor=3703
linha=1788 | nome=Tiago | acao=escreveu o relatorio | valor=4274
linha=1789 | nome=Vitor | acao=escreveu o relatorio | valor=9768
linha=1790 | nome=Otavio | acao=comparou as metricas | valor=3750
linha=1791 | nome=Mariana | acao=comparou as metricas | valor=2330
linha=1792 | nome=Igor | acao=fez um experimento | valor=9444
linha=1793 | nome=Carlos | acao=executou o benchmark | valor=9368
linha=1794 | nome=Paulo | acao=participou da aula | valor=4387
linha=1795 | nome=Sofia | acao=analisou os resultados | valor=2675
linha=1796 | nome=Mariana | acao=fez um experimento | valor=9801
linha=1797 | nome=Karen | acao=participou da aula | valor=2089
linha=1798 | nome=Daniela | acao=executou o benchmark | valor=1024
linha=1799 | nome=Gabriela | acao=executou o benchmark | valor=4038
linha=1800 | nome=Vitor | acao=analisou os resultados | valor=5665
linha=1801 | nome=Bruno | acao=escreveu o relatorio | valor=6786
linha=1802 | nome=Mariana | acao=fez um experimento | valor=1391
linha=1803 | nome=Felipe | acao=comparou as metricas | valor=7722
linha=1804 | nome=Sofia | acao=estudou computacao | valor=6837
linha=1805 | nome=Natalia | acao=executou o benchmark | valor=7203
linha=1806 | nome=Otavio | acao=participou da aula | valor=2872
linha=1807 | nome=Felipe | acao=analisou os resultados | valor=3062
linha=1808 | nome=Otavio | acao=participou da aula | valor=4957
linha=1809 | nome=Joao | acao=estudou computacao | valor=5773
linha=1810 | nome=Sofia | acao=executou o benchmark | valor=4827
linha=1811 | nome=Ana | acao=estudou computacao | valor=6223
linha=1812 | nome=Vitor | acao=fez um experimento | valor=1902
linha=1813 | nome=Helena | acao=estudou computacao | valor=2160
linha=1814 | nome=Karen | acao=otimizou o algoritmo | valor=5469
linha=1815 | nome=Karen | acao=escreveu o relatorio | valor=4160
linha=1816 | nome=Karen | acao=analisou os resultados | valor=9932
linha=1817 | nome=Otavio | acao=otimizou o algoritmo | valor=8226
linha=1818 | nome=Sofia | acao=executou o benchmark | valor=2853
linha=1819 | nome=Carlos | acao=escreveu o relatorio | valor=7253
linha=1820 | nome=Ana | acao=escreveu o relatorio | valor=7176
linha=1821 | nome=Tiago | acao=comparou as metricas | valor=5078
linha=1822 | nome=Gabriela | acao=executou o benchmark | valor=4590
linha=1823 | nome=Otavio | acao=estudou computacao | valor=2636
linha=1824 | nome=Igor | acao=otimizou o algoritmo | valor=4876
linha=1825 | nome=Felipe | acao=participou da aula | valor=7863
linha=1826 | nome=Joao | acao=executou o benchmark | valor=9222
linha=1827 | nome=Karen | acao=otimizou o algoritmo | valor=6041
linha=1828 | nome=Igor | acao=analisou os resultados | valor=6241
linha=1829 | nome=Daniela | acao=otimizou o algoritmo | valor=1127
linha=1830 | nome=Felipe | acao=estudou computacao | valor=3364
linha=1831 | nome=Natalia | acao=comparou as metricas | valor=5971
linha=1832 | nome=Igor | acao=otimizou o algoritmo | valor=1354
linha=1833 | nome=Otavio | acao=otimizou o algoritmo | valor=1800
linha=1834 | nome=Bruno | acao=escreveu o relatorio | valor=6831
linha=1835 | nome=Ana | acao=estudou computacao | valor=4016
linha=1836 | nome=Felipe | acao=executou o benchmark | valor=2898
linha=1837 | nome=Igor | acao=estudou computacao | valor=2309
linha=1838 | nome=Tiago | acao=analisou os resultados | valor=2386
linha=1839 | nome=Helena | acao=estudou computacao | valor=4322
linha=1840 | nome=Helena | acao=executou o benchmark | valor=5818
linha=1841 | nome=Tiago | acao=fez um experimento | valor=4222
linha=1842 | nome=Bruno | acao=analisou os resultados | valor=4916
linha=1843 | nome=Otavio | acao=estudou computacao | valor=5996
linha=1844 | nome=Natalia | acao=fez um experimento | valor=1574
linha=1845 | nome=Tiago | acao=analisou os resultados | valor=5022
linha=1846 | nome=Sofia | acao=executou o benchmark | valor=8356
linha=1847 | nome=Igor | acao=fez um experimento | valor=6749
linha=1848 | nome=Karen | acao=executou o benchmark | valor=5997
linha=1849 | nome=Felipe | acao=estudou computacao | valor=5443
linha=1850 | nome=Natalia | acao=participou da aula | valor=3946
linha=1851 | nome=Helena | acao=otimizou o algoritmo | valor=2503
linha=1852 | nome=Felipe | acao=escreveu o relatorio | valor=8848
linha=1853 | nome=Lucas | acao=comparou as metricas | valor=7425
linha=1854 | nome=Igor | acao=fez um experimento | valor=9714
linha=1855 | nome=Mariana | acao=participou da aula | valor=8579
linha=1856 | nome=Daniela | acao=estudou computacao | valor=5096
linha=1857 | nome=Joao | acao=escreveu o relatorio | valor=7058
linha=1858 | nome=Gabriela | acao=fez um experimento | valor=2351
linha=1859 | nome=Carlos | acao=participou da aula | valor=3611
linha=1860 | nome=Mariana | acao=fez um experimento | valor=8318
linha=1861 | nome=Mariana | acao=fez um experimento | valor=9205
linha=1862 | nome=Paulo | acao=participou da aula | valor=4205
linha=1863 | nome=Vitor | acao=estudou computacao | valor=4084
linha=1864 | nome=Joao | acao=otimizou o algoritmo | valor=8698
linha=1865 | nome=Helena | acao=comparou as metricas | valor=8566
linha=1866 | nome=Mariana | acao=fez um experimento | valor=4325
linha=1867 | nome=Felipe | acao=escreveu o relatorio | valor=9471
linha=1868 | nome=Igor | acao=analisou os resultados | valor=2525
linha=1869 | nome=Tiago | acao=executou o benchmark | valor=9375
linha=1870 | nome=Joao | acao=participou da aula | valor=8305
linha=1871 | nome=Tiago | acao=comparou as metricas | valor=7618
linha=1872 | nome=Igor | acao=escreveu o relatorio | valor=5978
linha=1873 | nome=Renata | acao=escreveu o relatorio | valor=2720
linha=1874 | nome=Ana | acao=comparou as metricas | valor=3659
linha=1875 | nome=Joao | acao=fez um experimento | valor=1984
linha=1876 | nome=Joao | acao=analisou os resultados | valor=6168
linha=1877 | nome=Eduarda | acao=executou o benchmark | valor=3085
linha=1878 | nome=Gabriela | acao=otimizou o algoritmo | valor=8088
linha=1879 | nome=Tiago | acao=otimizou o algoritmo | valor=8480
linha=1880 | nome=Lucas | acao=escreveu o relatorio | valor=3584
linha=1881 | nome=Tiago | acao=escreveu o relatorio | valor=6808
linha=1882 | nome=Felipe | acao=participou da aula | valor=9711
linha=1883 | nome=Joao | acao=comparou as metricas | valor=7175
linha=1884 | nome=Karen | acao=estudou computacao | valor=3532
linha=1885 | nome=Carlos | acao=executou o benchmark | valor=3379
linha=1886 | nome=Bruno | acao=otimizou o algoritmo | valor=1425
linha=1887 | nome=Mariana | acao=executou o benchmark | valor=7664
linha=1888 | nome=Ana | acao=fez um experimento | valor=7750
linha=1889 | nome=Gabriela | acao=otimizou o algoritmo | valor=5419
linha=1890 | nome=Carlos | acao=executou o benchmark | valor=3072
linha=1891 | nome=Igor | acao=participou da aula | valor=8875
linha=1892 | nome=Mariana | acao=fez um experimento | valor=3709
linha=1893 | nome=Gabriela | acao=estudou computacao | valor=4037
linha=1894 | nome=Otavio | acao=analisou os resultados | valor=8397
linha=1895 | nome=Lucas | acao=comparou as metricas | valor=6634
linha=1896 | nome=Renata | acao=participou da aula | valor=8545
linha=1897 | nome=Lucas | acao=escreveu o relatorio | valor=4516
linha=1898 | nome=Felipe | acao=analisou os resultados | valor=7266
linha=1899 | nome=Renata | acao=escreveu o relatorio | valor=1766
linha=1900 | nome=Joao | acao=participou da aula | valor=4056
linha=1901 | nome=Felipe | acao=participou da aula | valor=6016
linha=1902 | nome=Joao | acao=otimizou o algoritmo | valor=4615
linha=1903 | nome=Gabriela | acao=participou da aula | valor=2947
linha=1904 | nome=Mariana | acao=analisou os resultados | valor=8648
linha=1905 | nome=Carlos | acao=otimizou o algoritmo | valor=1799
linha=1906 | nome=Joao | acao=otimizou o algoritmo | valor=9908
linha=1907 | nome=Daniela | acao=analisou os resultados | valor=6747
linha=1908 | nome=Tiago | acao=comparou as metricas | valor=4496
linha=1909 | nome=Otavio | acao=otimizou o algoritmo | valor=1369
linha=1910 | nome=Mariana | acao=fez um experimento | valor=5673
linha=1911 | nome=Tiago | acao=otimizou o algoritmo | valor=7038
linha=1912 | nome=Otavio | acao=fez um experimento | valor=4112
linha=1913 | nome=Mariana | acao=participou da aula | valor=3639
linha=1914 | nome=Joao | acao=fez um experimento | valor=3817
linha=1915 | nome=Tiago | acao=comparou as metricas | valor=5058
linha=1916 | nome=Daniela | acao=analisou os resultados | valor=2757
linha=1917 | nome=Karen | acao=comparou as metricas | valor=9117
linha=1918 | nome=Vitor | acao=comparou as metricas | valor=2126
linha=1919 | nome=Carlos | acao=otimizou o algoritmo | valor=7957
linha=1920 | nome=Ana | acao=comparou as metricas | valor=6315
linha=1921 | nome=Mariana | acao=executou o benchmark | valor=9937
linha=1922 | nome=Felipe | acao=comparou as metricas | valor=7912
linha=1923 | nome=Paulo | acao=executou o benchmark | valor=7674
