linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=1671 | nome=Carlos | acao=comparou as metricas | valor=2061
linha=1672 | nome=Ana | acao=executou o benchmark | valor=5204
linha=1673 | nome=Karen | acao=otimizou o algoritmo | valor=2487
linha=1674 | nome=Otavio | acao=comparou as metricas | valor=7927
linha=1675 | nome=Sofia | acao=analisou os resultados | valor=8672
linha=1676 | nome=Lucas | acao=otimizou o algoritmo | valor=2839
linha=1677 | nome=Helena | acao=escreveu o relatorio | valor=3380
linha=1678 | nome=Gabriela | acao=executou o benchmark | valor=5031
linha=1679 | nome=Helena | acao=participou da aula | valor=9931
linha=1680 | nome=Sofia | acao=analisou os resultados | valor=1127
linha=1681 | nome=Bruno | acao=estudou computacao | valor=1602
linha=1682 | nome=Karen | acao=otimizou o algoritmo | valor=4166
linha=1683 | nome=Paulo | acao=executou o benchmark | valor=8791
linha=1684 | nome=Vitor | acao=escreveu o relatorio | valor=7661
linha=1685 | nome=Daniela | acao=otimizou o algoritmo | valor=5958
linha=1686 | nome=Otavio | acao=participou da aula | valor=8433
linha=1687 | nome=Eduarda | acao=executou o benchmark | valor=8630
linha=1688 | nome=Karen | acao=participou da aula | valor=4594
linha=1689 | nome=Tiago | acao=estudou computacao | valor=1541
linha=1690 | nome=Otavio | acao=estudou computacao | valor=6778
linha=1691 | nome=Gabriela | acao=otimizou o algoritmo | valor=9682
linha=1692 | nome=Igor | acao=participou da aula | valor=4857
linha=1693 | nome=Igor | acao=analisou os resultados | valor=5232
linha=1694 | nome=Tiago | acao=executou o benchmark | valor=1767
linha=1695 | nome=Karen | acao=escreveu o relatorio | valor=5498
linha=1696 | nome=Vitor | acao=comparou as metricas | valor=9643
linha=1697 | nome=Carlos | acao=executou o benchmark | valor=5316
linha=1698 | nome=Sofia | acao=analisou os resultados | valor=3395
linha=1699 | nome=Igor | acao=otimizou o algoritmo | valor=6954
linha=1700 | nome=Felipe | acao=fez um experimento | valor=3546
linha=1701 | nome=Paulo | acao=analisou os resultados | valor=2812
linha=1702 | nome=Lucas | acao=fez um experimento | valor=2017
linha=1703 | nome=Eduarda | acao=estudou computacao | valor=4574
linha=1704 | nome=Joao | acao=escreveu o relatorio | valor=1901
linha=1705 | nome=Helena | acao=estudou computacao | valor=1013
linha=1706 | nome=Sofia | acao=estudou computacao | valor=4288
linha=1707 | nome=Gabriela | acao=comparou as metricas | valor=5146
linha=1708 | nome=Mariana | acao=participou da aula | valor=2843
linha=1709 | nome=Igor | acao=otimizou o algoritmo | valor=1277
linha=1710 | nome=Daniela | acao=otimizou o algoritmo | valor=4681
linha=1711 | nome=Lucas | acao=estudou computacao | valor=5201
linha=1712 | nome=Daniela | acao=fez um experimento | valor=2604
linha=1713 | nome=Otavio | acao=comparou as metricas | valor=3873
linha=1714 | nome=Tiago | acao=analisou os resultados | valor=2683
linha=1715 | nome=Sofia | acao=participou da aula | valor=4320
linha=1716 | nome=Joao | acao=estudou computacao | valor=1657
linha=1717 | nome=Bruno | acao=analisou os resultados | valor=8642
linha=1718 | nome=Joao | acao=otimizou o algoritmo | valor=4648
linha=1719 | nome=Igor | acao=analisou os resultados | valor=5766
linha=1720 | nome=Daniela | acao=participou da aula | valor=8724
linha=1721 | nome=Eduarda | acao=comparou as metricas | valor=6355
linha=1722 | nome=Gabriela | acao=escreveu o relatorio | valor=8786
linha=1723 | nome=Felipe | acao=otimizou o algoritmo | valor=6354
linha=1724 | nome=Eduarda | acao=analisou os resultados | valor=4187
linha=1725 | nome=Felipe | acao=fez um experimento | valor=3609
linha=1726 | nome=Felipe | acao=executou o benchmark | valor=4278
linha=1727 | nome=Ana | acao=estudou computacao | valor=5720
linha=1728 | nome=Ana | acao=fez um experimento | valor=4119
linha=1729 | nome=Felipe | acao=comparou as metricas | valor=2591
linha=1730 | nome=Ana | acao=fez um experimento | valor=1114
linha=1731 | nome=Natalia | acao=escreveu o relatorio | valor=4977
linha=1732 | nome=Renata | acao=estudou computacao | valor=3385
linha=1733 | nome=Carlos | acao=executou o benchmark | valor=2996
linha=1734 | nome=Paulo | acao=comparou as metricas | valor=8441
linha=1735 | nome=Mariana | acao=estudou computacao | valor=5966
linha=1736 | nome=Helena | acao=analisou os resultados | valor=7697
linha=1737 | nome=Renata | acao=executou o benchmark | valor=1609
linha=1738 | nome=Joao | acao=analisou os resultados | valor=3350
linha=1739 | nome=Gabriela | acao=escreveu o relatorio | valor=5734
linha=1740 | nome=Eduarda | acao=comparou as metricas | valor=8504
linha=1741 | nome=Natalia | acao=estudou computacao | valor=1166
linha=1742 | nome=Helena | acao=participou da aula | valor=6459
linha=1743 | nome=Joao | acao=estudou computacao | valor=9343
linha=1744 | nome=Gabriela | acao=escreveu o relatorio | valor=8865
linha=1745 | nome=Ana | acao=comparou as metricas | valor=6675
linha=1746 | nome=Eduarda | acao=fez um experimento | valor=4019
linha=1747 | nome=Natalia | acao=comparou as metricas | valor=1197
linha=1748 | nome=Mariana | acao=executou o benchmark | valor=5993
linha=1749 | nome=Gabriela | acao=analisou os resultados | valor=3532
linha=1750 | nome=Ana | acao=participou da aula | valor=4468
linha=1751 | nome=Helena | acao=executou o benchmark | valor=3610
linha=1752 | nome=Daniela | acao=estudou computacao | valor=3321
linha=1753 | nome=Daniela | acao=participou da aula | valor=7945
linha=1754 | nome=Eduarda | acao=analisou os resultados | valor=1498
linha=1755 | nome=Ana | acao=comparou as metricas | valor=6450
linha=1756 | nome=Vitor | acao=participou da aula | valor=1667
linha=1757 | nome=Joao | acao=otimizou o algoritmo | valor=1655
linha=1758 | nome=Daniela | acao=escreveu o relatorio | valor=8058
linha=1759 | nome=Renata | acao=executou o benchmark | valor=7881
linha=1760 | nome=Felipe | acao=estudou computacao | valor=2085
linha=1761 | nome=Ana | acao=fez um experimento | valor=6705
linha=1762 | nome=Vitor | acao=participou da aula | valor=3706
linha=1763 | nome=Helena | acao=otimizou o algoritmo | valor=3090
linha=1764 | nome=Felipe | acao=analisou os resultados | valor=9275
linha=1765 | nome=Paulo | acao=comparou as metricas | valor=8835
linha=1766 | nome=Paulo | acao=executou o benchmark | valor=9797
linha=1767 | nome=Bruno | acao=participou da aula | valor=5665
linha=1768 | nome=Sofia | acao=escreveu o relatorio | valor=1716
linha=1769 | nome=Paulo | acao=participou da aula | valor=3399
linha=1770 | nome=Ana | acao=fez um experimento | valor=1008
linha=1771 | nome=Bruno | acao=fez um experimento | valor=7953
linha=1772 | nome=Tiago | acao=otimizou o algoritmo | valor=3946
linha=1773 | nome=Mariana | acao=estudou computacao | valor=1185
linha=1774 | nome=Felipe | acao=analisou os resultados | valor=4092
linha=1775 | nome=Lucas | acao=analisou os resultados | valor=1152
linha=1776 | nome=Natalia | acao=estudou computacao | valor=9102
linha=1777 | nome=Natalia | acao=analisou os resultados | valor=1246
linha=1778 | nome=Mariana | acao=estudou computacao | valor=2407
linha=1779 | nome=Helena | acao=participou da aula | valor=4687
linha=1780 | nome=Tiago | acao=participou da aula | valor=3816
linha=1781 | nome=Joao | acao=estudou computacao | valor=3707
linha=1782 | nome=Vitor | acao=participou da aula | valor=4148
linha=1783 | nome=Otavio | acao=participou da aula | valor=5422
linha=1784 | nome=Joao | acao=participou da aula | valor=9312
linha=1785 | nome=Igor | acao=fez um experimento | valor=4936
linha=1786 | nome=Bruno | acao=analisou os resultados | valor=6739
linha=1787 | nome=Ana | acao=fez um experimento | valor=8069
linha=1788 | nome=Helena | acao=participou da aula | valor=8676
linha=1789 | nome=Bruno | acao=otimizou o algoritmo | valor=9732
linha=1790 | nome=Helena | acao=estudou computacao | valor=8446
linha=1791 | nome=Bruno | acao=otimizou o algoritmo | valor=6927
linha=1792 | nome=Joao | acao=comparou as metricas | valor=5086
linha=1793 | nome=Otavio | acao=fez um experimento | valor=8243
linha=1794 | nome=Mariana | acao=analisou os resultados | valor=3533
linha=1795 | nome=Helena | acao=executou o benchmark | valor=6531
linha=1796 | nome=Gabriela | acao=estudou computacao | valor=3494
linha=1797 | nome=Renata | acao=analisou os resultados | valor=7257
linha=1798 | nome=Lucas | acao=participou da aula | valor=8992
linha=1799 | nome=Karen | acao=executou o benchmark | valor=5716
linha=1800 | nome=Igor | acao=participou da aula | valor=4601
linha=1801 | nome=Sofia | acao=estudou computacao | valor=2135
linha=1802 | nome=Karen | acao=executou o benchmark | valor=5480
linha=1803 | nome=Otavio | acao=executou o benchmark | valor=6739
linha=1804 | nome=Felipe | acao=analisou os resultados | valor=6454
linha=1805 | nome=Carlos | acao=analisou os resultados | valor=3956
linha=1806 | nome=Daniela | acao=escreveu o relatorio | valor=6685
linha=1807 | nome=Igor | acao=executou o benchmark | valor=5607
linha=1808 | nome=Tiago | acao=analisou os resultados | valor=4773
linha=1809 | nome=Renata | acao=escreveu o relatorio | valor=4562
linha=1810 | nome=Helena | acao=comparou as metricas | valor=6221
linha=1811 | nome=Bruno | acao=analisou os resultados | valor=4954
linha=1812 | nome=Renata | acao=otimizou o algoritmo | valor=1397
linha=1813 | nome=Carlos | acao=fez um experimento | valor=6784
linha=1814 | nome=Paulo | acao=comparou as metricas | valor=5413
linha=1815 | nome=Otavio | acao=fez um experimento | valor=4517
linha=1816 | nome=Helena | acao=executou o benchmark | valor=6883
linha=1817 | nome=Daniela | acao=escreveu o relatorio | valor=3472
linha=1818 | nome=Bruno | acao=estudou computacao | valor=9524
linha=1819 | nome=Karen | acao=estudou computacao | valor=2948
linha=1820 | nome=Daniela | acao=comparou as metricas | valor=9952
linha=1821 | nome=Eduarda | acao=fez um experimento | valor=5024
linha=1822 | nome=Mariana | acao=analisou os resultados | valor=4297
linha=1823 | nome=Daniela | acao=escreveu o relatorio | valor=3530
linha=1824 | nome=Helena | acao=analisou os resultados | valor=7273
linha=1825 | nome=Natalia | acao=executou o benchmark | valor=3215
linha=1826 | nome=Bruno | acao=participou da aula | valor=5414
linha=1827 | nome=Bruno | acao=escreveu o relatorio | valor=8408
linha=1828 | nome=Helena | acao=executou o benchmark | valor=3361
linha=1829 | nome=Helena | acao=comparou as metricas | valor=8677
linha=1830 | nome=Natalia | acao=otimizou o algoritmo | valor=2093
linha=1831 | nome=Daniela | acao=comparou as metricas | valor=8256
linha=1832 | nome=Karen | acao=participou da aula | valor=4633
linha=1833 | nome=Carlos | acao=participou da aula | valor=4999
linha=1834 | nome=Carlos | acao=fez um experimento | valor=2007
linha=1835 | nome=Daniela | acao=analisou os resultados | valor=6824
linha=1836 | nome=Paulo | acao=estudou computacao | valor=4833
linha=1837 | nome=Tiago | acao=executou o benchmark | valor=5997
linha=1838 | nome=Bruno | acao=analisou os resultados | valor=8212
linha=1839 | nome=Vitor | acao=escreveu o relatorio | valor=6620
linha=1840 | nome=Joao | acao=participou da aula | valor=8055
linha=1841 | nome=Renata | acao=analisou os resultados | valor=7170
linha=1842 | nome=Felipe | acao=executou o benchmark | valor=5509
linha=1843 | nome=Mariana | acao=executou o benchmark | valor=2257
linha=1844 | nome=Gabriela | acao=otimizou o algoritmo | valor=7486
linha=1845 | nome=Sofia | acao=fez um experimento | valor=1881
linha=1846 | nome=Eduarda | acao=escreveu o relatorio | valor=6369
linha=1847 | nome=Eduarda | acao=executou o benchmark | valor=1611
linha=1848 | nome=Igor | acao=otimizou o algoritmo | valor=7161
linha=1849 | nome=Felipe | acao=participou da aula | valor=6888
linha=1850 | nome=Felipe | acao=escreveu o relatorio | valor=6000
linha=1851 | nome=Vitor | acao=estudou computacao | valor=9993
linha=1852 | nome=Eduarda | acao=participou da aula | valor=1693
linha=1853 | nome=Vitor | acao=escreveu o relatorio | valor=4343
linha=1854 | nome=Felipe | acao=executou o benchmark | valor=7840
linha=1855 | nome=Tiago | acao=executou o benchmark | valor=3750
linha=1856 | nome=Lucas | acao=fez um experimento | valor=4404
linha=1857 | nome=Tiago | acao=estudou computacao | valor=3242
linha=1858 | nome=Lucas | acao=executou o benchmark | valor=2884
linha=1859 | nome=Carlos | acao=fez um experimento | valor=3912
linha=1860 | nome=Bruno | acao=executou o benchmark | valor=1037
linha=1861 | nome=Daniela | acao=executou o benchmark | valor=3976
linha=1862 | nome=Paulo | acao=analisou os resultados | valor=1933
linha=1863 | nome=Vitor | acao=executou o benchmark | valor=8298
linha=1864 | nome=Helena | acao=otimizou o algoritmo | valor=2259
linha=1865 | nome=Ana | acao=executou o benchmark | valor=1111
linha=1866 | nome=Paulo | acao=estudou computacao | valor=8009
linha=1867 | nome=Vitor | acao=otimizou o algoritmo | valor=5039
linha=1868 | nome=Vitor | acao=estudou computacao | valor=2592
linha=1869 | nome=Daniela | acao=fez um experimento | valor=4948
linha=1870 | nome=Karen | acao=executou o benchmark | valor=9230
linha=1871 | nome=Gabriela | acao=participou da aula | valor=3698
linha=1872 | nome=Lucas | acao=otimizou o algoritmo | valor=3341
linha=1873 | nome=Gabriela | acao=analisou os resultados | valor=7958
linha=1874 | nome=Joao | acao=escreveu o relatorio | valor=6955
linha=1875 | nome=Joao | acao=fez um experimento | valor=3761
linha=1876 | nome=Mariana | acao=executou o benchmark | valor=8678
linha=1877 | nome=Otavio | acao=fez um experimento | valor=7055
linha=1878 | nome=Helena | acao=otimizou o algoritmo | valor=8694
linha=1879 | nome=Otavio | acao=executou o benchmark | valor=7439
linha=1880 | nome=Paulo | acao=participou da aula | valor=7054
linha=1881 | nome=Renata | acao=analisou os resultados | valor=6660
linha=1882 | nome=Mariana | acao=executou o benchmark | valor=2330
linha=1883 | nome=Paulo | acao=comparou as metricas | valor=6387
linha=1884 | nome=Daniela | acao=participou da aula | valor=6423
linha=1885 | nome=Renata | acao=executou o benchmark | valor=6536
linha=1886 | nome=Gabriela | acao=participou da aula | valor=9809
linha=1887 | nome=Eduarda | acao=executou o benchmark | valor=5947
linha=1888 | nome=Paulo | acao=fez um experimento | valor=2242
linha=1889 | nome=Daniela | acao=executou o benchmark | valor=4507
linha=1890 | nome=Otavio | acao=analisou os resultados | valor=8815
linha=1891 | nome=Paulo | acao=otimizou o algoritmo | valor=5211
linha=1892 | nome=Otavio | acao=escreveu o relatorio | valor=8980
linha=1893 | nome=Helena | acao=estudou computacao | valor=3271
linha=1894 | nome=Daniela | acao=analisou os resultados | valor=3706
linha=1895 | nome=Joao | acao=otimizou o algoritmo | valor=8191
linha=1896 | nome=Felipe | acao=executou o benchmark | valor=7250
linha=1897 | nome=Daniela | acao=executou o benchmark | valor=4800
linha=1898 | nome=Felipe | acao=fez um experimento | valor=7972
linha=1899 | nome=Ana | acao=comparou as metricas | valor=2544
linha=1900 | nome=Felipe | acao=escreveu o relatorio | valor=5009
linha=1901 | nome=Mariana | acao=fez um experimento | valor=5215
linha=1902 | nome=Mariana | acao=comparou as metricas | valor=8508
linha=1903 | nome=Otavio | acao=executou o benchmark | valor=6235
linha=1904 | nome=Helena | acao=comparou as metricas | valor=3996
linha=1905 | nome=Daniela | acao=otimizou o algoritmo | valor=3467
linha=1906 | nome=Sofia | acao=otimizou o algoritmo | valor=7733
linha=1907 | nome=Carlos | acao=escreveu o relatorio | valor=3710
linha=1908 | nome=Joao | acao=fez um experimento | valor=4632
linha=1909 | nome=Eduarda | acao=estudou computacao | valor=7212
linha=1910 | nome=Natalia | acao=executou o benchmark | valor=8391
linha=1911 | nome=Gabriela | acao=estudou computacao | valor=9566
linha=1912 | nome=Bruno | acao=participou da aula | valor=9579
linha=1913 | nome=Igor | acao=comparou as metricas | valor=2269
linha=1914 | nome=Bruno | acao=executou o benchmark | valor=6475
linha=1915 | nome=Otavio | acao=otimizou o algoritmo | valor=6962
linha=1916 | nome=Felipe | acao=escreveu o relatorio | valor=5538
linha=1917 | nome=Vitor | acao=fez um experimento | valor=6588
linha=1918 | nome=Paulo | acao=otimizou o algoritmo | valor=1075
linha=1919 | nome=Ana | acao=participou da aula | valor=8366
linha=1920 | nome=Tiago | acao=comparou as metricas | valor=6632
linha=1921 | nome=Carlos | acao=comparou as metricas | valor=8033
linha=1922 | nome=Helena | acao=fez um experimento | valor=7926
linha=1923 | nome=Renata | acao=fez um experimento | valor=9668
linha=1924 | nome=Carlos | acao=estudou computacao | valor=7194
