linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=1842 | nome=Felipe | acao=estudou computacao | valor=7914
linha=1843 | nome=Carlos | acao=executou o benchmark | valor=4880
linha=1844 | nome=Ana | acao=participou da aula | valor=4820
linha=1845 | nome=Felipe | acao=estudou computacao | valor=4967
linha=1846 | nome=Paulo | acao=fez um experimento | valor=8265
linha=1847 | nome=Karen | acao=participou da aula | valor=3464
linha=1848 | nome=Bruno | acao=comparou as metricas | valor=1397
linha=1849 | nome=Daniela | acao=otimizou o algoritmo | valor=8862
linha=1850 | nome=Carlos | acao=participou da aula | valor=4151
linha=1851 | nome=Eduarda | acao=comparou as metricas | valor=3115
linha=1852 | nome=Felipe | acao=comparou as metricas | valor=5354
linha=1853 | nome=Carlos | acao=fez um experimento | valor=1582
linha=1854 | nome=Bruno | acao=estudou computacao | valor=2218
linha=1855 | nome=Felipe | acao=fez um experimento | valor=4639
linha=1856 | nome=Vitor | acao=otimizou o algoritmo | valor=7210
linha=1857 | nome=Paulo | acao=participou da aula | valor=5702
linha=1858 | nome=Eduarda | acao=otimizou o algoritmo | valor=5882
linha=1859 | nome=Joao | acao=comparou as metricas | valor=4009
linha=1860 | nome=Mariana | acao=analisou os resultados | valor=7768
linha=1861 | nome=Bruno | acao=otimizou o algoritmo | valor=3034
linha=1862 | nome=Joao | acao=executou o benchmark | valor=3517
linha=1863 | nome=Paulo | acao=estudou computacao | valor=7565
linha=1864 | nome=Eduarda | acao=otimizou o algoritmo | valor=4737
linha=1865 | nome=Renata | acao=otimizou o algoritmo | valor=2629
linha=1866 | nome=Felipe | acao=otimizou o algoritmo | valor=9826
linha=1867 | nome=Carlos | acao=analisou os resultados | valor=4824
linha=1868 | nome=Bruno | acao=comparou as metricas | valor=1761
linha=1869 | nome=Eduarda | acao=analisou os resultados | valor=9701
linha=1870 | nome=Gabriela | acao=escreveu o relatorio | valor=5760
linha=1871 | nome=Carlos | acao=comparou as metricas | valor=1619
linha=1872 | nome=Daniela | acao=escreveu o relatorio | valor=9475
linha=1873 | nome=Bruno | acao=executou o benchmark | valor=5907
linha=1874 | nome=Sofia | acao=estudou computacao | valor=8190
linha=1875 | nome=Ana | acao=participou da aula | valor=3147
linha=1876 | nome=Vitor | acao=comparou as metricas | valor=3356
linha=1877 | nome=Otavio | acao=otimizou o algoritmo | valor=2038
linha=1878 | nome=Otavio | acao=analisou os resultados | valor=3801
linha=1879 | nome=Karen | acao=executou o benchmark | valor=8074
linha=1880 | nome=Daniela | acao=estudou computacao | valor=4479
linha=1881 | nome=Igor | acao=otimizou o algoritmo | valor=1322
linha=1882 | nome=Joao | acao=estudou computacao | valor=5400
linha=1883 | nome=Lucas | acao=participou da aula | valor=3499
linha=1884 | nome=Carlos | acao=otimizou o algoritmo | valor=9788
linha=1885 | nome=Natalia | acao=estudou computacao | valor=5604
linha=1886 | nome=Sofia | acao=comparou as metricas | valor=7005
linha=1887 | nome=Ana | acao=participou da aula | valor=1742
linha=1888 | nome=Igor | acao=estudou computacao | valor=1308
linha=1889 | nome=Bruno | acao=analisou os resultados | valor=5971
linha=1890 | nome=Mariana | acao=analisou os resultados | valor=1544
linha=1891 | nome=Mariana | acao=estudou computacao | valor=2931
linha=1892 | nome=Tiago | acao=estudou computacao | valor=4684
linha=1893 | nome=Lucas | acao=fez um experimento | valor=9157
linha=1894 | nome=Vitor | acao=otimizou o algoritmo | valor=4641
linha=1895 | nome=Mariana | acao=analisou os resultados | valor=2216
linha=1896 | nome=Sofia | acao=fez um experimento | valor=2655
linha=1897 | nome=Paulo | acao=executou o benchmark | valor=6244
linha=1898 | nome=Daniela | acao=participou da aula | valor=6059
linha=1899 | nome=Mariana | acao=fez um experimento | valor=3901
linha=1900 | nome=Bruno | acao=estudou computacao | valor=5702
linha=1901 | nome=Natalia | acao=participou da aula | valor=4811
linha=1902 | nome=Igor | acao=executou o benchmark | valor=8110
linha=1903 | nome=Gabriela | acao=otimizou o algoritmo | valor=2243
linha=1904 | nome=Joao | acao=escreveu o relatorio | valor=9724
linha=1905 | nome=Bruno | acao=analisou os resultados | valor=9015
linha=1906 | nome=Karen | acao=otimizou o algoritmo | valor=7088
linha=1907 | nome=Daniela | acao=fez um experimento | valor=1250
linha=1908 | nome=Daniela | acao=escreveu o relatorio | valor=7871
linha=1909 | nome=Igor | acao=comparou as metricas | valor=3702
linha=1910 | nome=Mariana | acao=analisou os resultados | valor=6653
linha=1911 | nome=Joao | acao=otimizou o algoritmo | valor=8268
linha=1912 | nome=Renata | acao=executou o benchmark | valor=5002
linha=1913 | nome=Daniela | acao=escreveu o relatorio | valor=1790
linha=1914 | nome=Sofia | acao=escreveu o relatorio | valor=6411
linha=1915 | nome=Joao | acao=escreveu o relatorio | valor=1914
linha=1916 | nome=Carlos | acao=analisou os resultados | valor=2949
linha=1917 | nome=Lucas | acao=analisou os resultados | valor=6466
linha=1918 | nome=Paulo | acao=analisou os resultados | valor=4961
linha=1919 | nome=Daniela | acao=estudou computacao | valor=3532
linha=1920 | nome=Natalia | acao=analisou os resultados | valor=6401
linha=1921 | nome=Renata | acao=participou da aula | valor=3511
linha=1922 | nome=Mariana | acao=estudou computacao | valor=5396
linha=1923 | nome=Carlos | acao=analisou os resultados | valor=4039
linha=1924 | nome=Felipe | acao=escreveu o relatorio | valor=5278
linha=1925 | nome=Vitor | acao=fez um experimento | valor=9699
linha=1926 | nome=Ana | acao=otimizou o algoritmo | valor=2495
linha=1927 | nome=Vitor | acao=estudou computacao | valor=3767
linha=1928 | nome=Felipe | acao=estudou computacao | valor=1242
linha=1929 | nome=Renata | acao=otimizou o algoritmo | valor=6493
linha=1930 | nome=Carlos | acao=escreveu o relatorio | valor=4470
linha=1931 | nome=Eduarda | acao=comparou as metricas | valor=3052
linha=1932 | nome=Helena | acao=participou da aula | valor=3200
linha=1933 | nome=Gabriela | acao=analisou os resultados | valor=5816
linha=1934 | nome=Mariana | acao=comparou as metricas | valor=6751
linha=1935 | nome=Karen | acao=fez um experimento | valor=6370
linha=1936 | nome=Eduarda | acao=analisou os resultados | valor=7459
linha=1937 | nome=Helena | acao=otimizou o algoritmo | valor=4794
linha=1938 | nome=Carlos | acao=analisou os resultados | valor=7342
linha=1939 | nome=Vitor | acao=estudou computacao | valor=2786
linha=1940 | nome=Natalia | acao=escreveu o relatorio | valor=4501
linha=1941 | nome=Joao | acao=fez um experimento | valor=9810
linha=1942 | nome=Vitor | acao=executou o benchmark | valor=1019
linha=1943 | nome=Tiago | acao=fez um experimento | valor=5317
linha=1944 | nome=Sofia | acao=executou o benchmark | valor=8792
linha=1945 | nome=Paulo | acao=analisou os resultados | valor=9023
linha=1946 | nome=Ana | acao=otimizou o algoritmo | valor=1841
linha=1947 | nome=Renata | acao=participou da aula | valor=9727
linha=1948 | nome=Sofia | acao=otimizou o algoritmo | valor=4551
linha=1949 | nome=Gabriela | acao=comparou as metricas | valor=7563
linha=1950 | nome=Felipe | acao=fez um experimento | valor=6269
linha=1951 | nome=Eduarda | acao=comparou as metricas | valor=6344
linha=1952 | nome=Bruno | acao=estudou computacao | valor=2386
linha=1953 | nome=Mariana | acao=analisou os resultados | valor=6851
linha=1954 | nome=Carlos | acao=analisou os resultados | valor=6552
linha=1955 | nome=Joao | acao=fez um experimento | valor=7202
linha=1956 | nome=Daniela | acao=executou o benchmark | valor=5573
linha=1957 | nome=Natalia | acao=otimizou o algoritmo | valor=9129
linha=1958 | nome=Bruno | acao=participou da aula | valor=2543
linha=1959 | nome=Mariana | acao=executou o benchmark | valor=1672
linha=1960 | nome=Ana | acao=comparou as metricas | valor=8408
linha=1961 | nome=Gabriela | acao=executou o benchmark | valor=4376
linha=1962 | nome=Vitor | acao=otimizou o algoritmo | valor=8979
linha=1963 | nome=Mariana | acao=participou da aula | valor=1864
linha=1964 | nome=Bruno | acao=otimizou o algoritmo | valor=3432
linha=1965 | nome=Natalia | acao=otimizou o algoritmo | valor=7781
linha=1966 | nome=Ana | acao=comparou as metricas | valor=8850
linha=1967 | nome=Felipe | acao=executou o benchmark | valor=1641
linha=1968 | nome=Igor | acao=escreveu o relatorio | valor=7407
linha=1969 | nome=Paulo | acao=fez um experimento | valor=3265
linha=1970 | nome=Eduarda | acao=escreveu o relatorio | valor=2278
linha=1971 | nome=Lucas | acao=analisou os resultados | valor=4261
linha=1972 | nome=Karen | acao=estudou computacao | valor=5366
linha=1973 | nome=Vitor | acao=analisou os resultados | valor=7301
linha=1974 | nome=Igor | acao=estudou computacao | valor=1773
linha=1975 | nome=Carlos | acao=estudou computacao | valor=7131
linha=1976 | nome=Daniela | acao=escreveu o relatorio | valor=8539
linha=1977 | nome=Gabriela | acao=escreveu o relatorio | valor=5044
linha=1978 | nome=Otavio | acao=comparou as metricas | valor=5763
linha=1979 | nome=Eduarda | acao=fez um experimento | valor=6775
linha=1980 | nome=Daniela | acao=estudou computacao | valor=8205
linha=1981 | nome=Sofia | acao=participou da aula | valor=1137
linha=1982 | nome=Daniela | acao=participou da aula | valor=3008
linha=1983 | nome=Daniela | acao=participou da aula | valor=8891
linha=1984 | nome=Paulo | acao=comparou as metricas | valor=2471
linha=1985 | nome=Renata | acao=escreveu o relatorio | valor=7196
linha=1986 | nome=Mariana | acao=analisou os resultados | valor=8044
linha=1987 | nome=Karen | acao=estudou computacao | valor=9163
linha=1988 | nome=Tiago | acao=analisou os resultados | valor=3360
linha=1989 | nome=Eduarda | acao=comparou as metricas | valor=7660
linha=1990 | nome=Natalia | acao=executou o benchmark | valor=2673
linha=1991 | nome=Ana | acao=fez um experimento | valor=8543
linha=1992 | nome=Karen | acao=analisou os resultados | valor=8541
linha=1993 | nome=Bruno | acao=executou o benchmark | valor=8055
linha=1994 | nome=Mariana | acao=executou o benchmark | valor=3841
linha=1995 | nome=Ana | acao=analisou os resultados | valor=6308
linha=1996 | nome=Eduarda | acao=analisou os resultados | valor=7720
linha=1997 | nome=Daniela | acao=fez um experimento | valor=8019
linha=1998 | nome=Felipe | acao=participou da aula | valor=7513
linha=1999 | nome=Mariana | acao=participou da aula | valor=1324
linha=2000 | nome=Otavio | acao=escreveu o relatorio | valor=5538
linha=2001 | nome=Paulo | acao=executou o benchmark | valor=1088
linha=2002 | nome=Eduarda | acao=comparou as metricas | valor=3139
linha=2003 | nome=Bruno | acao=estudou computacao | valor=3361
linha=2004 | nome=Natalia | acao=escreveu o relatorio | valor=2547
linha=2005 | nome=Natalia | acao=escreveu o relatorio | valor=4139
linha=2006 | nome=Eduarda | acao=comparou as metricas | valor=7843
linha=2007 | nome=Tiago | acao=otimizou o algoritmo | valor=6988
linha=2008 | nome=Sofia | acao=participou da aula | valor=2194
linha=2009 | nome=Eduarda | acao=comparou as metricas | valor=7089
linha=2010 | nome=Karen | acao=comparou as metricas | valor=6429
linha=2011 | nome=Natalia | acao=comparou as metricas | valor=4050
linha=2012 | nome=Tiago | acao=participou da aula | valor=7436
linha=2013 | nome=Felipe | acao=analisou os resultados | valor=8489
linha=2014 | nome=Paulo | acao=analisou os resultados | valor=4379
linha=2015 | nome=Paulo | acao=participou da aula | valor=6780
linha=2016 | nome=Ana | acao=participou da aula | valor=9638
linha=2017 | nome=Eduarda | acao=executou o benchmark | valor=3839
linha=2018 | nome=Natalia | acao=comparou as metricas | valor=9678
linha=2019 | nome=Gabriela | acao=estudou computacao | valor=5422
linha=2020 | nome=Renata | acao=participou da aula | valor=4194
linha=2021 | nome=Ana | acao=otimizou o algoritmo | valor=5099
linha=2022 | nome=Gabriela | acao=analisou os resultados | valor=5016
linha=2023 | nome=Eduarda | acao=executou o benchmark | valor=1211
linha=2024 | nome=Otavio | acao=estudou computacao | valor=2511
linha=2025 | nome=Vitor | acao=executou o benchmark | valor=6716
linha=2026 | nome=Joao | acao=executou o benchmark | valor=4350
linha=2027 | nome=Igor | acao=participou da aula | valor=5957
linha=2028 | nome=Joao | acao=otimizou o algoritmo | valor=9107
linha=2029 | nome=Tiago | acao=fez um experimento | valor=2738
linha=2030 | nome=Natalia | acao=analisou os resultados | valor=7745
linha=2031 | nome=Paulo | acao=analisou os resultados | valor=3841
linha=2032 | nome=Eduarda | acao=analisou os resultados | valor=1079
linha=2033 | nome=Daniela | acao=participou da aula | valor=6641
linha=2034 | nome=Lucas | acao=participou da aula | valor=1945
linha=2035 | nome=Paulo | acao=comparou as metricas | valor=9431
linha=2036 | nome=Joao | acao=otimizou o algoritmo | valor=1599
linha=2037 | nome=Daniela | acao=participou da aula | valor=4778
linha=2038 | nome=Tiago | acao=otimizou o algoritmo | valor=1015
linha=2039 | nome=Daniela | acao=comparou as metricas | valor=5040
linha=2040 | nome=Igor | acao=comparou as metricas | valor=4341
linha=2041 | nome=Eduarda | acao=analisou os resultados | valor=7500
linha=2042 | nome=Bruno | acao=fez um experimento | valor=1038
linha=2043 | nome=Igor | acao=analisou os resultados | valor=9057
linha=2044 | nome=Natalia | acao=otimizou o algoritmo | valor=9977
linha=2045 | nome=Natalia | acao=fez um experimento | valor=2377
linha=2046 | nome=Felipe | acao=estudou computacao | valor=7981
linha=2047 | nome=Renata | acao=executou o benchmark | valor=7117
linha=2048 | nome=Karen | acao=escreveu o relatorio | valor=6007
linha=2049 | nome=Joao | acao=fez um experimento | valor=1532
linha=2050 | nome=Gabriela | acao=analisou os resultados | valor=8402
linha=2051 | nome=Ana | acao=comparou as metricas | valor=6928
linha=2052 | nome=Bruno | acao=analisou os resultados | valor=1492
linha=2053 | nome=Helena | acao=escreveu o relatorio | valor=2399
linha=2054 | nome=Natalia | acao=participou da aula | valor=1310
linha=2055 | nome=Lucas | acao=fez um experimento | valor=5230
linha=2056 | nome=Otavio | acao=estudou computacao | valor=8597
linha=2057 | nome=Tiago | acao=comparou as metricas | valor=2106
linha=2058 | nome=Mariana | acao=escreveu o relatorio | valor=4729
linha=2059 | nome=Carlos | acao=participou da aula | valor=5120
linha=2060 | nome=Renata | acao=escreveu o relatorio | valor=1902
linha=2061 | nome=Renata | acao=escreveu o relatorio | valor=2851
linha=2062 | nome=Mariana | acao=estudou computacao | valor=2372
linha=2063 | nome=Otavio | acao=estudou computacao | valor=5056
linha=2064 | nome=Paulo | acao=comparou as metricas | valor=6583
linha=2065 | nome=Mariana | acao=comparou as metricas | valor=9288
linha=2066 | nome=Paulo | acao=fez um experimento | valor=9586
linha=2067 | nome=Sofia | acao=analisou os resultados | valor=4085
linha=2068 | nome=Vitor | acao=participou da aula | valor=9391
linha=2069 | nome=Igor | acao=comparou as metricas | valor=9273
linha=2070 | nome=Renata | acao=otimizou o algoritmo | valor=8806
linha=2071 | nome=Mariana | acao=escreveu o relatorio | valor=4315
linha=2072 | nome=Renata | acao=fez um experimento | valor=7414
linha=2073 | nome=Ana | acao=fez um experimento | valor=3313
linha=2074 | nome=Carlos | acao=executou o benchmark | valor=4320
linha=2075 | nome=Eduarda | acao=fez um experimento | valor=1190
linha=2076 | nome=Daniela | acao=fez um experimento | valor=9453
linha=2077 | nome=Paulo | acao=analisou os resultados | valor=3086
linha=2078 | nome=Sofia | acao=comparou as metricas | valor=5676
linha=2079 | nome=Eduarda | acao=comparou as metricas | valor=9317
linha=2080 | nome=Paulo | acao=escreveu o relatorio | valor=1336
linha=2081 | nome=Mariana | acao=fez um experimento | valor=3529
linha=2082 | nome=Felipe | acao=analisou os resultados | valor=7965
linha=2083 | nome=Tiago | acao=estudou computacao | valor=2741
linha=2084 | nome=Natalia | acao=estudou computacao | valor=1684
linha=2085 | nome=Paulo | acao=estudou computacao | valor=4262
linha=2086 | nome=Ana | acao=otimizou o algoritmo | valor=9731
linha=2087 | nome=Joao | acao=estudou computacao | valor=4923
linha=2088 | nome=Karen | acao=analisou os resultados | valor=5575
linha=2089 | nome=Ana | acao=fez um experimento | valor=8363
linha=2090 | nome=Karen | acao=analisou os resultados | valor=8362
linha=2091 | nome=Joao | acao=otimizou o algoritmo | valor=3092
linha=2092 | nome=Otavio | acao=executou o benchmark | valor=4365
linha=2093 | nome=Paulo | acao=fez um experimento | valor=9957
linha=2094 | nome=Daniela | acao=fez um experimento | valor=8947
