linha=1 | nome=Joao | acao=comparou as metricas | valor=7931
linha=1162 | nome=Joao | acao=otimizou o algoritmo | valor=9602
linha=1163 | nome=Vitor | acao=analisou os resultados | valor=9865
linha=1164 | nome=Bruno | acao=executou o benchmark | valor=1275
linha=1165 | nome=Daniela | acao=participou da aula | valor=3221
linha=1166 | nome=Ana | acao=comparou as metricas | valor=5472
linha=1167 | nome=Felipe | acao=escreveu o relatorio | valor=9278
linha=1168 | nome=Daniela | acao=estudou computacao | valor=9635
linha=1169 | nome=Bruno | acao=fez um experimento | valor=9306
linha=1170 | nome=Bruno | acao=otimizou o algoritmo | valor=7869
linha=1171 | nome=Mariana | acao=fez um experimento | valor=3289
linha=1172 | nome=Mariana | acao=comparou as metricas | valor=4427
linha=1173 | nome=Renata | acao=analisou os resultados | valor=4047
linha=1174 | nome=Karen | acao=fez um experimento | valor=2079
linha=1175 | nome=Paulo | acao=participou da aula | valor=3857
linha=1176 | nome=Joao | acao=executou o benchmark | valor=8195
linha=1177 | nome=Otavio | acao=comparou as metricas | valor=7585
linha=1178 | nome=Sofia | acao=participou da aula | valor=2530
linha=1179 | nome=Paulo | acao=fez um experimento | valor=5445
linha=1180 | nome=Helena | acao=participou da aula | valor=5341
linha=1181 | nome=Renata | acao=escreveu o relatorio | valor=6175
linha=1182 | nome=Lucas | acao=analisou os resultados | valor=2235
linha=1183 | nome=Bruno | acao=executou o benchmark | valor=6207
linha=1184 | nome=Helena | acao=participou da aula | valor=7482
linha=1185 | nome=Carlos | acao=fez um experimento | valor=4656
linha=1186 | nome=Joao | acao=analisou os resultados | valor=5458
linha=1187 | nome=Tiago | acao=analisou os resultados | valor=3806
linha=1188 | nome=Natalia | acao=comparou as metricas | valor=4605
linha=1189 | nome=Felipe | acao=otimizou o algoritmo | valor=7374
linha=1190 | nome=Ana | acao=comparou as metricas | valor=8753
linha=1191 | nome=Renata | acao=fez um experimento | valor=6130
linha=1192 | nome=Joao | acao=comparou as metricas | valor=2992
linha=1193 | nome=Joao | acao=escreveu o relatorio | valor=9698
linha=1194 | nome=Igor | acao=analisou os resultados | valor=3123
linha=1195 | nome=Mariana | acao=analisou os resultados | valor=1641
linha=1196 | nome=Ana | acao=participou da aula | valor=4377
linha=1197 | nome=Daniela | acao=comparou as metricas | valor=3665
linha=1198 | nome=Mariana | acao=comparou as metricas | valor=6434
linha=1199 | nome=Helena | acao=escreveu o relatorio | valor=5291
linha=1200 | nome=Eduarda | acao=analisou os resultados | valor=2976
linha=1201 | nome=Ana | acao=participou da aula | valor=5334
linha=1202 | nome=Igor | acao=comparou as metricas | valor=3153
linha=1203 | nome=Sofia | acao=otimizou o algoritmo | valor=7333
linha=1204 | nome=Lucas | acao=estudou computacao | valor=4950
linha=1205 | nome=Gabriela | acao=comparou as metricas | valor=6932
linha=1206 | nome=Natalia | acao=escreveu o relatorio | valor=6029
linha=1207 | nome=Igor | acao=comparou as metricas | valor=2251
linha=1208 | nome=Mariana | acao=comparou as metricas | valor=5644
linha=1209 | nome=Vitor | acao=participou da aula | valor=3348
linha=1210 | nome=Eduarda | acao=comparou as metricas | valor=1831
linha=1211 | nome=Tiago | acao=otimizou o algoritmo | valor=5562
linha=1212 | nome=Vitor | acao=fez um experimento | valor=7364
linha=1213 | nome=Renata | acao=fez um experimento | valor=9916
linha=1214 | nome=Tiago | acao=participou da aula | valor=8288
linha=1215 | nome=Gabriela | acao=otimizou o algoritmo | valor=4451
linha=1216 | nome=Helena | acao=fez um experimento | valor=8643
linha=1217 | nome=Gabriela | acao=otimizou o algoritmo | valor=9015
linha=1218 | nome=Ana | acao=otimizou o algoritmo | valor=2633
linha=1219 | nome=Felipe | acao=analisou os resultados | valor=6058
linha=1220 | nome=Lucas | acao=estudou computacao | valor=1055
linha=1221 | nome=Sofia | acao=escreveu o relatorio | valor=2249
linha=1222 | nome=Eduarda | acao=escreveu o relatorio | valor=5921
linha=1223 | nome=Joao | acao=participou da aula | valor=1738
linha=1224 | nome=Mariana | acao=executou o benchmark | valor=5321
linha=1225 | nome=Daniela | acao=estudou computacao | valor=2303
linha=1226 | nome=Sofia | acao=estudou computacao | valor=9904
linha=1227 | nome=Sofia | acao=executou o benchmark | valor=2737
linha=1228 | nome=Karen | acao=executou o benchmark | valor=9059
linha=1229 | nome=Mariana | acao=estudou computacao | valor=4800
linha=1230 | nome=Gabriela | acao=estudou computacao | valor=5386
linha=1231 | nome=Karen | acao=otimizou o algoritmo | valor=2817
linha=1232 | nome=Eduarda | acao=comparou as metricas | valor=5670
linha=1233 | nome=Vitor | acao=fez um experimento | valor=6072
linha=1234 | nome=Carlos | acao=fez um experimento | valor=2762
linha=1235 | nome=Paulo | acao=estudou computacao | valor=2097
linha=1236 | nome=Igor | acao=comparou as metricas | valor=2690
linha=1237 | nome=Renata | acao=fez um experimento | valor=6027
linha=1238 | nome=Lucas | acao=otimizou o algoritmo | valor=9410
linha=1239 | nome=Bruno | acao=estudou computacao | valor=7960
linha=1240 | nome=Helena | acao=participou da aula | valor=2965
linha=1241 | nome=Mariana | acao=otimizou o algoritmo | valor=4626
linha=1242 | nome=Joao | acao=estudou computacao | valor=9423
linha=1243 | nome=Tiago | acao=escreveu o relatorio | valor=6325
linha=1244 | nome=Otavio | acao=fez um experimento | valor=4117
linha=1245 | nome=Joao | acao=participou da aula | valor=9117
linha=1246 | nome=Daniela | acao=participou da aula | valor=9626
linha=1247 | nome=Renata | acao=otimizou o algoritmo | valor=6558
linha=1248 | nome=Joao | acao=otimizou o algoritmo | valor=8137
linha=1249 | nome=Otavio | acao=participou da aula | valor=2772
linha=1250 | nome=Felipe | acao=otimizou o algoritmo | valor=5289
linha=1251 | nome=Gabriela | acao=escreveu o relatorio | valor=6594
linha=1252 | nome=Helena | acao=executou o benchmark | valor=3490
linha=1253 | nome=Otavio | acao=comparou as metricas | valor=5131
linha=1254 | nome=Gabriela | acao=otimizou o algoritmo | valor=7445
linha=1255 | nome=Joao | acao=estudou computacao | valor=9117
linha=1256 | nome=Ana | acao=estudou computacao | valor=3848
linha=1257 | nome=Vitor | acao=executou o benchmark | valor=1042
linha=1258 | nome=Otavio | acao=executou o benchmark | valor=5125
linha=1259 | nome=Renata | acao=analisou os resultados | valor=9375
linha=1260 | nome=Helena | acao=escreveu o relatorio | valor=1368
linha=1261 | nome=Gabriela | acao=estudou computacao | valor=9598
linha=1262 | nome=Ana | acao=fez um experimento | valor=5208
linha=1263 | nome=Renata | acao=analisou os resultados | valor=4729
linha=1264 | nome=Otavio | acao=executou o benchmark | valor=1938
linha=1265 | nome=Paulo | acao=analisou os resultados | valor=2543
linha=1266 | nome=Eduarda | acao=estudou computacao | valor=6489
linha=1267 | nome=Eduarda | acao=participou da aula | valor=4165
linha=1268 | nome=Vitor | acao=executou o benchmark | valor=3431
linha=1269 | nome=Daniela | acao=estudou computacao | valor=1927
linha=1270 | nome=Helena | acao=otimizou o algoritmo | valor=1244
linha=1271 | nome=Gabriela | acao=executou o benchmark | valor=1912
linha=1272 | nome=Joao | acao=otimizou o algoritmo | valor=7536
linha=1273 | nome=Ana | acao=otimizou o algoritmo | valor=4379
linha=1274 | nome=Sofia | acao=estudou computacao | valor=3877
linha=1275 | nome=Gabriela | acao=analisou os resultados | valor=5999
linha=1276 | nome=Sofia | acao=fez um experimento | valor=1042
linha=1277 | nome=Joao | acao=estudou computacao | valor=6585
linha=1278 | nome=Gabriela | acao=comparou as metricas | valor=1112
linha=1279 | nome=Paulo | acao=otimizou o algoritmo | valor=9203
linha=1280 | nome=Joao | acao=executou o benchmark | valor=5695
linha=1281 | nome=Helena | acao=executou o benchmark | valor=3342
linha=1282 | nome=Otavio | acao=executou o benchmark | valor=2204
linha=1283 | nome=Mariana | acao=fez um experimento | valor=8867
linha=1284 | nome=Carlos | acao=estudou computacao | valor=3071
linha=1285 | nome=Felipe | acao=fez um experimento | valor=1179
linha=1286 | nome=Tiago | acao=participou da aula | valor=9170
linha=1287 | nome=Renata | acao=executou o benchmark | valor=6780
linha=1288 | nome=Mariana | acao=participou da aula | valor=8777
linha=1289 | nome=Otavio | acao=executou o benchmark | valor=1350
linha=1290 | nome=Lucas | acao=analisou os resultados | valor=6230
linha=1291 | nome=Daniela | acao=analisou os resultados | valor=6802
linha=1292 | nome=Eduarda | acao=escreveu o relatorio | valor=6100
linha=1293 | nome=Helena | acao=participou da aula | valor=2347
linha=1294 | nome=Renata | acao=executou o benchmark | valor=1803
linha=1295 | nome=Helena | acao=otimizou o algoritmo | valor=5727
linha=1296 | nome=Ana | acao=analisou os resultados | valor=5489
linha=1297 | nome=Tiago | acao=participou da aula | valor=8637
linha=1298 | nome=Renata | acao=executou o benchmark | valor=3300
linha=1299 | nome=Renata | acao=escreveu o relatorio | valor=2422
linha=1300 | nome=Renata | acao=analisou os resultados | valor=5474
linha=1301 | nome=Bruno | acao=estudou computacao | valor=1423
linha=1302 | nome=Paulo | acao=executou o benchmark | valor=8391
linha=1303 | nome=Bruno | acao=comparou as metricas | valor=7557
linha=1304 | nome=Renata | acao=executou o benchmark | valor=3200
linha=1305 | nome=Mariana | acao=fez um experimento | valor=5764
linha=1306 | nome=Carlos | acao=otimizou o algoritmo | valor=2225
linha=1307 | nome=Renata | acao=analisou os resultados | valor=6100
linha=1308 | nome=Natalia | acao=estudou computacao | valor=3243
linha=1309 | nome=Bruno | acao=comparou as metricas | valor=8690
linha=1310 | nome=Ana | acao=analisou os resultados | valor=2142
linha=1311 | nome=Eduarda | acao=otimizou o algoritmo | valor=9507
linha=1312 | nome=Sofia | acao=otimizou o algoritmo | valor=5271
linha=1313 | nome=Felipe | acao=comparou as metricas | valor=4892
linha=1314 | nome=Felipe | acao=analisou os resultados | valor=2191
linha=1315 | nome=Tiago | acao=escreveu o relatorio | valor=2812
linha=1316 | nome=Mariana | acao=escreveu o relatorio | valor=8974
linha=1317 | nome=Natalia | acao=executou o benchmark | valor=8080
linha=1318 | nome=Mariana | acao=participou da aula | valor=2452
linha=1319 | nome=Eduarda | acao=analisou os resultados | valor=8375
linha=1320 | nome=Ana | acao=escreveu o relatorio | valor=9489
linha=1321 | nome=Mariana | acao=escreveu o relatorio | valor=9537
linha=1322 | nome=Tiago | acao=fez um experimento | valor=3380
linha=1323 | nome=Ana | acao=participou da aula | valor=6379
linha=1324 | nome=Lucas | acao=comparou as metricas | valor=7274
linha=1325 | nome=Joao | acao=estudou computacao | valor=8779
linha=1326 | nome=Gabriela | acao=fez um experimento | valor=8018
linha=1327 | nome=Eduarda | acao=executou o benchmark | valor=7429
linha=1328 | nome=Sofia | acao=escreveu o relatorio | valor=4762
linha=1329 | nome=Joao | acao=executou o benchmark | valor=3501
linha=1330 | nome=Vitor | acao=escreveu o relatorio | valor=3237
linha=1331 | nome=Vitor | acao=estudou computacao | valor=9865
linha=1332 | nome=Renata | acao=escreveu o relatorio | valor=1140
linha=1333 | nome=Natalia | acao=estudou computacao | valor=4931
linha=1334 | nome=Otavio | acao=otimizou o algoritmo | valor=4438
linha=1335 | nome=Karen | acao=executou o benchmark | valor=1406
linha=1336 | nome=Natalia | acao=fez um experimento | valor=2841
linha=1337 | nome=Sofia | acao=executou o benchmark | valor=9767
linha=1338 | nome=Lucas | acao=executou o benchmark | valor=6379
linha=1339 | nome=Sofia | acao=estudou computacao | valor=8661
linha=1340 | nome=Natalia | acao=fez um experimento | valor=1213
linha=1341 | nome=Vitor | acao=participou da aula | valor=5125
linha=1342 | nome=Igor | acao=escreveu o relatorio | valor=6500
linha=1343 | nome=Mariana | acao=estudou computacao | valor=8725
linha=1344 | nome=Carlos | acao=otimizou o algoritmo | valor=2891
linha=1345 | nome=Mariana | acao=comparou as metricas | valor=3529
linha=1346 | nome=Gabriela | acao=executou o benchmark | valor=2793
linha=1347 | nome=Sofia | acao=estudou computacao | valor=6202
linha=1348 | nome=Eduarda | acao=comparou as metricas | valor=9954
linha=1349 | nome=Joao | acao=participou da aula | valor=1979
linha=1350 | nome=Tiago | acao=escreveu o relatorio | valor=7550
linha=1351 | nome=Bruno | acao=fez um experimento | valor=3508
linha=1352 | nome=Sofia | acao=fez um experimento | valor=7243
linha=1353 | nome=Vitor | acao=estudou computacao | valor=6852
linha=1354 | nome=Paulo | acao=participou da aula | valor=2389
linha=1355 | nome=Joao | acao=fez um experimento | valor=8637
linha=1356 | nome=Igor | acao=analisou os resultados | valor=2192
linha=1357 | nome=Joao | acao=fez um experimento | valor=9273
linha=1358 | nome=Lucas | acao=fez um experimento | valor=7573
linha=1359 | nome=Mariana | acao=estudou computacao | valor=7518
linha=1360 | nome=Sofia | acao=estudou computacao | valor=1320
linha=1361 | nome=Lucas | acao=executou o benchmark | valor=1345
linha=1362 | nome=Vitor | acao=fez um experimento | valor=4730
linha=1363 | nome=Mariana | acao=analisou os resultados | valor=1069
linha=1364 | nome=Tiago | acao=fez um experimento | valor=7403
linha=1365 | nome=Bruno | acao=analisou os resultados | valor=9037
linha=1366 | nome=Ana | acao=executou o benchmark | valor=7474
linha=1367 | nome=Lucas | acao=comparou as metricas | valor=1484
linha=1368 | nome=Lucas | acao=analisou os resultados | valor=8100
linha=1369 | nome=Carlos | acao=escreveu o relatorio | valor=5658
linha=1370 | nome=Carlos | acao=estudou computacao | valor=1880
linha=1371 | nome=Mariana | acao=otimizou o algoritmo | valor=2400
linha=1372 | nome=Karen | acao=comparou as metricas | valor=9398
linha=1373 | nome=Carlos | acao=otimizou o algoritmo | valor=5202
linha=1374 | nome=Renata | acao=executou o benchmark | valor=4681
linha=1375 | nome=Joao | acao=participou da aula | valor=1861
linha=1376 | nome=Sofia | acao=fez um experimento | valor=9961
linha=1377 | nome=Gabriela | acao=fez um experimento | valor=6317
linha=1378 | nome=Joao | acao=analisou os resultados | valor=6107
linha=1379 | nome=Mariana | acao=executou o benchmark | valor=2851
linha=1380 | nome=Carlos | acao=otimizou o algoritmo | valor=6189
linha=1381 | nome=Tiago | acao=analisou os resultados | valor=2157
linha=1382 | nome=Tiago | acao=escreveu o relatorio | valor=5853
linha=1383 | nome=Paulo | acao=comparou as metricas | valor=6208
linha=1384 | nome=Helena | acao=executou o benchmark | valor=6015
linha=1385 | nome=Sofia | acao=participou da aula | valor=8909
linha=1386 | nome=Lucas | acao=comparou as metricas | valor=7803
linha=1387 | nome=Otavio | acao=comparou as metricas | valor=7587
linha=1388 | nome=Mariana | acao=analisou os resultados | valor=8873
linha=1389 | nome=Igor | acao=fez um experimento | valor=1685
linha=1390 | nome=Daniela | acao=analisou os resultados | valor=9341
linha=1391 | nome=Carlos | acao=analisou os resultados | valor=5891
linha=1392 | nome=Ana | acao=comparou as metricas | valor=7146
linha=1393 | nome=Ana | acao=escreveu o relatorio | valor=7725
linha=1394 | nome=Mariana | acao=participou da aula | valor=4066
linha=1395 | nome=Helena | acao=comparou as metricas | valor=7098
linha=1396 | nome=Paulo | acao=comparou as metricas | valor=8803
linha=1397 | nome=Sofia | acao=executou o benchmark | valor=5288
linha=1398 | nome=Vitor | acao=fez um experimento | valor=1442
linha=1399 | nome=Helena | acao=estudou computacao | valor=9896
linha=1400 | nome=Ana | acao=escreveu o relatorio | valor=9781
linha=1401 | nome=Daniela | acao=executou o benchmark | valor=2729
linha=1402 | nome=Gabriela | acao=comparou as metricas | valor=3530
linha=1403 | nome=Joao | acao=estudou computacao | valor=2798
linha=1404 | nome=Natalia | acao=executou o benchmark | valor=5544
linha=1405 | nome=Ana | acao=otimizou o algoritmo | valor=5406
linha=1406 | nome=Felipe | acao=comparou as metricas | valor=8209
linha=1407 | nome=Joao | acao=escreveu o relatorio | valor=4587
linha=1408 | nome=Karen | acao=participou da aula | valor=5647
linha=1409 | nome=Carlos | acao=escreveu o relatorio | valor=3916
linha=1410 | nome=Felipe | acao=comparou as metricas | valor=3777
linha=1411 | nome=Vitor | acao=otimizou o algoritmo | valor=5074
