linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=1557 | nome=Ana | acao=otimizou o algoritmo | valor=2344
linha=1558 | nome=Felipe | acao=fez um experimento | valor=3939
linha=1559 | nome=Otavio | acao=fez um experimento | valor=1028
linha=1560 | nome=Gabriela | acao=comparou as metricas | valor=4241
linha=1561 | nome=Mariana | acao=estudou computacao | valor=5319
linha=1562 | nome=Ana | acao=comparou as metricas | valor=8657
linha=1563 | nome=Lucas | acao=estudou computacao | valor=3220
linha=1564 | nome=Bruno | acao=otimizou o algoritmo | valor=7635
linha=1565 | nome=Felipe | acao=estudou computacao | valor=1224
linha=1566 | nome=Paulo | acao=analisou os resultados | valor=6971
linha=1567 | nome=Joao | acao=estudou computacao | valor=4742
linha=1568 | nome=Sofia | acao=comparou as metricas | valor=1662
linha=1569 | nome=Sofia | acao=executou o benchmark | valor=8736
linha=1570 | nome=Mariana | acao=comparou as metricas | valor=8580
linha=1571 | nome=Mariana | acao=participou da aula | valor=2540
linha=1572 | nome=Gabriela | acao=comparou as metricas | valor=2695
linha=1573 | nome=Renata | acao=otimizou o algoritmo | valor=8431
linha=1574 | nome=Carlos | acao=analisou os resultados | valor=3330
linha=1575 | nome=Bruno | acao=executou o benchmark | valor=8962
linha=1576 | nome=Felipe | acao=analisou os resultados | valor=3743
linha=1577 | nome=Igor | acao=fez um experimento | valor=2442
linha=1578 | nome=Bruno | acao=executou o benchmark | valor=1993
linha=1579 | nome=Mariana | acao=analisou os resultados | valor=5875
linha=1580 | nome=Igor | acao=participou da aula | valor=1737
linha=1581 | nome=Renata | acao=executou o benchmark | valor=5750
linha=1582 | nome=Natalia | acao=fez um experimento | valor=7214
linha=1583 | nome=Eduarda | acao=analisou os resultados | valor=6663
linha=1584 | nome=Mariana | acao=otimizou o algoritmo | valor=6287
linha=1585 | nome=Felipe | acao=analisou os resultados | valor=8969
linha=1586 | nome=Lucas | acao=escreveu o relatorio | valor=9077
linha=1587 | nome=Renata | acao=otimizou o algoritmo | valor=6997
linha=1588 | nome=Tiago | acao=participou da aula | valor=9831
linha=1589 | nome=Mariana | acao=executou o benchmark | valor=8862
linha=1590 | nome=Mariana | acao=analisou os resultados | valor=3899
linha=1591 | nome=Mariana | acao=participou da aula | valor=6174
linha=1592 | nome=Mariana | acao=otimizou o algoritmo | valor=6714
linha=1593 | nome=Felipe | acao=participou da aula | valor=1365
linha=1594 | nome=Renata | acao=escreveu o relatorio | valor=3419
linha=1595 | nome=Ana | acao=participou da aula | valor=3181
linha=1596 | nome=Lucas | acao=executou o benchmark | valor=9666
linha=1597 | nome=Otavio | acao=analisou os resultados | valor=3773
linha=1598 | nome=Helena | acao=comparou as metricas | valor=8932
linha=1599 | nome=Karen | acao=comparou as metricas | valor=7546
linha=1600 | nome=Tiago | acao=estudou computacao | valor=5337
linha=1601 | nome=Otavio | acao=otimizou o algoritmo | valor=4864
linha=1602 | nome=Helena | acao=estudou computacao | valor=6150
linha=1603 | nome=Mariana | acao=analisou os resultados | valor=3991
linha=1604 | nome=Eduarda | acao=otimizou o algoritmo | valor=1746
linha=1605 | nome=Igor | acao=fez um experimento | valor=6382
linha=1606 | nome=Carlos | acao=otimizou o algoritmo | valor=6483
linha=1607 | nome=Joao | acao=executou o benchmark | valor=1855
linha=1608 | nome=Mariana | acao=analisou os resultados | valor=2538
linha=1609 | nome=Tiago | acao=executou o benchmark | valor=3362
linha=1610 | nome=Eduarda | acao=comparou as metricas | valor=1668
linha=1611 | nome=Helena | acao=participou da aula | valor=9473
linha=1612 | nome=Tiago | acao=analisou os resultados | valor=1555
linha=1613 | nome=Mariana | acao=executou o benchmark | valor=4428
linha=1614 | nome=Natalia | acao=estudou computacao | valor=7142
linha=1615 | nome=Helena | acao=escreveu o relatorio | valor=2412
linha=1616 | nome=Eduarda | acao=fez um experimento | valor=8393
linha=1617 | nome=Lucas | acao=estudou computacao | valor=3612
linha=1618 | nome=Daniela | acao=escreveu o relatorio | valor=9273
linha=1619 | nome=Vitor | acao=fez um experimento | valor=6049
linha=1620 | nome=Karen | acao=otimizou o algoritmo | valor=4832
linha=1621 | nome=Sofia | acao=otimizou o algoritmo | valor=8931
linha=1622 | nome=Vitor | acao=estudou computacao | valor=7120
linha=1623 | nome=Igor | acao=estudou computacao | valor=5893
linha=1624 | nome=Paulo | acao=analisou os resultados | valor=3546
linha=1625 | nome=Carlos | acao=fez um experimento | valor=1260
linha=1626 | nome=Gabriela | acao=comparou as metricas | valor=3839
linha=1627 | nome=Igor | acao=comparou as metricas | valor=4555
linha=1628 | nome=Tiago | acao=otimizou o algoritmo | valor=8964
linha=1629 | nome=Lucas | acao=otimizou o algoritmo | valor=7815
linha=1630 | nome=Carlos | acao=otimizou o algoritmo | valor=5313
linha=1631 | nome=Carlos | acao=executou o benchmark | valor=2598
linha=1632 | nome=Paulo | acao=otimizou o algoritmo | valor=6632
linha=1633 | nome=Lucas | acao=fez um experimento | valor=9815
linha=1634 | nome=Sofia | acao=estudou computacao | valor=3596
linha=1635 | nome=Joao | acao=participou da aula | valor=9211
linha=1636 | nome=Otavio | acao=otimizou o algoritmo | valor=4223
linha=1637 | nome=Natalia | acao=fez um experimento | valor=4772
linha=1638 | nome=Bruno | acao=executou o benchmark | valor=5527
linha=1639 | nome=Ana | acao=executou o benchmark | valor=3190
linha=1640 | nome=Sofia | acao=analisou os resultados | valor=4841
linha=1641 | nome=Tiago | acao=fez um experimento | valor=7331
linha=1642 | nome=Felipe | acao=analisou os resultados | valor=3528
linha=1643 | nome=Renata | acao=otimizou o algoritmo | valor=7184
linha=1644 | nome=Felipe | acao=otimizou o algoritmo | valor=8658
linha=1645 | nome=Mariana | acao=executou o benchmark | valor=7143
linha=1646 | nome=Helena | acao=estudou computacao | valor=1661
linha=1647 | nome=Helena | acao=analisou os resultados | valor=2617
linha=1648 | nome=Joao | acao=escreveu o relatorio | valor=8098
linha=1649 | nome=Karen | acao=estudou computacao | valor=7383
linha=1650 | nome=Eduarda | acao=comparou as metricas | valor=6695
linha=1651 | nome=Otavio | acao=fez um experimento | valor=1450
linha=1652 | nome=Gabriela | acao=otimizou o algoritmo | valor=7207
linha=1653 | nome=Paulo | acao=fez um experimento | valor=7965
linha=1654 | nome=Gabriela | acao=executou o benchmark | valor=9564
linha=1655 | nome=Mariana | acao=estudou computacao | valor=7985
linha=1656 | nome=Sofia | acao=executou o benchmark | valor=3733
linha=1657 | nome=Tiago | acao=comparou as metricas | valor=3790
linha=1658 | nome=Sofia | acao=executou o benchmark | valor=7202
linha=1659 | nome=Mariana | acao=otimizou o algoritmo | valor=3998
linha=1660 | nome=Tiago | acao=estudou computacao | valor=6185
linha=1661 | nome=Gabriela | acao=analisou os resultados | valor=4158
linha=1662 | nome=Joao | acao=executou o benchmark | valor=7972
linha=1663 | nome=Lucas | acao=executou o benchmark | valor=9850
linha=1664 | nome=Renata | acao=comparou as metricas | valor=8317
linha=1665 | nome=Ana | acao=estudou computacao | valor=7316
linha=1666 | nome=Felipe | acao=estudou computacao | valor=3263
linha=1667 | nome=Sofia | acao=estudou computacao | valor=8243
linha=1668 | nome=Otavio | acao=otimizou o algoritmo | valor=9509
linha=1669 | nome=Helena | acao=estudou computacao | valor=3026
linha=1670 | nome=Renata | acao=escreveu o relatorio | valor=6743
linha=1671 | nome=Renata | acao=escreveu o relatorio | valor=2586
linha=1672 | nome=Vitor | acao=escreveu o relatorio | valor=1199
linha=1673 | nome=Sofia | acao=comparou as metricas | valor=6662
linha=1674 | nome=Renata | acao=otimizou o algoritmo | valor=3673
linha=1675 | nome=Igor | acao=fez um experimento | valor=1986
linha=1676 | nome=Mariana | acao=comparou as metricas | valor=2356
linha=1677 | nome=Natalia | acao=otimizou o algoritmo | valor=2443
linha=1678 | nome=Carlos | acao=estudou computacao | valor=1961
linha=1679 | nome=Renata | acao=otimizou o algoritmo | valor=7125
linha=1680 | nome=Mariana | acao=analisou os resultados | valor=7854
linha=1681 | nome=Joao | acao=estudou computacao | valor=1984
linha=1682 | nome=Daniela | acao=participou da aula | valor=9012
linha=1683 | nome=Vitor | acao=executou o benchmark | valor=5458
linha=1684 | nome=Otavio | acao=participou da aula | valor=1080
linha=1685 | nome=Vitor | acao=comparou as metricas | valor=7320
linha=1686 | nome=Lucas | acao=otimizou o algoritmo | valor=2128
linha=1687 | nome=Mariana | acao=executou o benchmark | valor=5802
linha=1688 | nome=Eduarda | acao=analisou os resultados | valor=4795
linha=1689 | nome=Natalia | acao=participou da aula | valor=5570
linha=1690 | nome=Karen | acao=executou o benchmark | valor=7983
linha=1691 | nome=Eduarda | acao=escreveu o relatorio | valor=6566
linha=1692 | nome=Sofia | acao=analisou os resultados | valor=9840
linha=1693 | nome=Gabriela | acao=escreveu o relatorio | valor=6770
linha=1694 | nome=Paulo | acao=executou o benchmark | valor=1028
linha=1695 | nome=Natalia | acao=comparou as metricas | valor=9138
linha=1696 | nome=Lucas | acao=executou o benchmark | valor=3878
linha=1697 | nome=Renata | acao=executou o benchmark | valor=9504
linha=1698 | nome=Tiago | acao=escreveu o relatorio | valor=2153
linha=1699 | nome=Felipe | acao=escreveu o relatorio | valor=8097
linha=1700 | nome=Paulo | acao=escreveu o relatorio | valor=2620
linha=1701 | nome=Sofia | acao=executou o benchmark | valor=4259
linha=1702 | nome=Daniela | acao=escreveu o relatorio | valor=1505
linha=1703 | nome=Igor | acao=executou o benchmark | valor=6973
linha=1704 | nome=Ana | acao=fez um experimento | valor=1891
linha=1705 | nome=Carlos | acao=analisou os resultados | valor=9219
linha=1706 | nome=Felipe | acao=escreveu o relatorio | valor=9958
linha=1707 | nome=Eduarda | acao=participou da aula | valor=1275
linha=1708 | nome=Sofia | acao=otimizou o algoritmo | valor=2313
linha=1709 | nome=Felipe | acao=comparou as metricas | valor=6964
linha=1710 | nome=Renata | acao=estudou computacao | valor=7096
linha=1711 | nome=Gabriela | acao=estudou computacao | valor=4412
linha=1712 | nome=Renata | acao=executou o benchmark | valor=7627
linha=1713 | nome=Mariana | acao=escreveu o relatorio | valor=9727
linha=1714 | nome=Tiago | acao=executou o benchmark | valor=7536
linha=1715 | nome=Igor | acao=fez um experimento | valor=7742
linha=1716 | nome=Sofia | acao=estudou computacao | valor=3587
linha=1717 | nome=Carlos | acao=analisou os resultados | valor=6940
linha=1718 | nome=Helena | acao=comparou as metricas | valor=9464
linha=1719 | nome=Helena | acao=escreveu o relatorio | valor=3954
linha=1720 | nome=Renata | acao=analisou os resultados | valor=2209
linha=1721 | nome=Joao | acao=executou o benchmark | valor=4730
linha=1722 | nome=Felipe | acao=participou da aula | valor=2321
linha=1723 | nome=Felipe | acao=participou da aula | valor=4255
linha=1724 | nome=Lucas | acao=participou da aula | valor=1336
linha=1725 | nome=Mariana | acao=estudou computacao | valor=2413
linha=1726 | nome=Sofia | acao=analisou os resultados | valor=9130
linha=1727 | nome=Carlos | acao=comparou as metricas | valor=5342
linha=1728 | nome=Bruno | acao=comparou as metricas | valor=3216
linha=1729 | nome=Mariana | acao=estudou computacao | valor=1327
linha=1730 | nome=Joao | acao=escreveu o relatorio | valor=6336
linha=1731 | nome=Eduarda | acao=fez um experimento | valor=9164
linha=1732 | nome=Carlos | acao=analisou os resultados | valor=8795
linha=1733 | nome=Sofia | acao=comparou as metricas | valor=8344
linha=1734 | nome=Eduarda | acao=escreveu o relatorio | valor=1080
linha=1735 | nome=Joao | acao=analisou os resultados | valor=6729
linha=1736 | nome=Mariana | acao=participou da aula | valor=4264
linha=1737 | nome=Bruno | acao=analisou os resultados | valor=9961
linha=1738 | nome=Vitor | acao=estudou computacao | valor=1880
linha=1739 | nome=Karen | acao=escreveu o relatorio | valor=6925
linha=1740 | nome=Helena | acao=estudou computacao | valor=3392
linha=1741 | nome=Daniela | acao=fez um experimento | valor=3044
linha=1742 | nome=Renata | acao=otimizou o algoritmo | valor=1363
linha=1743 | nome=Daniela | acao=fez um experimento | valor=2021
linha=1744 | nome=Bruno | acao=estudou computacao | valor=8810
linha=1745 | nome=Renata | acao=participou da aula | valor=5684
linha=1746 | nome=Natalia | acao=analisou os resultados | valor=2201
linha=1747 | nome=Sofia | acao=escreveu o relatorio | valor=6070
linha=1748 | nome=Paulo | acao=executou o benchmark | valor=9121
linha=1749 | nome=Daniela | acao=fez um experimento | valor=2126
linha=1750 | nome=Ana | acao=otimizou o algoritmo | valor=5488
linha=1751 | nome=Tiago | acao=participou da aula | valor=9880
linha=1752 | nome=Igor | acao=estudou computacao | valor=3569
linha=1753 | nome=Helena | acao=estudou computacao | valor=9636
linha=1754 | nome=Natalia | acao=analisou os resultados | valor=3889
linha=1755 | nome=Bruno | acao=analisou os resultados | valor=2759
linha=1756 | nome=Mariana | acao=comparou as metricas | valor=9924
linha=1757 | nome=Tiago | acao=comparou as metricas | valor=1318
linha=1758 | nome=Tiago | acao=otimizou o algoritmo | valor=3478
linha=1759 | nome=Daniela | acao=participou da aula | valor=5736
linha=1760 | nome=Tiago | acao=executou o benchmark | valor=4535
linha=1761 | nome=Carlos | acao=analisou os resultados | valor=8242
linha=1762 | nome=Carlos | acao=estudou computacao | valor=2533
linha=1763 | nome=Vitor | acao=participou da aula | valor=6425
linha=1764 | nome=Otavio | acao=analisou os resultados | valor=8454
linha=1765 | nome=Renata | acao=analisou os resultados | valor=3418
linha=1766 | nome=Otavio | acao=executou o benchmark | valor=2753
linha=1767 | nome=Gabriela | acao=estudou computacao | valor=4914
linha=1768 | nome=Helena | acao=estudou computacao | valor=9456
linha=1769 | nome=Eduarda | acao=fez um experimento | valor=1861
linha=1770 | nome=Tiago | acao=executou o benchmark | valor=8014
linha=1771 | nome=Paulo | acao=escreveu o relatorio | valor=4249
linha=1772 | nome=Mariana | acao=analisou os resultados | valor=2833
linha=1773 | nome=Felipe | acao=otimizou o algoritmo | valor=1711
linha=1774 | nome=Sofia | acao=otimizou o algoritmo | valor=5375
linha=1775 | nome=Lucas | acao=otimizou o algoritmo | valor=7150
linha=1776 | nome=Lucas | acao=analisou os resultados | valor=2282
linha=1777 | nome=Daniela | acao=escreveu o relatorio | valor=1631
linha=1778 | nome=Daniela | acao=participou da aula | valor=6998
linha=1779 | nome=Carlos | acao=otimizou o algoritmo | valor=4015
linha=1780 | nome=Felipe | acao=estudou computacao | valor=9705
linha=1781 | nome=Felipe | acao=fez um experimento | valor=6995
linha=1782 | nome=Ana | acao=analisou os resultados | valor=2092
linha=1783 | nome=Otavio | acao=escreveu o relatorio | valor=7687
linha=1784 | nome=Tiago | acao=fez um experimento | valor=9389
linha=1785 | nome=Sofia | acao=executou o benchmark | valor=7550
linha=1786 | nome=Vitor | acao=estudou computacao | valor=5194
linha=1787 | nome=Helena | acao=comparou as metricas | valor=1097
linha=1788 | nome=Daniela | acao=comparou as metricas | valor=9628
linha=1789 | nome=Joao | acao=analisou os resultados | valor=5256
linha=1790 | nome=Gabriela | acao=executou o benchmark | valor=5596
linha=1791 | nome=Joao | acao=analisou os resultados | valor=6260
linha=1792 | nome=Sofia | acao=escreveu o relatorio | valor=3878
linha=1793 | nome=Ana | acao=analisou os resultados | valor=5611
linha=1794 | nome=Igor | acao=executou o benchmark | valor=1859
linha=1795 | nome=Paulo | acao=executou o benchmark | valor=9164
linha=1796 | nome=Helena | acao=comparou as metricas | valor=4728
linha=1797 | nome=Tiago | acao=fez um experimento | valor=3808
linha=1798 | nome=Paulo | acao=executou o benchmark | valor=4923
linha=1799 | nome=Mariana | acao=comparou as metricas | valor=8311
linha=1800 | nome=Mariana | acao=comparou as metricas | valor=8615
linha=1801 | nome=Natalia | acao=executou o benchmark | valor=9340
linha=1802 | nome=Karen | acao=comparou as metricas | valor=9500
linha=1803 | nome=Igor | acao=analisou os resultados | valor=3962
linha=1804 | nome=Ana | acao=comparou as metricas | valor=2359
linha=1805 | nome=Sofia | acao=otimizou o algoritmo | valor=1108
linha=1806 | nome=Mariana | acao=participou da aula | valor=2948
linha=1807 | nome=Carlos | acao=participou da aula | valor=1359
linha=1808 | nome=Felipe | acao=estudou computacao | valor=6556
linha=1809 | nome=Bruno | acao=fez um experimento | valor=5175
linha=1810 | nome=Tiago | acao=executou o benchmark | valor=9695
linha=1811 | nome=Gabriela | acao=participou da aula | valor=8801
