linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=1771 | nome=Gabriela | acao=executou o benchmark | valor=2607
linha=1772 | nome=Bruno | acao=analisou os resultados | valor=1254
linha=1773 | nome=Igor | acao=escreveu o relatorio | valor=6863
linha=1774 | nome=Sofia | acao=estudou computacao | valor=1779
linha=1775 | nome=Renata | acao=executou o benchmark | valor=3881
linha=1776 | nome=Natalia | acao=otimizou o algoritmo | valor=5973
linha=1777 | nome=Mariana | acao=fez um experimento | valor=6298
linha=1778 | nome=Mariana | acao=executou o benchmark | valor=5728
linha=1779 | nome=Lucas | acao=participou da aula | valor=4231
linha=1780 | nome=Natalia | acao=participou da aula | valor=1071
linha=1781 | nome=Karen | acao=participou da aula | valor=3478
linha=1782 | nome=Otavio | acao=comparou as metricas | valor=3469
linha=1783 | nome=Natalia | acao=escreveu o relatorio | valor=9127
linha=1784 | nome=Karen | acao=comparou as metricas | valor=5366
linha=1785 | nome=Eduarda | acao=comparou as metricas | valor=1244
linha=1786 | nome=Ana | acao=executou o benchmark | valor=4206
linha=1787 | nome=Otavio | acao=executou o benchmark | valor=2820
linha=1788 | nome=Joao | acao=fez um experimento | valor=2084
linha=1789 | nome=Natalia | acao=comparou as metricas | valor=8897
linha=1790 | nome=Vitor | acao=executou o benchmark | valor=8730
linha=1791 | nome=Helena | acao=fez um experimento | valor=5621
linha=1792 | nome=Lucas | acao=escreveu o relatorio | valor=2710
linha=1793 | nome=Paulo | acao=escreveu o relatorio | valor=6357
linha=1794 | nome=Daniela | acao=escreveu o relatorio | valor=6035
linha=1795 | nome=Daniela | acao=fez um experimento | valor=5564
linha=1796 | nome=Helena | acao=executou o benchmark | valor=8001
linha=1797 | nome=Eduarda | acao=participou da aula | valor=3170
linha=1798 | nome=Bruno | acao=otimizou o algoritmo | valor=3933
linha=1799 | nome=Tiago | acao=otimizou o algoritmo | valor=7000
linha=1800 | nome=Lucas | acao=fez um experimento | valor=3737
linha=1801 | nome=Karen | acao=fez um experimento | valor=3115
linha=1802 | nome=Gabriela | acao=fez um experimento | valor=5345
linha=1803 | nome=Felipe | acao=escreveu o relatorio | valor=5446
linha=1804 | nome=Mariana | acao=fez um experimento | valor=3796
linha=1805 | nome=Vitor | acao=otimizou o algoritmo | valor=1332
linha=1806 | nome=Daniela | acao=otimizou o algoritmo | valor=2447
linha=1807 | nome=Lucas | acao=analisou os resultados | valor=4561
linha=1808 | nome=Ana | acao=fez um experimento | valor=6362
linha=1809 | nome=Ana | acao=fez um experimento | valor=9587
linha=1810 | nome=Carlos | acao=executou o benchmark | valor=3134
linha=1811 | nome=Ana | acao=estudou computacao | valor=5605
linha=1812 | nome=Karen | acao=executou o benchmark | valor=5804
linha=1813 | nome=Tiago | acao=executou o benchmark | valor=9235
linha=1814 | nome=Natalia | acao=fez um experimento | valor=3113
linha=1815 | nome=Daniela | acao=estudou computacao | valor=9491
linha=1816 | nome=Daniela | acao=analisou os resultados | valor=1058
linha=1817 | nome=Karen | acao=escreveu o relatorio | valor=5069
linha=1818 | nome=Felipe | acao=executou o benchmark | valor=6386
linha=1819 | nome=Carlos | acao=comparou as metricas | valor=1503
linha=1820 | nome=Mariana | acao=analisou os resultados | valor=2630
linha=1821 | nome=Daniela | acao=analisou os resultados | valor=5216
linha=1822 | nome=Eduarda | acao=otimizou o algoritmo | valor=5985
linha=1823 | nome=Vitor | acao=otimizou o algoritmo | valor=2470
linha=1824 | nome=Vitor | acao=comparou as metricas | valor=4020
linha=1825 | nome=Ana | acao=otimizou o algoritmo | valor=3047
linha=1826 | nome=Ana | acao=escreveu o relatorio | valor=7021
linha=1827 | nome=Renata | acao=estudou computacao | valor=4202
linha=1828 | nome=Mariana | acao=executou o benchmark | valor=9647
linha=1829 | nome=Natalia | acao=analisou os resultados | valor=1033
linha=1830 | nome=Joao | acao=otimizou o algoritmo | valor=8169
linha=1831 | nome=Bruno | acao=otimizou o algoritmo | valor=3346
linha=1832 | nome=Daniela | acao=comparou as metricas | valor=8046
linha=1833 | nome=Joao | acao=participou da aula | valor=1326
linha=1834 | nome=Lucas | acao=otimizou o algoritmo | valor=8987
linha=1835 | nome=Bruno | acao=escreveu o relatorio | valor=3690
linha=1836 | nome=Helena | acao=fez um experimento | valor=4627
linha=1837 | nome=Paulo | acao=analisou os resultados | valor=6778
linha=1838 | nome=Mariana | acao=escreveu o relatorio | valor=5174
linha=1839 | nome=Tiago | acao=executou o benchmark | valor=9891
linha=1840 | nome=Vitor | acao=otimizou o algoritmo | valor=9469
linha=1841 | nome=Otavio | acao=otimizou o algoritmo | valor=3881
linha=1842 | nome=Helena | acao=escreveu o relatorio | valor=7777
linha=1843 | nome=Lucas | acao=fez um experimento | valor=8336
linha=1844 | nome=Carlos | acao=comparou as metricas | valor=2708
linha=1845 | nome=Lucas | acao=estudou computacao | valor=4543
linha=1846 | nome=Otavio | acao=analisou os resultados | valor=3335
linha=1847 | nome=Sofia | acao=comparou as metricas | valor=2923
linha=1848 | nome=Tiago | acao=otimizou o algoritmo | valor=3971
linha=1849 | nome=Vitor | acao=fez um experimento | valor=4882
linha=1850 | nome=Natalia | acao=estudou computacao | valor=8381
linha=1851 | nome=Natalia | acao=fez um experimento | valor=3821
linha=1852 | nome=Mariana | acao=comparou as metricas | valor=6948
linha=1853 | nome=Daniela | acao=analisou os resultados | valor=8636
linha=1854 | nome=Bruno | acao=executou o benchmark | valor=4293
linha=1855 | nome=Renata | acao=estudou computacao | valor=4669
linha=1856 | nome=Mariana | acao=comparou as metricas | valor=6266
linha=1857 | nome=Joao | acao=executou o benchmark | valor=8423
linha=1858 | nome=Mariana | acao=escreveu o relatorio | valor=4776
linha=1859 | nome=Renata | acao=comparou as metricas | valor=8421
linha=1860 | nome=Joao | acao=executou o benchmark | valor=3811
linha=1861 | nome=Igor | acao=comparou as metricas | valor=8777
linha=1862 | nome=Felipe | acao=comparou as metricas | valor=2226
linha=1863 | nome=Renata | acao=analisou os resultados | valor=3098
linha=1864 | nome=Renata | acao=fez um experimento | valor=6293
linha=1865 | nome=Vitor | acao=executou o benchmark | valor=7883
linha=1866 | nome=Otavio | acao=participou da aula | valor=5762
linha=1867 | nome=Sofia | acao=comparou as metricas | valor=4787
linha=1868 | nome=Renata | acao=escreveu o relatorio | valor=9258
linha=1869 | nome=Carlos | acao=fez um experimento | valor=2173
linha=1870 | nome=Gabriela | acao=estudou computacao | valor=8278
linha=1871 | nome=Karen | acao=participou da aula | valor=5608
linha=1872 | nome=Carlos | acao=participou da aula | valor=4700
linha=1873 | nome=Eduarda | acao=comparou as metricas | valor=8795
linha=1874 | nome=Eduarda | acao=estudou computacao | valor=2731
linha=1875 | nome=Carlos | acao=fez um experimento | valor=3236
linha=1876 | nome=Daniela | acao=otimizou o algoritmo | valor=9482
linha=1877 | nome=Sofia | acao=escreveu o relatorio | valor=6523
linha=1878 | nome=Joao | acao=estudou computacao | valor=1808
linha=1879 | nome=Renata | acao=estudou computacao | valor=5982
linha=1880 | nome=Mariana | acao=executou o benchmark | valor=9687
linha=1881 | nome=Eduarda | acao=executou o benchmark | valor=1571
linha=1882 | nome=Sofia | acao=analisou os resultados | valor=8615
linha=1883 | nome=Renata | acao=participou da aula | valor=1764
linha=1884 | nome=Mariana | acao=executou o benchmark | valor=4692
linha=1885 | nome=Tiago | acao=fez um experimento | valor=4553
linha=1886 | nome=Mariana | acao=escreveu o relatorio | valor=9250
linha=1887 | nome=Ana | acao=executou o benchmark | valor=8852
linha=1888 | nome=Carlos | acao=fez um experimento | valor=4487
linha=1889 | nome=Joao | acao=executou o benchmark | valor=9298
linha=1890 | nome=Helena | acao=executou o benchmark | valor=4192
linha=1891 | nome=Joao | acao=otimizou o algoritmo | valor=2499
linha=1892 | nome=Paulo | acao=escreveu o relatorio | valor=2823
linha=1893 | nome=Vitor | acao=fez um experimento | valor=5710
linha=1894 | nome=Gabriela | acao=otimizou o algoritmo | valor=1554
linha=1895 | nome=Sofia | acao=comparou as metricas | valor=1480
linha=1896 | nome=Sofia | acao=comparou as metricas | valor=1299
linha=1897 | nome=Vitor | acao=participou da aula | valor=7271
linha=1898 | nome=Gabriela | acao=comparou as metricas | valor=9059
linha=1899 | nome=Gabriela | acao=estudou computacao | valor=3196
linha=1900 | nome=Igor | acao=otimizou o algoritmo | valor=9685
linha=1901 | nome=Otavio | acao=escreveu o relatorio | valor=5003
linha=1902 | nome=Helena | acao=analisou os resultados | valor=3236
linha=1903 | nome=Natalia | acao=executou o benchmark | valor=9584
linha=1904 | nome=Carlos | acao=estudou computacao | valor=1422
linha=1905 | nome=Helena | acao=comparou as metricas | valor=2929
linha=1906 | nome=Carlos | acao=executou o benchmark | valor=9480
linha=1907 | nome=Tiago | acao=estudou computacao | valor=2011
linha=1908 | nome=Sofia | acao=fez um experimento | valor=2856
linha=1909 | nome=Renata | acao=estudou computacao | valor=2315
linha=1910 | nome=Natalia | acao=analisou os resultados | valor=9753
linha=1911 | nome=Daniela | acao=comparou as metricas | valor=6122
linha=1912 | nome=Renata | acao=otimizou o algoritmo | valor=6456
linha=1913 | nome=Lucas | acao=otimizou o algoritmo | valor=1941
linha=1914 | nome=Felipe | acao=fez um experimento | valor=2221
linha=1915 | nome=Paulo | acao=fez um experimento | valor=1294
linha=1916 | nome=Joao | acao=fez um experimento | valor=2885
linha=1917 | nome=Lucas | acao=escreveu o relatorio | valor=6933
linha=1918 | nome=Lucas | acao=estudou computacao | valor=4281
linha=1919 | nome=Daniela | acao=comparou as metricas | valor=9752
linha=1920 | nome=Mariana | acao=otimizou o algoritmo | valor=9953
linha=1921 | nome=Lucas | acao=participou da aula | valor=2868
linha=1922 | nome=Carlos | acao=analisou os resultados | valor=7088
linha=1923 | nome=Mariana | acao=escreveu o relatorio | valor=3136
linha=1924 | nome=Mariana | acao=executou o benchmark | valor=7296
linha=1925 | nome=Daniela | acao=comparou as metricas | valor=1626
linha=1926 | nome=Natalia | acao=escreveu o relatorio | valor=7731
linha=1927 | nome=Igor | acao=comparou as metricas | valor=9322
linha=1928 | nome=Renata | acao=comparou as metricas | valor=8469
linha=1929 | nome=Ana | acao=participou da aula | valor=1681
linha=1930 | nome=Natalia | acao=fez um experimento | valor=1286
linha=1931 | nome=Sofia | acao=comparou as metricas | valor=8897
linha=1932 | nome=Felipe | acao=analisou os resultados | valor=1168
linha=1933 | nome=Mariana | acao=fez um experimento | valor=8403
linha=1934 | nome=Tiago | acao=estudou computacao | valor=3531
linha=1935 | nome=Joao | acao=participou da aula | valor=9805
linha=1936 | nome=Ana | acao=estudou computacao | valor=2964
linha=1937 | nome=Paulo | acao=participou da aula | valor=1449
linha=1938 | nome=Mariana | acao=analisou os resultados | valor=4298
linha=1939 | nome=Otavio | acao=escreveu o relatorio | valor=5125
linha=1940 | nome=Helena | acao=executou o benchmark | valor=7466
linha=1941 | nome=Helena | acao=executou o benchmark | valor=1410
linha=1942 | nome=Ana | acao=executou o benchmark | valor=7046
linha=1943 | nome=Natalia | acao=executou o benchmark | valor=8901
linha=1944 | nome=Lucas | acao=fez um experimento | valor=4659
linha=1945 | nome=Natalia | acao=comparou as metricas | valor=7245
linha=1946 | nome=Bruno | acao=participou da aula | valor=5923
linha=1947 | nome=Eduarda | acao=executou o benchmark | valor=4427
linha=1948 | nome=Lucas | acao=estudou computacao | valor=5499
linha=1949 | nome=Paulo | acao=analisou os resultados | valor=1164
linha=1950 | nome=Carlos | acao=otimizou o algoritmo | valor=6177
linha=1951 | nome=Tiago | acao=analisou os resultados | valor=1266
linha=1952 | nome=Otavio | acao=escreveu o relatorio | valor=2870
linha=1953 | nome=Tiago | acao=executou o benchmark | valor=9095
linha=1954 | nome=Joao | acao=otimizou o algoritmo | valor=4421
linha=1955 | nome=Gabriela | acao=fez um experimento | valor=1154
linha=1956 | nome=Karen | acao=escreveu o relatorio | valor=3619
linha=1957 | nome=Gabriela | acao=analisou os resultados | valor=2514
linha=1958 | nome=Ana | acao=estudou computacao | valor=6280
linha=1959 | nome=Vitor | acao=executou o benchmark | valor=2113
linha=1960 | nome=Sofia | acao=analisou os resultados | valor=6070
linha=1961 | nome=Vitor | acao=escreveu o relatorio | valor=7220
linha=1962 | nome=Mariana | acao=fez um experimento | valor=2248
linha=1963 | nome=Bruno | acao=comparou as metricas | valor=8523
linha=1964 | nome=Natalia | acao=analisou os resultados | valor=2275
linha=1965 | nome=Daniela | acao=participou da aula | valor=7492
linha=1966 | nome=Paulo | acao=fez um experimento | valor=5955
linha=1967 | nome=Helena | acao=participou da aula | valor=9233
linha=1968 | nome=Eduarda | acao=analisou os resultados | valor=2501
linha=1969 | nome=Felipe | acao=estudou computacao | valor=5498
linha=1970 | nome=Mariana | acao=comparou as metricas | valor=9114
linha=1971 | nome=Igor | acao=comparou as metricas | valor=7160
linha=1972 | nome=Mariana | acao=comparou as metricas | valor=7384
linha=1973 | nome=Mariana | acao=comparou as metricas | valor=4473
linha=1974 | nome=Helena | acao=executou o benchmark | valor=9840
linha=1975 | nome=Igor | acao=comparou as metricas | valor=1052
linha=1976 | nome=Carlos | acao=otimizou o algoritmo | valor=9268
linha=1977 | nome=Renata | acao=executou o benchmark | valor=7953
linha=1978 | nome=Tiago | acao=otimizou o algoritmo | valor=4294
linha=1979 | nome=Karen | acao=escreveu o relatorio | valor=5056
linha=1980 | nome=Daniela | acao=participou da aula | valor=1743
linha=1981 | nome=Sofia | acao=fez um experimento | valor=6443
linha=1982 | nome=Sofia | acao=comparou as metricas | valor=4767
linha=1983 | nome=Carlos | acao=participou da aula | valor=3580
linha=1984 | nome=Paulo | acao=fez um experimento | valor=8942
linha=1985 | nome=Gabriela | acao=escreveu o relatorio | valor=7343
linha=1986 | nome=Daniela | acao=fez um experimento | valor=7825
linha=1987 | nome=Mariana | acao=fez um experimento | valor=3583
linha=1988 | nome=Felipe | acao=estudou computacao | valor=6836
linha=1989 | nome=Paulo | acao=fez um experimento | valor=2572
linha=1990 | nome=Natalia | acao=comparou as metricas | valor=9018
linha=1991 | nome=Otavio | acao=otimizou o algoritmo | valor=5167
linha=1992 | nome=Sofia | acao=otimizou o algoritmo | valor=2256
linha=1993 | nome=Otavio | acao=estudou computacao | valor=6343
linha=1994 | nome=Vitor | acao=comparou as metricas | valor=6028
linha=1995 | nome=Tiago | acao=executou o benchmark | valor=5176
linha=1996 | nome=Renata | acao=estudou computacao | valor=3298
linha=1997 | nome=Otavio | acao=executou o benchmark | valor=4969
linha=1998 | nome=Otavio | acao=otimizou o algoritmo | valor=1532
linha=1999 | nome=Natalia | acao=otimizou o algoritmo | valor=5201
linha=2000 | nome=Carlos | acao=executou o benchmark | valor=5594
linha=2001 | nome=Mariana | acao=escreveu o relatorio | valor=3962
linha=2002 | nome=Sofia | acao=participou da aula | valor=2623
linha=2003 | nome=Igor | acao=otimizou o algoritmo | valor=7678
linha=2004 | nome=Mariana | acao=otimizou o algoritmo | valor=6381
linha=2005 | nome=Helena | acao=otimizou o algoritmo | valor=5026
linha=2006 | nome=Tiago | acao=estudou computacao | valor=6441
linha=2007 | nome=Helena | acao=participou da aula | valor=7865
linha=2008 | nome=Lucas | acao=escreveu o relatorio | valor=6964
linha=2009 | nome=Paulo | acao=executou o benchmark | valor=6440
linha=2010 | nome=Vitor | acao=participou da aula | valor=2091
linha=2011 | nome=Gabriela | acao=analisou os resultados | valor=6266
linha=2012 | nome=Renata | acao=analisou os resultados | valor=6082
linha=2013 | nome=Karen | acao=otimizou o algoritmo | valor=2578
linha=2014 | nome=Gabriela | acao=otimizou o algoritmo | valor=3353
linha=2015 | nome=Mariana | acao=estudou computacao | valor=1078
linha=2016 | nome=Otavio | acao=escreveu o relatorio | valor=2602
linha=2017 | nome=Gabriela | acao=executou o benchmark | valor=6099
linha=2018 | nome=Helena | acao=comparou as metricas | valor=1301
linha=2019 | nome=Renata | acao=otimizou o algoritmo | valor=7813
linha=2020 | nome=Joao | acao=fez um experimento | valor=9995
linha=2021 | nome=Vitor | acao=executou o benchmark | valor=4131
linha=2022 | nome=Eduarda | acao=otimizou o algoritmo | valor=6315
linha=2023 | nome=Igor | acao=comparou as metricas | valor=1308
linha=2024 | nome=Mariana | acao=comparou as metricas | valor=4273
