linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=1789 | nome=Gabriela | acao=comparou as metricas | valor=9127
linha=1790 | nome=Ana | acao=comparou as metricas | valor=3495
linha=1791 | nome=Igor | acao=fez um experimento | valor=9070
linha=1792 | nome=Carlos | acao=otimizou o algoritmo | valor=6342
linha=1793 | nome=Lucas | acao=fez um experimento | valor=5256
linha=1794 | nome=Igor | acao=executou o benchmark | valor=5457
linha=1795 | nome=Ana | acao=executou o benchmark | valor=7251
linha=1796 | nome=Vitor | acao=comparou as metricas | valor=1665
linha=1797 | nome=Joao | acao=otimizou o algoritmo | valor=9384
linha=1798 | nome=Otavio | acao=comparou as metricas | valor=6185
linha=1799 | nome=Vitor | acao=escreveu o relatorio | valor=4554
linha=1800 | nome=Otavio | acao=otimizou o algoritmo | valor=1814
linha=1801 | nome=Paulo | acao=participou da aula | valor=5088
linha=1802 | nome=Eduarda | acao=otimizou o algoritmo | valor=4184
linha=1803 | nome=Sofia | acao=participou da aula | valor=4859
linha=1804 | nome=Gabriela | acao=escreveu o relatorio | valor=1782
linha=1805 | nome=Bruno | acao=escreveu o relatorio | valor=7125
linha=1806 | nome=Otavio | acao=estudou computacao | valor=7322
linha=1807 | nome=Renata | acao=executou o benchmark | valor=2069
linha=1808 | nome=Daniela | acao=escreveu o relatorio | valor=9017
linha=1809 | nome=Mariana | acao=analisou os resultados | valor=2400
linha=1810 | nome=Paulo | acao=estudou computacao | valor=6666
linha=1811 | nome=Sofia | acao=otimizou o algoritmo | valor=7168
linha=1812 | nome=Gabriela | acao=comparou as metricas | valor=4969
linha=1813 | nome=Otavio | acao=comparou as metricas | valor=7001
linha=1814 | nome=Bruno | acao=escreveu o relatorio | valor=8531
linha=1815 | nome=Sofia | acao=estudou computacao | valor=8063
linha=1816 | nome=Karen | acao=comparou as metricas | valor=8728
linha=1817 | nome=Daniela | acao=estudou computacao | valor=1705
linha=1818 | nome=Karen | acao=comparou as metricas | valor=8154
linha=1819 | nome=Renata | acao=otimizou o algoritmo | valor=9805
linha=1820 | nome=Renata | acao=executou o benchmark | valor=8949
linha=1821 | nome=Eduarda | acao=participou da aula | valor=2162
linha=1822 | nome=Helena | acao=analisou os resultados | valor=8847
linha=1823 | nome=Sofia | acao=participou da aula | valor=7338
linha=1824 | nome=Karen | acao=otimizou o algoritmo | valor=6298
linha=1825 | nome=Daniela | acao=comparou as metricas | valor=9917
linha=1826 | nome=Carlos | acao=comparou as metricas | valor=7571
linha=1827 | nome=Bruno | acao=participou da aula | valor=4674
linha=1828 | nome=Joao | acao=fez um experimento | valor=4258
linha=1829 | nome=Ana | acao=comparou as metricas | valor=7519
linha=1830 | nome=Igor | acao=otimizou o algoritmo | valor=6628
linha=1831 | nome=Gabriela | acao=fez um experimento | valor=5603
linha=1832 | nome=Otavio | acao=analisou os resultados | valor=1023
linha=1833 | nome=Renata | acao=fez um experimento | valor=1217
linha=1834 | nome=Eduarda | acao=comparou as metricas | valor=8220
linha=1835 | nome=Lucas | acao=analisou os resultados | valor=2680
linha=1836 | nome=Mariana | acao=executou o benchmark | valor=4690
linha=1837 | nome=Paulo | acao=comparou as metricas | valor=8815
linha=1838 | nome=Carlos | acao=executou o benchmark | valor=5906
linha=1839 | nome=Helena | acao=otimizou o algoritmo | valor=1937
linha=1840 | nome=Renata | acao=fez um experimento | valor=8656
linha=1841 | nome=Mariana | acao=analisou os resultados | valor=9496
linha=1842 | nome=Bruno | acao=executou o benchmark | valor=3851
linha=1843 | nome=Tiago | acao=estudou computacao | valor=5845
linha=1844 | nome=Mariana | acao=estudou computacao | valor=4754
linha=1845 | nome=Natalia | acao=executou o benchmark | valor=2544
linha=1846 | nome=Daniela | acao=escreveu o relatorio | valor=9889
linha=1847 | nome=Eduarda | acao=executou o benchmark | valor=7981
linha=1848 | nome=Gabriela | acao=comparou as metricas | valor=8003
linha=1849 | nome=Joao | acao=otimizou o algoritmo | valor=6333
linha=1850 | nome=Mariana | acao=analisou os resultados | valor=7232
linha=1851 | nome=Daniela | acao=estudou computacao | valor=8687
linha=1852 | nome=Felipe | acao=fez um experimento | valor=3148
linha=1853 | nome=Helena | acao=executou o benchmark | valor=8971
linha=1854 | nome=Tiago | acao=escreveu o relatorio | valor=9997
linha=1855 | nome=Vitor | acao=fez um experimento | valor=8489
linha=1856 | nome=Vitor | acao=participou da aula | valor=9966
linha=1857 | nome=Joao | acao=participou da aula | valor=4462
linha=1858 | nome=Mariana | acao=otimizou o algoritmo | valor=9471
linha=1859 | nome=Joao | acao=otimizou o algoritmo | valor=4320
linha=1860 | nome=Gabriela | acao=participou da aula | valor=8097
linha=1861 | nome=Helena | acao=otimizou o algoritmo | valor=4172
linha=1862 | nome=Sofia | acao=estudou computacao | valor=4907
linha=1863 | nome=Natalia | acao=comparou as metricas | valor=7255
linha=1864 | nome=Bruno | acao=escreveu o relatorio | valor=6429
linha=1865 | nome=Natalia | acao=executou o benchmark | valor=3430
linha=1866 | nome=Igor | acao=participou da aula | valor=9796
linha=1867 | nome=Mariana | acao=fez um experimento | valor=8210
linha=1868 | nome=Paulo | acao=analisou os resultados | valor=9220
linha=1869 | nome=Paulo | acao=fez um experimento | valor=3247
linha=1870 | nome=Ana | acao=estudou computacao | valor=8306
linha=1871 | nome=Sofia | acao=otimizou o algoritmo | valor=3713
linha=1872 | nome=Otavio | acao=executou o benchmark | valor=8394
linha=1873 | nome=Otavio | acao=analisou os resultados | valor=8883
linha=1874 | nome=Karen | acao=otimizou o algoritmo | valor=2072
linha=1875 | nome=Helena | acao=participou da aula | valor=4510
linha=1876 | nome=Lucas | acao=analisou os resultados | valor=4187
linha=1877 | nome=Tiago | acao=estudou computacao | valor=3580
linha=1878 | nome=Gabriela | acao=escreveu o relatorio | valor=4038
linha=1879 | nome=Bruno | acao=fez um experimento | valor=3835
linha=1880 | nome=Ana | acao=analisou os resultados | valor=2099
linha=1881 | nome=Sofia | acao=comparou as metricas | valor=1062
linha=1882 | nome=Gabriela | acao=participou da aula | valor=3512
linha=1883 | nome=Lucas | acao=executou o benchmark | valor=1048
linha=1884 | nome=Daniela | acao=analisou os resultados | valor=6869
linha=1885 | nome=Paulo | acao=fez um experimento | valor=7314
linha=1886 | nome=Vitor | acao=otimizou o algoritmo | valor=5539
linha=1887 | nome=Eduarda | acao=analisou os resultados | valor=5080
linha=1888 | nome=Lucas | acao=analisou os resultados | valor=9041
linha=1889 | nome=Lucas | acao=participou da aula | valor=9505
linha=1890 | nome=Gabriela | acao=escreveu o relatorio | valor=6634
linha=1891 | nome=Tiago | acao=otimizou o algoritmo | valor=7984
linha=1892 | nome=Daniela | acao=comparou as metricas | valor=5727
linha=1893 | nome=Tiago | acao=otimizou o algoritmo | valor=9825
linha=1894 | nome=Tiago | acao=analisou os resultados | valor=2219
linha=1895 | nome=Gabriela | acao=analisou os resultados | valor=8564
linha=1896 | nome=Paulo | acao=estudou computacao | valor=7612
linha=1897 | nome=Joao | acao=otimizou o algoritmo | valor=9511
linha=1898 | nome=Tiago | acao=comparou as metricas | valor=6000
linha=1899 | nome=Igor | acao=estudou computacao | valor=1909
linha=1900 | nome=Felipe | acao=escreveu o relatorio | valor=8874
linha=1901 | nome=Joao | acao=escreveu o relatorio | valor=7361
linha=1902 | nome=Bruno | acao=participou da aula | valor=5824
linha=1903 | nome=Paulo | acao=analisou os resultados | valor=5035
linha=1904 | nome=Igor | acao=comparou as metricas | valor=1459
linha=1905 | nome=Felipe | acao=participou da aula | valor=1142
linha=1906 | nome=Helena | acao=participou da aula | valor=7307
linha=1907 | nome=Natalia | acao=fez um experimento | valor=8746
linha=1908 | nome=Lucas | acao=estudou computacao | valor=6950
linha=1909 | nome=Bruno | acao=fez um experimento | valor=8924
linha=1910 | nome=Lucas | acao=fez um experimento | valor=3493
linha=1911 | nome=Vitor | acao=comparou as metricas | valor=8772
linha=1912 | nome=Vitor | acao=fez um experimento | valor=6923
linha=1913 | nome=Tiago | acao=analisou os resultados | valor=1726
linha=1914 | nome=Lucas | acao=analisou os resultados | valor=5403
linha=1915 | nome=Igor | acao=otimizou o algoritmo | valor=2954
linha=1916 | nome=Eduarda | acao=executou o benchmark | valor=4810
linha=1917 | nome=Daniela | acao=comparou as metricas | valor=9024
linha=1918 | nome=Ana | acao=comparou as metricas | valor=3282
linha=1919 | nome=Renata | acao=escreveu o relatorio | valor=7224
linha=1920 | nome=Otavio | acao=participou da aula | valor=8934
linha=1921 | nome=Karen | acao=estudou computacao | valor=9304
linha=1922 | nome=Lucas | acao=participou da aula | valor=5502
linha=1923 | nome=Vitor | acao=analisou os resultados | valor=6748
linha=1924 | nome=Felipe | acao=participou da aula | valor=6328
linha=1925 | nome=Lucas | acao=otimizou o algoritmo | valor=4658
linha=1926 | nome=Felipe | acao=escreveu o relatorio | valor=6310
linha=1927 | nome=Vitor | acao=comparou as metricas | valor=8354
linha=1928 | nome=Helena | acao=analisou os resultados | valor=3558
linha=1929 | nome=Vitor | acao=executou o benchmark | valor=3807
linha=1930 | nome=Vitor | acao=fez um experimento | valor=9981
linha=1931 | nome=Renata | acao=fez um experimento | valor=3880
linha=1932 | nome=Sofia | acao=escreveu o relatorio | valor=8244
linha=1933 | nome=Eduarda | acao=participou da aula | valor=8011
linha=1934 | nome=Helena | acao=analisou os resultados | valor=5148
linha=1935 | nome=Daniela | acao=executou o benchmark | valor=2585
linha=1936 | nome=Karen | acao=fez um experimento | valor=6609
linha=1937 | nome=Gabriela | acao=executou o benchmark | valor=8618
linha=1938 | nome=Carlos | acao=comparou as metricas | valor=8860
linha=1939 | nome=Gabriela | acao=estudou computacao | valor=1455
linha=1940 | nome=Helena | acao=fez um experimento | valor=7666
linha=1941 | nome=Bruno | acao=escreveu o relatorio | valor=9518
linha=1942 | nome=Karen | acao=comparou as metricas | valor=8897
linha=1943 | nome=Paulo | acao=analisou os resultados | valor=2961
linha=1944 | nome=Felipe | acao=analisou os resultados | valor=1317
linha=1945 | nome=Gabriela | acao=comparou as metricas | valor=1128
linha=1946 | nome=Renata | acao=participou da aula | valor=5417
linha=1947 | nome=Eduarda | acao=fez um experimento | valor=7638
linha=1948 | nome=Igor | acao=escreveu o relatorio | valor=9380
linha=1949 | nome=Bruno | acao=participou da aula | valor=4896
linha=1950 | nome=Mariana | acao=comparou as metricas | valor=1338
linha=1951 | nome=Mariana | acao=otimizou o algoritmo | valor=6205
linha=1952 | nome=Renata | acao=comparou as metricas | valor=5507
linha=1953 | nome=Natalia | acao=otimizou o algoritmo | valor=6218
linha=1954 | nome=Natalia | acao=analisou os resultados | valor=1225
linha=1955 | nome=Igor | acao=comparou as metricas | valor=9299
linha=1956 | nome=Paulo | acao=otimizou o algoritmo | valor=7412
linha=1957 | nome=Renata | acao=analisou os resultados | valor=5663
linha=1958 | nome=Igor | acao=otimizou o algoritmo | valor=1976
linha=1959 | nome=Renata | acao=escreveu o relatorio | valor=2880
linha=1960 | nome=Daniela | acao=fez um experimento | valor=2293
linha=1961 | nome=Bruno | acao=estudou computacao | valor=7900
linha=1962 | nome=Sofia | acao=executou o benchmark | valor=3712
linha=1963 | nome=Bruno | acao=escreveu o relatorio | valor=6126
linha=1964 | nome=Lucas | acao=otimizou o algoritmo | valor=3188
linha=1965 | nome=Paulo | acao=estudou computacao | valor=2211
linha=1966 | nome=Sofia | acao=analisou os resultados | valor=1748
linha=1967 | nome=Renata | acao=estudou computacao | valor=2903
linha=1968 | nome=Igor | acao=analisou os resultados | valor=8625
linha=1969 | nome=Ana | acao=analisou os resultados | valor=7588
linha=1970 | nome=Igor | acao=estudou computacao | valor=8967
linha=1971 | nome=Karen | acao=estudou computacao | valor=9321
linha=1972 | nome=Sofia | acao=escreveu o relatorio | valor=6058
linha=1973 | nome=Paulo | acao=analisou os resultados | valor=8271
linha=1974 | nome=Karen | acao=fez um experimento | valor=4437
linha=1975 | nome=Paulo | acao=estudou computacao | valor=2864
linha=1976 | nome=Daniela | acao=estudou computacao | valor=6774
linha=1977 | nome=Helena | acao=fez um experimento | valor=2433
linha=1978 | nome=Sofia | acao=participou da aula | valor=5725
linha=1979 | nome=Mariana | acao=participou da aula | valor=9000
linha=1980 | nome=Renata | acao=executou o benchmark | valor=8447
linha=1981 | nome=Karen | acao=otimizou o algoritmo | valor=5863
linha=1982 | nome=Natalia | acao=escreveu o relatorio | valor=3535
linha=1983 | nome=Igor | acao=fez um experimento | valor=2845
linha=1984 | nome=Igor | acao=participou da aula | valor=1483
linha=1985 | nome=Vitor | acao=otimizou o algoritmo | valor=2260
linha=1986 | nome=Eduarda | acao=analisou os resultados | valor=2201
linha=1987 | nome=Mariana | acao=comparou as metricas | valor=6521
linha=1988 | nome=Paulo | acao=escreveu o relatorio | valor=3966
linha=1989 | nome=Daniela | acao=participou da aula | valor=8693
linha=1990 | nome=Vitor | acao=fez um experimento | valor=4611
linha=1991 | nome=Mariana | acao=estudou computacao | valor=3983
linha=1992 | nome=Lucas | acao=fez um experimento | valor=9269
linha=1993 | nome=Mariana | acao=analisou os resultados | valor=8935
linha=1994 | nome=Mariana | acao=estudou computacao | valor=8013
linha=1995 | nome=Natalia | acao=executou o benchmark | valor=5304
linha=1996 | nome=Helena | acao=analisou os resultados | valor=9907
linha=1997 | nome=Gabriela | acao=otimizou o algoritmo | valor=1207
linha=1998 | nome=Otavio | acao=escreveu o relatorio | valor=5982
linha=1999 | nome=Mariana | acao=fez um experimento | valor=8779
linha=2000 | nome=Bruno | acao=fez um experimento | valor=7229
linha=2001 | nome=Helena | acao=executou o benchmark | valor=3960
linha=2002 | nome=Helena | acao=fez um experimento | valor=6187
linha=2003 | nome=Igor | acao=estudou computacao | valor=8896
linha=2004 | nome=Renata | acao=estudou computacao | valor=7656
linha=2005 | nome=Otavio | acao=analisou os resultados | valor=9929
linha=2006 | nome=Sofia | acao=otimizou o algoritmo | valor=4577
linha=2007 | nome=Natalia | acao=executou o benchmark | valor=8552
linha=2008 | nome=Eduarda | acao=analisou os resultados | valor=8516
linha=2009 | nome=Joao | acao=comparou as metricas | valor=2070
linha=2010 | nome=Mariana | acao=participou da aula | valor=4327
linha=2011 | nome=Eduarda | acao=fez um experimento | valor=9644
linha=2012 | nome=Igor | acao=comparou as metricas | valor=6333
linha=2013 | nome=Ana | acao=analisou os resultados | valor=5467
linha=2014 | nome=Karen | acao=executou o benchmark | valor=7740
linha=2015 | nome=Joao | acao=analisou os resultados | valor=6362
linha=2016 | nome=Daniela | acao=escreveu o relatorio | valor=3959
linha=2017 | nome=Paulo | acao=executou o benchmark | valor=3517
linha=2018 | nome=Joao | acao=otimizou o algoritmo | valor=3252
linha=2019 | nome=Mariana | acao=executou o benchmark | valor=2382
linha=2020 | nome=Ana | acao=executou o benchmark | valor=2677
linha=2021 | nome=Eduarda | acao=estudou computacao | valor=1486
linha=2022 | nome=Otavio | acao=otimizou o algoritmo | valor=8542
linha=2023 | nome=Igor | acao=analisou os resultados | valor=5843
linha=2024 | nome=Paulo | acao=escreveu o relatorio | valor=5830
linha=2025 | nome=Ana | acao=participou da aula | valor=1531
linha=2026 | nome=Felipe | acao=otimizou o algoritmo | valor=2137
linha=2027 | nome=Eduarda | acao=fez um experimento | valor=8716
linha=2028 | nome=Igor | acao=participou da aula | valor=2094
linha=2029 | nome=Lucas | acao=escreveu o relatorio | valor=6368
linha=2030 | nome=Carlos | acao=otimizou o algoritmo | valor=5831
linha=2031 | nome=Carlos | acao=analisou os resultados | valor=7780
linha=2032 | nome=Igor | acao=estudou computacao | valor=5897
linha=2033 | nome=Lucas | acao=participou da aula | valor=8750
linha=2034 | nome=Eduarda | acao=comparou as metricas | valor=1928
linha=2035 | nome=Natalia | acao=comparou as metricas | valor=5800
linha=2036 | nome=Paulo | acao=analisou os resultados | valor=4835
linha=2037 | nome=Eduarda | acao=estudou computacao | valor=5179
linha=2038 | nome=Gabriela | acao=analisou os resultados | valor=8448
linha=2039 | nome=Otavio | acao=fez um experimento | valor=5785
linha=2040 | nome=Bruno | acao=fez um experimento | valor=7015
linha=2041 | nome=Mariana | acao=executou o benchmark | valor=5674
linha=2042 | nome=Bruno | acao=executou o benchmark | valor=6869
