linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=1256 | nome=Helena | acao=escreveu o relatorio | valor=4839
linha=1257 | nome=Helena | acao=executou o benchmark | valor=8081
linha=1258 | nome=Joao | acao=executou o benchmark | valor=6417
linha=1259 | nome=Otavio | acao=analisou os resultados | valor=3486
linha=1260 | nome=Lucas | acao=participou da aula | valor=3022
linha=1261 | nome=Renata | acao=otimizou o algoritmo | valor=6066
linha=1262 | nome=Otavio | acao=executou o benchmark | valor=2495
linha=1263 | nome=Joao | acao=otimizou o algoritmo | valor=9861
linha=1264 | nome=Otavio | acao=escreveu o relatorio | valor=1914
linha=1265 | nome=Helena | acao=comparou as metricas | valor=3535
linha=1266 | nome=Karen | acao=analisou os resultados | valor=6365
linha=1267 | nome=Carlos | acao=otimizou o algoritmo | valor=4208
linha=1268 | nome=Daniela | acao=comparou as metricas | valor=8942
linha=1269 | nome=Igor | acao=participou da aula | valor=6652
linha=1270 | nome=Tiago | acao=otimizou o algoritmo | valor=2302
linha=1271 | nome=Otavio | acao=fez um experimento | valor=5141
linha=1272 | nome=Renata | acao=otimizou o algoritmo | valor=6255
linha=1273 | nome=Natalia | acao=fez um experimento | valor=9247
linha=1274 | nome=Gabriela | acao=escreveu o relatorio | valor=2021
linha=1275 | nome=Karen | acao=comparou as metricas | valor=6513
linha=1276 | nome=Igor | acao=otimizou o algoritmo | valor=2706
linha=1277 | nome=Daniela | acao=fez um experimento | valor=3525
linha=1278 | nome=Mariana | acao=fez um experimento | valor=9704
linha=1279 | nome=Joao | acao=escreveu o relatorio | valor=8155
linha=1280 | nome=Helena | acao=participou da aula | valor=3182
linha=1281 | nome=Carlos | acao=fez um experimento | valor=7921
linha=1282 | nome=Carlos | acao=comparou as metricas | valor=8495
linha=1283 | nome=Igor | acao=otimizou o algoritmo | valor=2996
linha=1284 | nome=Gabriela | acao=estudou computacao | valor=8073
linha=1285 | nome=Igor | acao=estudou computacao | valor=3740
linha=1286 | nome=Tiago | acao=comparou as metricas | valor=4955
linha=1287 | nome=Lucas | acao=fez um experimento | valor=1446
linha=1288 | nome=Mariana | acao=otimizou o algoritmo | valor=4140
linha=1289 | nome=Natalia | acao=executou o benchmark | valor=2700
linha=1290 | nome=Natalia | acao=escreveu o relatorio | valor=3503
linha=1291 | nome=Mariana | acao=otimizou o algoritmo | valor=9718
linha=1292 | nome=Carlos | acao=estudou computacao | valor=1504
linha=1293 | nome=Daniela | acao=executou o benchmark | valor=8606
linha=1294 | nome=Tiago | acao=estudou computacao | valor=8782
linha=1295 | nome=Tiago | acao=escreveu o relatorio | valor=8325
linha=1296 | nome=Gabriela | acao=escreveu o relatorio | valor=2249
linha=1297 | nome=Carlos | acao=fez um experimento | valor=2221
linha=1298 | nome=Renata | acao=otimizou o algoritmo | valor=5751
linha=1299 | nome=Felipe | acao=fez um experimento | valor=1752
linha=1300 | nome=Mariana | acao=analisou os resultados | valor=5714
linha=1301 | nome=Igor | acao=comparou as metricas | valor=9170
linha=1302 | nome=Otavio | acao=executou o benchmark | valor=8796
linha=1303 | nome=Tiago | acao=comparou as metricas | valor=8210
linha=1304 | nome=Natalia | acao=executou o benchmark | valor=2050
linha=1305 | nome=Vitor | acao=fez um experimento | valor=9954
linha=1306 | nome=Sofia | acao=estudou computacao | valor=2573
linha=1307 | nome=Ana | acao=executou o benchmark | valor=6653
linha=1308 | nome=Joao | acao=participou da aula | valor=1210
linha=1309 | nome=Gabriela | acao=estudou computacao | valor=8678
linha=1310 | nome=Vitor | acao=comparou as metricas | valor=5650
linha=1311 | nome=Renata | acao=comparou as metricas | valor=1070
linha=1312 | nome=Otavio | acao=escreveu o relatorio | valor=5743
linha=1313 | nome=Vitor | acao=comparou as metricas | valor=7201
linha=1314 | nome=Renata | acao=fez um experimento | valor=9077
linha=1315 | nome=Daniela | acao=fez um experimento | valor=7366
linha=1316 | nome=Eduarda | acao=fez um experimento | valor=1971
linha=1317 | nome=Mariana | acao=executou o benchmark | valor=6236
linha=1318 | nome=Renata | acao=comparou as metricas | valor=2755
linha=1319 | nome=Bruno | acao=escreveu o relatorio | valor=8507
linha=1320 | nome=Paulo | acao=analisou os resultados | valor=8976
linha=1321 | nome=Paulo | acao=otimizou o algoritmo | valor=3591
linha=1322 | nome=Bruno | acao=estudou computacao | valor=1826
linha=1323 | nome=Vitor | acao=otimizou o algoritmo | valor=1753
linha=1324 | nome=Igor | acao=analisou os resultados | valor=7794
linha=1325 | nome=Renata | acao=comparou as metricas | valor=1544
linha=1326 | nome=Carlos | acao=fez um experimento | valor=5481
linha=1327 | nome=Carlos | acao=fez um experimento | valor=4925
linha=1328 | nome=Helena | acao=escreveu o relatorio | valor=7232
linha=1329 | nome=Paulo | acao=comparou as metricas | valor=2338
linha=1330 | nome=Joao | acao=participou da aula | valor=8997
linha=1331 | nome=Paulo | acao=estudou computacao | valor=7092
linha=1332 | nome=Carlos | acao=participou da aula | valor=7417
linha=1333 | nome=Otavio | acao=escreveu o relatorio | valor=4887
linha=1334 | nome=Sofia | acao=fez um experimento | valor=5901
linha=1335 | nome=Helena | acao=executou o benchmark | valor=2298
linha=1336 | nome=Felipe | acao=escreveu o relatorio | valor=1670
linha=1337 | nome=Helena | acao=escreveu o relatorio | valor=2057
linha=1338 | nome=Renata | acao=analisou os resultados | valor=3611
linha=1339 | nome=Felipe | acao=otimizou o algoritmo | valor=7765
linha=1340 | nome=Paulo | acao=executou o benchmark | valor=4964
linha=1341 | nome=Carlos | acao=comparou as metricas | valor=7499
linha=1342 | nome=Mariana | acao=analisou os resultados | valor=5397
linha=1343 | nome=Paulo | acao=escreveu o relatorio | valor=2310
linha=1344 | nome=Helena | acao=participou da aula | valor=5373
linha=1345 | nome=Daniela | acao=escreveu o relatorio | valor=4049
linha=1346 | nome=Joao | acao=fez um experimento | valor=7925
linha=1347 | nome=Mariana | acao=otimizou o algoritmo | valor=7825
linha=1348 | nome=Bruno | acao=executou o benchmark | valor=5711
linha=1349 | nome=Natalia | acao=fez um experimento | valor=2053
linha=1350 | nome=Gabriela | acao=comparou as metricas | valor=6442
linha=1351 | nome=Felipe | acao=fez um experimento | valor=1832
linha=1352 | nome=Carlos | acao=participou da aula | valor=4949
linha=1353 | nome=Helena | acao=participou da aula | valor=4926
linha=1354 | nome=Tiago | acao=fez um experimento | valor=8870
linha=1355 | nome=Paulo | acao=participou da aula | valor=6494
linha=1356 | nome=Karen | acao=fez um experimento | valor=3915
linha=1357 | nome=Otavio | acao=escreveu o relatorio | valor=6175
linha=1358 | nome=Ana | acao=executou o benchmark | valor=9014
linha=1359 | nome=Karen | acao=escreveu o relatorio | valor=5486
linha=1360 | nome=Igor | acao=analisou os resultados | valor=8095
linha=1361 | nome=Mariana | acao=fez um experimento | valor=3476
linha=1362 | nome=Otavio | acao=executou o benchmark | valor=1319
linha=1363 | nome=Helena | acao=comparou as metricas | valor=7514
linha=1364 | nome=Eduarda | acao=otimizou o algoritmo | valor=4532
linha=1365 | nome=Vitor | acao=executou o benchmark | valor=5478
linha=1366 | nome=Igor | acao=escreveu o relatorio | valor=5724
linha=1367 | nome=Igor | acao=executou o benchmark | valor=9731
linha=1368 | nome=Natalia | acao=escreveu o relatorio | valor=1925
linha=1369 | nome=Bruno | acao=analisou os resultados | valor=4186
linha=1370 | nome=Eduarda | acao=comparou as metricas | valor=3054
linha=1371 | nome=Carlos | acao=otimizou o algoritmo | valor=4201
linha=1372 | nome=Paulo | acao=estudou computacao | valor=3176
linha=1373 | nome=Karen | acao=comparou as metricas | valor=3927
linha=1374 | nome=Renata | acao=estudou computacao | valor=6841
linha=1375 | nome=Bruno | acao=comparou as metricas | valor=4653
linha=1376 | nome=Mariana | acao=escreveu o relatorio | valor=1413
linha=1377 | nome=Sofia | acao=fez um experimento | valor=5047
linha=1378 | nome=Carlos | acao=escreveu o relatorio | valor=9102
linha=1379 | nome=Igor | acao=otimizou o algoritmo | valor=7844
linha=1380 | nome=Paulo | acao=analisou os resultados | valor=6436
linha=1381 | nome=Paulo | acao=comparou as metricas | valor=3180
linha=1382 | nome=Helena | acao=comparou as metricas | valor=1438
linha=1383 | nome=Ana | acao=participou da aula | valor=9593
linha=1384 | nome=Renata | acao=estudou computacao | valor=4556
linha=1385 | nome=Tiago | acao=otimizou o algoritmo | valor=5965
linha=1386 | nome=Carlos | acao=participou da aula | valor=6903
linha=1387 | nome=Gabriela | acao=executou o benchmark | valor=4053
linha=1388 | nome=Karen | acao=analisou os resultados | valor=3884
linha=1389 | nome=Bruno | acao=escreveu o relatorio | valor=3289
linha=1390 | nome=Paulo | acao=comparou as metricas | valor=7065
linha=1391 | nome=Renata | acao=otimizou o algoritmo | valor=2293
linha=1392 | nome=Gabriela | acao=comparou as metricas | valor=2661
linha=1393 | nome=Lucas | acao=fez um experimento | valor=4205
linha=1394 | nome=Karen | acao=executou o benchmark | valor=5485
linha=1395 | nome=Natalia | acao=estudou computacao | valor=1811
linha=1396 | nome=Mariana | acao=estudou computacao | valor=9306
linha=1397 | nome=Vitor | acao=fez um experimento | valor=5274
linha=1398 | nome=Renata | acao=fez um experimento | valor=9147
linha=1399 | nome=Tiago | acao=participou da aula | valor=4381
linha=1400 | nome=Helena | acao=otimizou o algoritmo | valor=3493
linha=1401 | nome=Helena | acao=executou o benchmark | valor=1582
linha=1402 | nome=Sofia | acao=otimizou o algoritmo | valor=7142
linha=1403 | nome=Joao | acao=participou da aula | valor=2859
linha=1404 | nome=Carlos | acao=estudou computacao | valor=6759
linha=1405 | nome=Felipe | acao=executou o benchmark | valor=6259
linha=1406 | nome=Renata | acao=comparou as metricas | valor=4334
linha=1407 | nome=Helena | acao=executou o benchmark | valor=7261
linha=1408 | nome=Bruno | acao=fez um experimento | valor=5419
linha=1409 | nome=Eduarda | acao=fez um experimento | valor=5741
linha=1410 | nome=Mariana | acao=analisou os resultados | valor=6633
linha=1411 | nome=Otavio | acao=fez um experimento | valor=1561
linha=1412 | nome=Mariana | acao=fez um experimento | valor=7218
linha=1413 | nome=Daniela | acao=analisou os resultados | valor=9945
linha=1414 | nome=Lucas | acao=escreveu o relatorio | valor=6560
linha=1415 | nome=Renata | acao=executou o benchmark | valor=3088
linha=1416 | nome=Ana | acao=analisou os resultados | valor=8584
linha=1417 | nome=Renata | acao=escreveu o relatorio | valor=3894
linha=1418 | nome=Daniela | acao=fez um experimento | valor=2793
linha=1419 | nome=Carlos | acao=participou da aula | valor=6494
linha=1420 | nome=Natalia | acao=otimizou o algoritmo | valor=2248
linha=1421 | nome=Renata | acao=estudou computacao | valor=1784
linha=1422 | nome=Felipe | acao=analisou os resultados | valor=8788
linha=1423 | nome=Eduarda | acao=executou o benchmark | valor=3537
linha=1424 | nome=Natalia | acao=fez um experimento | valor=8223
linha=1425 | nome=Carlos | acao=executou o benchmark | valor=2664
linha=1426 | nome=Carlos | acao=fez um experimento | valor=8548
linha=1427 | nome=Helena | acao=comparou as metricas | valor=8440
linha=1428 | nome=Otavio | acao=estudou computacao | valor=5261
linha=1429 | nome=Carlos | acao=otimizou o algoritmo | valor=3749
linha=1430 | nome=Vitor | acao=analisou os resultados | valor=2788
linha=1431 | nome=Gabriela | acao=estudou computacao | valor=5768
linha=1432 | nome=Karen | acao=analisou os resultados | valor=5429
linha=1433 | nome=Carlos | acao=otimizou o algoritmo | valor=6099
linha=1434 | nome=Daniela | acao=fez um experimento | valor=8591
linha=1435 | nome=Karen | acao=estudou computacao | valor=2729
linha=1436 | nome=Mariana | acao=estudou computacao | valor=5472
linha=1437 | nome=Paulo | acao=participou da aula | valor=8258
linha=1438 | nome=Natalia | acao=participou da aula | valor=9067
linha=1439 | nome=Karen | acao=analisou os resultados | valor=7985
linha=1440 | nome=Felipe | acao=analisou os resultados | valor=1482
linha=1441 | nome=Eduarda | acao=estudou computacao | valor=6493
linha=1442 | nome=Eduarda | acao=escreveu o relatorio | valor=2420
linha=1443 | nome=Carlos | acao=analisou os resultados | valor=3897
linha=1444 | nome=Mariana | acao=analisou os resultados | valor=1317
linha=1445 | nome=Bruno | acao=participou da aula | valor=4853
linha=1446 | nome=Igor | acao=fez um experimento | valor=9237
linha=1447 | nome=Ana | acao=executou o benchmark | valor=9258
linha=1448 | nome=Mariana | acao=otimizou o algoritmo | valor=7133
linha=1449 | nome=Igor | acao=escreveu o relatorio | valor=8192
linha=1450 | nome=Lucas | acao=analisou os resultados | valor=8027
linha=1451 | nome=Ana | acao=estudou computacao | valor=5617
linha=1452 | nome=Daniela | acao=executou o benchmark | valor=3293
linha=1453 | nome=Eduarda | acao=otimizou o algoritmo | valor=4716
linha=1454 | nome=Joao | acao=otimizou o algoritmo | valor=5719
linha=1455 | nome=Tiago | acao=estudou computacao | valor=9213
linha=1456 | nome=Renata | acao=otimizou o algoritmo | valor=4575
linha=1457 | nome=Joao | acao=fez um experimento | valor=2145
linha=1458 | nome=Vitor | acao=otimizou o algoritmo | valor=4599
linha=1459 | nome=Tiago | acao=analisou os resultados | valor=6138
linha=1460 | nome=Otavio | acao=comparou as metricas | valor=8119
linha=1461 | nome=Ana | acao=fez um experimento | valor=4211
linha=1462 | nome=Tiago | acao=participou da aula | valor=8822
linha=1463 | nome=Igor | acao=comparou as metricas | valor=3894
linha=1464 | nome=Karen | acao=analisou os resultados | valor=8077
linha=1465 | nome=Joao | acao=estudou computacao | valor=9504
linha=1466 | nome=Lucas | acao=escreveu o relatorio | valor=8942
linha=1467 | nome=Ana | acao=otimizou o algoritmo | valor=3010
linha=1468 | nome=Carlos | acao=analisou os resultados | valor=5434
linha=1469 | nome=Natalia | acao=otimizou o algoritmo | valor=1762
linha=1470 | nome=Joao | acao=otimizou o algoritmo | valor=9313
linha=1471 | nome=Mariana | acao=estudou computacao | valor=4362
linha=1472 | nome=Sofia | acao=comparou as metricas | valor=7530
linha=1473 | nome=Gabriela | acao=escreveu o relatorio | valor=3243
linha=1474 | nome=Lucas | acao=estudou computacao | valor=5215
linha=1475 | nome=Igor | acao=escreveu o relatorio | valor=9933
linha=1476 | nome=Vitor | acao=estudou computacao | valor=7247
linha=1477 | nome=Otavio | acao=estudou computacao | valor=9416
linha=1478 | nome=Bruno | acao=estudou computacao | valor=2814
linha=1479 | nome=Otavio | acao=participou da aula | valor=6245
linha=1480 | nome=Tiago | acao=fez um experimento | valor=5001
linha=1481 | nome=Gabriela | acao=otimizou o algoritmo | valor=7341
linha=1482 | nome=Gabriela | acao=otimizou o algoritmo | valor=8241
linha=1483 | nome=Paulo | acao=estudou computacao | valor=6700
linha=1484 | nome=Bruno | acao=fez um experimento | valor=8296
linha=1485 | nome=Joao | acao=otimizou o algoritmo | valor=8291
linha=1486 | nome=Paulo | acao=executou o benchmark | valor=5866
linha=1487 | nome=Daniela | acao=fez um experimento | valor=4258
linha=1488 | nome=Eduarda | acao=comparou as metricas | valor=2164
linha=1489 | nome=Mariana | acao=analisou os resultados | valor=7981
linha=1490 | nome=Otavio | acao=executou o benchmark | valor=6308
linha=1491 | nome=Otavio | acao=comparou as metricas | valor=4357
linha=1492 | nome=Carlos | acao=analisou os resultados | valor=9373
linha=1493 | nome=Otavio | acao=otimizou o algoritmo | valor=8527
linha=1494 | nome=Karen | acao=otimizou o algoritmo | valor=4139
linha=1495 | nome=Carlos | acao=escreveu o relatorio | valor=3101
linha=1496 | nome=Bruno | acao=fez um experimento | valor=8566
linha=1497 | nome=Karen | acao=estudou computacao | valor=7071
linha=1498 | nome=Lucas | acao=estudou computacao | valor=9185
linha=1499 | nome=Otavio | acao=analisou os resultados | valor=9719
linha=1500 | nome=Lucas | acao=analisou os resultados | valor=6249
linha=1501 | nome=Carlos | acao=participou da aula | valor=6558
linha=1502 | nome=Renata | acao=fez um experimento | valor=8804
linha=1503 | nome=Joao | acao=comparou as metricas | valor=3099
linha=1504 | nome=Joao | acao=comparou as metricas | valor=4524
linha=1505 | nome=Helena | acao=comparou as metricas | valor=4135
linha=1506 | nome=Igor | acao=otimizou o algoritmo | valor=5763
linha=1507 | nome=Helena | acao=participou da aula | valor=8716
