linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=1655 | nome=Paulo | acao=escreveu o relatorio | valor=8383
linha=1656 | nome=Gabriela | acao=escreveu o relatorio | valor=4639
linha=1657 | nome=Daniela | acao=fez um experimento | valor=1276
linha=1658 | nome=Otavio | acao=fez um experimento | valor=6596
linha=1659 | nome=Mariana | acao=executou o benchmark | valor=3274
linha=1660 | nome=Helena | acao=executou o benchmark | valor=8750
linha=1661 | nome=Eduarda | acao=executou o benchmark | valor=7731
linha=1662 | nome=Joao | acao=comparou as metricas | valor=8665
linha=1663 | nome=Mariana | acao=estudou computacao | valor=4763
linha=1664 | nome=Helena | acao=fez um experimento | valor=9073
linha=1665 | nome=Paulo | acao=participou da aula | valor=9360
linha=1666 | nome=Joao | acao=comparou as metricas | valor=9991
linha=1667 | nome=Natalia | acao=analisou os resultados | valor=4974
linha=1668 | nome=Joao | acao=fez um experimento | valor=8068
linha=1669 | nome=Bruno | acao=estudou computacao | valor=1183
linha=1670 | nome=Mariana | acao=analisou os resultados | valor=6690
linha=1671 | nome=Vitor | acao=estudou computacao | valor=5890
linha=1672 | nome=Tiago | acao=comparou as metricas | valor=9475
linha=1673 | nome=Igor | acao=estudou computacao | valor=7370
linha=1674 | nome=Bruno | acao=estudou computacao | valor=1866
linha=1675 | nome=Gabriela | acao=escreveu o relatorio | valor=2308
linha=1676 | nome=Carlos | acao=escreveu o relatorio | valor=1115
linha=1677 | nome=Ana | acao=escreveu o relatorio | valor=5405
linha=1678 | nome=Tiago | acao=executou o benchmark | valor=9188
linha=1679 | nome=Mariana | acao=escreveu o relatorio | valor=2168
linha=1680 | nome=Tiago | acao=estudou computacao | valor=1347
linha=1681 | nome=Mariana | acao=estudou computacao | valor=9091
linha=1682 | nome=Felipe | acao=executou o benchmark | valor=3911
linha=1683 | nome=Ana | acao=fez um experimento | valor=8994
linha=1684 | nome=Mariana | acao=fez um experimento | valor=4849
linha=1685 | nome=Gabriela | acao=fez um experimento | valor=4289
linha=1686 | nome=Carlos | acao=executou o benchmark | valor=4131
linha=1687 | nome=Gabriela | acao=analisou os resultados | valor=7209
linha=1688 | nome=Bruno | acao=comparou as metricas | valor=2855
linha=1689 | nome=Daniela | acao=analisou os resultados | valor=1264
linha=1690 | nome=Natalia | acao=estudou computacao | valor=6849
linha=1691 | nome=Natalia | acao=analisou os resultados | valor=4345
linha=1692 | nome=Vitor | acao=estudou computacao | valor=5127
linha=1693 | nome=Karen | acao=fez um experimento | valor=3563
linha=1694 | nome=Bruno | acao=analisou os resultados | valor=3677
linha=1695 | nome=Bruno | acao=fez um experimento | valor=5467
linha=1696 | nome=Carlos | acao=executou o benchmark | valor=6417
linha=1697 | nome=Igor | acao=otimizou o algoritmo | valor=9545
linha=1698 | nome=Joao | acao=estudou computacao | valor=7941
linha=1699 | nome=Joao | acao=comparou as metricas | valor=7534
linha=1700 | nome=Tiago | acao=analisou os resultados | valor=8711
linha=1701 | nome=Paulo | acao=executou o benchmark | valor=3038
linha=1702 | nome=Bruno | acao=executou o benchmark | valor=4364
linha=1703 | nome=Natalia | acao=escreveu o relatorio | valor=9993
linha=1704 | nome=Natalia | acao=otimizou o algoritmo | valor=7792
linha=1705 | nome=Renata | acao=executou o benchmark | valor=2910
linha=1706 | nome=Igor | acao=analisou os resultados | valor=7230
linha=1707 | nome=Bruno | acao=executou o benchmark | valor=1988
linha=1708 | nome=Vitor | acao=fez um experimento | valor=8283
linha=1709 | nome=Natalia | acao=participou da aula | valor=4634
linha=1710 | nome=Mariana | acao=executou o benchmark | valor=7426
linha=1711 | nome=Ana | acao=analisou os resultados | valor=4610
linha=1712 | nome=Sofia | acao=analisou os resultados | valor=1725
linha=1713 | nome=Igor | acao=analisou os resultados | valor=2781
linha=1714 | nome=Ana | acao=escreveu o relatorio | valor=3941
linha=1715 | nome=Helena | acao=escreveu o relatorio | valor=6558
linha=1716 | nome=Mariana | acao=comparou as metricas | valor=3020
linha=1717 | nome=Igor | acao=escreveu o relatorio | valor=5035
linha=1718 | nome=Mariana | acao=escreveu o relatorio | valor=9526
linha=1719 | nome=Felipe | acao=escreveu o relatorio | valor=4494
linha=1720 | nome=Igor | acao=escreveu o relatorio | valor=8284
linha=1721 | nome=Bruno | acao=executou o benchmark | valor=3174
linha=1722 | nome=Igor | acao=fez um experimento | valor=5356
linha=1723 | nome=Joao | acao=participou da aula | valor=9952
linha=1724 | nome=Eduarda | acao=analisou os resultados | valor=8751
linha=1725 | nome=Renata | acao=participou da aula | valor=6334
linha=1726 | nome=Otavio | acao=analisou os resultados | valor=6388
linha=1727 | nome=Gabriela | acao=escreveu o relatorio | valor=3015
linha=1728 | nome=Sofia | acao=executou o benchmark | valor=2315
linha=1729 | nome=Eduarda | acao=participou da aula | valor=7973
linha=1730 | nome=Karen | acao=participou da aula | valor=2271
linha=1731 | nome=Daniela | acao=executou o benchmark | valor=8529
linha=1732 | nome=Renata | acao=estudou computacao | valor=2388
linha=1733 | nome=Joao | acao=participou da aula | valor=2555
linha=1734 | nome=Sofia | acao=fez um experimento | valor=1561
linha=1735 | nome=Felipe | acao=estudou computacao | valor=3217
linha=1736 | nome=Felipe | acao=fez um experimento | valor=4609
linha=1737 | nome=Daniela | acao=fez um experimento | valor=2357
linha=1738 | nome=Lucas | acao=escreveu o relatorio | valor=2301
linha=1739 | nome=Igor | acao=participou da aula | valor=5492
linha=1740 | nome=Otavio | acao=analisou os resultados | valor=9355
linha=1741 | nome=Vitor | acao=fez um experimento | valor=5557
linha=1742 | nome=Tiago | acao=fez um experimento | valor=7046
linha=1743 | nome=Helena | acao=escreveu o relatorio | valor=6226
linha=1744 | nome=Felipe | acao=comparou as metricas | valor=9497
linha=1745 | nome=Gabriela | acao=comparou as metricas | valor=5069
linha=1746 | nome=Helena | acao=comparou as metricas | valor=5119
linha=1747 | nome=Sofia | acao=comparou as metricas | valor=4818
linha=1748 | nome=Sofia | acao=otimizou o algoritmo | valor=4551
linha=1749 | nome=Gabriela | acao=executou o benchmark | valor=4949
linha=1750 | nome=Helena | acao=otimizou o algoritmo | valor=5466
linha=1751 | nome=Renata | acao=analisou os resultados | valor=7578
linha=1752 | nome=Ana | acao=escreveu o relatorio | valor=5245
linha=1753 | nome=Lucas | acao=escreveu o relatorio | valor=2150
linha=1754 | nome=Vitor | acao=estudou computacao | valor=8502
linha=1755 | nome=Mariana | acao=otimizou o algoritmo | valor=2994
linha=1756 | nome=Carlos | acao=escreveu o relatorio | valor=9668
linha=1757 | nome=Daniela | acao=otimizou o algoritmo | valor=7698
linha=1758 | nome=Tiago | acao=analisou os resultados | valor=5153
linha=1759 | nome=Bruno | acao=analisou os resultados | valor=9899
linha=1760 | nome=Paulo | acao=analisou os resultados | valor=4621
linha=1761 | nome=Otavio | acao=fez um experimento | valor=1922
linha=1762 | nome=Renata | acao=escreveu o relatorio | valor=7694
linha=1763 | nome=Felipe | acao=escreveu o relatorio | valor=8881
linha=1764 | nome=Gabriela | acao=executou o benchmark | valor=7474
linha=1765 | nome=Felipe | acao=participou da aula | valor=3620
linha=1766 | nome=Natalia | acao=executou o benchmark | valor=2761
linha=1767 | nome=Joao | acao=executou o benchmark | valor=7922
linha=1768 | nome=Gabriela | acao=escreveu o relatorio | valor=4831
linha=1769 | nome=Joao | acao=escreveu o relatorio | valor=1934
linha=1770 | nome=Mariana | acao=analisou os resultados | valor=8663
linha=1771 | nome=Paulo | acao=comparou as metricas | valor=9402
linha=1772 | nome=Lucas | acao=executou o benchmark | valor=3274
linha=1773 | nome=Igor | acao=fez um experimento | valor=3467
linha=1774 | nome=Felipe | acao=comparou as metricas | valor=6953
linha=1775 | nome=Paulo | acao=otimizou o algoritmo | valor=5556
linha=1776 | nome=Gabriela | acao=executou o benchmark | valor=6534
linha=1777 | nome=Igor | acao=comparou as metricas | valor=4216
linha=1778 | nome=Bruno | acao=estudou computacao | valor=9759
linha=1779 | nome=Eduarda | acao=escreveu o relatorio | valor=9895
linha=1780 | nome=Carlos | acao=estudou computacao | valor=2654
linha=1781 | nome=Joao | acao=otimizou o algoritmo | valor=5516
linha=1782 | nome=Eduarda | acao=analisou os resultados | valor=8659
linha=1783 | nome=Carlos | acao=analisou os resultados | valor=4226
linha=1784 | nome=Otavio | acao=analisou os resultados | valor=9493
linha=1785 | nome=Karen | acao=estudou computacao | valor=4002
linha=1786 | nome=Paulo | acao=analisou os resultados | valor=5075
linha=1787 | nome=Igor | acao=executou o benchmark | valor=1412
linha=1788 | nome=Paulo | acao=estudou computacao | valor=2427
linha=1789 | nome=Lucas | acao=escreveu o relatorio | valor=1700
linha=1790 | nome=Felipe | acao=comparou as metricas | valor=4688
linha=1791 | nome=Tiago | acao=comparou as metricas | valor=5045
linha=1792 | nome=Lucas | acao=analisou os resultados | valor=1690
linha=1793 | nome=Tiago | acao=comparou as metricas | valor=8549
linha=1794 | nome=Mariana | acao=escreveu o relatorio | valor=8781
linha=1795 | nome=Sofia | acao=comparou as metricas | valor=7563
linha=1796 | nome=Carlos | acao=analisou os resultados | valor=2256
linha=1797 | nome=Daniela | acao=fez um experimento | valor=3658
linha=1798 | nome=Eduarda | acao=fez um experimento | valor=9728
linha=1799 | nome=Natalia | acao=fez um experimento | valor=2185
linha=1800 | nome=Karen | acao=fez um experimento | valor=9654
linha=1801 | nome=Otavio | acao=comparou as metricas | valor=7894
linha=1802 | nome=Tiago | acao=executou o benchmark | valor=6333
linha=1803 | nome=Otavio | acao=executou o benchmark | valor=9282
linha=1804 | nome=Karen | acao=estudou computacao | valor=5261
linha=1805 | nome=Eduarda | acao=executou o benchmark | valor=8313
linha=1806 | nome=Mariana | acao=otimizou o algoritmo | valor=5993
linha=1807 | nome=Vitor | acao=comparou as metricas | valor=5453
linha=1808 | nome=Paulo | acao=escreveu o relatorio | valor=5809
linha=1809 | nome=Gabriela | acao=participou da aula | valor=7700
linha=1810 | nome=Paulo | acao=otimizou o algoritmo | valor=7266
linha=1811 | nome=Lucas | acao=participou da aula | valor=9502
linha=1812 | nome=Natalia | acao=fez um experimento | valor=5574
linha=1813 | nome=Lucas | acao=fez um experimento | valor=1835
linha=1814 | nome=Otavio | acao=escreveu o relatorio | valor=9252
linha=1815 | nome=Renata | acao=otimizou o algoritmo | valor=2617
linha=1816 | nome=Sofia | acao=otimizou o algoritmo | valor=3424
linha=1817 | nome=Joao | acao=participou da aula | valor=2367
linha=1818 | nome=Gabriela | acao=executou o benchmark | valor=6575
linha=1819 | nome=Mariana | acao=participou da aula | valor=8503
linha=1820 | nome=Ana | acao=estudou computacao | valor=5471
linha=1821 | nome=Felipe | acao=estudou computacao | valor=4403
linha=1822 | nome=Carlos | acao=participou da aula | valor=8460
linha=1823 | nome=Natalia | acao=analisou os resultados | valor=3340
linha=1824 | nome=Sofia | acao=fez um experimento | valor=2086
linha=1825 | nome=Mariana | acao=fez um experimento | valor=9755
linha=1826 | nome=Bruno | acao=fez um experimento | valor=6454
linha=1827 | nome=Daniela | acao=analisou os resultados | valor=7006
linha=1828 | nome=Carlos | acao=analisou os resultados | valor=4269
linha=1829 | nome=Otavio | acao=escreveu o relatorio | valor=1311
linha=1830 | nome=Helena | acao=participou da aula | valor=9959
linha=1831 | nome=Daniela | acao=comparou as metricas | valor=6427
linha=1832 | nome=Mariana | acao=escreveu o relatorio | valor=4810
linha=1833 | nome=Renata | acao=escreveu o relatorio | valor=8909
linha=1834 | nome=Renata | acao=escreveu o relatorio | valor=9491
linha=1835 | nome=Sofia | acao=executou o benchmark | valor=7797
linha=1836 | nome=Joao | acao=analisou os resultados | valor=7723
linha=1837 | nome=Lucas | acao=escreveu o relatorio | valor=5419
linha=1838 | nome=Renata | acao=comparou as metricas | valor=1584
linha=1839 | nome=Sofia | acao=participou da aula | valor=9995
linha=1840 | nome=Karen | acao=participou da aula | valor=2041
linha=1841 | nome=Lucas | acao=estudou computacao | valor=6216
linha=1842 | nome=Lucas | acao=estudou computacao | valor=1927
linha=1843 | nome=Ana | acao=otimizou o algoritmo | valor=9635
linha=1844 | nome=Tiago | acao=analisou os resultados | valor=4224
linha=1845 | nome=Otavio | acao=comparou as metricas | valor=3466
linha=1846 | nome=Natalia | acao=executou o benchmark | valor=9102
linha=1847 | nome=Eduarda | acao=participou da aula | valor=1888
linha=1848 | nome=Igor | acao=participou da aula | valor=1135
linha=1849 | nome=Vitor | acao=estudou computacao | valor=3122
linha=1850 | nome=Otavio | acao=comparou as metricas | valor=1277
linha=1851 | nome=Lucas | acao=analisou os resultados | valor=1295
linha=1852 | nome=Vitor | acao=participou da aula | valor=4779
linha=1853 | nome=Carlos | acao=executou o benchmark | valor=1159
linha=1854 | nome=Natalia | acao=participou da aula | valor=3125
linha=1855 | nome=Helena | acao=fez um experimento | valor=4059
linha=1856 | nome=Eduarda | acao=comparou as metricas | valor=7761
linha=1857 | nome=Felipe | acao=analisou os resultados | valor=1582
linha=1858 | nome=Renata | acao=fez um experimento | valor=4134
linha=1859 | nome=Vitor | acao=escreveu o relatorio | valor=1227
linha=1860 | nome=Carlos | acao=executou o benchmark | valor=7937
linha=1861 | nome=Mariana | acao=estudou computacao | valor=3881
linha=1862 | nome=Bruno | acao=analisou os resultados | valor=4069
linha=1863 | nome=Paulo | acao=analisou os resultados | valor=6766
linha=1864 | nome=Tiago | acao=escreveu o relatorio | valor=8534
linha=1865 | nome=Felipe | acao=executou o benchmark | valor=9395
linha=1866 | nome=Gabriela | acao=comparou as metricas | valor=4458
linha=1867 | nome=Natalia | acao=estudou computacao | valor=8784
linha=1868 | nome=Paulo | acao=executou o benchmark | valor=4691
linha=1869 | nome=Carlos | acao=participou da aula | valor=8022
linha=1870 | nome=Otavio | acao=executou o benchmark | valor=8216
linha=1871 | nome=Ana | acao=otimizou o algoritmo | valor=6860
linha=1872 | nome=Gabriela | acao=executou o benchmark | valor=8520
linha=1873 | nome=Igor | acao=estudou computacao | valor=4017
linha=1874 | nome=Joao | acao=executou o benchmark | valor=5758
linha=1875 | nome=Paulo | acao=estudou computacao | valor=7765
linha=1876 | nome=Mariana | acao=participou da aula | valor=9538
linha=1877 | nome=Igor | acao=fez um experimento | valor=6887
linha=1878 | nome=Otavio | acao=analisou os resultados | valor=2889
linha=1879 | nome=Joao | acao=escreveu o relatorio | valor=9180
linha=1880 | nome=Helena | acao=comparou as metricas | valor=7055
linha=1881 | nome=Otavio | acao=analisou os resultados | valor=6956
linha=1882 | nome=Ana | acao=otimizou o algoritmo | valor=5291
linha=1883 | nome=Otavio | acao=participou da aula | valor=5545
linha=1884 | nome=Sofia | acao=executou o benchmark | valor=5670
linha=1885 | nome=Igor | acao=otimizou o algoritmo | valor=4439
linha=1886 | nome=Ana | acao=executou o benchmark | valor=6771
linha=1887 | nome=Eduarda | acao=participou da aula | valor=6846
linha=1888 | nome=Joao | acao=executou o benchmark | valor=9565
linha=1889 | nome=Paulo | acao=estudou computacao | valor=5544
linha=1890 | nome=Mariana | acao=fez um experimento | valor=3036
linha=1891 | nome=Tiago | acao=fez um experimento | valor=6083
linha=1892 | nome=Renata | acao=fez um experimento | valor=6410
linha=1893 | nome=Felipe | acao=otimizou o algoritmo | valor=5958
linha=1894 | nome=Lucas | acao=otimizou o algoritmo | valor=1147
linha=1895 | nome=Paulo | acao=comparou as metricas | valor=9542
linha=1896 | nome=Igor | acao=comparou as metricas | valor=6466
linha=1897 | nome=Igor | acao=estudou computacao | valor=5051
linha=1898 | nome=Karen | acao=participou da aula | valor=1566
linha=1899 | nome=Daniela | acao=estudou computacao | valor=6444
linha=1900 | nome=Helena | acao=estudou computacao | valor=3352
linha=1901 | nome=Karen | acao=otimizou o algoritmo | valor=3235
linha=1902 | nome=Felipe | acao=executou o benchmark | valor=9287
linha=1903 | nome=Helena | acao=executou o benchmark | valor=5983
linha=1904 | nome=Bruno | acao=estudou computacao | valor=8455
linha=1905 | nome=Bruno | acao=executou o benchmark | valor=7031
linha=1906 | nome=Carlos | acao=analisou os resultados | valor=9697
linha=1907 | nome=Ana | acao=comparou as metricas | valor=3326
