linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=1457 | nome=Bruno | acao=participou da aula | valor=6288
linha=1458 | nome=Igor | acao=estudou computacao | valor=4840
linha=1459 | nome=Lucas | acao=escreveu o relatorio | valor=1848
linha=1460 | nome=Paulo | acao=executou o benchmark | valor=8206
linha=1461 | nome=Mariana | acao=fez um experimento | valor=4574
linha=1462 | nome=Ana | acao=executou o benchmark | valor=2035
linha=1463 | nome=Natalia | acao=otimizou o algoritmo | valor=4803
linha=1464 | nome=Helena | acao=otimizou o algoritmo | valor=6547
linha=1465 | nome=Ana | acao=escreveu o relatorio | valor=7393
linha=1466 | nome=Otavio | acao=otimizou o algoritmo | valor=1197
linha=1467 | nome=Otavio | acao=executou o benchmark | valor=9157
linha=1468 | nome=Ana | acao=executou o benchmark | valor=9344
linha=1469 | nome=Igor | acao=comparou as metricas | valor=8601
linha=1470 | nome=Natalia | acao=otimizou o algoritmo | valor=6487
linha=1471 | nome=Daniela | acao=otimizou o algoritmo | valor=9477
linha=1472 | nome=Daniela | acao=otimizou o algoritmo | valor=8368
linha=1473 | nome=Joao | acao=otimizou o algoritmo | valor=9080
linha=1474 | nome=Felipe | acao=executou o benchmark | valor=7154
linha=1475 | nome=Joao | acao=participou da aula | valor=6357
linha=1476 | nome=Otavio | acao=fez um experimento | valor=6935
linha=1477 | nome=Lucas | acao=executou o benchmark | valor=4148
linha=1478 | nome=Mariana | acao=fez um experimento | valor=9727
linha=1479 | nome=Sofia | acao=fez um experimento | valor=3346
linha=1480 | nome=Gabriela | acao=fez um experimento | valor=3067
linha=1481 | nome=Karen | acao=fez um experimento | valor=7120
linha=1482 | nome=Karen | acao=otimizou o algoritmo | valor=2409
linha=1483 | nome=Lucas | acao=fez um experimento | valor=2789
linha=1484 | nome=Natalia | acao=executou o benchmark | valor=7103
linha=1485 | nome=Bruno | acao=otimizou o algoritmo | valor=9740
linha=1486 | nome=Lucas | acao=analisou os resultados | valor=2334
linha=1487 | nome=Mariana | acao=otimizou o algoritmo | valor=1424
linha=1488 | nome=Renata | acao=executou o benchmark | valor=5182
linha=1489 | nome=Paulo | acao=escreveu o relatorio | valor=8587
linha=1490 | nome=Bruno | acao=participou da aula | valor=8478
linha=1491 | nome=Gabriela | acao=fez um experimento | valor=5598
linha=1492 | nome=Helena | acao=fez um experimento | valor=3275
linha=1493 | nome=Gabriela | acao=estudou computacao | valor=3759
linha=1494 | nome=Daniela | acao=participou da aula | valor=8237
linha=1495 | nome=Igor | acao=analisou os resultados | valor=3968
linha=1496 | nome=Sofia | acao=otimizou o algoritmo | valor=2117
linha=1497 | nome=Tiago | acao=analisou os resultados | valor=1928
linha=1498 | nome=Gabriela | acao=executou o benchmark | valor=2873
linha=1499 | nome=Vitor | acao=estudou computacao | valor=2821
linha=1500 | nome=Daniela | acao=escreveu o relatorio | valor=2557
linha=1501 | nome=Ana | acao=comparou as metricas | valor=9215
linha=1502 | nome=Carlos | acao=otimizou o algoritmo | valor=7102
linha=1503 | nome=Karen | acao=otimizou o algoritmo | valor=1103
linha=1504 | nome=Mariana | acao=estudou computacao | valor=3464
linha=1505 | nome=Vitor | acao=escreveu o relatorio | valor=2873
linha=1506 | nome=Eduarda | acao=analisou os resultados | valor=1585
linha=1507 | nome=Bruno | acao=fez um experimento | valor=8570
linha=1508 | nome=Carlos | acao=fez um experimento | valor=6664
linha=1509 | nome=Otavio | acao=estudou computacao | valor=7835
linha=1510 | nome=Joao | acao=fez um experimento | valor=8114
linha=1511 | nome=Renata | acao=escreveu o relatorio | valor=2027
linha=1512 | nome=Mariana | acao=analisou os resultados | valor=4711
linha=1513 | nome=Mariana | acao=comparou as metricas | valor=8252
linha=1514 | nome=Paulo | acao=estudou computacao | valor=4818
linha=1515 | nome=Lucas | acao=comparou as metricas | valor=3097
linha=1516 | nome=Felipe | acao=analisou os resultados | valor=9802
linha=1517 | nome=Karen | acao=analisou os resultados | valor=4496
linha=1518 | nome=Otavio | acao=otimizou o algoritmo | valor=3003
linha=1519 | nome=Tiago | acao=participou da aula | valor=2526
linha=1520 | nome=Helena | acao=otimizou o algoritmo | valor=6740
linha=1521 | nome=Natalia | acao=executou o benchmark | valor=4246
linha=1522 | nome=Paulo | acao=comparou as metricas | valor=4565
linha=1523 | nome=Daniela | acao=fez um experimento | valor=1241
linha=1524 | nome=Otavio | acao=executou o benchmark | valor=4847
linha=1525 | nome=Igor | acao=executou o benchmark | valor=9084
linha=1526 | nome=Vitor | acao=participou da aula | valor=6733
linha=1527 | nome=Mariana | acao=participou da aula | valor=4682
linha=1528 | nome=Mariana | acao=comparou as metricas | valor=7929
linha=1529 | nome=Ana | acao=fez um experimento | valor=8726
linha=1530 | nome=Mariana | acao=fez um experimento | valor=3571
linha=1531 | nome=Felipe | acao=comparou as metricas | valor=5161
linha=1532 | nome=Joao | acao=fez um experimento | valor=4741
linha=1533 | nome=Natalia | acao=participou da aula | valor=7347
linha=1534 | nome=Gabriela | acao=analisou os resultados | valor=4671
linha=1535 | nome=Igor | acao=escreveu o relatorio | valor=3184
linha=1536 | nome=Bruno | acao=analisou os resultados | valor=4808
linha=1537 | nome=Ana | acao=otimizou o algoritmo | valor=7636
linha=1538 | nome=Paulo | acao=analisou os resultados | valor=3092
linha=1539 | nome=Igor | acao=comparou as metricas | valor=5603
linha=1540 | nome=Gabriela | acao=comparou as metricas | valor=7401
linha=1541 | nome=Bruno | acao=participou da aula | valor=8578
linha=1542 | nome=Igor | acao=estudou computacao | valor=3769
linha=1543 | nome=Carlos | acao=escreveu o relatorio | valor=4754
linha=1544 | nome=Natalia | acao=comparou as metricas | valor=8339
linha=1545 | nome=Karen | acao=estudou computacao | valor=2714
linha=1546 | nome=Eduarda | acao=otimizou o algoritmo | valor=5745
linha=1547 | nome=Helena | acao=escreveu o relatorio | valor=9868
linha=1548 | nome=Joao | acao=escreveu o relatorio | valor=1674
linha=1549 | nome=Tiago | acao=comparou as metricas | valor=1207
linha=1550 | nome=Sofia | acao=executou o benchmark | valor=9739
linha=1551 | nome=Sofia | acao=fez um experimento | valor=8828
linha=1552 | nome=Daniela | acao=comparou as metricas | valor=4338
linha=1553 | nome=Felipe | acao=analisou os resultados | valor=7540
linha=1554 | nome=Felipe | acao=analisou os resultados | valor=1834
linha=1555 | nome=Otavio | acao=comparou as metricas | valor=3044
linha=1556 | nome=Natalia | acao=fez um experimento | valor=6851
linha=1557 | nome=Sofia | acao=comparou as metricas | valor=5457
linha=1558 | nome=Karen | acao=estudou computacao | valor=1244
linha=1559 | nome=Renata | acao=otimizou o algoritmo | valor=1540
linha=1560 | nome=Helena | acao=escreveu o relatorio | valor=4095
linha=1561 | nome=Mariana | acao=analisou os resultados | valor=5483
linha=1562 | nome=Mariana | acao=executou o benchmark | valor=9552
linha=1563 | nome=Ana | acao=comparou as metricas | valor=8100
linha=1564 | nome=Natalia | acao=fez um experimento | valor=7001
linha=1565 | nome=Renata | acao=participou da aula | valor=4469
linha=1566 | nome=Otavio | acao=executou o benchmark | valor=5223
linha=1567 | nome=Renata | acao=comparou as metricas | valor=8150
linha=1568 | nome=Joao | acao=analisou os resultados | valor=6885
linha=1569 | nome=Karen | acao=analisou os resultados | valor=7710
linha=1570 | nome=Karen | acao=comparou as metricas | valor=4573
linha=1571 | nome=Vitor | acao=comparou as metricas | valor=1302
linha=1572 | nome=Bruno | acao=otimizou o algoritmo | valor=2860
linha=1573 | nome=Eduarda | acao=analisou os resultados | valor=2824
linha=1574 | nome=Igor | acao=comparou as metricas | valor=9843
linha=1575 | nome=Mariana | acao=fez um experimento | valor=3429
linha=1576 | nome=Vitor | acao=participou da aula | valor=9337
linha=1577 | nome=Mariana | acao=comparou as metricas | valor=5421
linha=1578 | nome=Mariana | acao=comparou as metricas | valor=6271
linha=1579 | nome=Renata | acao=analisou os resultados | valor=2466
linha=1580 | nome=Felipe | acao=comparou as metricas | valor=2883
linha=1581 | nome=Tiago | acao=estudou computacao | valor=3680
linha=1582 | nome=Otavio | acao=comparou as metricas | valor=9743
linha=1583 | nome=Igor | acao=participou da aula | valor=8871
linha=1584 | nome=Eduarda | acao=analisou os resultados | valor=2764
linha=1585 | nome=Sofia | acao=executou o benchmark | valor=9038
linha=1586 | nome=Carlos | acao=estudou computacao | valor=9312
linha=1587 | nome=Joao | acao=otimizou o algoritmo | valor=1397
linha=1588 | nome=Karen | acao=otimizou o algoritmo | valor=9463
linha=1589 | nome=Helena | acao=escreveu o relatorio | valor=3543
linha=1590 | nome=Daniela | acao=participou da aula | valor=7013
linha=1591 | nome=Gabriela | acao=comparou as metricas | valor=8280
linha=1592 | nome=Carlos | acao=analisou os resultados | valor=5441
linha=1593 | nome=Renata | acao=executou o benchmark | valor=7363
linha=1594 | nome=Karen | acao=executou o benchmark | valor=7244
linha=1595 | nome=Renata | acao=escreveu o relatorio | valor=9264
linha=1596 | nome=Mariana | acao=escreveu o relatorio | valor=1745
linha=1597 | nome=Mariana | acao=executou o benchmark | valor=5407
linha=1598 | nome=Natalia | acao=estudou computacao | valor=2757
linha=1599 | nome=Ana | acao=estudou computacao | valor=7613
linha=1600 | nome=Gabriela | acao=participou da aula | valor=7344
linha=1601 | nome=Tiago | acao=analisou os resultados | valor=1464
linha=1602 | nome=Lucas | acao=executou o benchmark | valor=4607
linha=1603 | nome=Otavio | acao=participou da aula | valor=9528
linha=1604 | nome=Renata | acao=estudou computacao | valor=8698
linha=1605 | nome=Natalia | acao=analisou os resultados | valor=6216
linha=1606 | nome=Felipe | acao=analisou os resultados | valor=9099
linha=1607 | nome=Otavio | acao=escreveu o relatorio | valor=6684
linha=1608 | nome=Gabriela | acao=executou o benchmark | valor=3411
linha=1609 | nome=Renata | acao=comparou as metricas | valor=2565
linha=1610 | nome=Otavio | acao=participou da aula | valor=9713
linha=1611 | nome=Tiago | acao=estudou computacao | valor=7658
linha=1612 | nome=Bruno | acao=escreveu o relatorio | valor=7950
linha=1613 | nome=Karen | acao=fez um experimento | valor=4974
linha=1614 | nome=Karen | acao=fez um experimento | valor=7060
linha=1615 | nome=Karen | acao=participou da aula | valor=5161
linha=1616 | nome=Paulo | acao=comparou as metricas | valor=6795
linha=1617 | nome=Renata | acao=analisou os resultados | valor=4533
linha=1618 | nome=Bruno | acao=estudou computacao | valor=8461
linha=1619 | nome=Eduarda | acao=participou da aula | valor=4654
linha=1620 | nome=Carlos | acao=escreveu o relatorio | valor=4977
linha=1621 | nome=Felipe | acao=executou o benchmark | valor=6647
linha=1622 | nome=Otavio | acao=executou o benchmark | valor=8172
linha=1623 | nome=Renata | acao=comparou as metricas | valor=8163
linha=1624 | nome=Natalia | acao=fez um experimento | valor=2085
linha=1625 | nome=Natalia | acao=participou da aula | valor=1183
linha=1626 | nome=Mariana | acao=estudou computacao | valor=1476
linha=1627 | nome=Felipe | acao=fez um experimento | valor=6382
linha=1628 | nome=Gabriela | acao=estudou computacao | valor=6739
linha=1629 | nome=Vitor | acao=fez um experimento | valor=6394
linha=1630 | nome=Sofia | acao=executou o benchmark | valor=6666
linha=1631 | nome=Mariana | acao=escreveu o relatorio | valor=6083
linha=1632 | nome=Karen | acao=participou da aula | valor=3560
linha=1633 | nome=Sofia | acao=escreveu o relatorio | valor=9948
linha=1634 | nome=Otavio | acao=estudou computacao | valor=1122
linha=1635 | nome=Bruno | acao=escreveu o relatorio | valor=6429
linha=1636 | nome=Joao | acao=comparou as metricas | valor=4457
linha=1637 | nome=Helena | acao=executou o benchmark | valor=7688
linha=1638 | nome=Helena | acao=fez um experimento | valor=1501
linha=1639 | nome=Vitor | acao=fez um experimento | valor=7373
linha=1640 | nome=Helena | acao=analisou os resultados | valor=4355
linha=1641 | nome=Mariana | acao=comparou as metricas | valor=9455
linha=1642 | nome=Ana | acao=comparou as metricas | valor=6826
linha=1643 | nome=Gabriela | acao=fez um experimento | valor=6945
linha=1644 | nome=Lucas | acao=comparou as metricas | valor=2393
linha=1645 | nome=Sofia | acao=fez um experimento | valor=1737
linha=1646 | nome=Gabriela | acao=fez um experimento | valor=2102
linha=1647 | nome=Carlos | acao=participou da aula | valor=8706
linha=1648 | nome=Vitor | acao=estudou computacao | valor=9405
linha=1649 | nome=Felipe | acao=executou o benchmark | valor=1247
linha=1650 | nome=Mariana | acao=executou o benchmark | valor=3122
linha=1651 | nome=Helena | acao=comparou as metricas | valor=5900
linha=1652 | nome=Carlos | acao=participou da aula | valor=8302
linha=1653 | nome=Gabriela | acao=otimizou o algoritmo | valor=9338
linha=1654 | nome=Bruno | acao=executou o benchmark | valor=7544
linha=1655 | nome=Mariana | acao=executou o benchmark | valor=4799
linha=1656 | nome=Carlos | acao=estudou computacao | valor=2596
linha=1657 | nome=Carlos | acao=executou o benchmark | valor=6197
linha=1658 | nome=Mariana | acao=comparou as metricas | valor=1555
linha=1659 | nome=Lucas | acao=fez um experimento | valor=8303
linha=1660 | nome=Daniela | acao=comparou as metricas | valor=6880
linha=1661 | nome=Daniela | acao=analisou os resultados | valor=8324
linha=1662 | nome=Lucas | acao=executou o benchmark | valor=4441
linha=1663 | nome=Mariana | acao=fez um experimento | valor=7725
linha=1664 | nome=Otavio | acao=participou da aula | valor=7922
linha=1665 | nome=Joao | acao=fez um experimento | valor=3072
linha=1666 | nome=Sofia | acao=otimizou o algoritmo | valor=8022
linha=1667 | nome=Igor | acao=executou o benchmark | valor=5381
linha=1668 | nome=Igor | acao=fez um experimento | valor=6334
linha=1669 | nome=Sofia | acao=otimizou o algoritmo | valor=3718
linha=1670 | nome=Igor | acao=participou da aula | valor=5317
linha=1671 | nome=Tiago | acao=executou o benchmark | valor=1474
linha=1672 | nome=Carlos | acao=participou da aula | valor=4197
linha=1673 | nome=Bruno | acao=analisou os resultados | valor=7997
linha=1674 | nome=Eduarda | acao=analisou os resultados | valor=6009
linha=1675 | nome=Vitor | acao=otimizou o algoritmo | valor=2380
linha=1676 | nome=Bruno | acao=estudou computacao | valor=2499
linha=1677 | nome=Renata | acao=estudou computacao | valor=4028
linha=1678 | nome=Vitor | acao=comparou as metricas | valor=9088
linha=1679 | nome=Eduarda | acao=comparou as metricas | valor=8876
linha=1680 | nome=Eduarda | acao=participou da aula | valor=7960
linha=1681 | nome=Felipe | acao=escreveu o relatorio | valor=1658
linha=1682 | nome=Sofia | acao=escreveu o relatorio | valor=5538
linha=1683 | nome=Vitor | acao=analisou os resultados | valor=5012
linha=1684 | nome=Renata | acao=executou o benchmark | valor=8217
linha=1685 | nome=Paulo | acao=escreveu o relatorio | valor=9397
linha=1686 | nome=Sofia | acao=escreveu o relatorio | valor=9537
linha=1687 | nome=Daniela | acao=escreveu o relatorio | valor=4971
linha=1688 | nome=Helena | acao=fez um experimento | valor=5602
linha=1689 | nome=Helena | acao=fez um experimento | valor=1771
linha=1690 | nome=Gabriela | acao=otimizou o algoritmo | valor=5462
linha=1691 | nome=Vitor | acao=otimizou o algoritmo | valor=2980
linha=1692 | nome=Tiago | acao=otimizou o algoritmo | valor=4570
linha=1693 | nome=Natalia | acao=otimizou o algoritmo | valor=9285
linha=1694 | nome=Ana | acao=otimizou o algoritmo | valor=6589
linha=1695 | nome=Paulo | acao=participou da aula | valor=5254
linha=1696 | nome=Otavio | acao=participou da aula | valor=6442
linha=1697 | nome=Joao | acao=comparou as metricas | valor=9410
linha=1698 | nome=Sofia | acao=comparou as metricas | valor=4918
linha=1699 | nome=Gabriela | acao=escreveu o relatorio | valor=3111
linha=1700 | nome=Gabriela | acao=analisou os resultados | valor=3795
linha=1701 | nome=Joao | acao=escreveu o relatorio | valor=5704
linha=1702 | nome=Igor | acao=comparou as metricas | valor=1082
linha=1703 | nome=Vitor | acao=fez um experimento | valor=3227
linha=1704 | nome=Lucas | acao=estudou computacao | valor=5955
linha=1705 | nome=Mariana | acao=otimizou o algoritmo | valor=7165
linha=1706 | nome=Joao | acao=estudou computacao | valor=6957
linha=1707 | nome=Tiago | acao=executou o benchmark | valor=4737
linha=1708 | nome=Ana | acao=escreveu o relatorio | valor=5828
linha=1709 | nome=Helena | acao=escreveu o relatorio | valor=3621
linha=1710 | nome=Natalia | acao=executou o benchmark | valor=2670
